id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
event_unbreakablesphere1_06_s_11,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_11,True,,1,think,,3,delight,,5,think,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_12,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_12,True,,1,think,,3,delight,,5,think,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_13,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_13,True,,1,think,,3,delight,,5,think,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_14,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_14,True,,1,think,,3,delight,,5,think,,7,idle,,L_300,L_30,1.0,,,,,
event_unbreakablesphere1_06_s_15,40075,event_unbreakablesphere1_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_06_s_15,True,,1,think,,3,delight,,5,idle,,7,idle,,L_30,53,1.0,,,,,
event_unbreakablesphere1_06_s_16,40075,event_unbreakablesphere1_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_06_s_16,True,,1,think,,3,delight,,5,idle,,7,idle,,53,53,1.0,,,,,
event_unbreakablesphere1_06_s_17,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_17,True,,1,think,,3,delight,,5,idle,,7,idle,,53,53,1.0,,,,,
event_unbreakablesphere1_06_s_18,40075,event_unbreakablesphere1_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_06_s_18,True,,1,think,,3,delight,,5,idle,,7,idle,,53,53,1.0,,,,,
event_unbreakablesphere1_06_s_19,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_19,True,,1,think,,3,delight,,5,idle,,7,idle,,53,53,1.0,,,,,
event_unbreakablesphere1_06_s_20,40075,event_unbreakablesphere1_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_06_s_20,True,,1,think,,3,delight,,5,idle,,7,idle,,L_700,L_700,1.0,,,,,
event_unbreakablesphere1_06_s_21,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_21,True,,1,think,,3,delight,,5,pain,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_22,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_22,True,,1,think,,3,delight,,5,pain,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_23,40075,event_unbreakablesphere1_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_06_s_23,False,,1,think,,3,delight,,5,pain,,7,idle,,L_700,L_700,1.0,,,,,
event_unbreakablesphere1_06_s_24,40075,event_unbreakablesphere1_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_06_s_24,True,,1,think,,3,delight,,5,pain,,7,idle,,L_700,L_700,1.0,,,,,
event_unbreakablesphere1_06_s_25,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_25,True,,1,think,,3,idle,,5,pain,,7,idle,,L_300,L_30,1.0,,,,,
event_unbreakablesphere1_06_s_26,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_26,True,,1,idle,,3,idle,,5,pain,,7,idle,,L_30,31,1.0,,,,,
event_unbreakablesphere1_06_s_27,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_27,True,,1,idle,,3,idle,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_28,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_28,True,,1,idle,,3,idle,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_29,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_29,True,,1,idle,,3,surprise,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_30,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_30,True,,1,idle,,3,surprise,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_31,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_31,True,,1,idle,,3,surprise,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_32,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_32,True,,1,idle,,3,think,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_33,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_33,True,,1,idle,,3,think,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_34,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_34,True,,1,idle,,3,think,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_35,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_35,False,,1,idle,,3,think,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_36,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_36,True,,1,idle,,3,think,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_37,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_37,True,,1,idle,,3,think,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_38,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_38,True,,1,idle,,3,think,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_39,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_39,True,,1,idle,,3,think,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_40,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_40,False,,1,idle,,3,think,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_41,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_41,True,,1,idle,,3,think,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_42,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_42,False,,1,idle,,3,surprise,,5,pain,,7,idle,,L_30,L_300,0.5,,,,,
event_unbreakablesphere1_06_s_43,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_43,True,,1,idle,,3,surprise,,5,pain,,7,idle,,L_300,S_100,1.0,,,,,
event_unbreakablesphere1_06_s_44,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_44,True,,1,idle,,3,surprise,,5,pain,,7,idle,,S_100,S_100,1.0,,,,,
event_unbreakablesphere1_06_s_45,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_45,True,,1,idle,,3,surprise,,5,pain,,7,idle,,S_100,S_100,1.0,,,,,
event_unbreakablesphere1_06_s_46,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_46,True,,1,idle,,3,surprise,,5,pain,,7,idle,,L_300,L_30,1.0,,,,,
event_unbreakablesphere1_06_s_47,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_47,True,,1,idle,,3,surprise,,5,pain,,7,idle,,L_30,31,1.0,,,,,
event_unbreakablesphere1_06_s_48,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_48,True,,1,idle,,3,surprise,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_49,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_49,True,,1,idle,,3,think,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_50,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_50,True,,1,idle,,3,think,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_51,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_51,True,,1,idle,,3,think,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_52,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_52,True,,1,idle,,3,idle,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_53,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_53,True,,1,idle,,3,think,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_54,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_54,True,,1,idle,,3,think,,5,pain,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_55,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_55,True,,1,idle,,3,think,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_56,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_56,True,,1,idle,,3,think,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_57,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_57,True,,1,idle,,3,think,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_58,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_58,True,,1,idle,,3,think,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_59,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_59,True,,1,idle,,3,think,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_60,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_60,False,,1,idle,,3,think,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_61,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_61,True,,1,idle,,3,idle,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_62,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_62,True,,1,idle,,3,idle,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_63,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_63,True,,1,idle,,3,idle,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_64,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_64,True,,1,angry,,3,idle,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_65,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_65,True,,1,angry,,3,idle,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_66,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_66,True,,1,angry,,3,idle,,5,idle,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_67,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_67,True,,1,angry,,3,idle,,5,idle,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_68,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_68,True,,1,angry,,3,idle,,5,idle,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_69,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_69,True,,1,angry,,3,idle,,5,idle,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_70,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_70,True,,1,angry,,3,idle,,5,idle,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_71,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_71,True,,1,angry,,3,idle,,5,idle,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_72,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_72,True,,1,angry,,3,idle,,5,idle,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_73,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_73,True,,1,angry,,3,idle,,5,idle,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_74,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_74,True,,1,angry,,3,idle,,5,idle,,7,idle,,L_300,L_30,1.0,,,,,
event_unbreakablesphere1_06_s_75,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_75,True,,1,think,,3,idle,,5,idle,,7,idle,,L_30,31,1.0,,,,,
event_unbreakablesphere1_06_s_76,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_76,True,,1,think,,3,delight,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_77,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_77,True,,1,think,,3,delight,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_78,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_78,True,,1,think,,3,delight,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_79,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_79,True,,1,think,,3,delight,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_80,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_80,True,,1,think,,3,idle,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_81,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_81,True,,1,think,,3,idle,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_82,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_82,True,,1,think,,3,idle,,5,idle,,7,idle,,31,31,1.0,,,,,
event_unbreakablesphere1_06_s_83,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_83,True,,1,think,,3,idle,,5,idle,,7,idle,,S_10,S_100,0.5,,,,,
event_unbreakablesphere1_06_s_84,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_84,True,,1,think,,3,idle,,5,idle,,7,idle,,S_100,S_100,1.0,,,,,
event_unbreakablesphere1_06_s_85,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_85,True,,1,think,,3,idle,,5,idle,,7,idle,,S_100,S_100,1.0,,,,,
event_unbreakablesphere1_06_s_86,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_86,True,,1,think,,3,idle,,5,idle,,7,idle,,S_100,S_100,1.0,,,,,
event_unbreakablesphere1_06_s_87,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_87,True,,1,think,,3,idle,,5,idle,,7,idle,,S_100,S_100,1.0,,,,,
event_unbreakablesphere1_06_s_88,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_88,True,,1,think,,3,angry,,5,idle,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_89,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_89,True,,1,think,,3,angry,,5,idle,,7,idle,,S_100,S_100,1.0,,,,,
event_unbreakablesphere1_06_s_90,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_90,True,,1,think,,3,angry,,5,idle,,7,idle,,L_300,L_30,1.0,,,,,
event_unbreakablesphere1_06_s_91,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_91,True,,1,think,,3,angry,,5,idle,,7,idle,,L_30,L_30,1.0,,,,,
event_unbreakablesphere1_06_s_92,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_92,True,,1,think,,3,angry,,5,idle,,7,idle,,L_30,L_30,1.0,,,,,
event_unbreakablesphere1_06_s_93,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_93,True,,1,think,,3,angry,,5,idle,,7,idle,,L_30,L_30,1.0,,,,,
event_unbreakablesphere1_06_s_94,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_94,True,,1,think,,3,angry,,5,idle,,7,idle,,L_30,L_30,1.0,,,,,
event_unbreakablesphere1_06_s_95,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_95,True,,1,think,,3,angry,,5,idle,,7,idle,,L_30,L_30,1.0,,,,,
event_unbreakablesphere1_06_s_96,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_96,True,,1,think,,3,angry,,5,idle,,7,idle,,L_30,L_30,1.0,,,,,
event_unbreakablesphere1_06_s_97,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_97,True,,1,think,,3,idle,,5,idle,,7,idle,,S_10,S_10,1.0,,,,,
event_unbreakablesphere1_06_s_98,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_98,True,,1,angry,,3,idle,,5,idle,,7,idle,,S_10,S_100,0.5,,,,,
event_unbreakablesphere1_06_s_99,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_99,True,,1,angry,,3,idle,,5,idle,,7,idle,,S_100,S_100,1.0,,,,,
event_unbreakablesphere1_06_s_100,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_100,True,,1,angry,,3,idle,,5,idle,,7,idle,,S_100,S_100,1.0,,,,,
event_unbreakablesphere1_06_s_101,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_101,True,,1,angry,,3,idle,,5,idle,,7,idle,,S_100,S_100,1.0,,,,,
event_unbreakablesphere1_06_s_102,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_102,True,,1,angry,,3,delight,,5,idle,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_103,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_103,True,,1,angry,,3,delight,,5,idle,,7,idle,,S_100,S_10,0.5,,,,,
event_unbreakablesphere1_06_s_104,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_104,True,,1,angry,,3,delight,,5,idle,,7,idle,,L_30,L_30,1.0,,,,,
event_unbreakablesphere1_06_s_105,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_105,True,,1,angry,,3,delight,,5,idle,,7,idle,,L_30,L_30,1.0,,,,,
event_unbreakablesphere1_06_s_106,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_106,True,,1,angry,,3,delight,,5,idle,,7,idle,,L_30,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_107,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_107,True,,1,angry,,3,delight,,5,idle,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_108,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_108,True,,1,angry,,3,delight,,5,idle,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_109,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_109,True,,1,angry,,3,delight,,5,idle,,7,idle,,L_300,L_300,1.0,,,,,
event_unbreakablesphere1_06_s_110,40075,event_unbreakablesphere1_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_06_s_110,True,,1,angry,,3,delight,,5,pain,,7,idle,,500,500,1.0,,,,,
