id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_icedragonsaga1_03_e_35,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_35,True,,5,no,,3,angry,,3,XS_30,1.0,,,,,guillotine_w_no,,,,,,,,,
event_icedragonsaga1_03_e_36,40064,event_icedragonsaga1_03_e,Narration,guillotine_w_no,,Locale_MainScenario:event_icedragonsaga1_03_e_36,False,,5,no,,,,,XS_30,XS_300,1.0,,sfx_scn_nikkelanding,Low_2,,,,,,,,,,,
event_icedragonsaga1_03_e_37,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_37,True,,5,no,,,,,XS_300,XS_300,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_38,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_38,True,,5,no,,,,,XS_300,XS_300,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_39,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_39,True,,5,no,,,,,XS_300,XS_300,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_40,40064,event_icedragonsaga1_03_e,Speech,maiden_w,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_40,False,,5,no,,,,,XS_300,XS_300,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_41,40064,event_icedragonsaga1_03_e,Speech,maiden_w,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_41,False,,5,no,,,,,XS_300,XS_300,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_42,40064,event_icedragonsaga1_03_e,Speech,maiden_w,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_42,False,,5,no,,,,,XS_300,XS_300,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_43,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_43,True,,5,idle,,,,,XS_300,L_50,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_44,40064,event_icedragonsaga1_03_e,Self,maiden_w,,Locale_MainScenario:event_icedragonsaga1_03_e_44,False,,5,idle,,,,,L_50,L_50,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_45,40064,event_icedragonsaga1_03_e,Self,guillotine_w_no,,Locale_MainScenario:event_icedragonsaga1_03_e_45,False,,5,idle,,,,,L_50,3,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_46,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_03_e_46,False,,5,no,guillotine_w_no,3,shy,,black,black,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_47,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_47,True,,5,no,,3,shy,,4,4,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_48,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_48,True,,5,no,,3,shy,,4,4,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_49,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_49,True,,5,no,,3,shy,,4,4,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_50,40064,event_icedragonsaga1_03_e,Speech,maiden_w,narration,Locale_MainScenario:event_icedragonsaga1_03_e_50,False,,5,no,,3,idle,,black,black,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_51,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_51,True,,5,surprise,,3,idle,,5,L_50,0.7,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_52,40064,event_icedragonsaga1_03_e,Self,maiden_w,,Locale_MainScenario:event_icedragonsaga1_03_e_52,False,,5,surprise,,3,idle,,L_50,L_50,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_53,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_53,True,,5,worry,,3,idle,,L_50,L_50,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_54,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_54,True,,5,worry,,3,idle,,L_50,L_50,1.0,,,,,,,,,,,,,,
event_icedragonsaga1_03_e_55,40064,event_icedragonsaga1_03_e,Speech,maiden_w,narration,Locale_MainScenario:event_icedragonsaga1_03_e_55,False,,5,worry,,3,idle,,black,black,1.0,none,,,,,,,,,,,,,
event_icedragonsaga1_03_e_56,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_56,True,,5,shy,,3,idle,DiningRoom_d,4,4,1.0,bgm_story_flipflop,,,black,,drake_m,13,angry,vesti_c,15,idle,privaty_m,17,idle
event_icedragonsaga1_03_e_57,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_57,True,,5,shy,,3,idle,,4,4,1.0,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_58,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_58,True,,5,shy,,3,idle,,4,4,1.0,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_59,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_59,True,,5,shy,,3,idle,,4,4,1.0,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_60,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_60,True,,5,shy,,3,idle,,4,4,1.0,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_61,40064,event_icedragonsaga1_03_e,Self,drake_m,,Locale_MainScenario:event_icedragonsaga1_03_e_61,False,,5,shy,,3,idle,,4,14,1.5,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_62,40064,event_icedragonsaga1_03_e,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_03_e_62,True,,5,shy,,3,idle,,14,14,1.0,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_63,40064,event_icedragonsaga1_03_e,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_03_e_63,True,,5,shy,,3,idle,,14,14,1.0,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_64,40064,event_icedragonsaga1_03_e,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_03_e_64,True,,5,shy,,3,idle,,14,14,1.0,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_65,40064,event_icedragonsaga1_03_e,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_03_e_65,True,,5,shy,,3,idle,,14,14,1.0,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_66,40064,event_icedragonsaga1_03_e,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_03_e_66,True,,5,shy,,3,idle,,14,14,1.0,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_67,40064,event_icedragonsaga1_03_e,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_03_e_67,True,,5,shy,,3,idle,,14,14,1.0,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_68,40064,event_icedragonsaga1_03_e,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_03_e_68,True,,5,shy,,3,idle,,14,130,0.7,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_69,40064,event_icedragonsaga1_03_e,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_03_e_69,True,,5,shy,,3,idle,,130,130,1.0,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_70,40064,event_icedragonsaga1_03_e,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_03_e_70,True,,5,shy,,3,idle,,130,130,1.0,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_71,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_71,True,,5,worry,,3,idle,,L_50,5,1.5,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_72,40064,event_icedragonsaga1_03_e,Self,maiden_w,,Locale_MainScenario:event_icedragonsaga1_03_e_72,False,,5,worry,,3,idle,,5,5,1.0,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_73,40064,event_icedragonsaga1_03_e,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_03_e_73,True,,5,worry,,3,idle,,16,16,1.0,,,,,,,13,angry,,15,idle,,17,idle
event_icedragonsaga1_03_e_74,40064,event_icedragonsaga1_03_e,Speech,privaty_m,privaty_m,Locale_MainScenario:event_icedragonsaga1_03_e_74,True,,5,worry,,3,idle,,16,16,1.0,,,,,,,13,angry,,15,idle,,17,no
event_icedragonsaga1_03_e_75,40064,event_icedragonsaga1_03_e,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_03_e_75,True,,5,worry,,3,idle,,16,14,1.0,,,,,,,13,angry,,15,idle,,17,no
event_icedragonsaga1_03_e_76,40064,event_icedragonsaga1_03_e,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_03_e_76,True,,5,worry,,3,idle,,14,14,1.0,,,,,,,13,angry,,15,idle,,17,no
event_icedragonsaga1_03_e_77,40064,event_icedragonsaga1_03_e,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_03_e_77,True,,5,worry,,3,idle,,14,14,1.0,,,,,,,13,angry,,15,idle,,17,no
event_icedragonsaga1_03_e_78,40064,event_icedragonsaga1_03_e,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_03_e_78,True,,5,worry,,3,idle,,14,14,1.0,,,,,,,13,angry,,15,idle,,17,no
event_icedragonsaga1_03_e_79,40064,event_icedragonsaga1_03_e,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_03_e_79,True,,5,worry,,3,idle,,14,XS_150,1.0,,,,,,,13,angry,,15,delight,,17,no
event_icedragonsaga1_03_e_80,40064,event_icedragonsaga1_03_e,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_03_e_80,True,,5,worry,,3,idle,,XS_150,XS_150,1.0,,,,,,,13,angry,,15,delight,,17,no
event_icedragonsaga1_03_e_81,40064,event_icedragonsaga1_03_e,Speech,vesti_c,narration,Locale_MainScenario:event_icedragonsaga1_03_e_81,False,,5,worry,,3,idle,,black,black,1.0,,,,,,,13,angry,,15,delight,,17,no
