id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/2/hide_char_id,characters/7/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id
event_absolute2_05_e_11,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_11,True,,3,angry,,5,rage,,5,XS_50,0.7,,,vesti_t,vesti_t,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_12,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_12,False,,3,angry,,5,rage,,XS_50,XS_50,1.0,sfx_scn_explosionhuge,,vesti_t,,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_13,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_13,True,,3,angry,,5,rage,,XS_50,XS_500,0.7,,,vesti_t,vesti_t,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_14,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_14,False,,3,angry,,5,rage,,XS_500,XS_500,1.0,sfx_scn_firemissiles,,vesti_t,,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_15,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_15,False,,3,angry,,5,rage,,black,black,1.0,,,vesti_t,,,delta,9,angry,signal,7,angry,soldiereg,13,idle,scarecommander,15,idle,,,,,,,,,,,,,,
event_absolute2_05_e_16,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_16,True,,3,angry,,5,rage,,S_900,S_900,1.0,,,delta,delta,,,9,angry,,7,angry,,13,idle,,15,idle,,,,,,,,,,,,,,
event_absolute2_05_e_17,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_17,True,,3,angry,,5,rage,,S_1300,S_1300,1.0,,,soldiereg,soldiereg,,,9,angry,,7,angry,,13,idle,,15,idle,,,,,,,,,,,,,,
event_absolute2_05_e_18,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_18,True,,3,angry,,5,rage,,S_1300,1500,1.0,,,scarecommander,scarecommander,,,9,angry,,7,angry,,13,idle,,15,idle,,,,,,,,,,,,,,
event_absolute2_05_e_19,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_19,False,,3,angry,,5,rage,,black,black,1.0,,,signal,,,,9,angry,,7,angry,,13,idle,,15,idle,,,,,,,,,,,,,,
event_absolute2_05_e_20,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_20,True,,3,angry,,5,idle,,XS_700,XS_70,1.0,,,signal,signal,,,9,angry,,7,angry,,13,idle,,15,idle,,,,,,,,,,,,,,
event_absolute2_05_e_21,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_21,False,,3,angry,,5,idle,,black,black,1.0,,,signal,,,,9,angry,,7,angry,,13,idle,,15,idle,,,,,,,,,,,,,,
event_absolute2_05_e_22,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_22,False,,3,angry,,5,idle,,black,black,1.0,sfx_scn_c092_fire,,signal,,,,9,angry,,7,angry,,13,idle,,15,idle,,,,,,,,,,,,,,
event_absolute2_05_e_23,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_23,True,,3,angry,,5,idle,,100,10,1.0,,,eunhwa_t,eunhwa_t,,,9,angry,,7,angry,,13,idle,,15,idle,eunhwa_t,1,angry,,,,,,,,,,,
event_absolute2_05_e_24,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_24,True,,3,angry,,5,idle,,10,10,1.0,,,eunhwa_t,eunhwa_t,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_25,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_25,True,,3,angry,,5,idle,,10,113,1.0,,,soldiereg,soldiereg,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_26,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_26,False,,3,angry,,5,idle,,black,black,1.0,,,soldiereg,,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_27,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_27,True,,3,angry,,5,idle,,S_900,S_900,1.0,,,delta,delta,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,black,,,,,,,,,,
event_absolute2_05_e_28,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_28,True,,3,angry,,5,idle,,1500,1500,1.0,,,scarecommander,scarecommander,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_29,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_29,True,,3,angry,,5,idle,,100,10,0.7,,,eunhwa_t,eunhwa_t,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_30,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_30,True,,3,angry,,5,idle,,10,31,1.0,,,emma_t,emma_t,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_31,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_31,False,,3,angry,,5,idle,,31,3,1.0,,,emma_t,,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_32,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_32,False,,3,angry,,5,idle,,3,3,1.0,sfx_scn_fireblindly,,emma_t,,Low_2,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_33,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_33,False,,3,angry,,5,idle,,3,30,1.0,,,emma_t,,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_34,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_34,False,,3,angry,,5,idle,,black,black,1.0,sfx_scn_predatorgrowl,,emma_t,,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_35,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_35,False,,3,angry,,5,idle,,black,black,1.0,,,emma_t,,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_36,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_36,True,,3,angry,,5,idle,,300,300,1.0,,,emma_t,emma_t,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_37,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_37,False,,3,angry,,5,idle,,300,300,1.0,,,emma_t,,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_38,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_38,False,,3,angry,,5,idle,,300,30,0.5,sfx_scn_c092_fire,,emma_t,,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_39,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_39,True,,3,angry,,5,idle,,30,31,1.0,,,eunhwa_t,eunhwa_t,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_40,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_40,True,,3,idle,,5,idle,,31,31,1.0,,,emma_t,emma_t,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_41,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_41,True,,3,idle,,5,idle,,31,31,1.0,,,emma_t,emma_t,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_42,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_42,True,,3,idle,,5,idle,,31,31,1.0,,,eunhwa_t,eunhwa_t,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_43,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_43,True,,3,idle,,5,idle,,31,53,1.5,,,emma_t,emma_t,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_44,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_44,True,,3,idle,,5,idle,,53,53,1.0,,,vesti_t,vesti_t,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_45,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_45,False,,3,idle,,5,idle,,black,black,1.0,,,vesti_t,,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_46,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_46,True,,3,idle,,5,idle,,100,100,1.0,,,eunhwa_t,eunhwa_t,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_47,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_47,True,,3,idle,,5,idle,,100,10,1.0,,,eunhwa_t,eunhwa_t,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_48,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_48,False,,3,idle,,5,idle,,black,black,1.0,,,eunhwa_t,,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_49,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_49,False,,3,idle,,5,idle,,black,black,1.0,sfx_scn_walkiesignal,,eunhwa_t,,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_50,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_50,True,,3,idle,,5,idle,,XS_700,XS_700,0.5,,,signal,signal,,,9,angry,,7,idle,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_51,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_51,True,,3,idle,,5,idle,,XS_700,XS_700,1.0,,,ludmilla_op,ludmilla_op,,,9,angry,,7,idle,,13,idle,,15,idle,,1,angry,,ludmilla_op,OP_leftup,think,,,,,,,
event_absolute2_05_e_52,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_52,True,,3,idle,,5,idle,,XS_700,XS_700,1.0,,,signal,signal,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,OP_leftup,think,,,,,,,
event_absolute2_05_e_53,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_53,True,,3,idle,,5,idle,,XS_700,XS_700,1.0,,,ludmilla_op,ludmilla_op,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,OP_leftup,think,,,,,,,
event_absolute2_05_e_54,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_54,True,,3,idle,,5,idle,,XS_700,XS_700,1.0,,,signal,signal,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,OP_leftup,think,,,,,,,
event_absolute2_05_e_55,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_55,True,,3,idle,,5,idle,,XS_700,XS_700,1.0,,,signal,signal,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,OP_leftup,think,,,,,,,
event_absolute2_05_e_56,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_56,True,,3,idle,,5,idle,,XS_700,XS_700,1.0,,,signal,signal,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,OP_leftup,think,,,,,,,
event_absolute2_05_e_57,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_57,True,,3,idle,,5,idle,,XS_700,XS_700,1.0,,,signal,signal,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,OP_leftup,think,,,,,,,
event_absolute2_05_e_58,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_58,True,,3,idle,,5,idle,,XS_700,XS_700,1.0,,,ludmilla_op,ludmilla_op,,,9,angry,,7,angry,,13,idle,,15,idle,,1,angry,,,OP_leftup,think,eunhwa_t,,,,,,
event_absolute2_05_e_59,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_59,True,,3,idle,,5,idle,,XS_700,XS_70,1.0,,,signal,signal,,,9,angry,,7,angry,,13,idle,,15,idle,,,,,,OP_leftup,think,,,,,,,
event_absolute2_05_e_60,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_60,True,,3,idle,,5,idle,,30,30,1.0,,,emma_t,emma_t,,,9,angry,,7,angry,,13,idle,,15,idle,,,,,,OP_leftup,think,,ludmilla_op,,,,,
event_absolute2_05_e_61,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_61,True,,3,idle,,5,idle,,30,30,1.0,,,emma_t,emma_t,,,9,angry,,7,angry,,13,idle,,15,idle,,,,,,,,,,,,,,
event_absolute2_05_e_62,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_62,False,,3,idle,,5,idle,,30,53,1.0,,,emma_t,,,,9,angry,,7,angry,,13,idle,,15,idle,,,,,,,,,,,,,,
event_absolute2_05_e_63,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_63,True,,3,idle,,5,idle,,53,53,1.0,,,emma_t,emma_t,,,9,angry,,7,angry,,13,idle,,15,idle,,,,,,,,,,,,,,
event_absolute2_05_e_64,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_64,True,,3,idle,,5,idle,,53,53,1.0,,,vesti_t,vesti_t,,,9,angry,,7,angry,,13,idle,,15,idle,,,,,,,,,,,,,,
event_absolute2_05_e_65,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_65,False,,3,idle,,5,idle,,53,53,1.0,,,vesti_t,,,,9,angry,,7,angry,,13,idle,,15,idle,,,,,,,,,,,,,,
event_absolute2_05_e_66,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_66,False,,3,idle,,5,idle,,black,black,1.0,sfx_scn_aim,,vesti_t,,,,9,angry,,7,angry,,5,idle,,13,idle,,,,,,,,,,vesti_t,delta,signal,,
event_absolute2_05_e_67,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_67,False,,3,idle,,,,,black,black,1.0,,,vesti_t,,,,,,,,,,5,idle,,13,idle,,,,,,,,,,,,,,
event_absolute2_05_e_68,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_68,True,,3,idle,,,,,30,30,1.0,,,emma_t,emma_t,,,,,,,,,5,idle,,13,idle,,,,,,,,,,,,,,
event_absolute2_05_e_69,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_69,True,,3,idle,,,,,30,53,1.0,,,soldiereg,soldiereg,,,,,,,,,5,idle,,13,idle,,,,,,,,,,,,,,
event_absolute2_05_e_70,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_70,True,,3,idle,,,,,53,53,1.0,,,emma_t,emma_t,,,,,,,,,5,idle,,13,idle,,,,,,,,,,,,,,
event_absolute2_05_e_71,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_71,True,,3,idle,,,,,53,53,1.0,,,soldiereg,soldiereg,,,,,,,,,5,idle,,13,idle,,,,,,,,,,,,,,
event_absolute2_05_e_72,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_72,False,,3,idle,,,,,black,black,1.0,,,soldiereg,,,,,,,,,,13,idle,,15,idle,,,,,,,,,,,,,,
event_absolute2_05_e_73,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_73,True,,3,idle,,,,,100,10,0.7,,,eunhwa_t,eunhwa_t,,,,,,,,,13,idle,,15,idle,eunhwa_t,1,angry,,,,,,,,,,,
event_absolute2_05_e_74,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_74,True,,3,idle,,,,,10,10,1.0,,,eunhwa_t,eunhwa_t,,,,,,,,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_75,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_75,True,,3,idle,,,,,150,150,1.0,,,scarecommander,scarecommander,,,,,,,,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_76,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_76,True,,3,idle,,,,,150,1315,1.0,,,soldiereg,soldiereg,,,,,,,,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_77,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_77,False,,3,idle,,,,,black,black,1.0,,,soldiereg,,,,,,,,,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_78,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_78,True,,3,idle,,,,,S_130,S_1300,0.7,,,soldiereg,soldiereg,,,,,,,,,13,idle,,15,idle,,1,angry,,,,,,,,,,,
event_absolute2_05_e_79,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_79,False,,3,idle,vesti_t,5,idle,,black,black,1.0,,,soldiereg,,,,,,,,,,13,idle,,15,idle,,1,angry,,,,,eunhwa_t,,,,,soldiereg,scarecommander
event_absolute2_05_e_80,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_80,True,,3,idle,,5,idle,,300,30,1.0,,,emma_t,emma_t,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_81,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_81,True,,3,idle,,5,delight,,30,53,1.0,,,vesti_t,vesti_t,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_82,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_82,True,,3,idle,,5,delight,,53,53,1.0,,,emma_t,emma_t,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_83,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_83,False,,3,idle,,5,delight,,53,53,1.0,sfx_scn_1shot,,emma_t,,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_84,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_84,False,,3,idle,,5,delight,,53,53,1.0,,,emma_t,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_85,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_85,True,,3,delight,,5,delight,,53,53,1.0,,,emma_t,emma_t,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_86,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_86,False,,3,delight,,5,delight,,black,black,1.0,,,emma_t,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_87,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_87,False,,3,delight,,5,delight,,black,black,1.0,sfx_scn_fireblindly,,emma_t,,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_88,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_88,False,,3,idle,,5,delight,,black,black,1.0,,,emma_t,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_89,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_89,False,,3,idle,,5,angry_02,,black,black,1.0,sfx_scn_predatorgrowl,,emma_t,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_90,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_90,False,,3,idle,,5,angry_02,,black,black,1.0,,,emma_t,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_91,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_91,True,,3,idle,,5,angry_02,,XS_50,XS_500,1.0,,,vesti_t,vesti_t,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_92,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_92,False,,3,idle,,5,angry_02,,XS_500,XS_500,1.0,sfx_scn_cape,,vesti_t,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_93,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_93,False,,3,idle,,5,angry_02,,XS_500,XS_500,1.0,,,vesti_t,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_94,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_94,False,,3,idle,,5,angry_02,,XS_500,XS_500,1.0,,,vesti_t,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_95,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_95,False,,3,idle,,5,angry_02,,XS_500,XS_500,1.0,,,vesti_t,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_96,40086,event_absolute2_05_e,Speech,Locale_MainScenario:event_absolute2_05_e_96,True,,3,idle,,5,rage,,XS_500,XS_50,0.5,,,vesti_t,vesti_t,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_05_e_97,40086,event_absolute2_05_e,Narration,Locale_MainScenario:event_absolute2_05_e_97,False,,3,idle,,5,rage,,black,black,1.0,sfx_scn_explosionhuge,,vesti_t,,,,,,,,,,,,,,,,,,,,,,,,,,,,
