id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_boomtheghost1_06_s_16,40084,event_boomtheghost1_06_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_06_s_16,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,surprise,,XS_150,130,1.0,,,,,,
event_boomtheghost1_06_s_17,40084,event_boomtheghost1_06_s,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost1_06_s_17,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,surprise,,130,1315,1.0,,,,,,
event_boomtheghost1_06_s_18,40084,event_boomtheghost1_06_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_06_s_18,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,surprise,,1315,1315,1.0,,,,,,
event_boomtheghost1_06_s_19,40084,event_boomtheghost1_06_s,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost1_06_s_19,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,surprise,,1315,1315,1.0,,,,,,
event_boomtheghost1_06_s_20,40084,event_boomtheghost1_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_06_s_20,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,surprise,,170,1700,0.7,,,,rapi_ss,17,angry
event_boomtheghost1_06_s_21,40084,event_boomtheghost1_06_s,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost1_06_s_21,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,surprise,,1700,1700,1.0,,,,,17,angry
event_boomtheghost1_06_s_22,40084,event_boomtheghost1_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_06_s_22,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,surprise,,1700,1700,1.0,,,,,17,angry
event_boomtheghost1_06_s_23,40084,event_boomtheghost1_06_s,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost1_06_s_23,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,surprise,,1700,1700,1.0,,,,,17,angry
event_boomtheghost1_06_s_24,40084,event_boomtheghost1_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_06_s_24,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,surprise,,1700,1700,1.0,,,,,17,angry
event_boomtheghost1_06_s_25,40084,event_boomtheghost1_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_06_s_25,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,surprise,,1700,170,1.0,,,,,17,angry
event_boomtheghost1_06_s_26,40084,event_boomtheghost1_06_s,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost1_06_s_26,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,170,170,1.0,,,,,17,angry
event_boomtheghost1_06_s_27,40084,event_boomtheghost1_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_06_s_27,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,170,170,1.0,,,,,17,worry
event_boomtheghost1_06_s_28,40084,event_boomtheghost1_06_s,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost1_06_s_28,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,,,,,17,worry
event_boomtheghost1_06_s_29,40084,event_boomtheghost1_06_s,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost1_06_s_29,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,,,,,17,worry
event_boomtheghost1_06_s_30,40084,event_boomtheghost1_06_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_06_s_30,True,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,L_10,31,1.0,,,,,17,worry
event_boomtheghost1_06_s_31,40084,event_boomtheghost1_06_s,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost1_06_s_31,True,,7,idle,,5,idle,,3,delight,,1,delight,,13,idle,,15,idle,,31,31,1.0,,,,,17,worry
event_boomtheghost1_06_s_32,40084,event_boomtheghost1_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_06_s_32,False,,7,idle,,5,idle,,3,delight,,1,delight,,13,idle,,15,idle,,170,170,1.0,,,,,17,good
event_boomtheghost1_06_s_33,40084,event_boomtheghost1_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_06_s_33,True,,7,idle,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,170,170,1.0,,,,,17,good
event_boomtheghost1_06_s_34,40084,event_boomtheghost1_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_06_s_34,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_70,S_700,0.5,,,,,17,good
event_boomtheghost1_06_s_35,40084,event_boomtheghost1_06_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_06_s_35,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_700,S_700,1.0,,,,,17,good
event_boomtheghost1_06_s_36,40084,event_boomtheghost1_06_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_06_s_36,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_700,S_700,1.0,,,,,17,good
event_boomtheghost1_06_s_37,40084,event_boomtheghost1_06_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_06_s_37,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,1300,1300,1.0,,,,,17,good
event_boomtheghost1_06_s_38,40084,event_boomtheghost1_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_06_s_38,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_700,S_70,0.7,none,,,,17,good
event_boomtheghost1_06_s_39,40084,event_boomtheghost1_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_06_s_39,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_70,S_70,1.0,,,,,17,good
event_boomtheghost1_06_s_40,40084,event_boomtheghost1_06_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_06_s_40,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,130,130,1.0,,,,,17,good
event_boomtheghost1_06_s_41,40084,event_boomtheghost1_06_s,Speech,frima_s,pepper_s,Locale_MainScenario:event_boomtheghost1_06_s_41,False,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,130,130,1.0,,,,,17,good
event_boomtheghost1_06_s_42,40084,event_boomtheghost1_06_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_06_s_42,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,130,130,1.0,,,,,17,good
event_boomtheghost1_06_s_43,40084,event_boomtheghost1_06_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_06_s_43,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,130,130,1.0,bgm_story_spookaboo,,,,17,good
event_boomtheghost1_06_s_44,40084,event_boomtheghost1_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_06_s_44,False,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,130,130,1.0,,,,,17,think
event_boomtheghost1_06_s_45,40084,event_boomtheghost1_06_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_06_s_45,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,130,1300,1.0,,,,,17,think
event_boomtheghost1_06_s_46,40084,event_boomtheghost1_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_06_s_46,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,1700,1700,1.0,,,,,17,think
event_boomtheghost1_06_s_47,40084,event_boomtheghost1_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_06_s_47,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_70,S_700,0.5,,,,,17,think
event_boomtheghost1_06_s_48,40084,event_boomtheghost1_06_s,Narration,elegg_s,,Locale_MainScenario:event_boomtheghost1_06_s_48,False,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,black,black,1.0,,,sfx_scn_tyrantcry,,17,think
event_boomtheghost1_06_s_49,40084,event_boomtheghost1_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_06_s_49,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_700,S_70,0.7,,,,,17,think
event_boomtheghost1_06_s_50,40084,event_boomtheghost1_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_06_s_50,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_70,S_70,1.0,,,,,17,think
event_boomtheghost1_06_s_51,40084,event_boomtheghost1_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_06_s_51,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_70,S_70,1.0,,,,,17,think
event_boomtheghost1_06_s_52,40084,event_boomtheghost1_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_06_s_52,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_70,S_70,1.0,,,,,17,think
event_boomtheghost1_06_s_53,40084,event_boomtheghost1_06_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_06_s_53,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,130,130,1.0,,,,,17,think
event_boomtheghost1_06_s_54,40084,event_boomtheghost1_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_06_s_54,False,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,170,170,1.0,,,,,17,worry
event_boomtheghost1_06_s_55,40084,event_boomtheghost1_06_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_06_s_55,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,130,1300,1.0,,,,,17,worry
event_boomtheghost1_06_s_56,40084,event_boomtheghost1_06_s,Monologue,frima_s,,Locale_MainScenario:event_boomtheghost1_06_s_56,False,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,black,black,1.0,,,,,17,worry
event_boomtheghost1_06_s_57,40084,event_boomtheghost1_06_s,Monologue,frima_s,,Locale_MainScenario:event_boomtheghost1_06_s_57,False,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,black,black,1.0,,,,,17,worry
event_boomtheghost1_06_s_58,40084,event_boomtheghost1_06_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_06_s_58,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,1300,1300,1.0,,,,,17,worry
event_boomtheghost1_06_s_59,40084,event_boomtheghost1_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_06_s_59,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_700,S_700,1.0,,,,,17,worry
event_boomtheghost1_06_s_60,40084,event_boomtheghost1_06_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_06_s_60,False,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_700,S_700,1.0,,,,,17,worry
event_boomtheghost1_06_s_61,40084,event_boomtheghost1_06_s,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost1_06_s_61,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,angry,,XS_1500,XS_1500,1.0,,,,,17,worry
event_boomtheghost1_06_s_62,40084,event_boomtheghost1_06_s,Speech,yan_s,yan_s,Locale_MainScenario:event_boomtheghost1_06_s_62,True,,7,no,,5,no,,3,idle,,1,idle,,13,idle,,15,angry,,S_500,S_500,1.0,,,,,17,worry
event_boomtheghost1_06_s_63,40084,event_boomtheghost1_06_s,Monologue,yan_s,,Locale_MainScenario:event_boomtheghost1_06_s_63,False,,7,no,,5,no,,3,idle,,1,idle,,13,idle,,15,angry,,black,black,1.0,,,,,17,worry
event_boomtheghost1_06_s_64,40084,event_boomtheghost1_06_s,Monologue,yan_s,,Locale_MainScenario:event_boomtheghost1_06_s_64,False,,7,no,,5,no,,3,idle,,1,idle,,13,idle,,15,angry,,black,black,1.0,,,,,17,worry
event_boomtheghost1_06_s_65,40084,event_boomtheghost1_06_s,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost1_06_s_65,True,,7,no,,5,no,,3,idle,,1,surprise,,13,idle,,15,angry,,L_10,L_10,1.0,,,,,17,worry
event_boomtheghost1_06_s_66,40084,event_boomtheghost1_06_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_06_s_66,False,,7,no,,5,idle,,3,special,,1,surprise,,13,idle,,15,angry,,L_10,S_30,1.0,,,,,17,worry
event_boomtheghost1_06_s_67,40084,event_boomtheghost1_06_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_06_s_67,True,,7,no,,5,idle,,3,special,,1,surprise,,13,idle,,15,angry,,S_30,S_30,1.0,,,,,17,worry
event_boomtheghost1_06_s_68,40084,event_boomtheghost1_06_s,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost1_06_s_68,False,,7,no,,5,idle,,3,special,,1,surprise,,13,idle,,15,angry,,XS_150,XS_150,1.0,,,,,17,worry
event_boomtheghost1_06_s_69,40084,event_boomtheghost1_06_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_06_s_69,True,,7,no,,5,idle,,3,special,,1,idle,,13,idle,,15,angry,,S_30,S_30,1.0,,,,,17,worry
event_boomtheghost1_06_s_70,40084,event_boomtheghost1_06_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_06_s_70,True,,7,no,,5,idle,,3,special,,1,idle,,13,idle,,15,angry,,S_30,S_30,1.0,,,,,17,worry
event_boomtheghost1_06_s_71,40084,event_boomtheghost1_06_s,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost1_06_s_71,True,,7,no,,5,idle,,3,special,,1,idle,,13,idle,,15,surprise,,XS_150,XS_150,1.0,,,,,17,worry
event_boomtheghost1_06_s_72,40084,event_boomtheghost1_06_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_06_s_72,True,,7,no,,5,idle,,3,special,,1,idle,,13,idle,,15,surprise,,S_30,S_30,1.0,,,,,17,worry
event_boomtheghost1_06_s_73,40084,event_boomtheghost1_06_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_06_s_73,True,,7,no,,5,idle,,3,special,,1,idle,,13,idle,,15,surprise,,S_30,S_30,1.0,,,,,17,worry
event_boomtheghost1_06_s_74,40084,event_boomtheghost1_06_s,Narration,tove_s,,Locale_MainScenario:event_boomtheghost1_06_s_74,False,,7,no,,5,idle,,3,special,,1,idle,,13,idle,,15,surprise,,black,black,1.0,,,sfx_scn_heavyboxrolling,,17,worry
event_boomtheghost1_06_s_75,40084,event_boomtheghost1_06_s,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost1_06_s_75,False,,7,no,,5,idle,,3,special,,1,idle,,13,idle,,15,idle,,black,black,1.0,,,,,17,worry
event_boomtheghost1_06_s_76,40084,event_boomtheghost1_06_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_06_s_76,True,,7,no,,5,idle,,3,sad,,1,idle,,13,idle,,15,idle,,S_30,S_300,1.0,,,,,17,worry
event_boomtheghost1_06_s_77,40084,event_boomtheghost1_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_06_s_77,False,,7,no,,5,idle,,3,sad,,1,idle,,13,idle,,15,idle,,S_700,S_700,1.0,,,,,17,worry
event_boomtheghost1_06_s_78,40084,event_boomtheghost1_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_06_s_78,True,,7,no,,5,idle,,3,sad,,1,idle,,13,idle,,15,idle,,1700,170,0.5,,,,,17,angry
event_boomtheghost1_06_s_79,40084,event_boomtheghost1_06_s,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost1_06_s_79,False,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,170,170,1.0,,,,,17,angry
event_boomtheghost1_06_s_80,40084,event_boomtheghost1_06_s,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost1_06_s_80,True,,7,no,,5,idle,,3,idle,,1,surprise,,13,idle,,15,idle,,L_10,L_100,0.5,,,,,17,angry
event_boomtheghost1_06_s_81,40084,event_boomtheghost1_06_s,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost1_06_s_81,True,,7,no,,5,idle,,3,idle,,1,surprise,,13,idle,,15,idle,,L_100,L_100,1.0,,,,,17,angry
event_boomtheghost1_06_s_82,40084,event_boomtheghost1_06_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_06_s_82,False,,7,no,,5,idle,,3,idle,,1,surprise,,13,idle,,15,idle,,1700,1700,1.0,,,,,17,worry
event_boomtheghost1_06_s_83,40084,event_boomtheghost1_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_06_s_83,True,,7,no,,5,idle,,3,idle,,1,surprise,,13,idle,,15,idle,,S_700,S_700,1.0,,,,,17,worry
event_boomtheghost1_06_s_84,40084,event_boomtheghost1_06_s,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost1_06_s_84,True,,7,no,,5,idle,,3,idle,,1,surprise,,13,idle,,15,surprise,,XS_1500,XS_1500,1.0,,,,,17,worry
event_boomtheghost1_06_s_85,40084,event_boomtheghost1_06_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_06_s_85,True,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,surprise,,S_700,S_70,0.5,,,,,17,worry
event_boomtheghost1_06_s_86,40084,event_boomtheghost1_06_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_06_s_86,True,,7,no,,5,idle,,3,special,,1,idle,,13,idle,,15,surprise,,S_30,S_30,1.0,,,,,17,worry
event_boomtheghost1_06_s_87,40084,event_boomtheghost1_06_s,Self,tove_s,,Locale_MainScenario:event_boomtheghost1_06_s_87,False,,7,no,,5,idle,,3,special,,1,idle,,13,idle,,15,surprise,,S_30,S_30,1.0,,,,,17,worry
