id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/2/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
event_ce006_2_06_s_11,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_11,True,,2,surprise,,12,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_12,40080,event_ce006_2_06_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_s_12,True,,2,angry,,12,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_13,40080,event_ce006_2_06_s,Self,ce006_03,,Locale_MainScenario:event_ce006_2_06_s_13,False,,2,angry,,12,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_14,40080,event_ce006_2_06_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_s_14,True,,2,angry,,12,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_15,40080,event_ce006_2_06_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_s_15,True,,2,angry,,12,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_16,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_16,True,,2,angry,,12,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_17,40080,event_ce006_2_06_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_s_17,True,,2,angry,,12,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_18,40080,event_ce006_2_06_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_s_18,True,,2,angry,,12,special,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_19,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_19,True,,2,angry,,12,special,,1,S_120,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_20,40080,event_ce006_2_06_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_s_20,True,,2,surprise,,12,special,,S_120,S_20,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_21,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_21,True,,2,angry,,12,special,artcity_s,1,1,1.0,none,,roam,14,idle,hermin,16,idle,black,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_22,40080,event_ce006_2_06_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_s_22,True,,2,angry,,12,special,,1,1,1.0,,,,14,idle,,16,idle,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_23,40080,event_ce006_2_06_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_s_23,True,,2,angry,,12,idle,,1,1,1.0,,,,14,idle,,16,idle,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_24,40080,event_ce006_2_06_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_s_24,True,,2,no,,12,idle,,1,1,1.0,,,,14,idle,,16,idle,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_25,40080,event_ce006_2_06_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_s_25,True,,2,no,,12,idle,,1,15,1.3,,,,14,idle,,16,idle,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_26,40080,event_ce006_2_06_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_s_26,False,,2,no,,12,idle,,15,15,1.0,,,,14,idle,,16,idle,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_27,40080,event_ce006_2_06_s,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_s_27,False,,2,no,,12,idle,,black,black,1.0,bgm_areah,,,14,idle,,16,idle,,roam,anis,13,void,neon,15,idle,privaty,3,idle,,,,,,,,,,
event_ce006_2_06_s_28,40080,event_ce006_2_06_s,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_s_28,False,,7,no,,5,idle,,black,black,1.0,,,,,,,1,idle,,,,13,void,,15,idle,,3,idle,,,,,,,,,,
event_ce006_2_06_s_29,40080,event_ce006_2_06_s,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_s_29,False,,7,no,,5,idle,,black,black,1.0,,,,,,,1,idle,,,,13,void,,15,idle,,3,idle,,,,,,,,,,
event_ce006_2_06_s_30,40080,event_ce006_2_06_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_06_s_30,True,,7,no,,5,idle,,14,14,1.0,,,,,,,1,idle,,,,13,void,,15,idle,,3,idle,,,,,,,,,,
event_ce006_2_06_s_31,40080,event_ce006_2_06_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_06_s_31,True,,7,no,,5,idle,,14,14,1.0,,,,,,,1,idle,,,,13,void,,15,idle,,3,idle,,,,,,,,,,
event_ce006_2_06_s_32,40080,event_ce006_2_06_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_06_s_32,True,,7,no,,5,idle,,14,14,1.0,,,,,,,1,idle,,,,13,void,,15,idle,,3,idle,,,,,,,,,,
event_ce006_2_06_s_33,40080,event_ce006_2_06_s,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_s_33,True,,7,no,,5,idle,,2,2,1.0,,,,,,,1,idle,,,,13,void,,15,idle,,3,idle,,,,,,,,,,
event_ce006_2_06_s_34,40080,event_ce006_2_06_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_s_34,True,,7,no,,5,idle,,2,2,1.0,,,,,,,1,idle,,,,13,void,,15,idle,,3,idle,,,,,,,,,,
event_ce006_2_06_s_35,40080,event_ce006_2_06_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_s_35,True,,7,no,,5,idle,,2,2,1.0,,,,,,,1,idle,,,,13,void,,15,idle,,3,idle,,,,,,,,,,
event_ce006_2_06_s_36,40080,event_ce006_2_06_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_s_36,True,,7,no,,5,idle,,2,2,1.0,,,,,,,1,idle,,,,13,void,,15,idle,,3,idle,,,,,,,,,,
event_ce006_2_06_s_37,40080,event_ce006_2_06_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_s_37,False,,7,no,,5,idle,,black,black,1.0,,,roam,1,idle,ce006_01,3,idle,,,,13,void,,15,idle,,3,idle,ce006_03,elegg,hermin,anis,neon,privaty,,,,
event_ce006_2_06_s_38,40080,event_ce006_2_06_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_s_38,True,,,,,,,,2,2,1.0,,,,1,idle,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_39,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_39,True,,,,,,,,2,2,1.0,,,,1,idle,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_40,40080,event_ce006_2_06_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_s_40,False,,,,,,,,2,2,1.0,,,,1,idle,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_41,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_41,False,,,,,,,,2,2,1.0,,,,1,idle,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_42,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_42,False,,,,,,,,2,30,1.3,,,,1,idle,,3,no,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_43,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_43,True,,,,,,,,30,30,1.0,,,,1,idle,,3,no,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_44,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_44,True,,,,,,,,30,30,1.0,,,,1,idle,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_45,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_45,True,,,,,,,,30,30,1.0,,,,1,idle,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_46,40080,event_ce006_2_06_s,Self,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_46,False,,,,,,,,30,30,1.0,,,,1,idle,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_47,40080,event_ce006_2_06_s,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_47,False,,,,,,,,black,black,1.0,,sfx_scn_intowater,,1,idle,,3,idle,,,,,,,,,,,,,,ce006_01,,,,,,,
event_ce006_2_06_s_48,40080,event_ce006_2_06_s,Monologue,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_48,False,,,,,,,,black,black,1.0,none,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_49,40080,event_ce006_2_06_s,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_49,False,,,,,,,DeepWater_02,black,black,1.0,,,,1,idle,,,,black,roam,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_50,40080,event_ce006_2_06_s,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_50,False,,,,,,,,100,1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_51,40080,event_ce006_2_06_s,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_51,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_52,40080,event_ce006_2_06_s,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_52,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_53,40080,event_ce006_2_06_s,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_53,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_54,40080,event_ce006_2_06_s,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_54,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_55,40080,event_ce006_2_06_s,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_55,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_56,40080,event_ce006_2_06_s,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_56,False,,,,,,,,1,100,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_57,40080,event_ce006_2_06_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_s_57,False,ce006_npc_01,4,surprise,ce006_03,2,sad,artcity_s,black,black,1.0,bgm_chapter32_field_advance,,roam,12,idle,,,,black,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_58,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_58,False,,4,surprise,,2,sad,,3,3,1.0,,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_59,40080,event_ce006_2_06_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_s_59,True,,4,surprise,,2,sad,,3,3,1.0,,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_60,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_60,True,,4,idle,,2,sad,,3,3,1.0,,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_61,40080,event_ce006_2_06_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_s_61,True,,4,idle,,2,no,,3,3,1.0,,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_62,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_62,False,,4,idle,,2,no,,3,3,1.0,,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_63,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_63,True,,4,idle,,2,no,,3,40,1.3,,,,12,idle,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_64,40080,event_ce006_2_06_s,Narration,ce006_npc_01,,Locale_MainScenario:event_ce006_2_06_s_64,False,,4,idle,,2,no,,black,black,1.0,,sfx_scn_watersplash,,12,idle,ce006_01,16,angry,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_65,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_65,True,,4,idle,,2,no,,160,160,1.0,,,,12,idle,,16,angry,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_66,40080,event_ce006_2_06_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_s_66,True,,4,idle,,2,surprise,,3,3,1.0,,,,12,idle,,16,angry,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_67,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_67,True,,4,idle,,2,surprise,,160,160,1.0,,,,12,idle,,16,angry,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_68,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_68,True,,4,idle,,2,surprise,,160,160,1.0,,,,12,idle,,16,angry,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_69,40080,event_ce006_2_06_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_s_69,True,,4,idle,,2,angry,,3,3,1.0,,,,12,idle,,16,angry,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_70,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_70,True,,4,idle,,2,angry,,160,160,1.0,,,,12,idle,,16,no,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_71,40080,event_ce006_2_06_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_s_71,True,,4,idle,,2,angry,,120,120,1.0,,,,12,idle,,16,no,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_72,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_72,True,,4,idle,,2,angry,,160,160,1.0,,,,12,idle,,16,no,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_s_73,40080,event_ce006_2_06_s,Monologue,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_73,False,,7,idle,,5,no,,black,black,1.0,none,,,13,idle,,1,no,,,hermin,3,idle,neon,15,idle,anis,17,void,,,,,,,rapi,19,idle,
event_ce006_2_06_s_74,40080,event_ce006_2_06_s,Monologue,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_74,False,,7,idle,,5,no,,black,black,1.0,,,,13,idle,,1,no,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_75,40080,event_ce006_2_06_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_s_75,False,,7,idle,,5,no,,XS_30,XS_30,1.0,,,,13,idle,,1,no,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_76,40080,event_ce006_2_06_s,Monologue,ce006_01,,Locale_MainScenario:event_ce006_2_06_s_76,False,,7,idle,,5,no,,XS_30,2,1.3,collab_bgm_sb_warmthofthecity,,,13,idle,,1,no,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_77,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_77,True,,7,idle,,5,no,,2,2,1.0,,,,13,idle,,1,think,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_78,40080,event_ce006_2_06_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_s_78,True,,7,idle,,5,no,,2,2,1.0,,,,13,idle,,1,think,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_79,40080,event_ce006_2_06_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_s_79,True,,7,idle,,5,no,,2,2,1.0,,,,13,idle,,1,think,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_80,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_80,True,,7,idle,,5,no,,2,2,1.0,,,,13,idle,,1,no,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_81,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_81,True,,7,idle,,5,no,,2,2,1.0,,,,13,idle,,1,no,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_82,40080,event_ce006_2_06_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_s_82,True,,7,idle,,5,no,,2,2,1.0,,,,13,idle,,1,no,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_83,40080,event_ce006_2_06_s,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_s_83,True,,7,idle,,5,no,,2,2,1.0,,,,13,idle,,1,no,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_84,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_84,True,,7,idle,,5,no,,2,2,1.0,,,,13,idle,,1,delight,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_85,40080,event_ce006_2_06_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_s_85,True,,7,idle,,5,no,,2,12,1.3,,,,13,idle,,1,delight,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_86,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_86,True,,7,idle,,5,no,,12,12,1.0,,,,13,idle,,1,idle,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_87,40080,event_ce006_2_06_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_s_87,True,,7,idle,,5,no,,12,12,1.0,,,,13,idle,,1,idle,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_88,40080,event_ce006_2_06_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_s_88,True,,7,idle,,5,no,,12,12,1.0,,,,13,idle,,1,idle,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_89,40080,event_ce006_2_06_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_s_89,True,,7,idle,,5,no,,12,12,1.0,,,,13,idle,,1,idle,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_90,40080,event_ce006_2_06_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_s_90,True,,7,idle,,5,no,,12,12,1.0,,,,13,idle,,1,idle,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_91,40080,event_ce006_2_06_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_s_91,True,,7,idle,,5,no,,12,12,1.0,,,,13,idle,,1,idle,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_92,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_92,True,,7,idle,,5,no,,12,12,1.0,,,,13,idle,,1,no,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_93,40080,event_ce006_2_06_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_s_93,True,,7,idle,,5,no,,12,12,1.0,,,,13,idle,,1,no,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_94,40080,event_ce006_2_06_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_s_94,True,,7,idle,,5,no,,12,12,1.0,,,,13,idle,,1,no,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_95,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_95,False,,7,idle,,5,no,,12,12,1.0,,,,13,idle,,1,no,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_96,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_96,True,,7,idle,,5,no,,12,12,1.0,,,,13,idle,,1,idle,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_97,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_97,True,,7,idle,,5,no,,12,12,1.0,,,,13,idle,,1,idle,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_98,40080,event_ce006_2_06_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_s_98,True,,7,idle,,5,no,,12,12,1.0,,,,13,idle,,1,idle,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_99,40080,event_ce006_2_06_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_s_99,True,,7,idle,,5,special,,6,6,1.0,,,,13,idle,,1,idle,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_100,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_100,True,,7,delight,,5,special,,6,6,1.0,,,,13,idle,,1,idle,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_101,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_101,True,,7,delight,,5,special,,12,12,1.0,,,,13,idle,,1,idle,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_102,40080,event_ce006_2_06_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_s_102,True,,7,delight,,5,special,,12,12,1.0,,,,13,idle,,1,idle,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
event_ce006_2_06_s_103,40080,event_ce006_2_06_s,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_s_103,True,,7,smile,,5,special,,6,6,1.0,,,,13,idle,,1,idle,,,,3,idle,,15,idle,,17,void,,,,,,,,19,idle,
