id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound,fade,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_coinsinrush2_intermission_01_18,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_18,True,,1,angry,,30,30,1.0,,velvet,,,velvet,,3,no
event_coinsinrush2_intermission_01_19,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_19,True,,1,angry,,30,30,1.0,,velvet,,,velvet,,3,no
event_coinsinrush2_intermission_01_20,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_20,True,,1,angry,,30,L_10,1.0,,mustang,,,mustang,,3,no
event_coinsinrush2_intermission_01_21,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_21,True,,1,angry,,L_10,L_10,1.0,,mustang,,,mustang,,3,no
event_coinsinrush2_intermission_01_22,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_22,True,,1,think,,L_10,L_10,1.0,,mustang,,,mustang,,3,no
event_coinsinrush2_intermission_01_23,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_23,False,,1,think,,L_10,2,1.0,,velvet,,,velvet,,3,no
event_coinsinrush2_intermission_01_24,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_24,True,,1,good,,2,2,1.0,,mustang,,,mustang,,3,no
event_coinsinrush2_intermission_01_25,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_25,True,,1,good,,2,2,1.0,,mustang,,,mustang,,3,no
event_coinsinrush2_intermission_01_26,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_26,True,,1,good,,2,2,1.0,,mustang,,,mustang,,3,no
event_coinsinrush2_intermission_01_27,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_27,False,,1,good,,2,2,1.0,,velvet,,,velvet,,3,no
event_coinsinrush2_intermission_01_28,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_28,True,,1,angry,,2,2,1.0,,mustang,,,mustang,,3,no
event_coinsinrush2_intermission_01_29,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_29,True,,1,angry,,2,2,1.0,,mustang,,,mustang,,3,no
event_coinsinrush2_intermission_01_30,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_30,True,,1,angry,,2,2,1.0,none,mustang,,,mustang,,3,no
event_coinsinrush2_intermission_01_31,40089,event_coinsinrush2_intermission_01,Narration,Locale_MainScenario:event_coinsinrush2_intermission_01_31,False,,1,angry,,2,2,1.0,,mustang,,,,,3,no
event_coinsinrush2_intermission_01_32,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_32,True,,1,idle,,2,2,1.0,bgm_story_mustang,mustang,,,mustang,,3,no
event_coinsinrush2_intermission_01_33,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_33,False,,1,idle,,2,2,1.0,,velvet,,,velvet,,3,smile
event_coinsinrush2_intermission_01_34,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_34,True,,1,idle,,2,2,1.0,,mustang,,,mustang,,3,smile
event_coinsinrush2_intermission_01_35,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_35,True,,1,idle,,2,2,1.0,,velvet,,,velvet,,3,smile
event_coinsinrush2_intermission_01_36,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_36,True,,1,idle,,2,2,1.0,,mustang,,,mustang,,3,smile
event_coinsinrush2_intermission_01_37,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_37,True,,1,idle,,2,2,1.0,,mustang,,,mustang,,3,smile
event_coinsinrush2_intermission_01_38,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_38,True,,1,idle,,2,2,1.0,,mustang,,,mustang,,3,smile
event_coinsinrush2_intermission_01_39,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_39,True,,1,idle,,2,2,1.0,,velvet,,,velvet,,3,smile
event_coinsinrush2_intermission_01_40,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_40,True,,1,idle,,2,2,1.0,,velvet,,,velvet,,3,idle
event_coinsinrush2_intermission_01_41,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_41,True,,1,idle,,2,2,1.0,,mustang,,,mustang,,3,idle
event_coinsinrush2_intermission_01_42,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_42,True,,1,idle,,2,L_10,1.0,,mustang,,,mustang,,3,idle
event_coinsinrush2_intermission_01_43,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_43,True,,1,idle,,L_10,L_10,1.0,,mustang,,,mustang,,3,idle
event_coinsinrush2_intermission_01_44,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_44,True,,1,idle,,L_10,L_10,1.0,,mustang,,,mustang,,3,idle
event_coinsinrush2_intermission_01_45,40089,event_coinsinrush2_intermission_01,Narration,Locale_MainScenario:event_coinsinrush2_intermission_01_45,False,,1,idle,,black,black,1.0,,,,,,,3,idle
event_coinsinrush2_intermission_01_46,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_46,False,,1,idle,,30,30,1.0,,velvet,,,velvet,,3,no
event_coinsinrush2_intermission_01_47,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_47,True,,1,idle,,30,30,1.0,,velvet,,,velvet,,3,no
event_coinsinrush2_intermission_01_48,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_48,True,,1,idle,,30,2,1.0,,mustang,,,mustang,,3,no
event_coinsinrush2_intermission_01_49,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_49,False,,1,idle,,2,2,1.0,,velvet,,,velvet,,3,no
event_coinsinrush2_intermission_01_50,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_50,True,,1,idle,,2,2,1.0,,mustang,,,mustang,,3,no
event_coinsinrush2_intermission_01_51,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_51,True,,1,idle,,2,2,1.0,,mustang,,,mustang,,3,no
event_coinsinrush2_intermission_01_52,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_52,True,,1,angry,,2,2,1.0,,mustang,,,mustang,,3,no
event_coinsinrush2_intermission_01_53,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_53,True,,1,angry,,2,2,1.0,,velvet,,,velvet,,3,delight
event_coinsinrush2_intermission_01_54,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_54,True,,1,angry,,2,2,1.0,,velvet,,,velvet,,3,delight
event_coinsinrush2_intermission_01_55,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_55,True,,1,idle,,2,2,1.0,,mustang,,,mustang,,3,delight
event_coinsinrush2_intermission_01_56,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_56,True,,1,idle,,2,2,1.0,,velvet,,,velvet,,3,smile
event_coinsinrush2_intermission_01_57,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_57,True,,1,idle,,2,2,1.0,,velvet,,,velvet,,3,smile
event_coinsinrush2_intermission_01_58,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_58,True,,1,good,,2,2,1.0,,mustang,,,mustang,,3,smile
event_coinsinrush2_intermission_01_59,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_59,True,,1,good,,2,2,1.0,,mustang,,,mustang,,3,smile
event_coinsinrush2_intermission_01_60,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_60,True,,1,good,,2,2,1.0,,mustang,,,mustang,,3,smile
event_coinsinrush2_intermission_01_61,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_61,True,,1,good,,2,2,1.0,,mustang,,,mustang,,3,smile
event_coinsinrush2_intermission_01_62,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_62,True,,1,good,,2,2,1.0,,velvet,,,velvet,,3,delight
event_coinsinrush2_intermission_01_63,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_63,True,,1,good,,2,2,1.0,,velvet,,,velvet,,3,delight
event_coinsinrush2_intermission_01_64,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_64,True,,1,idle,,2,2,1.0,,mustang,,,mustang,,3,delight
event_coinsinrush2_intermission_01_65,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_65,True,,1,idle,,2,L_10,1.0,,mustang,,,mustang,,3,delight
event_coinsinrush2_intermission_01_66,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_66,True,,1,good,,L_10,L_10,1.0,,mustang,,,mustang,,3,delight
event_coinsinrush2_intermission_01_67,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_67,True,,1,good,,L_10,2,1.0,,velvet,,,velvet,,3,idle
event_coinsinrush2_intermission_01_68,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_68,True,,1,idle,,2,2,1.0,,mustang,,,mustang,,3,idle
event_coinsinrush2_intermission_01_69,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_69,True,,1,idle,,2,2,1.0,,mustang,,,mustang,,3,idle
event_coinsinrush2_intermission_01_70,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_70,True,,1,good,,2,2,1.0,,mustang,,,mustang,,3,idle
event_coinsinrush2_intermission_01_71,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_71,True,,1,good,,2,2,1.0,,velvet,,,velvet,,3,smile
event_coinsinrush2_intermission_01_72,40089,event_coinsinrush2_intermission_01,Speech,Locale_MainScenario:event_coinsinrush2_intermission_01_72,True,,1,good,,2,30,1.0,,velvet,,,velvet,,3,good
