id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id
event_dirtybackyard_03_e_37,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_37,True,,5,think,,7,idle,,3,surprise,,50,50,1.0,,
event_dirtybackyard_03_e_38,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_38,True,,5,think,,7,idle,,3,surprise,,50,50,1.0,,
event_dirtybackyard_03_e_39,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_39,False,,5,think,,7,idle,,3,surprise,,S_30,S_30,1.0,,
event_dirtybackyard_03_e_40,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_40,True,,5,angry,,7,idle,,3,surprise,,50,50,1.0,,
event_dirtybackyard_03_e_41,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_41,True,,5,angry,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_42,40038,event_dirtybackyard_03_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_e_42,False,,5,angry,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_43,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_43,True,,5,think,,7,idle,,3,idle,,50,500,1.0,,
event_dirtybackyard_03_e_44,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_44,True,,5,think,,7,idle,,3,idle,,500,500,1.0,,
event_dirtybackyard_03_e_45,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_45,True,,5,think,,7,idle,,3,idle,,500,500,1.0,,
event_dirtybackyard_03_e_46,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_46,True,,5,think,,7,idle,,3,idle,,500,500,1.0,,
event_dirtybackyard_03_e_47,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_47,True,,5,think,,7,idle,,3,idle,,500,500,1.0,,
event_dirtybackyard_03_e_48,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_48,True,,5,think,,7,idle,,3,idle,,500,50,1.0,,
event_dirtybackyard_03_e_49,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_49,True,,5,think,,7,idle,,3,idle,,S_30,S_30,1.0,,
event_dirtybackyard_03_e_50,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_50,True,,5,think,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_51,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_51,True,,5,think,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_52,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_52,False,,5,pain,,7,idle,,3,idle,,50,5,1.0,,
event_dirtybackyard_03_e_53,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_53,True,,5,pain,,7,idle,,3,idle,,5,5,1.0,,
event_dirtybackyard_03_e_54,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_54,False,,5,think,,7,idle,,3,idle,,5,4,1.0,,
event_dirtybackyard_03_e_55,40038,event_dirtybackyard_03_e,Self,,,Locale_SubScenario:event_dirtybackyard_03_e_55,False,,5,think,,7,idle,,3,idle,,4,4,1.0,,
event_dirtybackyard_03_e_56,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_56,True,,5,think,,7,idle,,3,idle,,4,4,1.0,,
event_dirtybackyard_03_e_57,40038,event_dirtybackyard_03_e,Self,,,Locale_SubScenario:event_dirtybackyard_03_e_57,False,,5,think,,7,idle,,3,idle,,4,4,1.0,,
event_dirtybackyard_03_e_58,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_58,True,,5,think,,7,idle,,3,idle,,4,S_30,1.0,,
event_dirtybackyard_03_e_59,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_59,True,,5,think,,7,idle,,3,idle,,S_30,S_30,1.0,,
event_dirtybackyard_03_e_60,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_60,True,,5,think,,7,idle,,3,idle,,S_30,S_30,1.0,,
event_dirtybackyard_03_e_61,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_61,True,,5,pain,,7,idle,,3,idle,,S_30,50,1.0,,
event_dirtybackyard_03_e_62,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_62,True,,5,worry,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_63,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_63,True,,5,worry,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_64,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_64,True,,5,worry,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_65,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_65,True,,5,pain,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_66,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_66,True,,5,think,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_67,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_67,True,,5,think,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_68,40038,event_dirtybackyard_03_e,Self,,,Locale_SubScenario:event_dirtybackyard_03_e_68,False,,5,think,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_69,40038,event_dirtybackyard_03_e,Self,,,Locale_SubScenario:event_dirtybackyard_03_e_69,False,,5,think,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_70,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_70,True,,5,idle,,7,idle,,3,idle,,50,500,0.7,,
event_dirtybackyard_03_e_71,40038,event_dirtybackyard_03_e,Monologue,,,Locale_SubScenario:event_dirtybackyard_03_e_71,False,,5,idle,,7,idle,,3,idle,,black,black,1.0,,
event_dirtybackyard_03_e_72,40038,event_dirtybackyard_03_e,Monologue,,,Locale_SubScenario:event_dirtybackyard_03_e_72,False,,5,idle,,7,idle,,3,idle,,black,black,1.0,,
event_dirtybackyard_03_e_73,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_73,True,,5,idle,,7,idle,,3,idle,,S_30,S_30,1.0,,
event_dirtybackyard_03_e_74,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_74,True,,5,idle,,7,idle,,3,idle,,S_30,S_30,1.0,,
event_dirtybackyard_03_e_75,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_75,True,,5,idle,,7,idle,,3,idle,,S_30,S_30,1.0,,
event_dirtybackyard_03_e_76,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_76,True,,5,think,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_77,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_77,True,,5,think,,7,idle,,3,idle,,50,6,1.0,,
event_dirtybackyard_03_e_78,40038,event_dirtybackyard_03_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_e_78,True,,5,think,,7,idle,,3,idle,,6,6,1.0,,
event_dirtybackyard_03_e_79,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_79,True,,5,angry,,7,idle,,3,idle,,6,6,1.0,,
event_dirtybackyard_03_e_80,40038,event_dirtybackyard_03_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_e_80,True,,5,angry,,7,idle,,3,idle,,6,6,1.0,,
event_dirtybackyard_03_e_81,40038,event_dirtybackyard_03_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_e_81,True,,5,angry,,7,idle,,3,idle,,6,6,1.0,,
event_dirtybackyard_03_e_82,40038,event_dirtybackyard_03_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_e_82,True,,5,angry,,7,idle,,3,idle,,6,6,1.0,,
event_dirtybackyard_03_e_83,40038,event_dirtybackyard_03_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_e_83,True,,5,angry,,7,idle,,3,idle,,6,6,1.0,,
event_dirtybackyard_03_e_84,40038,event_dirtybackyard_03_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_e_84,True,,5,angry,,7,idle,,3,idle,,6,6,1.0,,
event_dirtybackyard_03_e_85,40038,event_dirtybackyard_03_e,Monologue,,,Locale_SubScenario:event_dirtybackyard_03_e_85,False,,5,angry,,7,idle,,3,idle,,6,6,1.0,,jin
event_dirtybackyard_03_e_86,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_86,True,,5,worry,,,,,3,idle,,6,5,1.0,,
event_dirtybackyard_03_e_87,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_87,True,,5,pain,,,,,3,idle,,5,5,1.0,,
event_dirtybackyard_03_e_88,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_88,True,,5,pain,,,,,3,idle,,S_30,S_30,1.0,,
