id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,conversation_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_colorless_05_s_35,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_35,True,,5,shy,,S_30,S_30,1.0,,,,,,3,special
event_colorless_05_s_36,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_36,True,,5,shy,,S_30,S_30,1.0,,,,,,3,special
event_colorless_05_s_37,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_37,True,,5,shy,,S_30,S_50,1.0,,,,,,3,special
event_colorless_05_s_38,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_38,False,,5,idle,,S_50,S_50,1.0,,,,,,3,special
event_colorless_05_s_39,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_39,True,,5,idle,,S_50,S_50,1.0,,,,,,3,special
event_colorless_05_s_40,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_40,True,,5,idle,,S_50,S_50,1.0,,,,,,3,special
event_colorless_05_s_41,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_41,True,,5,idle,,S_50,S_30,1.0,,,,,,3,surprise
event_colorless_05_s_42,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_42,True,,5,idle,,S_30,S_30,1.0,,,,,,3,surprise
event_colorless_05_s_43,40054,event_colorless_05_s,Self,marciana_u,,Locale_SubScenario:event_colorless_05_s_43,False,,5,idle,,S_30,S_30,1.0,,,,,,3,surprise
event_colorless_05_s_44,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_44,True,,5,idle,,S_30,S_30,1.0,,,,,,3,surprise
event_colorless_05_s_45,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_45,True,,5,idle,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_46,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_46,True,,5,idle,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_47,40054,event_colorless_05_s,Self,marciana_u,,Locale_SubScenario:event_colorless_05_s_47,False,,5,idle,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_48,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_48,True,,5,idle,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_49,40054,event_colorless_05_s,Self,marciana_u,,Locale_SubScenario:event_colorless_05_s_49,False,,5,idle,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_50,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_50,True,,5,idle,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_51,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_51,True,,5,idle,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_52,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_52,True,,5,surprise,,S_30,S_50,1.0,,,,,,3,think
event_colorless_05_s_53,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_53,True,,5,surprise,,S_50,S_50,1.0,,,,,,3,think
event_colorless_05_s_54,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_54,True,,5,surprise,,S_50,S_30,1.0,,,,,,3,rage
event_colorless_05_s_55,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_55,True,,5,surprise,,S_30,S_30,1.0,,,,,,3,rage
event_colorless_05_s_56,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_56,True,,5,surprise,,S_30,S_30,1.0,,,,,,3,rage
event_colorless_05_s_57,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_57,True,,5,surprise,,S_30,S_30,1.0,,,,,,3,rage
event_colorless_05_s_58,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_58,True,,5,surprise,,S_30,S_30,1.0,,,,,,3,rage
event_colorless_05_s_59,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_59,True,,5,surprise,,S_30,S_30,1.0,,,,,,3,rage
event_colorless_05_s_60,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_60,True,,5,surprise,,S_30,S_30,1.0,,,,,,3,rage
event_colorless_05_s_61,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_61,True,,5,surprise,,S_30,4,1.0,,,,,,3,rage
event_colorless_05_s_62,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_62,True,,5,surprise,,4,4,1.0,,,,,,3,surprise
event_colorless_05_s_63,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_63,False,,5,surprise,,4,4,1.0,,,,,,3,surprise
event_colorless_05_s_64,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_64,True,,5,surprise,,4,4,1.0,,,,,,3,think
event_colorless_05_s_65,40054,event_colorless_05_s,Monologue,marciana_u,,Locale_SubScenario:event_colorless_05_s_65,False,,5,surprise,,black,black,1.0,,,,,,3,think
event_colorless_05_s_66,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_66,True,,5,angry,,S_50,S_50,1.0,,,,,,3,think
event_colorless_05_s_67,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_67,True,,5,angry,,S_50,S_50,1.0,,,,,,3,think
event_colorless_05_s_68,40054,event_colorless_05_s,Self,privaty,,Locale_SubScenario:event_colorless_05_s_68,False,,5,angry,,S_50,S_50,1.0,,,,,,3,think
event_colorless_05_s_69,40054,event_colorless_05_s,Self,privaty,,Locale_SubScenario:event_colorless_05_s_69,False,,5,angry,,S_50,S_50,1.0,,,,,,3,think
event_colorless_05_s_70,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_70,True,,5,shy,,S_50,S_50,1.0,,,,,,3,think
event_colorless_05_s_71,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_71,True,,5,shy,,S_50,S_50,1.0,,,,,,3,think
event_colorless_05_s_72,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_72,True,,5,angry,,S_50,S_500,1.0,,,,,,3,think
event_colorless_05_s_73,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_73,True,,5,angry,,S_500,S_500,1.0,,,,,,3,think
event_colorless_05_s_74,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_74,True,,5,angry,,S_500,S_500,1.0,,,,,,3,think
event_colorless_05_s_75,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_75,True,,5,angry,,S_500,S_500,1.0,,,,,,3,think
event_colorless_05_s_76,40054,event_colorless_05_s,Self,privaty,,Locale_SubScenario:event_colorless_05_s_76,False,,5,angry,,S_500,S_500,1.0,,,,,,3,think
event_colorless_05_s_77,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_77,True,,5,angry,,S_500,S_30,1.0,,,,,,3,think
event_colorless_05_s_78,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_78,True,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_79,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_79,True,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_80,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_80,True,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_81,40054,event_colorless_05_s,Self,marciana_u,,Locale_SubScenario:event_colorless_05_s_81,False,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_82,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_82,True,,5,angry,,S_30,S_30,1.0,,,,,,3,special
event_colorless_05_s_83,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_83,True,,5,angry,,S_30,S_30,1.0,,,,,,3,special
event_colorless_05_s_84,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_84,True,,5,angry,,S_30,S_30,1.0,,,,,,3,special
event_colorless_05_s_85,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_85,True,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_86,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_86,True,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_87,40054,event_colorless_05_s,Self,marciana_u,,Locale_SubScenario:event_colorless_05_s_87,False,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_88,40054,event_colorless_05_s,Self,marciana_u,,Locale_SubScenario:event_colorless_05_s_88,False,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_89,40054,event_colorless_05_s,Self,marciana_u,,Locale_SubScenario:event_colorless_05_s_89,False,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_90,40054,event_colorless_05_s,Self,marciana_u,,Locale_SubScenario:event_colorless_05_s_90,False,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_91,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_91,True,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_92,40054,event_colorless_05_s,Self,marciana_u,,Locale_SubScenario:event_colorless_05_s_92,False,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_93,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_93,True,,5,angry,,S_30,S_30,1.0,,,,,,3,special
event_colorless_05_s_94,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_94,True,,5,angry,,S_30,S_30,1.0,,,,,,3,special
event_colorless_05_s_95,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_95,True,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_96,40054,event_colorless_05_s,Self,marciana_u,,Locale_SubScenario:event_colorless_05_s_96,False,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_97,40054,event_colorless_05_s,Self,marciana_u,,Locale_SubScenario:event_colorless_05_s_97,False,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_98,40054,event_colorless_05_s,Speech,marciana_u,marciana,Locale_SubScenario:event_colorless_05_s_98,True,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_99,40054,event_colorless_05_s,Self,marciana_u,,Locale_SubScenario:event_colorless_05_s_99,False,,5,angry,,S_30,S_30,1.0,,,,,,3,think
event_colorless_05_s_100,40054,event_colorless_05_s,Self,privaty,,Locale_SubScenario:event_colorless_05_s_100,False,,5,angry,,S_30,S_50,1.0,,,,,,3,think
event_colorless_05_s_101,40054,event_colorless_05_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_05_s_101,True,,5,angry,,S_50,S_50,1.0,,,,,,3,think
