id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,conversation_id
event_unbreakablesphere1_06_e_31,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_31,True,,1,sad,,3,angry,,5,idle,,S_100,S_10,1.0,,,mori,mori,,,,,,
event_unbreakablesphere1_06_e_32,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_32,True,,1,sad,,3,pain,,5,idle,,30,300,1.0,,,mihara_b,mihara_b,,,,,,
event_unbreakablesphere1_06_e_33,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_33,True,,1,idle,,3,pain,,5,idle,,black,black,1.0,,,mihara_b,mihara_b,,mori,mihara_b,yuni_n,,
event_unbreakablesphere1_06_e_34,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_34,True,littlemermaid,1,idle,,,,,,,TreeOfWater,L_100,L_100,1.0,,event_bgm_ubsphere_blackspace,littlemermaid,littlemermaid,,,,,black,
event_unbreakablesphere1_06_e_35,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_35,True,,1,idle,,,,,,,,L_100,L_100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_36,40075,event_unbreakablesphere1_06_e,Narration,Locale_MainScenario:event_unbreakablesphere1_06_e_36,False,,1,idle,,,,,,,,L_100,L_500,1.5,,,littlemermaid,,,,,,,
event_unbreakablesphere1_06_e_37,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_37,False,,1,think,,,,,,,,L_500,L_500,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_38,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_38,True,,1,think,,,,,,,,L_500,L_100,1.5,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_39,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_39,True,,1,think,,,,,,,,L_100,L_100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_40,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_40,True,,1,think,,,,,,,,L_100,L_100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_41,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_41,True,,1,think,,,,,,,,L_100,L_100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_42,40075,event_unbreakablesphere1_06_e,Narration,Locale_MainScenario:event_unbreakablesphere1_06_e_42,False,,1,think,,,,,,,,L_100,L_100,1.0,,,littlemermaid,,,,,,,
event_unbreakablesphere1_06_e_43,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_43,True,,1,think,,,,,,,,L_100,L_10,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_44,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_44,True,,1,think,,,,,,,,L_10,L_10,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_45,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_45,True,,1,think,,,,,,,,L_10,L_10,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_46,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_46,True,,1,think,,,,,,,,L_10,L_10,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_47,40075,event_unbreakablesphere1_06_e,Narration,Locale_MainScenario:event_unbreakablesphere1_06_e_47,False,,1,think,,,,,,,,L_10,L_10,1.0,,,littlemermaid,,,,,,,
event_unbreakablesphere1_06_e_48,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_48,True,,1,think,,,,,,,,L_10,L_100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_49,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_49,True,,1,think,,,,,,,,L_100,L_100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_50,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_50,True,,1,think,,,,,,,,L_100,L_100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_51,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_51,True,,1,think,,,,,,,,L_100,L_100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_52,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_52,True,,1,think,,,,,,,,L_100,L_100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_53,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_53,True,,1,delight,,,,,,,,L_100,L_100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_54,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_54,True,,1,delight,,,,,,,,L_100,L_100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_55,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_55,True,,1,delight,,,,,,,,L_100,L_100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_56,40075,event_unbreakablesphere1_06_e,Narration,Locale_MainScenario:event_unbreakablesphere1_06_e_56,False,,1,delight,,,,,,,,L_100,L_100,1.0,,,littlemermaid,,,,,,,
event_unbreakablesphere1_06_e_57,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_57,True,,1,delight,,,,,,,,L_100,L_100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_58,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_58,True,,1,delight,,,,,,,,L_100,L_100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_59,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_59,True,,1,delight,,,,,,,,L_100,L_100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_60,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_60,True,,1,delight,,,,,,,,L_100,L_10,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_61,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_61,True,,1,delight,,,,,,,,L_10,L_10,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_62,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_62,True,,1,delight,,,,,,,,L_10,L_10,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_63,40075,event_unbreakablesphere1_06_e,Narration,Locale_MainScenario:event_unbreakablesphere1_06_e_63,False,,1,delight,,,,,,,EventScene_unbreakablesphere_05,black,black,1.0,,,,,,littlemermaid,,,,
event_unbreakablesphere1_06_e_64,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_64,True,,,,,,,,,,,littlemermaidbubbles_01,1,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_65,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_65,True,,,,,,,,,,,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_66,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_66,True,,,,,,,,,,,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_67,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_67,True,,,,,,,,,,,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_68,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_68,True,,,,,,,,,,,1,100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_69,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_69,True,,,,,,,,,,,100,100,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_70,40075,event_unbreakablesphere1_06_e,Speech,Locale_MainScenario:event_unbreakablesphere1_06_e_70,True,,,,,,,,,,,black,black,1.0,,,littlemermaid,littlemermaid,,,,,,
event_unbreakablesphere1_06_e_71,40075,event_unbreakablesphere1_06_e,Narration,Locale_MainScenario:event_unbreakablesphere1_06_e_71,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,
event_unbreakablesphere1_06_e_72,40075,event_unbreakablesphere1_06_e,Narration,Locale_MainScenario:event_unbreakablesphere1_06_e_72,False,,,,,,,,,,,black,black,1.0,sfx_scn_phonevibration,,,,,,,,black,m_event_unbreakablesphere1_06_e
event_unbreakablesphere1_06_e_73,40075,event_unbreakablesphere1_06_e,Narration,Locale_MainScenario:event_unbreakablesphere1_06_e_73,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,
