id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/2/hide_char_id,play_sound,fade
event_ce006_1_03_e_25,40079,event_ce006_1_03_e,Self,com,Locale_MainScenario:event_ce006_1_03_e_25,False,,6,idle,,12,idle,,1,1,1.0,,,,,,14,idle,,16,idle,,2,void,,4,idle,,,
event_ce006_1_03_e_26,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_26,False,,6,idle,,12,idle,,1,1,1.0,,com,,,,14,idle,,16,idle,,2,void,,4,idle,,,
event_ce006_1_03_e_27,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_27,True,,6,idle,,12,idle,,1,1,1.0,,com,,,,14,idle,,16,idle,,2,void,,4,idle,,,
event_ce006_1_03_e_28,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_28,True,,6,idle,,12,idle,,1,1,1.0,,com,,,,14,idle,,16,idle,,2,void,,4,idle,,,
event_ce006_1_03_e_29,40079,event_ce006_1_03_e,Speech,anis,Locale_MainScenario:event_ce006_1_03_e_29,True,,6,idle,,12,idle,,1,1,1.0,,anis,,,,14,idle,,16,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_30,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_30,True,,6,idle,,12,idle,,1,13,1.3,,roam,,,,16,idle,,14,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_31,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_31,True,,6,idle,,12,idle,,13,13,1.0,,roam,,,,16,idle,,14,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_32,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_32,True,,6,idle,,12,idle,,13,13,1.0,,roam,,,,16,idle,,14,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_33,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_33,False,,6,idle,,12,idle,,13,13,1.0,,com,,,,16,idle,,14,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_34,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_34,True,,6,idle,,12,idle,,13,13,1.0,,com,,,,16,idle,,14,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_35,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_35,True,,6,idle,,12,idle,,13,13,1.0,,com,,,,16,idle,,14,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_36,40079,event_ce006_1_03_e,Speech,anis,Locale_MainScenario:event_ce006_1_03_e_36,True,,6,idle,,12,idle,,20,20,1.0,,anis,,,,16,idle,,14,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_37,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_37,True,,6,idle,,12,idle,,13,13,1.0,,roam,,,,16,idle,,14,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_38,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_38,True,,6,idle,,12,idle,,13,13,1.0,,roam,,,,16,idle,,14,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_39,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_39,False,,6,idle,,12,idle,,13,13,1.0,,com,,,,16,idle,,14,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_40,40079,event_ce006_1_03_e,Self,com,Locale_MainScenario:event_ce006_1_03_e_40,False,,6,idle,,12,idle,,13,120,1.3,,,,,,16,idle,,14,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_41,40079,event_ce006_1_03_e,Self,com,Locale_MainScenario:event_ce006_1_03_e_41,False,,6,idle,,12,idle,,120,120,1.0,,,,,,16,idle,,14,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_42,40079,event_ce006_1_03_e,Self,com,Locale_MainScenario:event_ce006_1_03_e_42,False,,6,idle,,12,idle,,120,120,1.0,,,,,,16,idle,,14,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_43,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_43,True,,6,idle,,12,idle,,120,12,1.0,,com,,,,16,idle,,14,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_44,40079,event_ce006_1_03_e,Self,com,Locale_MainScenario:event_ce006_1_03_e_44,False,,6,idle,,12,idle,,12,3,1.5,,,,com,,16,idle,,14,idle,,2,worry,,4,idle,,,
event_ce006_1_03_e_45,40079,event_ce006_1_03_e,Speech,anis,Locale_MainScenario:event_ce006_1_03_e_45,True,,6,idle,,,,,3,3,1.0,,anis,,,,16,idle,,14,idle,,2,void,,4,idle,,,
event_ce006_1_03_e_46,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_46,True,,6,idle,,,,,3,3,1.0,,neon,,,,16,idle,,14,idle,,2,void,,4,idle,,,
event_ce006_1_03_e_47,40079,event_ce006_1_03_e,Speech,anis,Locale_MainScenario:event_ce006_1_03_e_47,True,,6,idle,,,,,3,3,1.0,,anis,,,,16,idle,,14,idle,,2,void,,4,idle,,,
event_ce006_1_03_e_48,40079,event_ce006_1_03_e,Speech,anis,Locale_MainScenario:event_ce006_1_03_e_48,True,,6,idle,,,,,3,3,1.0,,anis,,,,16,idle,,14,idle,,2,void,,4,idle,,,
event_ce006_1_03_e_49,40079,event_ce006_1_03_e,Speech,anis,Locale_MainScenario:event_ce006_1_03_e_49,True,,6,idle,,,,,3,3,1.0,,anis,,,,16,idle,,14,idle,,2,void,,4,idle,,,
event_ce006_1_03_e_50,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_50,True,,6,idle,,,,,3,3,1.0,,neon,,,,16,idle,,14,idle,,2,void,,4,idle,,,
event_ce006_1_03_e_51,40079,event_ce006_1_03_e,Speech,anis,Locale_MainScenario:event_ce006_1_03_e_51,True,,6,idle,,,,,3,3,1.0,,anis,,,,16,idle,,14,idle,,2,void,,4,idle,,,
event_ce006_1_03_e_52,40079,event_ce006_1_03_e,Speech,anis,Locale_MainScenario:event_ce006_1_03_e_52,True,,6,idle,,,,,3,3,1.0,,anis,,,,16,idle,,14,idle,,2,void,,4,idle,,,
event_ce006_1_03_e_53,40079,event_ce006_1_03_e,Speech,rapi,Locale_MainScenario:event_ce006_1_03_e_53,True,,6,idle,,,,,15,15,1.0,,rapi,,,,16,idle,,14,idle,,2,void,,4,idle,,,
event_ce006_1_03_e_54,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_54,True,,6,idle,,,,,15,15,1.0,,roam,,,,16,idle,,14,idle,,2,void,,4,idle,,,
event_ce006_1_03_e_55,40079,event_ce006_1_03_e,Speech,rapi,Locale_MainScenario:event_ce006_1_03_e_55,True,,4,idle,,,,,15,160,1.3,,rapi,,,,16,idle,,14,idle,,2,void,,12,idle,,,
event_ce006_1_03_e_56,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_56,True,,4,idle,,,,,160,140,1.3,,roam,,,,16,idle,,14,idle,,2,void,,12,idle,,,
event_ce006_1_03_e_57,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_57,True,,4,idle,,,,,140,140,1.0,,roam,,,,16,idle,,14,idle,,2,void,,12,idle,,,
event_ce006_1_03_e_58,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_58,True,,4,idle,,,,,140,140,1.0,,roam,,,,16,idle,,14,idle,,2,void,,12,idle,,,
event_ce006_1_03_e_59,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_59,True,,4,idle,,,,,140,140,1.0,,roam,,,,16,idle,,14,idle,,2,void,,12,idle,,,
event_ce006_1_03_e_60,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_60,True,,4,idle,,,,,140,140,1.0,,roam,,,,16,idle,,14,idle,,2,void,,12,idle,,,
event_ce006_1_03_e_61,40079,event_ce006_1_03_e,Self,roam,Locale_MainScenario:event_ce006_1_03_e_61,False,,4,idle,,,,,140,140,1.0,,,,,,16,idle,,14,idle,,2,void,,12,idle,,,
event_ce006_1_03_e_62,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_62,True,,4,idle,,,,,140,13,1.3,,neon,,,,16,idle,,14,idle,,2,void,,12,idle,,,
event_ce006_1_03_e_63,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_63,False,,4,idle,,,,,13,13,1.0,,roam,,,,16,idle,,14,idle,,2,void,,12,idle,,,
event_ce006_1_03_e_64,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_64,False,,4,idle,,,,,13,13,1.0,,roam,,,,16,idle,,14,idle,,2,void,,12,idle,,,
event_ce006_1_03_e_65,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_65,True,,4,idle,,,,,13,13,1.0,,roam,,,,16,idle,,14,idle,,2,void,,12,idle,,,
event_ce006_1_03_e_66,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_66,True,,4,idle,,,,,13,13,1.0,,neon,,,,16,idle,,14,idle,,2,void,,12,idle,,,
event_ce006_1_03_e_67,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_67,True,,4,idle,,,,,13,13,1.0,,roam,,,,16,idle,,14,idle,,2,void,,12,idle,,,
event_ce006_1_03_e_68,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_68,True,,4,idle,,,,,13,13,1.0,,neon,,,,16,idle,,14,idle,,2,void,,12,no,,,
event_ce006_1_03_e_69,40079,event_ce006_1_03_e,Speech,anis,Locale_MainScenario:event_ce006_1_03_e_69,True,,4,idle,,,,,13,1,1.3,,anis,,,,16,idle,,14,idle,,2,no,,12,no,,,
event_ce006_1_03_e_70,40079,event_ce006_1_03_e,Speech,anis,Locale_MainScenario:event_ce006_1_03_e_70,True,,4,idle,,,,,1,1,1.0,,anis,,,,16,idle,,14,idle,,2,no,,12,no,,,
event_ce006_1_03_e_71,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_71,True,,4,idle,,,,,1,1,1.0,,neon,,,,16,idle,,14,idle,,2,no,,12,delight,,,
event_ce006_1_03_e_72,40079,event_ce006_1_03_e,Speech,anis,Locale_MainScenario:event_ce006_1_03_e_72,True,,4,idle,,,,,1,1,1.0,,anis,,,,16,idle,,14,idle,,2,no,,12,delight,,,
event_ce006_1_03_e_73,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_73,True,,4,idle,,,,,1,1,1.0,,neon,,,,16,idle,,14,idle,,2,no,,12,idle,,,
event_ce006_1_03_e_74,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_74,True,,4,idle,,,,,1,1,1.0,,neon,,,,16,idle,,14,idle,,2,no,,12,idle,,,
event_ce006_1_03_e_75,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_75,True,,4,idle,,,,,1,1,1.0,,neon,,,,16,idle,,14,idle,,2,no,,12,delight,,,
event_ce006_1_03_e_76,40079,event_ce006_1_03_e,Speech,ce006_01,Locale_MainScenario:event_ce006_1_03_e_76,True,,4,idle,,,,,1,3,1.3,,ce006_01,,,,16,idle,,14,idle,,2,no,,12,delight,,,
event_ce006_1_03_e_77,40079,event_ce006_1_03_e,Speech,ce006_01,Locale_MainScenario:event_ce006_1_03_e_77,True,,4,idle,,,,,3,3,1.0,,ce006_01,,,,16,idle,,14,idle,,2,no,,12,delight,,,
event_ce006_1_03_e_78,40079,event_ce006_1_03_e,Speech,ce006_01,Locale_MainScenario:event_ce006_1_03_e_78,True,,4,idle,,,,,3,3,1.0,,ce006_01,,,,16,idle,,14,idle,,2,no,,12,delight,,,
event_ce006_1_03_e_79,40079,event_ce006_1_03_e,Speech,anis,Locale_MainScenario:event_ce006_1_03_e_79,True,,4,idle,,,,,3,3,1.0,,anis,,,,16,idle,,14,idle,,2,no,,12,delight,,,
event_ce006_1_03_e_80,40079,event_ce006_1_03_e,Speech,ce006_01,Locale_MainScenario:event_ce006_1_03_e_80,True,,4,delight,,,,,3,3,1.0,,ce006_01,,,,16,idle,,14,idle,,2,no,,12,delight,,,
event_ce006_1_03_e_81,40079,event_ce006_1_03_e,Speech,ce006_01,Locale_MainScenario:event_ce006_1_03_e_81,True,,4,delight,,,,,3,3,1.0,,ce006_01,,,,16,idle,,14,idle,,2,no,,12,delight,,,
event_ce006_1_03_e_82,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_82,True,,4,delight,,,,,3,1,1.0,,neon,,,,16,idle,,14,idle,,2,no,,12,delight,,,
event_ce006_1_03_e_83,40079,event_ce006_1_03_e,Speech,anis,Locale_MainScenario:event_ce006_1_03_e_83,True,,4,delight,,,,,1,1,1.0,,anis,,,,16,idle,,14,idle,,2,no,,12,delight,,,
event_ce006_1_03_e_84,40079,event_ce006_1_03_e,Self,anis,Locale_MainScenario:event_ce006_1_03_e_84,False,,4,delight,,,,,1,1,1.0,,,,,,16,idle,,14,idle,,2,no,,12,delight,,,
event_ce006_1_03_e_85,40079,event_ce006_1_03_e,Speech,rapi,Locale_MainScenario:event_ce006_1_03_e_85,True,,4,delight,,,,,160,160,1.0,,rapi,,,,16,think,,14,idle,,2,no,,12,delight,,,
event_ce006_1_03_e_86,40079,event_ce006_1_03_e,Narration,roam,Locale_MainScenario:event_ce006_1_03_e_86,False,,14,idle,,,,,black,black,1.0,none,,,,,16,think,,7,idle,,16,void,,12,idle,rapi,sfx_scn_metalrustle,black
event_ce006_1_03_e_87,40079,event_ce006_1_03_e,Narration,roam,Locale_MainScenario:event_ce006_1_03_e_87,False,,14,idle,,,,,7,70,1.3,,,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_88,40079,event_ce006_1_03_e,Narration,roam,Locale_MainScenario:event_ce006_1_03_e_88,False,,14,idle,,,,,70,70,1.0,,,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_89,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_89,True,,14,idle,,,,,70,70,1.0,bgm_floraltribute,roam,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_90,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_90,True,,14,idle,,,,,70,70,1.0,,roam,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_91,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_91,True,,14,idle,,,,,70,70,1.0,,roam,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_92,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_92,True,,14,idle,com,5,idle,,70,6,1.3,,com,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_93,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_93,True,,14,idle,,5,idle,,6,6,1.0,,roam,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_94,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_94,True,,14,idle,,5,idle,,6,6,1.0,,com,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_95,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_95,True,,14,idle,,5,idle,,6,6,1.0,,roam,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_96,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_96,True,,14,idle,,5,idle,,6,6,1.0,,roam,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_97,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_97,True,,14,idle,,5,idle,,6,6,1.0,,roam,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_98,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_98,True,,14,idle,,5,idle,,6,6,1.0,,com,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_99,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_99,True,,14,idle,,5,idle,,6,6,1.0,,roam,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_100,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_100,True,,14,idle,,5,idle,,6,6,1.0,,com,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_101,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_101,True,,14,idle,,5,idle,,6,6,1.0,,roam,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_102,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_102,True,,14,idle,,5,idle,,6,6,1.0,,com,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_103,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_103,True,,14,idle,,5,idle,,6,6,1.0,,roam,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_104,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_104,True,,14,idle,,5,idle,,6,6,1.0,,roam,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_105,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_105,True,,14,idle,,5,idle,,13,13,1.0,,neon,,,,,,,7,idle,,16,void,,12,surprise,,,
event_ce006_1_03_e_106,40079,event_ce006_1_03_e,Speech,ce006_01,Locale_MainScenario:event_ce006_1_03_e_106,True,,14,delight,,5,idle,,13,13,1.0,,ce006_01,,,,,,,7,idle,,16,void,,12,surprise,,,
event_ce006_1_03_e_107,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_107,True,,14,delight,,5,idle,,13,S_120,1.3,,neon,,,,,,,7,idle,,16,void,,12,surprise,,,
event_ce006_1_03_e_108,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_108,True,,14,delight,,5,idle,,S_120,S_120,1.0,,neon,,,,,,,7,idle,,16,void,,12,worry,,,
event_ce006_1_03_e_109,40079,event_ce006_1_03_e,Speech,ce006_01,Locale_MainScenario:event_ce006_1_03_e_109,True,,14,no,,5,idle,,140,140,1.0,,ce006_01,,,,,,,7,idle,,16,void,,12,worry,,,
event_ce006_1_03_e_110,40079,event_ce006_1_03_e,Speech,anis,Locale_MainScenario:event_ce006_1_03_e_110,True,,14,no,,5,idle,,160,160,1.0,,anis,,,,,,,7,idle,,16,no,,12,worry,,,
event_ce006_1_03_e_111,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_111,True,,14,no,,5,idle,,6,6,1.0,,com,,,,,,,7,idle,,16,void,,12,worry,,,
event_ce006_1_03_e_112,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_112,True,,14,no,,5,idle,,6,6,1.0,,roam,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_113,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_113,True,,14,no,,5,idle,,6,6,1.0,,com,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_114,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_114,True,,14,no,,5,idle,,6,6,1.0,,com,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_115,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_115,True,,14,no,,5,idle,,6,6,1.0,,roam,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_116,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_116,True,,14,no,,5,idle,,6,6,1.0,,roam,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_117,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_117,True,,14,no,,5,idle,,6,6,1.0,,com,,,,,,,7,idle,,16,void,,12,idle,,,
