id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/5/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,play_sound,set_camera_shake,characters/6/show_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,set_filter_01,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_exnii1_07_e_47,40070,event_exnii1_07_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_07_e_47,True,,5,idle,,3,idle,,1,idle,,,,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,,,,,13,idle,,,,,,,,,
event_exnii1_07_e_48,40070,event_exnii1_07_e,Speech,anis,anis,Locale_SubScenario:event_exnii1_07_e_48,True,,5,idle,,3,idle,,1,idle,,,,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,,,,,13,idle,,,,,,,,,
event_exnii1_07_e_49,40070,event_exnii1_07_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_07_e_49,True,,5,idle,,3,idle,,1,idle,,,,,event_exnii_talk_04,event_exnii_talk_09,1.0,,,,,,,,,,,13,idle,,,,,,,,,
event_exnii1_07_e_50,40070,event_exnii1_07_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_07_e_50,True,,5,idle,,3,idle,,1,idle,,,,,event_exnii_talk_09,event_exnii_talk_09,1.0,,,,,,,,,,,13,idle,,,,,,,,,
event_exnii1_07_e_51,40070,event_exnii1_07_e,Narration,,,Locale_SubScenario:event_exnii1_07_e_51,False,,5,idle,,1,idle,,1,idle,,,,,black,black,1.0,,,,,rapi,,sfx_scn_evagrowling,,,,13,idle,,,,,,,,,
event_exnii1_07_e_52,40070,event_exnii1_07_e,Narration,,,Locale_SubScenario:event_exnii1_07_e_52,False,,5,idle,,1,idle,,,,,,,,black,black,1.0,,,,,,,,,,,13,idle,,,,,,,,,
event_exnii1_07_e_53,40070,event_exnii1_07_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_07_e_53,True,,5,idle,,1,idle,,,,,,,ocean_r_2,12,130,1.0,,,,,,,,,,,13,idle,,,,,,,,,
event_exnii1_07_e_54,40070,event_exnii1_07_e,Narration,ce005_02,,Locale_SubScenario:event_exnii1_07_e_54,False,,5,idle,,1,idle,,,,,,,,130,130,1.0,,,,,,,,,,,13,idle,,,,,,,,,
event_exnii1_07_e_55,40070,event_exnii1_07_e,Narration,ce005_02,,Locale_SubScenario:event_exnii1_07_e_55,False,,5,idle,,1,idle,,,,,,,,130,130,1.0,,,,,,,,,,,13,idle,,,,,,,,,
event_exnii1_07_e_56,40070,event_exnii1_07_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_07_e_56,True,,5,idle,,1,idle,,,,,,,,black,black,1.0,,,,,,,,,,,13,idle,,,,,,,,,
event_exnii1_07_e_57,40070,event_exnii1_07_e,Narration,,,Locale_SubScenario:event_exnii1_07_e_57,False,,5,idle,,1,idle,,,,,,,EventScene_ce005_02_2,1,1,1.0,,,neon,anis,,black,sfx_scn_lasershot,Low_2,,,13,idle,ce005_02,,,,,,,,
event_exnii1_07_e_58,40070,event_exnii1_07_e,Narration,,,Locale_SubScenario:event_exnii1_07_e_58,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,Low_2,,,,,,,,,,,,,
event_exnii1_07_e_59,40070,event_exnii1_07_e,Narration,,,Locale_SubScenario:event_exnii1_07_e_59,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,sfx_scn_evagrowling,,,,,,,,,,,,,,
event_exnii1_07_e_60,40070,event_exnii1_07_e,Speech,shifty_r,shifty_r,Locale_SubScenario:event_exnii1_07_e_60,True,,,,,,,,,,shifty_r,OP_rightup,angry,,black,black,1.0,,,,,,black,,,,,,,,,,,,,,,
event_exnii1_07_e_61,40070,event_exnii1_07_e,Speech,shifty_r,shifty_r,Locale_SubScenario:event_exnii1_07_e_61,True,,,,,,,,,,,OP_rightup,angry,ocean_r_2,1,1,1.0,,,,,,,,,,,,,,,,,,,,,
event_exnii1_07_e_62,40070,event_exnii1_07_e,Speech,helm_op_l,helm_op_l,Locale_SubScenario:event_exnii1_07_e_62,True,,,,,,,helm_op_l,OP_leftup,idle,,OP_rightup,angry,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,
event_exnii1_07_e_63,40070,event_exnii1_07_e,Narration,,,Locale_SubScenario:event_exnii1_07_e_63,False,,,,,,,,OP_leftup,idle,,OP_rightup,angry,,1,1,1.0,,shifty_r,,,helm_op_l,,,,,,,,,,,,,,,,
event_exnii1_07_e_64,40070,event_exnii1_07_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_07_e_64,True,,,,mast,3,idle,helm,1,idle,,,,EzsUp,1,1,1.0,,,,,,black,,,,,,,,,,,,,,,
event_exnii1_07_e_65,40070,event_exnii1_07_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_07_e_65,True,,,,,3,idle,,1,"expression_0,idle",,,,,1,10,1.0,,,,,,,,,,,,,,,,,,,,,
event_exnii1_07_e_66,40070,event_exnii1_07_e,Speech,mast,mast,Locale_SubScenario:event_exnii1_07_e_66,True,,,,,3,"expression_0,idle",,1,idle,,,,,10,30,1.0,,,,,,,,,,,,,,,,,,,,,
event_exnii1_07_e_67,40070,event_exnii1_07_e,Speech,ce005_03_op,ce005_03_op,Locale_SubScenario:event_exnii1_07_e_67,True,,,,,3,idle,,1,idle,,,,,black,black,1.0,,,,,,,,,ce005_03_op,,,,,OP_leftup,idle,,,,,,
event_exnii1_07_e_68,40070,event_exnii1_07_e,Narration,,,Locale_SubScenario:event_exnii1_07_e_68,False,,,,,3,idle,,1,idle,,,,EventScene_ce005_02_1,1,1,1.0,,,,mast,helm,white,sfx_scn_admirefire,Low_2,,,,,,OP_leftup,idle,ce005_03_op,,,,,
event_exnii1_07_e_69,40070,event_exnii1_07_e,Narration,,,Locale_SubScenario:event_exnii1_07_e_69,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,Low_2,,,,,,,,,,,,,
event_exnii1_07_e_70,40070,event_exnii1_07_e,Narration,,,Locale_SubScenario:event_exnii1_07_e_70,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,
event_exnii1_07_e_71,40070,event_exnii1_07_e,Narration,,,Locale_SubScenario:event_exnii1_07_e_71,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,
event_exnii1_07_e_72,40070,event_exnii1_07_e,Speech,neon,neon,Locale_SubScenario:event_exnii1_07_e_72,True,neon,5,idle,anis,3,idle,rapi,1,idle,,,,ocean_r_2,5,5,1.0,,,,,,black,,,,ce005_02,13,idle,,,,,,,,,
event_exnii1_07_e_73,40070,event_exnii1_07_e,Speech,shifty_r,shifty_r,Locale_SubScenario:event_exnii1_07_e_73,True,,5,idle,,3,idle,,1,idle,shifty_r,OP_rightup,angry,,5,5,1.0,,,,,,,,,,,13,idle,,,,,,,,,
event_exnii1_07_e_74,40070,event_exnii1_07_e,Speech,shifty_r,shifty_r,Locale_SubScenario:event_exnii1_07_e_74,True,,5,idle,,3,idle,,1,idle,,OP_rightup,angry,,5,5,1.0,,,,,,,,,,,13,idle,,,,,,,,,
event_exnii1_07_e_75,40070,event_exnii1_07_e,Narration,neon,,Locale_SubScenario:event_exnii1_07_e_75,False,,5,idle,,3,idle,,1,idle,,OP_rightup,angry,,5,5,1.0,,shifty_r,,,,,sfx_scn_bigwaterpillar,Low_2,,,13,idle,ce005_02,,,,,,,,
event_exnii1_07_e_76,40070,event_exnii1_07_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_07_e_76,True,,5,idle,,3,idle,,1,idle,,,,,5,10,1.0,,,,,,,,,,,,,,,,,,,,,
event_exnii1_07_e_77,40070,event_exnii1_07_e,Narration,rapi,,Locale_SubScenario:event_exnii1_07_e_77,False,,5,idle,,3,idle,,1,idle,,,,,black,black,1.0,,,,,,,sfx_scn_clothrustle,,,,,,,,,,,,,,
event_exnii1_07_e_78,40070,event_exnii1_07_e,Narration,rapi,,Locale_SubScenario:event_exnii1_07_e_78,False,,5,idle,,3,idle,,1,idle,,,,RedBeach_2,black,black,1.0,,,,,,black,,,,,,,,,,,Blur_Middle,,,,
event_exnii1_07_e_79,40070,event_exnii1_07_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_07_e_79,True,,5,worry,,3,worry,,1,worry,,,,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,,,,,,,,,,,Blur_Low,,,,
event_exnii1_07_e_80,40070,event_exnii1_07_e,Self,rapi,,Locale_SubScenario:event_exnii1_07_e_80,False,,5,worry,,3,worry,,1,worry,,,,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,,,,,,,,,,,,,,,
event_exnii1_07_e_81,40070,event_exnii1_07_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_07_e_81,True,,5,worry,,3,worry,,1,worry,,,,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,,,,,,,,,,,,,,,
event_exnii1_07_e_82,40070,event_exnii1_07_e,Speech,anis,anis,Locale_SubScenario:event_exnii1_07_e_82,True,,5,delight,,3,delight,,1,delight,,,,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,,,,,,,,,,,,,,,
event_exnii1_07_e_83,40070,event_exnii1_07_e,Speech,neon,neon,Locale_SubScenario:event_exnii1_07_e_83,True,,5,delight,,3,delight,,1,delight,,,,,event_exnii_talk_04,event_exnii_talk_01,1.0,,,,,,,,,,,,,,,,,,,,,
event_exnii1_07_e_84,40070,event_exnii1_07_e,Self,neon,,Locale_SubScenario:event_exnii1_07_e_84,False,,5,idle,,3,idle,,1,idle,,,,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,,,,,,,,,,,,,,,
event_exnii1_07_e_85,40070,event_exnii1_07_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_07_e_85,True,,5,idle,,3,idle,,1,idle,,,,,event_exnii_talk_01,event_exnii_talk_04,1.0,,,,,,,,,,,,,,,,,,,,,
event_exnii1_07_e_86,40070,event_exnii1_07_e,Self,rapi,,Locale_SubScenario:event_exnii1_07_e_86,False,,5,idle,,3,idle,,1,idle,,,,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,,,,,,,,,,,,,,,
event_exnii1_07_e_87,40070,event_exnii1_07_e,Narration,,,Locale_SubScenario:event_exnii1_07_e_87,False,,5,idle,,3,idle,,1,idle,,,,,1,event_exnii_talk_08,1.0,,,neon,anis,rapi,black,,,,ce005_02,13,think,,,,,,ce005_01,15,idle,
event_exnii1_07_e_88,40070,event_exnii1_07_e,Self,ce005_01,,Locale_SubScenario:event_exnii1_07_e_88,False,,,,,,,,,,,,,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,13,think,,,,,,,15,idle,
event_exnii1_07_e_89,40070,event_exnii1_07_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_07_e_89,True,,,,,,,,,,,,,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,13,think,,,,,,,15,idle,
event_exnii1_07_e_90,40070,event_exnii1_07_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_07_e_90,True,,,,,,,,,,,,,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,13,think,,,,,,,15,idle,
event_exnii1_07_e_91,40070,event_exnii1_07_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_07_e_91,True,,,,,,,,,,,,,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,13,think,,,,,,,15,delight,
event_exnii1_07_e_92,40070,event_exnii1_07_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_07_e_92,True,,,,,,,,,,,,,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,13,think,,,,,,,15,delight,
event_exnii1_07_e_93,40070,event_exnii1_07_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_07_e_93,True,,,,,,,,,,,,,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,13,no,,,,,,,15,delight,
event_exnii1_07_e_94,40070,event_exnii1_07_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_07_e_94,True,,,,,,,,,,,,,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,13,no,,,,,,,15,delight,
event_exnii1_07_e_95,40070,event_exnii1_07_e,Speech,helm,helm,Locale_SubScenario:event_exnii1_07_e_95,True,anis,5,idle,pepper,3,idle,helm,1,idle,,,,,event_exnii_talk_08,event_exnii_talk_06,1.0,,,,,,,,,,,13,no,,,,,,,15,delight,
event_exnii1_07_e_96,40070,event_exnii1_07_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii1_07_e_96,True,,5,idle,,3,idle,,1,idle,,,,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,,,,,,,13,no,,,,,,,15,delight,
event_exnii1_07_e_97,40070,event_exnii1_07_e,Self,pepper,,Locale_SubScenario:event_exnii1_07_e_97,False,,5,idle,,3,idle,,1,idle,,,,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,,,,,,,13,idle,,,,,,,15,idle,
event_exnii1_07_e_98,40070,event_exnii1_07_e,Self,pepper,,Locale_SubScenario:event_exnii1_07_e_98,False,,5,idle,,3,idle,,1,idle,,,,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,,,,,,,13,idle,,,,,,,15,idle,
event_exnii1_07_e_99,40070,event_exnii1_07_e,Speech,anis,anis,Locale_SubScenario:event_exnii1_07_e_99,True,,5,delight,,3,idle,,1,idle,,,,,event_exnii_talk_06,event_exnii_talk_01,1.0,,,,,,,,,,,13,idle,,,,,,,15,idle,
event_exnii1_07_e_100,40070,event_exnii1_07_e,Speech,anis,anis,Locale_SubScenario:event_exnii1_07_e_100,True,,5,delight,,3,idle,,1,idle,,,,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,,,,,13,idle,,,,,,,15,idle,
