id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,fade
event_perfectmaid_02_s_11,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_11,True,,1,worried,,100,100,1.0,,,ade,ade,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_12,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_12,True,,1,worried,,100,100,1.0,,,ade,ade,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_13,40039,event_perfectmaid_02_s,Self,Locale_SubScenario:event_perfectmaid_02_s_13,False,,1,worried,,100,100,1.0,,,,,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_14,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_14,True,,1,worried,,100,100,1.0,,,ade,ade,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_15,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_15,True,,1,worried,,100,100,1.0,,,ade,ade,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_16,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_16,True,,1,worried,,100,100,1.0,,,ade,ade,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_17,40039,event_perfectmaid_02_s,Self,Locale_SubScenario:event_perfectmaid_02_s_17,False,,1,worried,,100,100,1.0,,,,,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_18,40039,event_perfectmaid_02_s,Self,Locale_SubScenario:event_perfectmaid_02_s_18,False,,1,worried,,100,100,1.0,,,,,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_19,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_19,True,,1,shy,,100,10,1.0,,,ade,ade,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_20,40039,event_perfectmaid_02_s,Self,Locale_SubScenario:event_perfectmaid_02_s_20,False,,1,shy,,10,10,1.0,,,,,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_21,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_21,True,,1,worried,,10,10,1.0,,,ade,ade,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_22,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_22,True,,1,worried,,10,10,1.0,,,ade,ade,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_23,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_23,True,,1,worried,,10,10,1.0,,,ade,ade,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_24,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_24,True,,1,worried,,10,10,1.0,,,ade,ade,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_25,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_25,True,,1,worried,,10,10,1.0,,,ade,ade,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_26,40039,event_perfectmaid_02_s,Self,Locale_SubScenario:event_perfectmaid_02_s_26,False,,1,worried,,10,10,1.0,,,,,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_27,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_27,True,,1,worried,,10,1,1.0,,,ade,ade,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_28,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_28,True,,1,idle,,1,1,1.0,,,ade,ade,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_29,40039,event_perfectmaid_02_s,Self,Locale_SubScenario:event_perfectmaid_02_s_29,False,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_30,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_30,True,,1,shy,,1,1,1.0,,,ade,ade,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_31,40039,event_perfectmaid_02_s,Self,Locale_SubScenario:event_perfectmaid_02_s_31,False,,1,shy,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_32,40039,event_perfectmaid_02_s,Self,Locale_SubScenario:event_perfectmaid_02_s_32,False,,1,shy,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_33,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_33,True,,1,worried,,1,1,1.0,,,ade,ade,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_34,40039,event_perfectmaid_02_s,Narration,Locale_SubScenario:event_perfectmaid_02_s_34,False,,1,worried,,1,4,1.0,sfx_scn_autodooropen,,,,,,,,,,,,,,,,,,,
event_perfectmaid_02_s_35,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_35,True,,1,worried,,4,4,1.0,,,soda,soda,soda,3,serious,cocoa,5,idle,,,,,,,,,,
event_perfectmaid_02_s_36,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_36,True,,1,worried,,4,4,1.0,,,soda,soda,,3,serious,,5,idle,,,,,,,,,,
event_perfectmaid_02_s_37,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_37,True,,1,worried,,4,4,1.0,,,soda,soda,,3,sad,,5,idle,,,,,,,,,,
event_perfectmaid_02_s_38,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_38,True,,1,worried,,4,4,1.0,,,soda,soda,,3,sad,,5,idle,,,,,,,,,,
event_perfectmaid_02_s_39,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_39,True,,1,worried,,4,4,1.0,,,soda,soda,,3,serious,,5,idle,,,,,,,,,,
event_perfectmaid_02_s_40,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_40,True,,1,shy,,10,10,1.0,,,ade,ade,,3,serious,,5,idle,,,,,,,,,,
event_perfectmaid_02_s_41,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_41,True,,1,shy,,XS_50,XS_50,1.0,,,cocoa,cocoa,,3,serious,,5,serious,,,,,,,,,,
event_perfectmaid_02_s_42,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_42,True,,1,shy,,XS_50,XS_50,1.0,,,cocoa,cocoa,,3,serious,,5,serious,,,,,,,,,,
event_perfectmaid_02_s_43,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_43,True,,1,shy,,XS_50,XS_50,1.0,,,cocoa,cocoa,,3,serious,,5,serious,,,,,,,,,,
event_perfectmaid_02_s_44,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_44,True,,1,shy,,10,10,1.0,,,ade,ade,,3,serious,,5,serious,,,,,,,,,,
event_perfectmaid_02_s_45,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_45,False,,1,idle,,10,10,1.0,,,ade,ade,,3,serious,,5,serious,,,,,,,,,,
event_perfectmaid_02_s_46,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_46,True,,1,idle,,10,1,1.0,,,ade,ade,,3,idle,,5,serious,,,,,,,,,,
event_perfectmaid_02_s_47,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_47,False,,1,idle,,1,14,1.2,,,privaty,privaty,,5,idle,,7,serious,soda,cocoa,privaty,13,sad,drake,15,no,,
event_perfectmaid_02_s_48,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_48,False,,1,idle,,14,14,1.0,,,drake,drake,,5,idle,,7,serious,,,,13,sad,,15,no,,
event_perfectmaid_02_s_49,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_49,True,,1,idle,,10,10,1.0,,,ade,ade,,5,idle,,7,serious,,,,13,sad,,15,no,,
event_perfectmaid_02_s_50,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_50,True,,1,idle,,10,10,1.0,,,ade,ade,,5,idle,,7,serious,,,,13,sad,,15,no,,
event_perfectmaid_02_s_51,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_51,True,,1,idle,,10,13,1.0,,,privaty,privaty,,5,idle,,7,serious,,,,13,surprise,,15,no,,
event_perfectmaid_02_s_52,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_52,True,,1,idle,,13,13,1.0,,,privaty,privaty,,5,idle,,7,serious,,,,13,surprise,,15,no,,
event_perfectmaid_02_s_53,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_53,True,,1,idle,,13,13,1.0,,,privaty,privaty,,5,idle,,7,serious,,,,13,sad,,15,no,,
event_perfectmaid_02_s_54,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_54,True,,1,delight,,13,12,1.0,,,ade,ade,,5,idle,,7,serious,,,,13,sad,,15,no,,
event_perfectmaid_02_s_55,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_55,True,,1,delight,,12,12,1.0,,,privaty,privaty,,5,idle,,7,serious,,,,13,idle,,15,no,,
event_perfectmaid_02_s_56,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_56,True,,1,delight,,12,150,1.0,,,drake,drake,,5,idle,,7,serious,,,,13,idle,,15,angry,,
event_perfectmaid_02_s_57,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_57,True,,1,delight,,150,150,1.0,,,drake,drake,,5,idle,,7,serious,,,,13,idle,,15,angry,,
event_perfectmaid_02_s_58,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_58,True,,1,worried,,100,100,1.0,,,ade,ade,,5,idle,,7,serious,,,,13,idle,,15,angry,,
event_perfectmaid_02_s_59,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_59,True,,1,worried,,150,150,1.0,,,drake,drake,,5,idle,,7,serious,,,,13,idle,,15,angry,,
event_perfectmaid_02_s_60,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_60,True,,1,worried,,150,1500,1.0,,,drake,drake,,5,idle,,7,serious,,,,13,idle,,15,idle,,
event_perfectmaid_02_s_61,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_61,True,,1,worried,,1500,14,1.0,,,privaty,privaty,,5,idle,,7,serious,,,,13,shy,,15,idle,,
event_perfectmaid_02_s_62,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_62,True,,1,worried,,14,14,1.0,,,drake,drake,,5,idle,,7,serious,,,,13,shy,,15,delight,,
event_perfectmaid_02_s_63,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_63,True,,1,worried,,14,14,1.0,,,privaty,privaty,,5,idle,,7,serious,,,,13,shy,,15,delight,,
event_perfectmaid_02_s_64,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_64,True,,1,worried,,14,14,1.0,,,privaty,privaty,,5,idle,,7,serious,,,,13,shy,,15,delight,,
event_perfectmaid_02_s_65,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_65,True,,1,worried,,14,14,1.0,,,privaty,privaty,,5,idle,,7,serious,,,,13,shy,,15,delight,,
event_perfectmaid_02_s_66,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_66,True,,1,idle,,14,1,1.0,,,ade,ade,,5,idle,,7,serious,,,,13,shy,,15,delight,,
event_perfectmaid_02_s_67,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_67,True,,1,idle,,1,10,1.0,,none,ade,ade,soda,7,idle,cocoa,9,serious,,,,13,shy,,15,delight,,
event_perfectmaid_02_s_68,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_68,True,,1,idle,Corridor,black,black,1.0,,bgm_story_backtonormal,soda,soda,,7,sad,,9,serious,,,,3,idle,,5,idle,ade,black
event_perfectmaid_02_s_69,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_69,True,,,,,7,7,1.0,,,soda,soda,,7,sad,,9,serious,,,,3,idle,,5,idle,,
event_perfectmaid_02_s_70,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_70,True,,,,,7,7,1.0,,,soda,soda,,7,sad,,9,serious,,,,3,idle,,5,idle,,
event_perfectmaid_02_s_71,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_71,True,,,,,7,7,1.0,,,soda,soda,,7,sad,,9,serious,,,,3,idle,,5,idle,,
event_perfectmaid_02_s_72,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_72,True,,,,,7,7,1.0,,,soda,soda,,7,sad,,9,serious,,,,3,idle,,5,idle,,
event_perfectmaid_02_s_73,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_73,True,,,,,7,8,1.0,,,cocoa,cocoa,,7,sad,,9,serious,,,,3,idle,,5,idle,,
event_perfectmaid_02_s_74,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_74,True,,,,,8,8,1.0,,,cocoa,cocoa,,7,sad,,9,serious,,,,3,idle,,5,idle,,
event_perfectmaid_02_s_75,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_75,True,,,,,8,8,1.0,,,soda,soda,,7,sad,,9,serious,,,,3,idle,,5,idle,,
event_perfectmaid_02_s_76,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_76,False,,,,,8,4,1.0,,,privaty,privaty,,7,sad,,9,idle,,,,3,sad,,5,no,,
event_perfectmaid_02_s_77,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_77,False,,,,,4,4,1.0,,,drake,drake,,7,sad,,9,idle,,,,3,sad,,5,no,,
event_perfectmaid_02_s_78,40039,event_perfectmaid_02_s,Self,Locale_SubScenario:event_perfectmaid_02_s_78,False,,,,,4,4,1.0,,,drake,,,7,sad,,9,idle,,,,3,sad,,5,no,,
event_perfectmaid_02_s_79,40039,event_perfectmaid_02_s,Self,Locale_SubScenario:event_perfectmaid_02_s_79,False,,,,,4,4,1.0,,,drake,,,7,sad,,9,idle,,,,3,sad,,5,no,,
event_perfectmaid_02_s_80,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_80,True,,,,,4,8,1.0,,,soda,soda,,7,shy,,9,idle,,,,3,sad,,5,no,,
event_perfectmaid_02_s_81,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_81,True,,,,,8,8,1.0,,,cocoa,cocoa,,7,shy,,9,idle,,,,3,sad,,5,no,,
event_perfectmaid_02_s_82,40039,event_perfectmaid_02_s,Self,Locale_SubScenario:event_perfectmaid_02_s_82,False,,,,,8,4,1.0,,,drake,,,7,shy,,9,idle,,,,3,sad,,5,no,,
event_perfectmaid_02_s_83,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_83,True,,,,,4,4,1.0,,,drake,drake,,7,shy,,9,idle,,,,3,sad,,5,idle,,
event_perfectmaid_02_s_84,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_84,True,,,,,4,S_30,1.0,,,privaty,privaty,,7,shy,,9,idle,,,,3,idle,,5,idle,,
event_perfectmaid_02_s_85,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_85,True,,,,,S_30,S_30,1.0,,,privaty,privaty,,7,shy,,9,idle,,,,3,idle,,5,idle,,
event_perfectmaid_02_s_86,40039,event_perfectmaid_02_s,Speech,Locale_SubScenario:event_perfectmaid_02_s_86,True,,,,,S_30,S_300,1.0,,,privaty,privaty,,7,shy,,9,idle,,,,3,shy,,5,idle,,
event_perfectmaid_02_s_87,40039,event_perfectmaid_02_s,Self,Locale_SubScenario:event_perfectmaid_02_s_87,False,,,,,S_300,S_300,1.0,,,,,,7,shy,,9,idle,,,,3,shy,,5,idle,,
