id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/4/hide_char_id,play_sound,characters/3/hide_char_id
event_lastkingdom2_01_s_14,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_14,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,S_10,S_10,1.0,,,,
event_lastkingdom2_01_s_15,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_15,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,S_10,31,1.0,,,,
event_lastkingdom2_01_s_16,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_16,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,31,31,1.0,,,,
event_lastkingdom2_01_s_17,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_17,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,31,31,1.0,,,,
event_lastkingdom2_01_s_18,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_18,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,special,,31,53,1.0,,,,
event_lastkingdom2_01_s_19,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_19,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,special,,53,31,1.0,,,,
event_lastkingdom2_01_s_20,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_20,False,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,31,31,1.0,,,,
event_lastkingdom2_01_s_21,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_21,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,31,31,1.0,,,,
event_lastkingdom2_01_s_22,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_22,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,31,31,1.0,,,,
event_lastkingdom2_01_s_23,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_23,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,31,31,1.0,,,,
event_lastkingdom2_01_s_24,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_24,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,31,31,1.0,,,,
event_lastkingdom2_01_s_25,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_25,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,31,31,1.0,,,,
event_lastkingdom2_01_s_26,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_26,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,31,31,1.0,,,,
event_lastkingdom2_01_s_27,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_27,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,
event_lastkingdom2_01_s_28,40046,event_lastkingdom2_01_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_01_s_28,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,130,130,1.0,,,,
event_lastkingdom2_01_s_29,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_29,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,
event_lastkingdom2_01_s_30,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_30,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,
event_lastkingdom2_01_s_31,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_31,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,30,30,1.0,,,,
event_lastkingdom2_01_s_32,40046,event_lastkingdom2_01_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_01_s_32,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,130,130,1.0,,,,
event_lastkingdom2_01_s_33,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_33,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,
event_lastkingdom2_01_s_34,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_34,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,30,1.0,,,,
event_lastkingdom2_01_s_35,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_35,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,30,30,1.0,,,,
event_lastkingdom2_01_s_36,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_36,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,30,30,1.0,,,,
event_lastkingdom2_01_s_37,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_37,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,30,53,1.0,,,,
event_lastkingdom2_01_s_38,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_38,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,53,53,1.0,,,,
event_lastkingdom2_01_s_39,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_39,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,53,53,1.0,,,,
event_lastkingdom2_01_s_40,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_40,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,special,,53,50,1.0,,,,
event_lastkingdom2_01_s_41,40046,event_lastkingdom2_01_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_01_s_41,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,special,,130,130,1.0,,,,
event_lastkingdom2_01_s_42,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_42,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,special,,S_10,S_10,1.0,,,,
event_lastkingdom2_01_s_43,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_43,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,
event_lastkingdom2_01_s_44,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_44,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,150,150,1.0,,,,
event_lastkingdom2_01_s_45,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_45,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,
event_lastkingdom2_01_s_46,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_46,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,150,150,1.0,,,,
event_lastkingdom2_01_s_47,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_47,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,
event_lastkingdom2_01_s_48,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_48,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,
event_lastkingdom2_01_s_49,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_49,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,
event_lastkingdom2_01_s_50,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_50,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,30,1.0,,,,
event_lastkingdom2_01_s_51,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_51,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,30,30,1.0,,,,
event_lastkingdom2_01_s_52,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_52,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,150,150,1.0,,,,
event_lastkingdom2_01_s_53,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_53,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,30,30,1.0,,,,
event_lastkingdom2_01_s_54,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_54,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,30,30,1.0,,,,
event_lastkingdom2_01_s_55,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_55,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,30,30,1.0,,,,
event_lastkingdom2_01_s_56,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_56,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,
event_lastkingdom2_01_s_57,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_57,False,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,500,1.0,,,,
event_lastkingdom2_01_s_58,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_58,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,500,500,1.0,,,,
event_lastkingdom2_01_s_59,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_59,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,1500,1500,1.0,,,,
event_lastkingdom2_01_s_60,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_60,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,500,500,1.0,,,,
event_lastkingdom2_01_s_61,40046,event_lastkingdom2_01_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_01_s_61,True,,1,idle,,13,void,,15,idle,,3,idle,,5,idle,,1300,1300,1.0,,,,
event_lastkingdom2_01_s_62,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_62,False,,1,idle,,13,void,,15,idle,,3,idle,,5,idle,,S_100,S_100,1.0,,,,
event_lastkingdom2_01_s_63,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_63,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,1500,1500,1.0,,,,
event_lastkingdom2_01_s_64,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_64,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,1500,150,1.0,,,,
event_lastkingdom2_01_s_65,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_65,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,150,150,1.0,,,,
event_lastkingdom2_01_s_66,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_66,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,
event_lastkingdom2_01_s_67,40046,event_lastkingdom2_01_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_01_s_67,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,
event_lastkingdom2_01_s_68,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_68,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,150,150,1.0,,,,
event_lastkingdom2_01_s_69,40046,event_lastkingdom2_01_s,Narration,crown,,Locale_MainScenario:event_lastkingdom2_01_s_69,False,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,black,black,1.0,,snowwhite,sfx_scn_walkaway,
event_lastkingdom2_01_s_70,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_70,True,,1,idle,,13,idle,,15,idle,,3,idle,,,,,30,30,1.0,,,,
event_lastkingdom2_01_s_71,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_71,True,,1,idle,,13,idle,,15,idle,,3,idle,,,,,30,30,1.0,,,,
event_lastkingdom2_01_s_72,40046,event_lastkingdom2_01_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_01_s_72,True,,1,idle,,13,idle,,15,idle,,3,idle,,,,,30,30,1.0,,,,
event_lastkingdom2_01_s_73,40046,event_lastkingdom2_01_s,Narration,crown,,Locale_MainScenario:event_lastkingdom2_01_s_73,False,,1,idle,,13,idle,,15,idle,,3,idle,,,,,black,black,1.0,,,sfx_scn_running,hongryeon
event_lastkingdom2_01_s_74,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_74,True,,1,idle,,13,idle,,15,idle,,,,,,,,150,150,1.0,,,,
event_lastkingdom2_01_s_75,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_75,True,,1,idle,,13,idle,,15,idle,,,,,,,,S_10,S_10,1.0,,,,
event_lastkingdom2_01_s_76,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_76,True,,1,idle,,13,idle,,15,idle,,,,,,,,150,150,1.0,,,,
event_lastkingdom2_01_s_77,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_77,True,,1,idle,,13,idle,,15,idle,,,,,,,,150,150,1.0,,,,
event_lastkingdom2_01_s_78,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_78,False,,1,idle,,13,idle,,15,idle,,,,,,,,150,150,1.0,,,,
event_lastkingdom2_01_s_79,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_79,True,,1,idle,,13,idle,,15,idle,,,,,,,,150,1500,1.0,,,,
event_lastkingdom2_01_s_80,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_80,True,,1,idle,,13,idle,,15,idle,,,,,,,,S_100,S_100,1.0,,,,
event_lastkingdom2_01_s_81,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_81,True,,1,idle,,13,idle,,15,idle,,,,,,,,1500,1500,1.0,,,,
event_lastkingdom2_01_s_82,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_82,False,,1,idle,,13,idle,,15,idle,,,,,,,,S_100,S_100,1.0,,,,
event_lastkingdom2_01_s_83,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_83,True,,1,idle,,13,idle,,15,idle,,,,,,,,S_100,S_100,1.0,,,,
event_lastkingdom2_01_s_84,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_84,True,,1,idle,,13,idle,,15,idle,,,,,,,,S_100,S_100,1.0,,,,
event_lastkingdom2_01_s_85,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_85,True,,1,idle,,13,idle,,15,idle,,,,,,,,S_100,S_100,1.0,,,,
event_lastkingdom2_01_s_86,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_86,True,,1,idle,,13,idle,,15,idle,,,,,,,,S_100,S_10,1.0,,,,
event_lastkingdom2_01_s_87,40046,event_lastkingdom2_01_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_01_s_87,True,,1,idle,,13,sad2,,15,idle,,,,,,,,S_10,113,1.0,,,,
event_lastkingdom2_01_s_88,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_88,True,,1,idle,,13,sad2,,15,idle,,,,,,,,113,113,1.0,,,,
event_lastkingdom2_01_s_89,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_89,True,,1,think,,13,sad2,,15,idle,,,,,,,,113,113,1.0,,,,
event_lastkingdom2_01_s_90,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_90,True,,3,think,,13,sad2,,15,idle,talos,7,idle,rapunzel,1,idle,,1500,1500,1.0,,,,
event_lastkingdom2_01_s_91,40046,event_lastkingdom2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_01_s_91,True,,3,idle,,13,sad2,,15,idle,,7,idle,,1,idle,,100,10,1.0,,,,
event_lastkingdom2_01_s_92,40046,event_lastkingdom2_01_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_01_s_92,True,,3,idle,,13,sad2,,15,idle,,7,idle,,1,idle,,130,130,1.0,,,,
event_lastkingdom2_01_s_93,40046,event_lastkingdom2_01_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_01_s_93,True,,3,idle,,13,sad2,,15,idle,,7,idle,,1,idle,,70,70,1.0,,,,
event_lastkingdom2_01_s_94,40046,event_lastkingdom2_01_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_01_s_94,True,,3,idle,,13,sad2,,15,idle,,7,idle,,1,idle,,70,70,1.0,,,,
event_lastkingdom2_01_s_95,40046,event_lastkingdom2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_01_s_95,True,,3,idle,,13,idle,,15,idle,,7,idle,,1,idle,,10,10,1.0,,,,
event_lastkingdom2_01_s_96,40046,event_lastkingdom2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_01_s_96,True,,3,idle,,13,idle,,15,idle,,7,idle,,1,idle,,10,10,1.0,,,,
event_lastkingdom2_01_s_97,40046,event_lastkingdom2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_01_s_97,True,,3,idle,,13,idle,,15,idle,,7,idle,,1,idle,,10,10,1.0,,,,
event_lastkingdom2_01_s_98,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_98,True,,3,idle,,13,idle,,15,idle,,7,idle,,1,idle,,150,150,1.0,,,,
event_lastkingdom2_01_s_99,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_99,True,,3,idle,,13,idle,,15,idle,,7,idle,,1,idle,,S_30,S_30,1.0,,,,
event_lastkingdom2_01_s_100,40046,event_lastkingdom2_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_01_s_100,True,,3,idle,,13,idle,,15,think,,7,idle,,1,idle,,150,150,1.0,,,,
event_lastkingdom2_01_s_101,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_101,True,,3,idle,,13,idle,,15,think,,7,idle,,1,idle,,S_30,S_30,1.0,,,,
event_lastkingdom2_01_s_102,40046,event_lastkingdom2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_01_s_102,True,,3,idle,,13,idle,,15,think,,7,idle,,1,idle,,S_30,113,1.0,,,,
event_lastkingdom2_01_s_103,40046,event_lastkingdom2_01_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_01_s_103,True,,3,idle,,13,idle,,15,idle,,7,idle,,1,idle,,113,113,1.0,,,,
event_lastkingdom2_01_s_104,40046,event_lastkingdom2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_01_s_104,True,,3,idle,,13,idle,,15,idle,,7,idle,,1,idle,,113,113,1.0,,,,
event_lastkingdom2_01_s_105,40046,event_lastkingdom2_01_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_01_s_105,True,,3,idle,,13,idle,,15,idle,,7,idle,,1,idle,,113,113,1.0,,,,
event_lastkingdom2_01_s_106,40046,event_lastkingdom2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_01_s_106,False,,3,idle,,13,idle,,15,idle,,7,idle,,1,surprise,,113,113,1.0,,,,
event_lastkingdom2_01_s_107,40046,event_lastkingdom2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_01_s_107,True,,3,idle,,13,idle,,15,idle,,7,idle,,1,surprise,,113,113,1.0,,,,
event_lastkingdom2_01_s_108,40046,event_lastkingdom2_01_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_01_s_108,True,,3,idle,,13,idle,,15,idle,,7,idle,,1,surprise,,113,113,1.0,,,,
event_lastkingdom2_01_s_109,40046,event_lastkingdom2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_01_s_109,True,,3,idle,,13,idle,,15,idle,,7,idle,,1,idle,,113,113,1.0,,,,
event_lastkingdom2_01_s_110,40046,event_lastkingdom2_01_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_01_s_110,True,,3,idle,,13,delight,,15,idle,,7,idle,,1,idle,,113,113,1.0,,,,
event_lastkingdom2_01_s_111,40046,event_lastkingdom2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_01_s_111,False,,3,idle,,13,delight,,15,idle,,7,idle,,1,idle,,113,113,1.0,,,,
event_lastkingdom2_01_s_112,40046,event_lastkingdom2_01_s,Narration,rapunzel,,Locale_MainScenario:event_lastkingdom2_01_s_112,False,,3,idle,,13,idle,,15,idle,,7,idle,,1,idle,,black,black,1.0,,,,
event_lastkingdom2_01_s_113,40046,event_lastkingdom2_01_s,Narration,rapunzel,,Locale_MainScenario:event_lastkingdom2_01_s_113,False,,3,idle,,13,idle,,15,idle,,7,idle,,1,idle,,black,black,1.0,,,,
event_lastkingdom2_01_s_114,40046,event_lastkingdom2_01_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_01_s_114,True,,3,idle,,13,surprise,,15,idle,,7,idle,,1,idle,,130,1300,1.0,,,,
