id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_exnii1_01_e_11,40070,event_exnii1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_e_11,True,,15,idle,,1,1,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_12,40070,event_exnii1_01_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_01_e_12,True,,15,idle,,15,15,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_13,40070,event_exnii1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_e_13,True,,15,idle,,1,1,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_14,40070,event_exnii1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_e_14,True,,15,idle,,1,1,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_15,40070,event_exnii1_01_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_01_e_15,False,,15,idle,,15,15,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_16,40070,event_exnii1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_e_16,True,,15,idle,,1,1,1.0,,,3,idle,,13,idle,,1,delight,,5,idle,,17,idle
event_exnii1_01_e_17,40070,event_exnii1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_e_17,True,,15,idle,,1,1,1.0,,,3,idle,,13,idle,,1,delight,,5,idle,,17,idle
event_exnii1_01_e_18,40070,event_exnii1_01_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_e_18,True,,15,idle,,1,event_exnii_talk_02,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_19,40070,event_exnii1_01_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_e_19,True,,15,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_20,40070,event_exnii1_01_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_e_20,True,,15,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_21,40070,event_exnii1_01_e,Speech,neon,neon,Locale_SubScenario:event_exnii1_01_e_21,True,,15,idle,,5,5,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_22,40070,event_exnii1_01_e,Speech,neon,neon,Locale_SubScenario:event_exnii1_01_e_22,True,,15,idle,,5,5,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_23,40070,event_exnii1_01_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_01_e_23,True,,15,idle,,16,17,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,no
event_exnii1_01_e_24,40070,event_exnii1_01_e,Speech,anis,anis,Locale_SubScenario:event_exnii1_01_e_24,True,,15,idle,,3,3,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,no
event_exnii1_01_e_25,40070,event_exnii1_01_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_01_e_25,True,,15,idle,,15,15,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,no
event_exnii1_01_e_26,40070,event_exnii1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_e_26,True,,15,idle,,1,1,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,no
event_exnii1_01_e_27,40070,event_exnii1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_e_27,True,,15,idle,,1,1,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,no
event_exnii1_01_e_28,40070,event_exnii1_01_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_e_28,False,,15,idle,,1,13,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_29,40070,event_exnii1_01_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_01_e_29,True,,15,,,13,15,1.5,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_30,40070,event_exnii1_01_e,Speech,anis,anis,Locale_SubScenario:event_exnii1_01_e_30,True,,15,idle,,3,3,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_31,40070,event_exnii1_01_e,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_01_e_31,True,,15,idle,,17,17,1.0,,,3,idle,,13,no,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_32,40070,event_exnii1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_e_32,True,,15,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,3,idle,,13,idle,,1,worry,,5,idle,,17,idle
event_exnii1_01_e_33,40070,event_exnii1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_e_33,True,,15,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,3,idle,,13,idle,,1,worry,,5,idle,,17,idle
event_exnii1_01_e_34,40070,event_exnii1_01_e,Self,ce005_02,,Locale_SubScenario:event_exnii1_01_e_34,False,,15,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_35,40070,event_exnii1_01_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_e_35,True,,15,idle,,event_exnii_talk_02,13,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_36,40070,event_exnii1_01_e,Self,ce005_02,,Locale_SubScenario:event_exnii1_01_e_36,False,,15,idle,,13,13,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_37,40070,event_exnii1_01_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_e_37,True,,15,idle,,13,13,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_38,40070,event_exnii1_01_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_e_38,True,,15,idle,,13,130,1.0,,,3,idle,,13,angry,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_39,40070,event_exnii1_01_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_e_39,True,,15,idle,,130,130,1.0,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle
event_exnii1_01_e_40,40070,event_exnii1_01_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_e_40,True,,15,idle,,130,130,1.0,,,3,idle,,13,"expression_0,idle",,1,idle,,5,idle,,17,idle
