id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,fade,jump_target,play_sound
event_romanticvalentine_06_e_12,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_12,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_13,40069,event_romanticvalentine_06_e,Self,Locale_SubScenario:event_romanticvalentine_06_e_13,False,,1,idle,,10,10,1.0,,sweetjohnny214,,,,,
event_romanticvalentine_06_e_14,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_14,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_15,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_15,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_16,40069,event_romanticvalentine_06_e,Self,Locale_SubScenario:event_romanticvalentine_06_e_16,False,,1,idle,,10,10,1.0,,sweetjohnny214,,,,,
event_romanticvalentine_06_e_17,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_17,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_18,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_18,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_19,40069,event_romanticvalentine_06_e,Self,Locale_SubScenario:event_romanticvalentine_06_e_19,False,,1,idle,,10,10,1.0,,sweetjohnny214,,,,,
event_romanticvalentine_06_e_20,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_20,True,,1,idle,,10,10,1.0,bgm_story_inwonderland,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_21,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_21,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_22,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_22,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_23,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_23,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_24,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_24,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_25,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_25,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_26,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_26,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_27,40069,event_romanticvalentine_06_e,Self,Locale_SubScenario:event_romanticvalentine_06_e_27,False,,1,idle,,10,10,1.0,,sweetjohnny214,,,,,
event_romanticvalentine_06_e_28,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_28,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_29,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_29,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_30,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_30,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_31,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_31,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_32,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_32,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_33,40069,event_romanticvalentine_06_e,Self,Locale_SubScenario:event_romanticvalentine_06_e_33,False,,1,idle,,10,10,1.0,,sweetjohnny214,,,,,
event_romanticvalentine_06_e_34,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_34,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_35,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_35,True,,1,idle,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,,,
event_romanticvalentine_06_e_36,40069,event_romanticvalentine_06_e,Monologue,Locale_SubScenario:event_romanticvalentine_06_e_36,False,,1,idle,,black,black,1.0,,,,sweetjohnny214,black,,
event_romanticvalentine_06_e_37,40069,event_romanticvalentine_06_e,Monologue,Locale_SubScenario:event_romanticvalentine_06_e_37,False,,,,,black,black,1.0,,,,,,,
event_romanticvalentine_06_e_38,40069,event_romanticvalentine_06_e,Monologue,Locale_SubScenario:event_romanticvalentine_06_e_38,False,,,,,black,black,1.0,,,,,,,
event_romanticvalentine_06_e_39,40069,event_romanticvalentine_06_e,Monologue,Locale_SubScenario:event_romanticvalentine_06_e_39,False,,,,,black,black,1.0,,,,,,,
event_romanticvalentine_06_e_40,40069,event_romanticvalentine_06_e,Monologue,Locale_SubScenario:event_romanticvalentine_06_e_40,False,,,,,black,black,1.0,,,,,,,
event_romanticvalentine_06_e_41,40069,event_romanticvalentine_06_e,Monologue,Locale_SubScenario:event_romanticvalentine_06_e_41,False,,,,,black,black,1.0,,,,,,,
event_romanticvalentine_06_e_42,40069,event_romanticvalentine_06_e,Self,Locale_SubScenario:event_romanticvalentine_06_e_42,False,romanticvalentine_event,1,idle,none,romanticvalentine_01,romanticvalentine_01,1.0,bgm_story_flipflop,,,,white,,
event_romanticvalentine_06_e_43,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_43,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,mast_m,,,,
event_romanticvalentine_06_e_44,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_44,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,anchor_m,,,,
event_romanticvalentine_06_e_45,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_45,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,sin_m,,,,
event_romanticvalentine_06_e_46,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_46,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,trony_m,,,,
event_romanticvalentine_06_e_47,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_47,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,trony_m,,,,
event_romanticvalentine_06_e_48,40069,event_romanticvalentine_06_e,Self,Locale_SubScenario:event_romanticvalentine_06_e_48,False,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,,,,,
event_romanticvalentine_06_e_49,40069,event_romanticvalentine_06_e,Self,Locale_SubScenario:event_romanticvalentine_06_e_49,False,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,,,,,
event_romanticvalentine_06_e_50,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_50,True,,1,idle,,romanticvalentine_01,romanticvalentine_03,1.5,,,anchor_m,,,,
event_romanticvalentine_06_e_51,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_51,True,,1,idle,,romanticvalentine_03,romanticvalentine_06,1.5,,,sin_m,,,,
event_romanticvalentine_06_e_52,40069,event_romanticvalentine_06_e,Choice,Locale_SubScenario:event_romanticvalentine_06_e_52,False,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,,,,event_romanticvalentine_06_e_54,
event_romanticvalentine_06_e_53,40069,event_romanticvalentine_06_e,Choice,Locale_SubScenario:event_romanticvalentine_06_e_53,False,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,,,,event_romanticvalentine_06_e_54,
event_romanticvalentine_06_e_54,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_54,True,,1,idle,,romanticvalentine_01,romanticvalentine_04,1.5,,,mast_m,,,,
event_romanticvalentine_06_e_55,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_55,True,,1,idle,,romanticvalentine_04,romanticvalentine_04,1.0,,,mast_m,,,,
event_romanticvalentine_06_e_56,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_56,True,,1,idle,,romanticvalentine_04,romanticvalentine_05,1.5,,,trony_m,,,,
event_romanticvalentine_06_e_57,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_57,True,,1,idle,,romanticvalentine_05,romanticvalentine_01,1.0,,,anchor_m,,,,
event_romanticvalentine_06_e_58,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_58,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,sin_m,,,,
event_romanticvalentine_06_e_59,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_59,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,mast_m,,,,
event_romanticvalentine_06_e_60,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_60,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,trony_m,,,,
event_romanticvalentine_06_e_61,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_61,True,,1,idle,,romanticvalentine_01,romanticvalentine_04,1.0,,,mast_m,,,,
event_romanticvalentine_06_e_62,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_62,True,,1,idle,,romanticvalentine_04,romanticvalentine_04,1.0,,,mast_m,,,,
event_romanticvalentine_06_e_63,40069,event_romanticvalentine_06_e,Self,Locale_SubScenario:event_romanticvalentine_06_e_63,False,,1,idle,,romanticvalentine_04,romanticvalentine_04,1.0,,,,,,,
event_romanticvalentine_06_e_64,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_64,True,,1,idle,,romanticvalentine_04,romanticvalentine_04,1.0,,,mast_m,,,,
event_romanticvalentine_06_e_65,40069,event_romanticvalentine_06_e,Self,Locale_SubScenario:event_romanticvalentine_06_e_65,False,,1,idle,,romanticvalentine_04,romanticvalentine_04,1.0,,,,,,,
event_romanticvalentine_06_e_66,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_66,True,,1,idle,,romanticvalentine_04,romanticvalentine_04,1.0,,,mast_m,,,,
event_romanticvalentine_06_e_67,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_67,True,,1,idle,,romanticvalentine_04,romanticvalentine_04,1.0,,,mast_m,,,,
event_romanticvalentine_06_e_68,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_68,True,,1,idle,,romanticvalentine_06,romanticvalentine_06,1.0,,,sin_m,,,,
event_romanticvalentine_06_e_69,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_69,True,,1,idle,,romanticvalentine_05,romanticvalentine_05,1.0,,,trony_m,,,,
event_romanticvalentine_06_e_70,40069,event_romanticvalentine_06_e,Monologue,Locale_SubScenario:event_romanticvalentine_06_e_70,False,,1,idle,,romanticvalentine_05,romanticvalentine_01,1.0,,,,,,,
event_romanticvalentine_06_e_71,40069,event_romanticvalentine_06_e,Self,Locale_SubScenario:event_romanticvalentine_06_e_71,False,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,,,,,
event_romanticvalentine_06_e_72,40069,event_romanticvalentine_06_e,Choice,Locale_SubScenario:event_romanticvalentine_06_e_72,False,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,,,,event_romanticvalentine_06_e_74,
event_romanticvalentine_06_e_73,40069,event_romanticvalentine_06_e,Choice,Locale_SubScenario:event_romanticvalentine_06_e_73,False,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,,,,event_romanticvalentine_06_e_76,
event_romanticvalentine_06_e_74,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_74,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,mast_m,,,,
event_romanticvalentine_06_e_75,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_75,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,mast_m,,,event_romanticvalentine_06_e_79,
event_romanticvalentine_06_e_76,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_76,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,anchor_m,,,,
event_romanticvalentine_06_e_77,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_77,False,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,trony_m,,,,
event_romanticvalentine_06_e_78,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_78,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,trony_m,,,,
event_romanticvalentine_06_e_79,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_79,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,sin_m,,,,
event_romanticvalentine_06_e_80,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_80,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,trony_m,,,,
event_romanticvalentine_06_e_81,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_81,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,sin_m,,,,
event_romanticvalentine_06_e_82,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_82,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,trony_m,,,,
event_romanticvalentine_06_e_83,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_83,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,mast_m,,,,
event_romanticvalentine_06_e_84,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_84,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,mast_m,,,,
event_romanticvalentine_06_e_85,40069,event_romanticvalentine_06_e,Speech,Locale_SubScenario:event_romanticvalentine_06_e_85,True,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,mast_m,,,,
event_romanticvalentine_06_e_86,40069,event_romanticvalentine_06_e,Self,Locale_SubScenario:event_romanticvalentine_06_e_86,False,,1,idle,,romanticvalentine_01,romanticvalentine_01,1.0,,,,,,,
event_romanticvalentine_06_e_87,40069,event_romanticvalentine_06_e,Narration,Locale_SubScenario:event_romanticvalentine_06_e_87,False,,1,idle,,romanticvalentine_01,romanticvalentine_02,1.5,,,,,,,sfx_scn_walkaway
event_romanticvalentine_06_e_88,40069,event_romanticvalentine_06_e,Monologue,Locale_SubScenario:event_romanticvalentine_06_e_88,False,,1,idle,,romanticvalentine_02,romanticvalentine_02,1.0,,,,,,,
event_romanticvalentine_06_e_89,40069,event_romanticvalentine_06_e,Monologue,Locale_SubScenario:event_romanticvalentine_06_e_89,False,,1,idle,,romanticvalentine_02,romanticvalentine_02,1.0,,,,,,,
event_romanticvalentine_06_e_90,40069,event_romanticvalentine_06_e,Monologue,Locale_SubScenario:event_romanticvalentine_06_e_90,False,,1,idle,,romanticvalentine_02,romanticvalentine_02,1.0,,,,,,,
event_romanticvalentine_06_e_91,40069,event_romanticvalentine_06_e,Narration,Locale_SubScenario:event_romanticvalentine_06_e_91,False,,1,idle,,black,black,1.0,,,,,,,
