id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound,set_camera_shake,fade,characters/2/hide_char_id
event_lifeagain_02_e_18,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_18,True,,5,idle,,3,angry,,1,idle,,L_50,L_50,1.0,,rumani,,,,
event_lifeagain_02_e_19,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_19,True,,5,idle,,3,angry,,1,idle,,L_50,L_50,1.0,,rumani,,,,
event_lifeagain_02_e_20,40060,event_lifeagain_02_e,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_e_20,True,,5,idle,,3,angry,,1,delight,,S_10,S_10,1.0,,tove_n,,,,
event_lifeagain_02_e_21,40060,event_lifeagain_02_e,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_e_21,True,,5,idle,,3,angry,,1,delight,,S_10,S_10,1.0,,tove_n,,,,
event_lifeagain_02_e_22,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_22,True,,5,idle,,3,angry,,1,idle,,XS_30,XS_30,1.0,,nadia,,,,
event_lifeagain_02_e_23,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_23,True,,5,idle,,3,angry,,1,idle,,L_50,L_50,1.0,,rumani,,,,
event_lifeagain_02_e_24,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_24,True,,5,idle,,3,angry,,1,idle,,L_50,L_50,1.0,,rumani,,,,
event_lifeagain_02_e_25,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_25,True,,5,idle,,3,angry,,1,idle,,L_50,L_50,1.0,,rumani,,,,
event_lifeagain_02_e_26,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_26,True,,5,idle,,3,angry,,1,idle,,L_50,L_50,1.0,,rumani,,,,
event_lifeagain_02_e_27,40060,event_lifeagain_02_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_e_27,False,,5,idle,,3,angry,,1,idle,,black,black,1.0,,rumani,,,,
event_lifeagain_02_e_28,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_28,True,,5,idle,,3,angry,,1,idle,,4,4,1.0,,nadia,,,,
event_lifeagain_02_e_29,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_29,True,,5,idle,,3,angry,,1,idle,,4,4,1.0,,rumani,,,,
event_lifeagain_02_e_30,40060,event_lifeagain_02_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_e_30,False,,5,idle,,3,angry,,1,idle,,black,black,1.0,,rumani,,,,
event_lifeagain_02_e_31,40060,event_lifeagain_02_e,Narration,Narration,Locale_SubScenario:event_lifeagain_02_e_31,False,,5,idle,,3,angry,,1,idle,,5,L_50,0.5,,rumani,sfx_scn_weakhit,Low_2,,
event_lifeagain_02_e_32,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_32,True,,5,sad,,3,angry,,1,idle,,L_50,L_50,1.0,,rumani,,,,
event_lifeagain_02_e_33,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_33,True,,5,sad,,3,angry,,1,idle,,L_50,L_50,1.0,,rumani,,,,
event_lifeagain_02_e_34,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_34,True,,5,sad,,3,angry,,1,idle,,XS_30,XS_30,1.0,,nadia,,,,
event_lifeagain_02_e_35,40060,event_lifeagain_02_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_e_35,False,,5,think,,3,angry,,1,idle,,17,170,0.3,,nadia,,,,
event_lifeagain_02_e_36,40060,event_lifeagain_02_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_e_36,False,,5,think,,3,angry,,1,idle,,170,170,1.0,,nadia,,,,
event_lifeagain_02_e_37,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_37,True,,5,idle,,3,angry,,1,idle,,4,4,1.0,,rumani,,,,
event_lifeagain_02_e_38,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_38,True,,5,idle,,3,angry,,1,idle,,4,4,1.0,,nadia,,,,
event_lifeagain_02_e_39,40060,event_lifeagain_02_e,Self,Self,Locale_SubScenario:event_lifeagain_02_e_39,False,,5,idle,,3,angry,,1,idle,,4,4,1.0,,nadia,,,,
event_lifeagain_02_e_40,40060,event_lifeagain_02_e,Narration,Narration,Locale_SubScenario:event_lifeagain_02_e_40,False,,5,idle,,3,angry,,1,idle,,5,L_50,0.5,,nadia,sfx_scn_whooosh,Low_2,,
event_lifeagain_02_e_41,40060,event_lifeagain_02_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_e_41,False,,5,idle,,3,angry,,1,idle,,L_50,L_50,1.0,,nadia,,,,
event_lifeagain_02_e_42,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_42,True,,5,idle,,3,angry,,1,idle,,L_50,L_50,1.0,,rumani,,,,
event_lifeagain_02_e_43,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_43,True,,5,idle,,3,angry,,1,idle,,L_50,L_50,1.0,,rumani,,,,
event_lifeagain_02_e_44,40060,event_lifeagain_02_e,Narration,Narration,Locale_SubScenario:event_lifeagain_02_e_44,False,,5,idle,,3,angry,,1,idle,,17,170,0.3,,rumani,sfx_scn_ball,Low_2,black,
event_lifeagain_02_e_45,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_45,True,,5,idle,,3,angry,,1,idle,,L_50,L_50,1.0,,rumani,,,,
event_lifeagain_02_e_46,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_46,True,,5,idle,,3,angry,,1,idle,,L_50,L_50,1.0,,rumani,,,,
event_lifeagain_02_e_47,40060,event_lifeagain_02_e,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_e_47,True,,5,idle,,3,angry,,1,surprise,,S_10,S_10,1.0,,tove_n,,,,
event_lifeagain_02_e_48,40060,event_lifeagain_02_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_e_48,False,,5,idle,,3,angry,,1,surprise,,black,black,1.0,,rumani,,,,
event_lifeagain_02_e_49,40060,event_lifeagain_02_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_02_e_49,False,,5,idle,,3,angry,,1,idle,,black,black,1.0,,rumani,,,,
event_lifeagain_02_e_50,40060,event_lifeagain_02_e,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_e_50,True,,5,idle,,3,angry,,1,surprise,,S_10,S_10,1.0,,tove_n,,,,
event_lifeagain_02_e_51,40060,event_lifeagain_02_e,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_e_51,True,,5,idle,,3,angry,,1,idle,,S_10,S_10,1.0,,tove_n,,,,
event_lifeagain_02_e_52,40060,event_lifeagain_02_e,Speech,tove_n,Locale_SubScenario:event_lifeagain_02_e_52,True,,5,idle,,3,angry,,1,delight,,S_10,1,1.0,,tove_n,,,,
event_lifeagain_02_e_53,40060,event_lifeagain_02_e,Self,Self,Locale_SubScenario:event_lifeagain_02_e_53,False,,5,idle,,3,angry,,1,idle,,1,1,1.0,,tove_n,,,,
event_lifeagain_02_e_54,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_54,True,,5,idle,,3,angry,,1,idle,,1,4,1.0,,nadia,,,,tove_n
event_lifeagain_02_e_55,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_55,True,,5,idle,,3,angry,,,,,4,4,1.0,,rumani,,,,
event_lifeagain_02_e_56,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_56,True,,5,idle,,3,angry,,,,,4,4,1.0,,nadia,,,,
event_lifeagain_02_e_57,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_57,True,,5,idle,,3,angry,,,,,4,4,1.0,,nadia,,,,
event_lifeagain_02_e_58,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_58,True,,5,idle,,3,angry,,,,,4,4,1.0,,nadia,,,,
event_lifeagain_02_e_59,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_59,True,,5,idle,,3,angry,,,,,4,4,1.0,,rumani,,,,
event_lifeagain_02_e_60,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_60,True,,5,idle,,3,angry,,,,,4,XS_30,1.0,,nadia,,,,
event_lifeagain_02_e_61,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_61,True,,5,idle,,3,angry,,,,,XS_30,XS_30,1.0,,nadia,,,,
event_lifeagain_02_e_62,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_62,True,,5,idle,,3,angry,,,,,XS_30,XS_30,1.0,,nadia,,,,
event_lifeagain_02_e_63,40060,event_lifeagain_02_e,Self,Self,Locale_SubScenario:event_lifeagain_02_e_63,False,,5,idle,,3,angry,,,,,XS_30,XS_30,1.0,,nadia,,,,
event_lifeagain_02_e_64,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_64,True,,5,idle,,3,angry,,,,,XS_30,XS_30,1.0,,nadia,,,,
event_lifeagain_02_e_65,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_65,True,,5,idle,,3,angry,,,,,XS_30,XS_30,1.0,,nadia,,,,
event_lifeagain_02_e_66,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_66,True,,5,think,,3,angry,,,,,XS_30,4,1.0,,rumani,,,,
event_lifeagain_02_e_67,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_67,True,,5,think,,3,angry,,,,,4,4,1.0,,nadia,,,,
event_lifeagain_02_e_68,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_68,True,,5,think,,3,angry,,,,,4,4,1.0,,rumani,,,,
event_lifeagain_02_e_69,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_69,True,,5,think,,3,angry,,,,,4,4,1.0,,nadia,,,,
event_lifeagain_02_e_70,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_70,True,,5,think,,3,angry,,,,,4,4,1.0,,nadia,,,,
event_lifeagain_02_e_71,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_71,True,,5,think,,3,angry,,,,,4,4,1.0,,nadia,,,,
event_lifeagain_02_e_72,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_72,True,,5,think,,3,angry,,,,,4,L_50,1.0,,rumani,,,,
event_lifeagain_02_e_73,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_73,True,,5,idle,,3,angry,,,,,L_50,L_50,1.0,,rumani,,,,
event_lifeagain_02_e_74,40060,event_lifeagain_02_e,Speech,rumani,Locale_SubScenario:event_lifeagain_02_e_74,True,,5,idle,,3,angry,,,,,L_50,L_50,1.0,,rumani,,,,
event_lifeagain_02_e_75,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_75,True,,5,idle,,3,sad,,,,,XS_30,XS_30,1.0,,nadia,,,,
event_lifeagain_02_e_76,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_76,True,,5,idle,,3,angry,,,,,XS_30,XS_30,1.0,,nadia,,,,
event_lifeagain_02_e_77,40060,event_lifeagain_02_e,Speech,nadia,Locale_SubScenario:event_lifeagain_02_e_77,True,,5,idle,,3,angry,,,,,XS_30,XS_30,1.0,,nadia,,,,
