id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id
event_bowwowparadise_02_s_22,40010,event_bowwowparadise_02_s,Self,,,Locale_SubScenario:event_bowwowparadise_02_s_22,False,,15,idle,,17,idle,,3,special,,1315,1315,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_23,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_23,True,,15,idle,,17,idle,,3,special,,1315,1315,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_24,40010,event_bowwowparadise_02_s,Speech,miranda,miranda,Locale_SubScenario:event_bowwowparadise_02_s_24,True,,15,idle,,17,idle,,3,special,,1315,1517,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_25,40010,event_bowwowparadise_02_s,Choice,,,Locale_SubScenario:event_bowwowparadise_02_s_25,False,,15,idle,,17,idle,,3,special,,1517,1517,1.0,,,,,13,sad,event_bowwowparadise_02_s_27,,,,,
event_bowwowparadise_02_s_26,40010,event_bowwowparadise_02_s,Choice,,,Locale_SubScenario:event_bowwowparadise_02_s_26,False,,15,idle,,17,idle,,3,special,,1517,1517,1.0,,,,,13,sad,event_bowwowparadise_02_s_27,,,,,
event_bowwowparadise_02_s_27,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_27,True,,15,angry,,17,idle,,3,special,,1517,1517,1.0,,none,,,13,sad,,,,,,
event_bowwowparadise_02_s_28,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_28,True,,15,angry,,17,idle,,3,special,,1517,1315,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_29,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_29,True,,15,idle,,17,idle,,3,special,,1315,1315,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_30,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_30,True,,15,idle,,17,idle,,3,special,,1315,1315,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_31,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_31,True,,15,idle,,17,idle,,3,special,,1315,1315,1.0,,bgm_story_languor,,,13,sad,,,,,,
event_bowwowparadise_02_s_32,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_32,True,,15,idle,,17,idle,,3,special,,1315,1315,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_33,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_33,True,,15,idle,,17,idle,,3,special,,1315,1315,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_34,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_34,True,,15,idle,,17,idle,,3,special,,1315,XS_150,1.5,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_35,40010,event_bowwowparadise_02_s,Self,,,Locale_SubScenario:event_bowwowparadise_02_s_35,False,,15,idle,,17,idle,,3,special,,XS_150,XS_150,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_36,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_36,True,,15,idle,,17,idle,,3,special,,XS_150,XS_150,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_37,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_37,True,,15,idle,,17,idle,,3,special,,XS_150,XS_150,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_38,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_38,True,,15,idle,,17,idle,,3,special,,XS_150,XS_150,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_39,40010,event_bowwowparadise_02_s,Narration,,,Locale_SubScenario:event_bowwowparadise_02_s_39,False,,15,idle,,17,idle,,3,special,,XS_150,S_170,1.5,sfx_scn_phonenotification,,,,13,sad,,,,,,
event_bowwowparadise_02_s_40,40010,event_bowwowparadise_02_s,Speech,miranda,miranda,Locale_SubScenario:event_bowwowparadise_02_s_40,True,,15,idle,,17,idle,,3,special,,S_170,S_170,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_41,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_41,True,,15,idle,,17,idle,,3,special,,S_170,S_170,1.0,,,,,13,angry,,,,,,
event_bowwowparadise_02_s_42,40010,event_bowwowparadise_02_s,Speech,miranda,miranda,Locale_SubScenario:event_bowwowparadise_02_s_42,True,,15,idle,,17,idle,,3,special,,S_170,S_1700,0.5,,,,,13,angry,,,,,,
event_bowwowparadise_02_s_43,40010,event_bowwowparadise_02_s,Speech,miranda,miranda,Locale_SubScenario:event_bowwowparadise_02_s_43,True,,15,idle,,17,idle,,3,special,,S_1700,S_1700,1.0,,,,,13,shy,,,,,,
event_bowwowparadise_02_s_44,40010,event_bowwowparadise_02_s,Speech,miranda,miranda,Locale_SubScenario:event_bowwowparadise_02_s_44,True,,15,idle,,17,idle,,3,special,,S_1700,S_170,1.0,,,,,13,shy,,,,,,
event_bowwowparadise_02_s_45,40010,event_bowwowparadise_02_s,Speech,miranda,miranda,Locale_SubScenario:event_bowwowparadise_02_s_45,True,,15,idle,,17,idle,,3,special,,S_170,XS_130,2.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_46,40010,event_bowwowparadise_02_s,Speech,miranda,miranda,Locale_SubScenario:event_bowwowparadise_02_s_46,True,,15,idle,,17,idle,,3,special,,XS_130,XS_130,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_47,40010,event_bowwowparadise_02_s,Speech,miranda,miranda,Locale_SubScenario:event_bowwowparadise_02_s_47,True,,15,idle,,17,idle,,3,special,,XS_130,XS_130,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_48,40010,event_bowwowparadise_02_s,Self,,,Locale_SubScenario:event_bowwowparadise_02_s_48,False,,15,sad,,17,idle,,3,special,,XS_130,XS_130,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_49,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_49,False,,15,sad,,17,idle,,3,special,,XS_130,13,1.5,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_50,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_50,False,,15,sad,,17,idle,,3,special,,13,1315,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_51,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_51,True,,15,sad,,17,idle,,3,special,,1315,1315,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_52,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_52,True,,15,sad,,17,idle,,3,special,,1315,1315,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_53,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_53,True,,15,idle,,17,idle,,3,special,,1315,1315,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_54,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_54,True,,15,idle,,17,idle,,3,special,,1315,1315,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_55,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_55,True,,15,idle,,17,idle,,3,special,,1315,1315,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_56,40010,event_bowwowparadise_02_s,Self,,,Locale_SubScenario:event_bowwowparadise_02_s_56,False,,15,idle,,17,idle,,3,special,,1315,1315,1.0,,,,,13,sad,,,,,,
event_bowwowparadise_02_s_57,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_57,True,,15,idle,,17,idle,,3,special,,1315,1315,1.0,,,,,13,idle,,,,,,
event_bowwowparadise_02_s_58,40010,event_bowwowparadise_02_s,Monologue,,,Locale_SubScenario:event_bowwowparadise_02_s_58,False,,15,idle,,17,idle,,3,special,,1315,31,1.5,,,,,1,angry,,,,,,
event_bowwowparadise_02_s_59,40010,event_bowwowparadise_02_s,Self,,,Locale_SubScenario:event_bowwowparadise_02_s_59,False,,15,idle,,17,idle,,3,special,,31,31,1.0,,,,,1,angry,,,,,,
event_bowwowparadise_02_s_60,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_60,True,,15,idle,,17,idle,,3,special,,31,31,1.0,,,,,1,angry,,,,,,
event_bowwowparadise_02_s_61,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_61,True,,15,idle,,17,idle,,3,special,,31,XS_10,1.5,,,,,1,angry,,,,,,
event_bowwowparadise_02_s_62,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_62,True,,15,idle,,17,idle,,3,special,,XS_10,XS_10,1.0,,,,,1,angry,,,,,,
event_bowwowparadise_02_s_63,40010,event_bowwowparadise_02_s,Monologue,,,Locale_SubScenario:event_bowwowparadise_02_s_63,False,,15,idle,,17,idle,,3,special,,XS_10,XS_10,1.0,,,,,1,angry,,,,,,
event_bowwowparadise_02_s_64,40010,event_bowwowparadise_02_s,Speech,puppies,puppies,Locale_SubScenario:event_bowwowparadise_02_s_64,False,,15,idle,,17,idle,,3,sad,,XS_10,S_30,2.0,sfx_scn_whine,,,,1,angry,,,,,,
event_bowwowparadise_02_s_65,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_65,True,,15,idle,,17,idle,,3,sad,,S_30,31,1.0,,,,,1,sad,,,,,,
event_bowwowparadise_02_s_66,40010,event_bowwowparadise_02_s,Speech,puppies,puppies,Locale_SubScenario:event_bowwowparadise_02_s_66,False,,15,idle,,17,idle,,3,sad,,31,31,1.0,,,,,1,sad,,,,,,
event_bowwowparadise_02_s_67,40010,event_bowwowparadise_02_s,Speech,puppies,puppies,Locale_SubScenario:event_bowwowparadise_02_s_67,False,,15,idle,,17,idle,,3,special,,31,31,1.0,sfx_scn_dogbark,,,,1,sad,,,,,,
event_bowwowparadise_02_s_68,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_68,False,,15,idle,,17,idle,,3,special,,31,31,1.0,,,,,1,sad,,,,,,
event_bowwowparadise_02_s_69,40010,event_bowwowparadise_02_s,Self,,,Locale_SubScenario:event_bowwowparadise_02_s_69,False,,15,idle,,17,idle,,3,special,,31,31,1.0,,,,,1,sad,,,,,,
event_bowwowparadise_02_s_70,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_70,True,,15,idle,,17,idle,,3,special,,31,1,1.0,,,,,1,sad,,,,,,
event_bowwowparadise_02_s_71,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_71,True,,15,idle,,17,idle,,3,special,,1,1,1.0,,,,,1,sad,,,,,,
event_bowwowparadise_02_s_72,40010,event_bowwowparadise_02_s,Self,,,Locale_SubScenario:event_bowwowparadise_02_s_72,False,,15,idle,,17,idle,,3,special,,1,1,1.0,,,,,1,sad,,,,,,
event_bowwowparadise_02_s_73,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_73,True,,15,idle,,17,idle,,3,special,,1,XS_10,1.0,,,,,1,sad,,,,,,
event_bowwowparadise_02_s_74,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_74,True,,15,idle,,17,idle,,3,special,,XS_10,XS_10,1.0,,,,,1,sad,,,,,,
event_bowwowparadise_02_s_75,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_75,True,,15,idle,,17,idle,,3,special,,XS_10,XS_10,1.0,,,,,1,sad,,,,,,
event_bowwowparadise_02_s_76,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_76,True,,15,idle,,17,idle,,3,special,,XS_10,XS_10,1.0,,,,,1,sad,,,,,,
event_bowwowparadise_02_s_77,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_77,True,,15,idle,,17,idle,,3,special,,XS_10,XS_10,1.0,,,,,1,sad,,,,,,
event_bowwowparadise_02_s_78,40010,event_bowwowparadise_02_s,Narration,,,Locale_SubScenario:event_bowwowparadise_02_s_78,False,,15,idle,,17,idle,,3,special,,black,black,1.0,sfx_scn_autodooropen,none,,,1,sad,,,,,,
event_bowwowparadise_02_s_79,40010,event_bowwowparadise_02_s,Speech,max,max,Locale_SubScenario:event_bowwowparadise_02_s_79,False,,15,idle,,17,idle,,3,special,,max_130,max_130,1.0,sfx_scn_howl,,,,1,sad,,max,13,idle,,
event_bowwowparadise_02_s_80,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_80,True,,15,idle,,17,idle,,3,special,,max_130,max_130,1.0,,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_81,40010,event_bowwowparadise_02_s,Speech,miranda,miranda,Locale_SubScenario:event_bowwowparadise_02_s_81,True,,15,idle,,17,idle,,3,special,,max_130,1517,2.0,,bgm_story_heynewbie,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_82,40010,event_bowwowparadise_02_s,Speech,miranda,miranda,Locale_SubScenario:event_bowwowparadise_02_s_82,True,,15,idle,,17,idle,,3,special,,1517,1517,1.0,,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_83,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_83,True,,15,angry,,17,idle,,3,special,,1517,1517,1.0,,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_84,40010,event_bowwowparadise_02_s,Speech,max,max,Locale_SubScenario:event_bowwowparadise_02_s_84,False,,15,angry,,17,idle,,3,special,,max_130,max_130,1.0,sfx_scn_bowwow,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_85,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_85,True,,15,angry,,17,idle,,3,special,,max_130,113,2.0,,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_86,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_86,True,,15,angry,,17,idle,,3,delight,,113,113,1.0,,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_87,40010,event_bowwowparadise_02_s,Speech,max,max,Locale_SubScenario:event_bowwowparadise_02_s_87,False,,15,angry,,17,idle,,3,delight,,113,max_130,1.0,sfx_scn_howl,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_88,40010,event_bowwowparadise_02_s,Speech,max,max,Locale_SubScenario:event_bowwowparadise_02_s_88,False,,15,angry,,17,idle,,3,delight,,max_130,max_130,1.0,sfx_scn_bowwow,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_89,40010,event_bowwowparadise_02_s,Speech,puppies,puppies,Locale_SubScenario:event_bowwowparadise_02_s_89,True,,15,angry,,17,idle,,3,delight,,XS_30,XS_30,1.0,sfx_scn_dogbark,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_90,40010,event_bowwowparadise_02_s,Narration,,,Locale_SubScenario:event_bowwowparadise_02_s_90,False,,15,angry,,17,idle,,3,delight,,black,black,1.0,sfx_scn_run,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_91,40010,event_bowwowparadise_02_s,Monologue,,,Locale_SubScenario:event_bowwowparadise_02_s_91,False,,15,angry,,17,idle,,3,delight,,black,black,1.0,,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_92,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_92,True,,15,angry,,17,idle,,3,delight,,XS_100,XS_100,1.0,,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_93,40010,event_bowwowparadise_02_s,Speech,miranda,miranda,Locale_SubScenario:event_bowwowparadise_02_s_93,True,,15,angry,,17,idle,,3,delight,,S_1700,S_1700,1.0,,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_94,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_94,True,,15,angry,,17,idle,,3,delight,,XS_1500,XS_1500,1.0,,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_95,40010,event_bowwowparadise_02_s,Narration,,,Locale_SubScenario:event_bowwowparadise_02_s_95,False,,15,angry,,17,idle,,3,delight,,black,black,1.0,sfx_scn_heavytrip,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_96,40010,event_bowwowparadise_02_s,Monologue,,,Locale_SubScenario:event_bowwowparadise_02_s_96,False,,15,angry,,17,idle,,3,delight,,black,black,1.0,,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_97,40010,event_bowwowparadise_02_s,Self,,,Locale_SubScenario:event_bowwowparadise_02_s_97,False,,15,angry,,17,think,,3,delight,,black,black,1.0,,,,,1,angry,,,13,idle,,
event_bowwowparadise_02_s_98,40010,event_bowwowparadise_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_bowwowparadise_02_s_98,False,,15,angry,,17,think,,3,delight,,XS_100,XS_100,1.0,,,,,1,sad,,,13,idle,,
event_bowwowparadise_02_s_99,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_99,False,,15,angry,,17,think,,3,delight,,XS_1500,XS_1500,1.0,,,,,1,sad,,,13,idle,,
event_bowwowparadise_02_s_100,40010,event_bowwowparadise_02_s,Narration,,,Locale_SubScenario:event_bowwowparadise_02_s_100,False,,15,angry,,17,think,,3,delight,,black,black,1.0,sfx_scn_autodooropen,,,,1,sad,,,13,idle,,
event_bowwowparadise_02_s_101,40010,event_bowwowparadise_02_s,Monologue,,,Locale_SubScenario:event_bowwowparadise_02_s_101,False,,15,angry,,17,think,,3,delight,,max_130,max_130,1.0,,,,,1,sad,,,13,idle,puppies,max
event_bowwowparadise_02_s_102,40010,event_bowwowparadise_02_s,Speech,poli,poli,Locale_SubScenario:event_bowwowparadise_02_s_102,True,,15,angry,,17,think,,,,,max_130,1517,1.0,,,,,1,sad,,,,,,
event_bowwowparadise_02_s_103,40010,event_bowwowparadise_02_s,Speech,miranda,miranda,Locale_SubScenario:event_bowwowparadise_02_s_103,True,,15,angry,,17,think,,,,,1517,1517,1.0,,,,,1,sad,,,,,,
event_bowwowparadise_02_s_104,40010,event_bowwowparadise_02_s,Monologue,,,Locale_SubScenario:event_bowwowparadise_02_s_104,False,,15,angry,,17,think,,,,,black,black,1.0,,,,,1,sad,,,,,,
