id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade
d_contents_dungeon_run_prologue_16,81701,d_contents_dungeon_run_prologue,Narration,guillotine_w_no,,Locale_SubScenario:d_contents_dungeon_run_prologue_16,False,,12,no,,2,worry,,12,XS_120,1.0,,
d_contents_dungeon_run_prologue_17,81701,d_contents_dungeon_run_prologue,Narration,guillotine_w_no,,Locale_SubScenario:d_contents_dungeon_run_prologue_17,False,,12,no,,2,worry,,XS_120,XS_120,1.0,,
d_contents_dungeon_run_prologue_18,81701,d_contents_dungeon_run_prologue,Speech,guillotine_w_no,maiden_w,Locale_SubScenario:d_contents_dungeon_run_prologue_18,False,,12,no,,2,worry,,XS_120,XS_120,1.0,,
d_contents_dungeon_run_prologue_19,81701,d_contents_dungeon_run_prologue,Narration,guillotine_w_no,,Locale_SubScenario:d_contents_dungeon_run_prologue_19,False,,12,no,,2,worry,,XS_120,XS_1200,1.0,,
d_contents_dungeon_run_prologue_20,81701,d_contents_dungeon_run_prologue,Speech,maiden_w,maiden_w,Locale_SubScenario:d_contents_dungeon_run_prologue_20,True,,12,no,,2,worry,,XS_1200,1,1.0,,
d_contents_dungeon_run_prologue_21,81701,d_contents_dungeon_run_prologue,Speech,maiden_w,maiden_w,Locale_SubScenario:d_contents_dungeon_run_prologue_21,True,,12,no,,2,worry,,1,1,1.0,,
d_contents_dungeon_run_prologue_22,81701,d_contents_dungeon_run_prologue,Speech,guillotine_w_no,guillotine_w_no,Locale_SubScenario:d_contents_dungeon_run_prologue_22,True,,12,delight,,2,worry,,1,1,1.0,,
d_contents_dungeon_run_prologue_23,81701,d_contents_dungeon_run_prologue,Speech,guillotine_w_no,guillotine_w_no,Locale_SubScenario:d_contents_dungeon_run_prologue_23,True,,12,delight,,2,worry,,1,1,1.0,none,
d_contents_dungeon_run_prologue_24,81701,d_contents_dungeon_run_prologue,Narration,,,Locale_SubScenario:d_contents_dungeon_run_prologue_24,False,,12,delight,,2,worry,DragonCaslteOut,black,black,1.0,event_bgm_icedragonsaga_darklord,
d_contents_dungeon_run_prologue_25,81701,d_contents_dungeon_run_prologue,Speech,maiden_w,maiden_w,Locale_SubScenario:d_contents_dungeon_run_prologue_25,True,,12,angry,,2,surprise,,1,1,1.0,,white
d_contents_dungeon_run_prologue_26,81701,d_contents_dungeon_run_prologue,Speech,guillotine_w_no,guillotine_w_no,Locale_SubScenario:d_contents_dungeon_run_prologue_26,True,,12,angry,,2,surprise,,1,1,1.0,,
d_contents_dungeon_run_prologue_27,81701,d_contents_dungeon_run_prologue,Speech,maiden_w,maiden_w,Locale_SubScenario:d_contents_dungeon_run_prologue_27,True,,12,angry,,2,surprise,,1,1,1.0,,
d_contents_dungeon_run_prologue_28,81701,d_contents_dungeon_run_prologue,Speech,guillotine_w_no,guillotine_w_no,Locale_SubScenario:d_contents_dungeon_run_prologue_28,True,,12,idle,,2,surprise,,1,1,1.0,,
d_contents_dungeon_run_prologue_29,81701,d_contents_dungeon_run_prologue,Speech,guillotine_w_no,guillotine_w_no,Locale_SubScenario:d_contents_dungeon_run_prologue_29,True,,12,idle,,2,surprise,,1,1,1.0,,
d_contents_dungeon_run_prologue_30,81701,d_contents_dungeon_run_prologue,Speech,guillotine_w_no,guillotine_w_no,Locale_SubScenario:d_contents_dungeon_run_prologue_30,True,,12,think,,2,surprise,,1,1,1.0,,
d_contents_dungeon_run_prologue_31,81701,d_contents_dungeon_run_prologue,Speech,maiden_w,maiden_w,Locale_SubScenario:d_contents_dungeon_run_prologue_31,True,,12,think,,2,idle,,1,1,1.0,,
d_contents_dungeon_run_prologue_32,81701,d_contents_dungeon_run_prologue,Speech,guillotine_w_no,guillotine_w_no,Locale_SubScenario:d_contents_dungeon_run_prologue_32,True,,12,idle,,2,idle,,1,1,1.0,,
d_contents_dungeon_run_prologue_33,81701,d_contents_dungeon_run_prologue,Speech,guillotine_w_no,guillotine_w_no,Locale_SubScenario:d_contents_dungeon_run_prologue_33,True,,12,idle,,2,idle,,1,1,1.0,,
d_contents_dungeon_run_prologue_34,81701,d_contents_dungeon_run_prologue,Speech,guillotine_w_no,guillotine_w_no,Locale_SubScenario:d_contents_dungeon_run_prologue_34,True,,12,idle,,2,idle,,1,1,1.0,,
d_contents_dungeon_run_prologue_35,81701,d_contents_dungeon_run_prologue,Speech,guillotine_w_no,guillotine_w_no,Locale_SubScenario:d_contents_dungeon_run_prologue_35,True,,12,idle,,2,idle,,1,1,1.0,,
d_contents_dungeon_run_prologue_36,81701,d_contents_dungeon_run_prologue,Speech,guillotine_w_no,guillotine_w_no,Locale_SubScenario:d_contents_dungeon_run_prologue_36,True,,12,idle,,2,idle,,1,1,1.0,,
d_contents_dungeon_run_prologue_37,81701,d_contents_dungeon_run_prologue,Speech,maiden_w,maiden_w,Locale_SubScenario:d_contents_dungeon_run_prologue_37,True,,12,idle,,2,idle,,1,1,1.0,,
d_contents_dungeon_run_prologue_38,81701,d_contents_dungeon_run_prologue,Self,maiden_w,,Locale_SubScenario:d_contents_dungeon_run_prologue_38,False,,12,idle,,2,idle,,1,1,1.0,,
d_contents_dungeon_run_prologue_39,81701,d_contents_dungeon_run_prologue,Speech,guillotine_w_no,guillotine_w_no,Locale_SubScenario:d_contents_dungeon_run_prologue_39,True,,12,idle,,2,idle,,1,1,1.0,,
d_contents_dungeon_run_prologue_40,81701,d_contents_dungeon_run_prologue,Speech,guillotine_w_no,guillotine_w_no,Locale_SubScenario:d_contents_dungeon_run_prologue_40,True,,12,angry,,2,idle,,1,XS_120,0.5,,
