id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound,fade,characters/2/hide_char_id,characters/3/hide_char_id,set_filter_01,set_filter_02
event_overzone1_06_e_11,80303,event_overzone1_06_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_06_e_11,True,,1,worry,,113,113,1.0,bgm_story_fall,,13,special,,,,,,,,,,,,,,
event_overzone1_06_e_12,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_12,False,,1,pain,,113,113,1.0,,,13,special,,,,,,,,,,,,,,
event_overzone1_06_e_13,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_13,True,,1,pain,,113,113,1.0,,,13,special,,,,,,,,,,,,,,
event_overzone1_06_e_14,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_14,True,,1,pain,,113,113,1.0,,,13,special,,,,,,,,,,,,,,
event_overzone1_06_e_15,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_15,True,,1,pain,,113,113,1.0,,,13,special,,,,,,,,,,,,,,
event_overzone1_06_e_16,80303,event_overzone1_06_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_06_e_16,True,,1,pain,,113,113,1.0,,,13,special,,,,,,,,,,,,,,
event_overzone1_06_e_17,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_17,True,,1,cry,,113,113,1.0,,,13,special,,,,,,,,,,,,,,
event_overzone1_06_e_18,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_18,True,,1,cry,,113,113,1.0,,,13,special,,,,,,,,,,,,,,
event_overzone1_06_e_19,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_19,True,,1,cry,,113,113,1.0,,,13,special,,,,,,,,,,,,,,
event_overzone1_06_e_20,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_20,True,,1,cry,,113,113,1.0,,,13,special,,,,,,,,,,,,,,
event_overzone1_06_e_21,80303,event_overzone1_06_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_06_e_21,True,,1,cry,EventScene_OverZone_03_2,black,black,1.0,,,13,special,dorothy,pinne,,,,,,,,,,,,
event_overzone1_06_e_22,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_22,True,,,,,pinne_01,pinne_02,2.0,,,,,,,,,,,,,,,,,,
event_overzone1_06_e_23,80303,event_overzone1_06_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_06_e_23,True,,,,,pinne_02,pinne_02,1.0,,,,,,,,,,,,,,,,,,
event_overzone1_06_e_24,80303,event_overzone1_06_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_06_e_24,True,,,,,pinne_02,pinne_02,1.0,,,,,,,,,,,,,,,,,,
event_overzone1_06_e_25,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_25,True,,,,,pinne_02,pinne_02,1.0,,,,,,,,,,,,,,,,,,
event_overzone1_06_e_26,80303,event_overzone1_06_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_06_e_26,True,,,,,pinne_02,pinne_01,2.0,,,,,,,,,,,,,,,,,,
event_overzone1_06_e_27,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_27,True,,,,,pinne_01,pinne_01,1.0,,,,,,,,,,,,,,,,,,
event_overzone1_06_e_28,80303,event_overzone1_06_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_06_e_28,True,,,,EventScene_OverZone_03,black,black,1.0,,,,,,,,,,,,,,,,,,
event_overzone1_06_e_29,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_29,True,,,,,byewings_01,byewings_02,2.0,,,,,,,,,,,,,,,,,,
event_overzone1_06_e_30,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_30,True,,,,,byewings_02,byewings_03,2.0,,,,,,,,,,,,,,,,,,
event_overzone1_06_e_31,80303,event_overzone1_06_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_06_e_31,True,,,,,byewings_03,byewings_03,1.0,,,,,,,,,,,,,,,,,,
event_overzone1_06_e_32,80303,event_overzone1_06_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_06_e_32,True,,,,,byewings_03,byewings_03,1.0,,,,,,,,,,,,,,,,,,
event_overzone1_06_e_33,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_33,True,,,,EventScene_OverZone_03_1,byewings_03,byewings2_01,2.0,,,,,,,,,,,,,,,,,,
event_overzone1_06_e_34,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_34,True,,,,,byewings2_01,byewings2_02,3.0,,,,,,,,,,,,,,,,,,
event_overzone1_06_e_35,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_35,False,,,,Desert_04,black,black,1.0,,snowwhite,3,idle,,,rapunzel,5,sad,hongryeon,7,no,sfx_scn_flare,black,,,,
event_overzone1_06_e_36,80303,event_overzone1_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_06_e_36,False,,,,,L_30,L_30,1.0,,,3,idle,,,,5,sad,,7,no,,,,,,
event_overzone1_06_e_37,80303,event_overzone1_06_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_06_e_37,True,,,,,50,50,1.0,,,3,idle,,,,5,sad,,7,no,,,,,,
event_overzone1_06_e_38,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_38,True,,,,,70,70,1.0,,,3,idle,,,,5,sad,,7,no,,,,,,
event_overzone1_06_e_39,80303,event_overzone1_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_06_e_39,True,,,,,L_30,L_30,1.0,,,3,angry,,,,5,sad,,7,no,,,,,,
event_overzone1_06_e_40,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_40,True,,,,Desert_05,75,75,1.0,,,3,angry,,,,5,sad,,7,no,,black,,,,
event_overzone1_06_e_41,80303,event_overzone1_06_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_06_e_41,True,,,,,75,75,1.0,,,3,angry,,,,5,sad,,7,no,,,,,,
event_overzone1_06_e_42,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_42,False,dorothy,1,pain,,black,black,1.0,,,3,angry,,,,5,sad,,7,no,sfx_scn_aim,,,,,
event_overzone1_06_e_43,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_43,False,,1,pain,,black,black,1.0,,,3,angry,,,,5,sad,,7,no,sfx_scn_emptymagazine,,,,,
event_overzone1_06_e_44,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_44,False,,1,pain,,black,black,1.0,,,3,angry,,,,5,sad,,7,no,sfx_scn_aim,,,,,
event_overzone1_06_e_45,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_45,False,,1,pain,,black,black,1.0,,,3,angry,,,,5,sad,,7,no,sfx_scn_emptymagazine,,,,,
event_overzone1_06_e_46,80303,event_overzone1_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_06_e_46,False,,1,pain,,black,black,1.0,,,3,angry,,,,5,sad,,7,no,,,,,,
event_overzone1_06_e_47,80303,event_overzone1_06_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_06_e_47,True,,1,pain,EventScene_OverZone_10,black,black,1.0,,,3,angry,,,,5,sad,,7,no,,,,,,
event_overzone1_06_e_48,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_48,False,,1,pain,,preciouswings_01,preciouswings_02,3.0,,,3,idle,dorothy,snowwhite,,5,sad,,7,no,sfx_scn_aim,,rapunzel,hongryeon,Grey,Vignetting
event_overzone1_06_e_49,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_49,False,,,,,preciouswings_02,preciouswings_02,1.0,,,,,,,,,,,,,sfx_scn_emptymagazine,,,,Grey,Vignetting
event_overzone1_06_e_50,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_50,True,,,,,preciouswings_02,preciouswings_02,1.0,,,,,,,,,,,,,,,,,Grey,Vignetting
event_overzone1_06_e_51,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_51,False,,,,,preciouswings_02,preciouswings_02,1.0,,,,,,,,,,,,,sfx_scn_aim,,,,Grey,Vignetting
event_overzone1_06_e_52,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_52,False,,,,,preciouswings_02,preciouswings_02,1.0,,,,,,,,,,,,,sfx_scn_emptymagazine,,,,Grey,Vignetting
event_overzone1_06_e_53,80303,event_overzone1_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_06_e_53,True,,,,,preciouswings_02,preciouswings_02,1.0,,,,,,,,,,,,,,,,,Grey,Vignetting
event_overzone1_06_e_54,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_54,True,,,,,preciouswings_02,preciouswings_03,2.0,,,,,,,,,,,,,,,,,Grey,Vignetting
event_overzone1_06_e_55,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_55,True,,,,,preciouswings_03,preciouswings_03,1.0,,,,,,,,,,,,,,,,,Grey,Vignetting
event_overzone1_06_e_56,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_56,False,,,,,preciouswings_03,preciouswings_03,1.0,,,,,,,,,,,,,sfx_scn_aim,,,,Grey,Vignetting
event_overzone1_06_e_57,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_57,False,,,,,preciouswings_03,preciouswings_03,1.0,,,,,,,,,,,,,sfx_scn_emptymagazine,,,,Grey,Vignetting
event_overzone1_06_e_58,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_58,True,,,,,preciouswings_03,preciouswings_03,1.0,,,,,,,,,,,,,,,,,Grey,Vignetting
event_overzone1_06_e_59,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_59,True,,,,,preciouswings_03,preciouswings_03,1.0,,,,,,,,,,,,,,,,,Grey,Vignetting
event_overzone1_06_e_60,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_60,False,,,,,preciouswings_03,preciouswings_02,2.0,,,,,,,,,,,,,sfx_scn_aim,,,,Grey,Vignetting
event_overzone1_06_e_61,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_61,False,,,,,preciouswings_02,preciouswings_02,1.0,,,,,,,,,,,,,sfx_scn_emptymagazine,,,,Grey,Vignetting
event_overzone1_06_e_62,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_62,False,,,,,preciouswings_02,preciouswings_02,1.0,,,,,,,,,,,,,sfx_scn_aim,,,,Grey,Vignetting
event_overzone1_06_e_63,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_63,False,,,,,preciouswings_02,preciouswings_02,1.0,,,,,,,,,,,,,sfx_scn_emptymagazine,,,,Grey,Vignetting
event_overzone1_06_e_64,80303,event_overzone1_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_06_e_64,True,,,,,preciouswings_02,preciouswings_02,1.0,,,,,,,,,,,,,,,,,Grey,Vignetting
event_overzone1_06_e_65,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_65,False,dorothy,1,pain,Desert_05,black,black,1.0,,snowwhite,3,idle,,,hongryeon,5,sad,rapunzel,7,sad,,,,,,
event_overzone1_06_e_66,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_66,True,,1,pain,,31,31,1.0,,,3,idle,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_67,80303,event_overzone1_06_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone1_06_e_67,True,,1,pain,,31,31,1.0,,,3,idle,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_68,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_68,True,,1,cry,,31,31,1.0,,,3,idle,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_69,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_69,True,,1,cry,,31,1,1.0,,,3,idle,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_70,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_70,True,,1,cry,,1,10,1.0,,,3,idle,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_71,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_71,True,,1,cry,,10,10,1.0,,,3,idle,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_72,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_72,False,,1,sad,,10,10,1.0,,,3,idle,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_73,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_73,True,,1,sad,,10,100,1.0,,,3,idle,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_74,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_74,False,,1,sad,,100,100,1.0,,,3,idle,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_75,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_75,True,,1,sad,RuinIndoor,75,75,1.0,,,3,idle,dorothy,snowwhite,,5,no,,7,sad,,black,,,,
event_overzone1_06_e_76,80303,event_overzone1_06_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_06_e_76,True,,,,,75,75,1.0,,,,,,,,5,no,,7,sad,,,,,,
event_overzone1_06_e_77,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_77,True,,,,,75,75,1.0,,,,,,,,5,no,,7,sad,,,,,,
event_overzone1_06_e_78,80303,event_overzone1_06_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_06_e_78,True,,,,,75,75,1.0,,,,,,,,5,no,,7,sad,,,,,,
event_overzone1_06_e_79,80303,event_overzone1_06_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_06_e_79,True,,,,,75,75,1.0,,,,,,,,5,no,,7,sad,,,,,,
event_overzone1_06_e_80,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_80,True,,,,,75,75,1.0,,,,,,,,5,no,,7,sad,,,,,,
event_overzone1_06_e_81,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_81,True,,,,,75,75,1.0,,,,,,,,5,no,,7,sad,,,,,,
event_overzone1_06_e_82,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_82,True,,,,,75,75,1.0,,,,,,,,5,no,,7,sad,,,,,,
event_overzone1_06_e_83,80303,event_overzone1_06_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_06_e_83,True,,,,,75,75,1.0,,,,,,,,5,no,,7,sad,,,,,,
event_overzone1_06_e_84,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_84,True,,,,,75,50,2.0,,,,,,,,5,no,,7,sad,,,,,,
event_overzone1_06_e_85,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_85,True,,,,,50,50,1.0,,,,,,,,5,no,,7,sad,,,,,,
event_overzone1_06_e_86,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_86,True,,,,,50,500,1.0,,,,,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_87,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_87,True,,,,,500,50,1.0,,,,,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_88,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_88,True,,,,,50,50,1.0,,,,,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_89,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_89,True,,,,,50,50,1.0,,,,,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_90,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_90,False,,,,,50,500,1.0,,,,,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_91,80303,event_overzone1_06_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_06_e_91,True,,,,,500,500,1.0,,,,,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_92,80303,event_overzone1_06_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_06_e_92,True,,,,,500,700,1.0,,,,,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_93,80303,event_overzone1_06_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_06_e_93,True,,,,,700,700,1.0,,,,,,,,5,sad,,7,sad,,,,,,
event_overzone1_06_e_94,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_94,False,dorothy,1,pain,,black,black,1.0,,,,,,,,5,sad,,7,sad,,black,hongryeon,rapunzel,,
event_overzone1_06_e_95,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_95,False,,1,pain,,black,black,1.0,none,,,,,,,,,,,,,,,,,
event_overzone1_06_e_96,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_96,False,,1,pain,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_overzone1_06_e_97,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_97,True,,1,cry,,1,10,1.0,,,,,,,,,,,,,,,,,,
event_overzone1_06_e_98,80303,event_overzone1_06_e,Speech,collectrobot,collectrobot,Locale_MainScenario:event_overzone1_06_e_98,True,,1,cry,,10,10,1.0,,collectrobot,15,idle,,,,,,,,,sfx_scn_connectsuccess,,,,,
event_overzone1_06_e_99,80303,event_overzone1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_06_e_99,False,,1,cry,,10,10,1.0,,,15,idle,,,,,,,,,,,,,,
event_overzone1_06_e_100,80303,event_overzone1_06_e,Speech,collectrobot,collectrobot,Locale_MainScenario:event_overzone1_06_e_100,False,,1,cry,,black,black,1.0,,,15,idle,,,,,,,,,,,,,,
event_overzone1_06_e_101,80303,event_overzone1_06_e,Speech,collectrobot,collectrobot,Locale_MainScenario:event_overzone1_06_e_101,False,,1,cry,,black,black,1.0,,,15,idle,,,,,,,,,,,,,,
event_overzone1_06_e_102,80303,event_overzone1_06_e,Narration,,,Locale_MainScenario:event_overzone1_06_e_102,False,,1,cry,,black,black,1.0,bgm_story_signal,,15,idle,,,,,,,,,,,,,,
