id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,conversation_id,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,fade,set_camera_shake
event_bowwowparadise_05_s_11,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_11,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_12,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_12,True,,5,special,,3,surprise,,1,angry,,,XS_10,XS_100,0.5,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_13,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_13,True,,5,special,,3,surprise,,1,angry,,,XS_100,XS_100,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_14,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_14,True,,5,special,,3,surprise,,1,angry,,,XS_100,XS_100,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_15,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_15,True,,5,special,,3,surprise,,1,angry,,,XS_100,XS_100,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_16,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_16,False,,5,special,,3,surprise,,1,angry,,,max_30,max_30,1.0,,max,max,,,,,,
event_bowwowparadise_05_s_17,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_17,False,,5,special,,3,surprise,,1,angry,,,max_30,XS_50,2.0,,puppies,puppies,,,,,,
event_bowwowparadise_05_s_18,40010,event_bowwowparadise_05_s,Choice,Locale_SubScenario:event_bowwowparadise_05_s_18,False,,5,special,,3,surprise,,1,angry,,,XS_50,XS_50,1.0,,puppies,,,event_bowwowparadise_05_s_20,,,,
event_bowwowparadise_05_s_19,40010,event_bowwowparadise_05_s,Choice,Locale_SubScenario:event_bowwowparadise_05_s_19,False,,5,special,,3,surprise,,1,angry,,,XS_50,XS_50,1.0,,puppies,,,event_bowwowparadise_05_s_21,,,,
event_bowwowparadise_05_s_20,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_20,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,biscuit,,event_bowwowparadise_05_s_22,,,,
event_bowwowparadise_05_s_21,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_21,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,biscuit,,event_bowwowparadise_05_s_22,,,,
event_bowwowparadise_05_s_22,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_22,False,,5,special,,3,surprise,,1,sad,,,4,4,1.0,,max,max,,,,,,
event_bowwowparadise_05_s_23,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_23,False,,5,special,,3,surprise,,1,sad,,,4,4,1.0,,puppies,puppies,,,,,,
event_bowwowparadise_05_s_24,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_24,True,,5,sad,,3,sad,,1,angry,,,4,4,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_25,40010,event_bowwowparadise_05_s,Narration,Locale_SubScenario:event_bowwowparadise_05_s_25,False,,5,special,,3,sad,,1,angry,,,black,black,1.0,,biscuit,,,,puppies,max,black,
event_bowwowparadise_05_s_26,40010,event_bowwowparadise_05_s,Narration,Locale_SubScenario:event_bowwowparadise_05_s_26,False,,,,,,,,1,idle,,,3,1,2.0,,biscuit,,sfx_scn_rustle,,,,,
event_bowwowparadise_05_s_27,40010,event_bowwowparadise_05_s,Self,Locale_SubScenario:event_bowwowparadise_05_s_27,False,,,,,,,,1,idle,,,1,1,1.0,,biscuit,,,,,,,
event_bowwowparadise_05_s_28,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_28,True,,,,,,,,1,idle,,,1,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_29,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_29,True,,,,,,,,1,idle,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_30,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_30,True,,,,,,,,1,idle,,,XS_10,XS_100,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_31,40010,event_bowwowparadise_05_s,Narration,Locale_SubScenario:event_bowwowparadise_05_s_31,False,,,,,,,,1,angry,,,black,black,2.0,,biscuit,,sfx_scn_pipe,,,,,Low_2
event_bowwowparadise_05_s_32,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_32,True,,,,,,,,1,idle,,,XS_100,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_33,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_33,True,,,,,,,,1,idle,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_34,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_34,False,puppies,5,special,max,3,surprise,,1,idle,,,XS_10,4,2.0,,max,max,,,,,,
event_bowwowparadise_05_s_35,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_35,False,,5,special,,3,surprise,,1,idle,,,4,4,1.0,,puppies,puppies,,,,,,
event_bowwowparadise_05_s_36,40010,event_bowwowparadise_05_s,Monologue,Locale_SubScenario:event_bowwowparadise_05_s_36,False,,5,special,,3,surprise,,1,idle,,,4,4,1.0,,puppies,,,,,,,
event_bowwowparadise_05_s_37,40010,event_bowwowparadise_05_s,Self,Locale_SubScenario:event_bowwowparadise_05_s_37,False,,5,special,,3,surprise,,1,idle,,,4,4,1.0,,puppies,,,,,,,
event_bowwowparadise_05_s_38,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_38,True,,5,special,,3,surprise,,1,sad,,,4,XS_10,2.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_39,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_39,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_40,40010,event_bowwowparadise_05_s,Choice,Locale_SubScenario:event_bowwowparadise_05_s_40,False,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,,,event_bowwowparadise_05_s_42,,,,
event_bowwowparadise_05_s_41,40010,event_bowwowparadise_05_s,Choice,Locale_SubScenario:event_bowwowparadise_05_s_41,False,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,,,event_bowwowparadise_05_s_45,,,,
event_bowwowparadise_05_s_42,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_42,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_43,40010,event_bowwowparadise_05_s,Self,Locale_SubScenario:event_bowwowparadise_05_s_43,False,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,,,,,,,
event_bowwowparadise_05_s_44,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_44,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_100,2.0,,biscuit,biscuit,,event_bowwowparadise_05_s_53,,,,
event_bowwowparadise_05_s_45,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_45,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_46,40010,event_bowwowparadise_05_s,Self,Locale_SubScenario:event_bowwowparadise_05_s_46,False,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,,,,,,,
event_bowwowparadise_05_s_47,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_47,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_48,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_48,True,,5,special,,3,surprise,,1,idle,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_49,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_49,False,,5,special,,3,surprise,,1,idle,,,max_30,max_30,1.0,,max,max,,,,,,
event_bowwowparadise_05_s_50,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_50,False,,5,special,,3,surprise,,1,idle,,,max_30,XS_50,1.0,,puppies,puppies,,,,,,
event_bowwowparadise_05_s_51,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_51,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_100,0.5,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_52,40010,event_bowwowparadise_05_s,Self,Locale_SubScenario:event_bowwowparadise_05_s_52,False,,5,special,,3,surprise,,1,sad,,,XS_100,XS_100,1.0,,biscuit,,,event_bowwowparadise_05_s_53,,,,
event_bowwowparadise_05_s_53,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_53,True,,5,special,,3,surprise,,1,angry,,,XS_100,XS_100,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_54,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_54,True,,5,special,,3,surprise,,1,angry,,,XS_100,XS_100,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_55,40010,event_bowwowparadise_05_s,Self,Locale_SubScenario:event_bowwowparadise_05_s_55,False,,5,special,,3,surprise,,1,angry,,,XS_100,XS_100,1.0,,biscuit,,,,,,,
event_bowwowparadise_05_s_56,40010,event_bowwowparadise_05_s,Narration,Locale_SubScenario:event_bowwowparadise_05_s_56,False,,5,special,,3,surprise,,1,angry,,,black,black,1.0,,biscuit,,,,,,black,
event_bowwowparadise_05_s_57,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_57,True,,5,special,,3,surprise,,1,delight,,,XS_100,XS_100,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_58,40010,event_bowwowparadise_05_s,Narration,Locale_SubScenario:event_bowwowparadise_05_s_58,False,,5,special,,3,surprise,,1,delight,,,XS_100,XS_10,1.0,,biscuit,,sfx_scn_feed,,,,,Low_2
event_bowwowparadise_05_s_59,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_59,False,,5,special,,3,surprise,,1,idle,,,XS_10,4,2.0,,max,max,,,,,,
event_bowwowparadise_05_s_60,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_60,False,,5,special,,3,surprise,,1,idle,,,4,4,1.0,,puppies,puppies,,,,,,
event_bowwowparadise_05_s_61,40010,event_bowwowparadise_05_s,Monologue,Locale_SubScenario:event_bowwowparadise_05_s_61,False,,5,special,,3,surprise,,1,idle,,,4,4,1.0,,puppies,,,,,,,
event_bowwowparadise_05_s_62,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_62,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_63,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_63,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_64,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_64,True,,5,special,,3,surprise,,1,idle,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_65,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_65,True,,5,special,,3,surprise,,1,delight,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_66,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_66,True,,5,special,,3,surprise,,1,idle,,,XS_10,XS_100,0.5,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_67,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_67,True,,5,special,,3,surprise,,1,idle,,,XS_100,XS_100,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_68,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_68,False,,5,special,,3,surprise,,1,idle,,,4,4,1.0,,max,max,,,,,,
event_bowwowparadise_05_s_69,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_69,False,,5,special,,3,surprise,,1,idle,,,4,4,1.0,,puppies,puppies,,,,,,
event_bowwowparadise_05_s_70,40010,event_bowwowparadise_05_s,Monologue,Locale_SubScenario:event_bowwowparadise_05_s_70,False,,5,special,,3,surprise,,1,idle,,,4,4,1.0,,puppies,,,,,,,
event_bowwowparadise_05_s_71,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_71,True,,5,special,,3,surprise,,1,sad,,,XS_100,XS_10,2.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_72,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_72,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_73,40010,event_bowwowparadise_05_s,Choice,Locale_SubScenario:event_bowwowparadise_05_s_73,False,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,,,event_bowwowparadise_05_s_75,,,,
event_bowwowparadise_05_s_74,40010,event_bowwowparadise_05_s,Choice,Locale_SubScenario:event_bowwowparadise_05_s_74,False,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,,,event_bowwowparadise_05_s_77,,,,
event_bowwowparadise_05_s_75,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_75,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_76,40010,event_bowwowparadise_05_s,Self,Locale_SubScenario:event_bowwowparadise_05_s_76,False,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,,,event_bowwowparadise_05_s_77,,,,
event_bowwowparadise_05_s_77,40010,event_bowwowparadise_05_s,Monologue,Locale_SubScenario:event_bowwowparadise_05_s_77,False,,5,special,,3,surprise,,1,sad,,,4,4,1.0,,biscuit,,,,,,,
event_bowwowparadise_05_s_78,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_78,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_79,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_79,True,,5,special,,3,surprise,,1,idle,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_80,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_80,False,,5,special,,3,surprise,,1,idle,,,max_30,max_30,1.0,,max,max,,,,,,
event_bowwowparadise_05_s_81,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_81,False,,5,special,,3,surprise,,1,idle,,,max_30,XS_50,1.0,,puppies,puppies,,,,,,
event_bowwowparadise_05_s_82,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_82,True,,5,special,,3,surprise,,1,delight,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_83,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_83,True,,5,special,,3,surprise,,1,delight,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_84,40010,event_bowwowparadise_05_s,Monologue,Locale_SubScenario:event_bowwowparadise_05_s_84,False,,5,special,,3,surprise,,1,delight,,,XS_50,4,1.0,none,biscuit,,,,,,,
event_bowwowparadise_05_s_85,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_85,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_86,40010,event_bowwowparadise_05_s,Self,Locale_SubScenario:event_bowwowparadise_05_s_86,False,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,,,,,,,
event_bowwowparadise_05_s_87,40010,event_bowwowparadise_05_s,Self,Locale_SubScenario:event_bowwowparadise_05_s_87,False,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,,,,,,,
event_bowwowparadise_05_s_88,40010,event_bowwowparadise_05_s,Self,Locale_SubScenario:event_bowwowparadise_05_s_88,False,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,,,,,,,
event_bowwowparadise_05_s_89,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_89,True,,5,special,,3,surprise,,1,sad,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_90,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_90,False,,5,special,,3,surprise,,1,sad,,,max_30,max_30,1.0,,max,max,,,,,,
event_bowwowparadise_05_s_91,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_91,False,,5,special,,3,surprise,,1,sad,,,XS_50,XS_50,1.0,,puppies,puppies,,,,,,
event_bowwowparadise_05_s_92,40010,event_bowwowparadise_05_s,Self,Locale_SubScenario:event_bowwowparadise_05_s_92,False,,5,special,,3,surprise,,1,sad,,,XS_50,XS_50,1.0,bgm_story_impression,puppies,,,,,,,
event_bowwowparadise_05_s_93,40010,event_bowwowparadise_05_s,Self,Locale_SubScenario:event_bowwowparadise_05_s_93,False,,5,special,,3,surprise,,1,sad,,,XS_50,XS_50,1.0,,puppies,,,,,,,
event_bowwowparadise_05_s_94,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_94,False,,5,delight,,3,delight,,1,sad,,,XS_50,4,1.0,,max,max,sfx_scn_bowwow,,,,,
event_bowwowparadise_05_s_95,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_95,False,,5,delight,,3,delight,,1,sad,,,4,4,1.0,,puppies,puppies,sfx_scn_dogbark,,,,,
event_bowwowparadise_05_s_96,40010,event_bowwowparadise_05_s,Monologue,Locale_SubScenario:event_bowwowparadise_05_s_96,False,,5,delight,,3,delight,,1,sad,,,4,4,1.0,,puppies,,,,,,,
event_bowwowparadise_05_s_97,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_97,True,,5,delight,,3,delight,,1,sad,,,4,XS_10,2.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_98,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_98,False,,5,delight,,3,delight,,1,sad,,,4,4,1.0,,max,max,sfx_scn_bowwow,,,,,
event_bowwowparadise_05_s_99,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_99,False,,5,delight,,3,delight,,1,sad,,,4,4,1.0,,puppies,puppies,sfx_scn_dogbark,,,,,
event_bowwowparadise_05_s_100,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_100,True,,5,delight,,3,delight,,1,sad,,,4,4,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_101,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_101,False,,5,delight,,3,delight,,1,sad,,,4,max_30,0.5,,max,max,sfx_scn_bowwow,,,,,
event_bowwowparadise_05_s_102,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_102,True,,5,delight,,3,delight,,1,angry,,,max_30,2,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_103,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_103,False,,5,delight,,3,delight,,1,angry,,,2,2,1.0,,max,max,sfx_scn_bowwow,,,,,
event_bowwowparadise_05_s_104,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_104,True,,5,delight,,3,delight,,1,sad,,,2,2,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_105,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_105,True,,5,delight,,3,delight,,1,sad,,,2,2,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_106,40010,event_bowwowparadise_05_s,Choice,Locale_SubScenario:event_bowwowparadise_05_s_106,False,,5,delight,,3,delight,,1,sad,,,2,2,1.0,,biscuit,,,event_bowwowparadise_05_s_108,,,,
event_bowwowparadise_05_s_107,40010,event_bowwowparadise_05_s,Choice,Locale_SubScenario:event_bowwowparadise_05_s_107,False,,5,delight,,3,delight,,1,sad,,,2,2,1.0,,biscuit,,,event_bowwowparadise_05_s_108,,,,
event_bowwowparadise_05_s_108,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_108,True,,5,delight,,3,delight,,1,angry,,,2,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_109,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_109,True,,5,delight,,3,delight,,1,idle,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_110,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_110,True,,5,delight,,3,delight,,1,idle,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_111,40010,event_bowwowparadise_05_s,Narration,Locale_SubScenario:event_bowwowparadise_05_s_111,False,,5,idle,,3,idle,,1,angry,,,black,black,1.0,,biscuit,,sfx_scn_pipe,,,,,
event_bowwowparadise_05_s_112,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_112,True,,5,idle,,3,idle,,1,angry,,,XS_10,XS_100,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_113,40010,event_bowwowparadise_05_s,Narration,Locale_SubScenario:event_bowwowparadise_05_s_113,False,,5,idle,,3,idle,,1,angry,,,4,4,1.0,,biscuit,,sfx_scn_dogfootsteps,,,,,
event_bowwowparadise_05_s_114,40010,event_bowwowparadise_05_s,Self,Locale_SubScenario:event_bowwowparadise_05_s_114,False,,5,idle,,3,idle,,1,angry,,,4,4,1.0,,biscuit,,,,,,,
event_bowwowparadise_05_s_115,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_115,True,,5,idle,,3,idle,,1,idle,,,XS_100,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_116,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_116,True,,5,idle,,3,idle,,1,idle,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
event_bowwowparadise_05_s_117,40010,event_bowwowparadise_05_s,Speech,Locale_SubScenario:event_bowwowparadise_05_s_117,True,,5,idle,,3,idle,,1,idle,,,XS_10,XS_10,1.0,,biscuit,biscuit,,,,,,
