id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim
event_seayouagain1_01_e_11,40024,event_seayouagain1_01_e,Self,,,Locale_MainScenario:event_seayouagain1_01_e_11,False,,9,idle,,7,idle,,5,delight,,90,90,1.0,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_01_e_12,40024,event_seayouagain1_01_e,Self,,,Locale_MainScenario:event_seayouagain1_01_e_12,False,,9,idle,,7,idle,,5,delight,,90,90,1.0,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_01_e_13,40024,event_seayouagain1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_01_e_13,True,,9,idle,,7,idle,,5,delight,,90,90,1.0,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_01_e_14,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_14,True,,9,idle,,7,idle,,5,delight,,90,6,1.0,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_01_e_15,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_15,True,,9,idle,,7,idle,,5,idle,,6,6,1.0,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_01_e_16,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_16,True,,9,idle,,7,idle,,5,idle,,6,6,1.0,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_01_e_17,40024,event_seayouagain1_01_e,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_01_e_17,True,,9,idle,,7,delight,,5,idle,,6,6,1.0,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_01_e_18,40024,event_seayouagain1_01_e,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_01_e_18,True,,9,idle,,7,delight,,5,idle,,6,6,1.0,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_01_e_19,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_19,True,,9,idle,,7,delight,,5,idle,,6,6,1.0,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_01_e_20,40024,event_seayouagain1_01_e,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_01_e_20,True,,9,idle,,7,angry,,5,idle,,6,6,1.0,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_01_e_21,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_21,True,,9,idle,,7,angry,,5,no,,6,6,1.0,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_01_e_22,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_22,True,,9,idle,,7,angry,,5,delight,,6,6,1.0,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_01_e_23,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_23,True,,9,idle,,7,angry,,5,delight,,6,6,1.0,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_01_e_24,40024,event_seayouagain1_01_e,Narration,,,Locale_MainScenario:event_seayouagain1_01_e_24,False,,9,idle,,7,idle,,5,delight,,6,1,1.0,,sfx_scn_autodooropen,,,,,,,,,,,,,,,,,,,
event_seayouagain1_01_e_25,40024,event_seayouagain1_01_e,Speech,frima,frima,Locale_MainScenario:event_seayouagain1_01_e_25,True,,9,idle,,7,idle,,5,delight,,1,10,1.0,,,rapi,frima,1,idle,,,,,,,,,,,,,,,
event_seayouagain1_01_e_26,40024,event_seayouagain1_01_e,Self,,,Locale_MainScenario:event_seayouagain1_01_e_26,False,,,,,7,idle,,5,delight,,10,10,1.0,,,,,1,idle,,,,,,,,,,,,,,,
event_seayouagain1_01_e_27,40024,event_seayouagain1_01_e,Speech,frima,frima,Locale_MainScenario:event_seayouagain1_01_e_27,True,,,,,7,idle,,5,delight,,10,10,1.0,,,,,1,delight,,,,,,,,,,,,,,,
event_seayouagain1_01_e_28,40024,event_seayouagain1_01_e,Speech,frima,frima,Locale_MainScenario:event_seayouagain1_01_e_28,True,,,,,7,idle,,5,delight,,10,10,1.0,,,,,1,delight,,,,,,,,,,,,,,,
event_seayouagain1_01_e_29,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_29,True,,,,,7,idle,,5,void,,50,50,1.0,,,,,1,delight,,,,,,,,,,,,,,,
event_seayouagain1_01_e_30,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_30,True,,,,,7,idle,,5,void,,50,50,1.0,,,,,1,delight,,,,,,,,,,,,,,,
event_seayouagain1_01_e_31,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_31,True,,,,,7,idle,,5,void,,50,50,1.0,,,,,1,delight,,,,,,,,,,,,,,,
event_seayouagain1_01_e_32,40024,event_seayouagain1_01_e,Narration,,,Locale_MainScenario:event_seayouagain1_01_e_32,False,,,,,7,idle,,5,void,,50,14,1.0,,sfx_scn_autodooropen,,,1,idle,,,,,,,,,,,,,,,
event_seayouagain1_01_e_33,40024,event_seayouagain1_01_e,Speech,liter,liter,Locale_MainScenario:event_seayouagain1_01_e_33,True,,,,,7,idle,,5,void,,14,14,1.0,,,,,1,idle,liter,13,idle,mary,15,idle,pepper,17,idle,yan,19,idle,,,
event_seayouagain1_01_e_34,40024,event_seayouagain1_01_e,Speech,liter,liter,Locale_MainScenario:event_seayouagain1_01_e_34,True,,,,,7,idle,,5,void,,14,14,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_35,40024,event_seayouagain1_01_e,Speech,mary,mary,Locale_MainScenario:event_seayouagain1_01_e_35,True,,,,,7,idle,,5,void,,14,14,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_36,40024,event_seayouagain1_01_e,Speech,mary,mary,Locale_MainScenario:event_seayouagain1_01_e_36,True,,,,,7,idle,,5,void,,14,14,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_37,40024,event_seayouagain1_01_e,Speech,pepper,pepper,Locale_MainScenario:event_seayouagain1_01_e_37,True,,,,,7,idle,,5,void,,14,18,1.0,,,,,1,idle,,13,idle,,15,idle,,17,delight,,19,idle,,,
event_seayouagain1_01_e_38,40024,event_seayouagain1_01_e,Speech,yan,yan,Locale_MainScenario:event_seayouagain1_01_e_38,True,,,,,7,idle,,5,void,,18,18,1.0,,,,,1,idle,,13,idle,,15,idle,,17,delight,,19,idle,,,
event_seayouagain1_01_e_39,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_39,False,,,,,7,idle,,5,no,,50,50,1.0,,,,,1,idle,,13,idle,,15,idle,,17,delight,,19,idle,,,
event_seayouagain1_01_e_40,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_40,True,,,,,7,idle,,5,no,,50,50,1.0,,,,,1,idle,,13,idle,,15,idle,,17,delight,,19,idle,,,
event_seayouagain1_01_e_41,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_41,True,,,,,7,idle,,5,void,,50,50,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_42,40024,event_seayouagain1_01_e,Speech,frima,frima,Locale_MainScenario:event_seayouagain1_01_e_42,True,,,,,7,idle,,5,void,,10,10,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_43,40024,event_seayouagain1_01_e,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_01_e_43,True,,,,,7,idle,,5,void,,S_70,S_70,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_44,40024,event_seayouagain1_01_e,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_01_e_44,True,,,,,7,idle,,5,void,,S_70,S_70,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_45,40024,event_seayouagain1_01_e,Speech,frima,frima,Locale_MainScenario:event_seayouagain1_01_e_45,True,,,,,7,idle,,5,void,,10,10,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_46,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_46,True,,,,,7,idle,,5,void,,50,50,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_47,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_47,True,,,,,7,idle,,5,idle,,50,50,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_48,40024,event_seayouagain1_01_e,Self,,,Locale_MainScenario:event_seayouagain1_01_e_48,False,,,,,7,idle,,5,idle,,50,50,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_49,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_49,True,,,,,7,idle,,5,void,,50,50,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_50,40024,event_seayouagain1_01_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_01_e_50,True,,,,,7,idle,,5,void,,50,50,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_51,40024,event_seayouagain1_01_e,Narration,,,Locale_MainScenario:event_seayouagain1_01_e_51,False,,,,,7,idle,,5,void,,50,3,1.0,,sfx_scn_knock,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_52,40024,event_seayouagain1_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_01_e_52,True,,,,,7,idle,,5,void,,3,3,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_53,40024,event_seayouagain1_01_e,Self,,,Locale_MainScenario:event_seayouagain1_01_e_53,False,,,,,7,idle,,5,void,,3,3,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_54,40024,event_seayouagain1_01_e,Narration,,,Locale_MainScenario:event_seayouagain1_01_e_54,False,,,,,7,idle,,5,void,,3,3,1.0,,sfx_scn_autodooropen,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,
event_seayouagain1_01_e_55,40024,event_seayouagain1_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_01_e_55,True,,,,,7,idle,,5,void,,3,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,helm,3,delight
event_seayouagain1_01_e_56,40024,event_seayouagain1_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_01_e_56,True,,,,,7,idle,,5,void,,30,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,delight
event_seayouagain1_01_e_57,40024,event_seayouagain1_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_01_e_57,True,,,,,7,idle,,5,void,,30,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,delight
event_seayouagain1_01_e_58,40024,event_seayouagain1_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_01_e_58,True,,,,,7,idle,,5,void,,30,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,shy
event_seayouagain1_01_e_59,40024,event_seayouagain1_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_01_e_59,True,,,,,7,idle,,5,void,,30,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,shy
event_seayouagain1_01_e_60,40024,event_seayouagain1_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_01_e_60,True,,,,,7,idle,,5,void,,30,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,shy
event_seayouagain1_01_e_61,40024,event_seayouagain1_01_e,Self,,,Locale_MainScenario:event_seayouagain1_01_e_61,False,,,,,7,idle,,5,void,,30,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,shy
event_seayouagain1_01_e_62,40024,event_seayouagain1_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_01_e_62,True,,,,,7,idle,,5,void,,30,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,surprise
event_seayouagain1_01_e_63,40024,event_seayouagain1_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_01_e_63,True,,,,,7,idle,,5,void,,30,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,surprise
event_seayouagain1_01_e_64,40024,event_seayouagain1_01_e,Self,,,Locale_MainScenario:event_seayouagain1_01_e_64,False,,,,,7,idle,,5,void,,30,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,surprise
event_seayouagain1_01_e_65,40024,event_seayouagain1_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_01_e_65,False,,,,,7,idle,,5,void,,30,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,idle
event_seayouagain1_01_e_66,40024,event_seayouagain1_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_01_e_66,True,,,,,7,idle,,5,void,,30,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,idle
event_seayouagain1_01_e_67,40024,event_seayouagain1_01_e,Self,,,Locale_MainScenario:event_seayouagain1_01_e_67,False,,,,,7,idle,,5,void,,30,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,idle
event_seayouagain1_01_e_68,40024,event_seayouagain1_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_01_e_68,True,,,,,7,idle,,5,void,,30,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,surprise
event_seayouagain1_01_e_69,40024,event_seayouagain1_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_01_e_69,True,,,,,7,idle,,5,void,,30,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,delight
event_seayouagain1_01_e_70,40024,event_seayouagain1_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_01_e_70,True,,,,,7,idle,,5,void,,30,30,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,delight
event_seayouagain1_01_e_71,40024,event_seayouagain1_01_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_01_e_71,True,,,,,7,idle,,5,void,,30,300,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,delight
event_seayouagain1_01_e_72,40024,event_seayouagain1_01_e,Monologue,,,Locale_MainScenario:event_seayouagain1_01_e_72,False,,,,,7,idle,,5,void,,300,300,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,delight
event_seayouagain1_01_e_73,40024,event_seayouagain1_01_e,Monologue,,,Locale_MainScenario:event_seayouagain1_01_e_73,False,,,,,7,idle,,5,void,,300,300,1.0,,,,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,delight
