id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound
event_ce006_1_04_e_11,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_11,True,,3,idle,,1,sad,,13,special,,12,12,1.0,,ce006_03,
event_ce006_1_04_e_12,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_12,True,,3,idle,,1,sad,,13,special,,12,12,1.0,,elegg,
event_ce006_1_04_e_13,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_13,True,,3,idle,,1,sad,,13,special,,12,12,1.0,,ce006_03,
event_ce006_1_04_e_14,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_14,True,,3,idle,,1,sad,,13,special,,12,12,1.0,,elegg,
event_ce006_1_04_e_15,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_15,True,,3,idle,,1,no,,13,special,,12,12,1.0,,ce006_03,
event_ce006_1_04_e_16,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_16,True,,3,idle,,1,no,,13,idle,,12,12,1.0,,elegg,
event_ce006_1_04_e_17,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_17,True,,3,idle,,1,no,,13,idle,,S_30,S_30,1.0,,privaty,
event_ce006_1_04_e_18,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_18,True,,3,idle,,1,no,,13,idle,,S_30,S_30,1.0,,privaty,
event_ce006_1_04_e_19,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_19,True,,3,idle,,1,no,,13,idle,,S_130,S_130,1.0,,elegg,
event_ce006_1_04_e_20,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_20,True,,3,idle,,1,no,,13,idle,,S_30,S_30,1.0,,privaty,
event_ce006_1_04_e_21,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_21,True,,3,idle,,1,surprise,,13,idle,,S_30,2,1.3,,ce006_03,
event_ce006_1_04_e_22,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_22,False,,3,idle,,1,surprise,,13,idle,,2,2,1.0,,privaty,
event_ce006_1_04_e_23,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_23,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,ce006_03,
event_ce006_1_04_e_24,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_24,False,,3,idle,,1,no,,13,idle,,2,2,1.0,,privaty,
event_ce006_1_04_e_25,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_25,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,privaty,
event_ce006_1_04_e_26,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_26,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,ce006_03,
event_ce006_1_04_e_27,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_27,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,privaty,
event_ce006_1_04_e_28,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_28,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,ce006_03,
event_ce006_1_04_e_29,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_29,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,ce006_03,
event_ce006_1_04_e_30,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_30,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,ce006_03,
event_ce006_1_04_e_31,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_31,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,privaty,
event_ce006_1_04_e_32,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_32,False,,3,idle,,1,no,,13,idle,,S_130,S_130,1.0,,elegg,
event_ce006_1_04_e_33,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_33,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,privaty,
event_ce006_1_04_e_34,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_34,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,privaty,
event_ce006_1_04_e_35,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_35,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,ce006_03,
event_ce006_1_04_e_36,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_36,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,privaty,
event_ce006_1_04_e_37,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_37,False,,3,idle,,1,no,,13,idle,,2,2,1.0,,privaty,
event_ce006_1_04_e_38,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_38,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,privaty,
event_ce006_1_04_e_39,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_39,True,,3,idle,,1,angry,,13,idle,,2,2,1.0,,ce006_03,
event_ce006_1_04_e_40,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_40,False,,3,idle,,1,think,,13,idle,,2,2,1.0,,ce006_03,
event_ce006_1_04_e_41,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_41,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,ce006_03,
event_ce006_1_04_e_42,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_42,False,,3,idle,,1,no,,13,idle,,2,2,1.0,,privaty,
event_ce006_1_04_e_43,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_43,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,privaty,
event_ce006_1_04_e_44,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_44,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,ce006_03,
event_ce006_1_04_e_45,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_45,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,ce006_03,
event_ce006_1_04_e_46,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_46,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,privaty,
event_ce006_1_04_e_47,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_47,True,,3,idle,,1,no,,13,idle,,2,2,1.0,,ce006_03,
event_ce006_1_04_e_48,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_48,True,,3,idle,,1,no,,13,idle,,2,S_30,1.3,,privaty,
event_ce006_1_04_e_49,40079,event_ce006_1_04_e,Narration,privaty,Locale_MainScenario:event_ce006_1_04_e_49,False,,3,idle,,1,no,,13,idle,,black,black,1.0,,,sfx_scn_squeeze
event_ce006_1_04_e_50,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_50,True,,3,idle,,1,no,,13,idle,,S_10,S_10,1.0,,ce006_03,
event_ce006_1_04_e_51,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_51,True,,3,idle,,1,no,,13,idle,,S_30,S_30,1.0,,privaty,
event_ce006_1_04_e_52,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_52,True,,3,idle,,1,no,,13,idle,,S_30,S_30,1.0,,privaty,
event_ce006_1_04_e_53,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_53,True,,3,idle,,1,no,,13,idle,,S_30,S_30,1.0,,privaty,
event_ce006_1_04_e_54,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_54,False,,3,idle,,1,no,,13,idle,,S_10,S_10,1.0,,ce006_03,
event_ce006_1_04_e_55,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_55,True,,3,idle,,1,no,,13,idle,,S_10,S_10,1.0,,ce006_03,
event_ce006_1_04_e_56,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_56,True,,3,idle,,1,no,,13,idle,,S_30,S_30,1.0,,privaty,
event_ce006_1_04_e_57,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_57,True,,3,idle,,1,no,,13,idle,,S_30,S_30,1.0,,privaty,
event_ce006_1_04_e_58,40079,event_ce006_1_04_e,Narration,privaty,Locale_MainScenario:event_ce006_1_04_e_58,False,,3,idle,,1,no,,13,idle,,black,black,1.0,none,,sfx_scn_cannontrigger
event_ce006_1_04_e_59,40079,event_ce006_1_04_e,Narration,privaty,Locale_MainScenario:event_ce006_1_04_e_59,False,,1,idle,,3,no,,13,idle,,black,black,1.0,,,
event_ce006_1_04_e_60,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_60,True,,1,idle,,3,no,,13,idle,,S_130,S_130,1.0,,elegg,
event_ce006_1_04_e_61,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_61,True,,1,idle,,3,no,,13,idle,,S_130,12,1.3,,privaty,
event_ce006_1_04_e_62,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_62,True,,1,idle,,3,no,,13,idle,,12,12,1.0,,elegg,
event_ce006_1_04_e_63,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_63,True,,1,idle,,3,no,,13,idle,,12,12,1.0,,elegg,
event_ce006_1_04_e_64,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_64,True,,1,idle,,3,no,,13,idle,,12,12,1.0,,privaty,
event_ce006_1_04_e_65,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_65,True,,1,idle,,3,no,,13,idle,,12,12,1.0,,elegg,
event_ce006_1_04_e_66,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_66,True,,1,idle,,3,no,,13,idle,,12,S_10,1.3,,privaty,
event_ce006_1_04_e_67,40079,event_ce006_1_04_e,Narration,privaty,Locale_MainScenario:event_ce006_1_04_e_67,False,,1,idle,,3,no,,13,idle,,black,black,1.0,collab_bgm_sb_landscapeofthepast,,
event_ce006_1_04_e_68,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_68,True,,1,idle,,3,no,,13,idle,,black,black,1.0,,privaty,
event_ce006_1_04_e_69,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_69,False,,1,idle,,3,no,,13,idle,,black,black,1.0,,elegg,
event_ce006_1_04_e_70,40079,event_ce006_1_04_e,Narration,elegg,Locale_MainScenario:event_ce006_1_04_e_70,False,,1,idle,,3,no,,13,idle,,black,black,1.0,,,
event_ce006_1_04_e_71,40079,event_ce006_1_04_e,Narration,elegg,Locale_MainScenario:event_ce006_1_04_e_71,False,,1,idle,,3,no,,13,idle,,black,black,1.0,,,
event_ce006_1_04_e_72,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_72,True,,1,idle,,3,no,,13,idle,,12,12,1.0,,elegg,
event_ce006_1_04_e_73,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_73,False,,1,idle,,3,no,,13,idle,,12,12,1.0,,privaty,
event_ce006_1_04_e_74,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_74,True,,1,idle,,3,no,,13,idle,,12,S_130,1.3,,elegg,
event_ce006_1_04_e_75,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_75,True,,1,idle,,3,no,,13,idle,,S_130,S_130,1.0,,elegg,
event_ce006_1_04_e_76,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_76,True,,1,idle,,3,no,,13,idle,,S_130,S_130,1.0,,elegg,
event_ce006_1_04_e_77,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_77,True,,1,idle,,3,no,,13,idle,,S_130,S_130,1.0,,elegg,
event_ce006_1_04_e_78,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_78,True,,1,idle,,3,no,,13,idle,,S_130,S_130,1.0,,elegg,
event_ce006_1_04_e_79,40079,event_ce006_1_04_e,Speech,ce006_03,Locale_MainScenario:event_ce006_1_04_e_79,False,,1,idle,,3,no,,13,idle,,2,2,1.0,,ce006_03,
event_ce006_1_04_e_80,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_80,True,,1,idle,,3,no,,13,idle,,2,2,1.0,,privaty,
event_ce006_1_04_e_81,40079,event_ce006_1_04_e,Speech,privaty,Locale_MainScenario:event_ce006_1_04_e_81,True,,1,idle,,3,no,,13,idle,,2,2,1.0,,privaty,
event_ce006_1_04_e_82,40079,event_ce006_1_04_e,Speech,elegg,Locale_MainScenario:event_ce006_1_04_e_82,True,,1,idle,,3,no,,13,delight,,S_130,S_130,1.0,,elegg,
