id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,fade,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim
event_seayouagain1_05_e_11,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_11,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,XS_10,12,1.0,,,anis_s,anis_s,,,,,,,,,,,,
event_seayouagain1_05_e_12,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_12,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,12,12,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_13,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_13,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,12,12,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_14,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_14,True,,13,idle,,1,worry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,12,12,1.0,,,anis_s,anis_s,,,,,,,,,,,,
event_seayouagain1_05_e_15,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_15,False,,13,idle,,1,worry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,black,black,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_16,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_16,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,2,2,1.0,,,anis_s,anis_s,,,,,,,,,,,,
event_seayouagain1_05_e_17,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_17,True,,13,idle,,1,idle,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,2,2,1.0,,,anis_s,anis_s,,,,,,,,,,,,
event_seayouagain1_05_e_18,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_18,True,,13,idle,,1,idle,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,2,2,1.0,,,rapi_s,rapi_s,,,,,,,,,,,,
event_seayouagain1_05_e_19,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_19,False,,13,idle,,1,idle,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,2,2,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_20,40024,event_seayouagain1_05_e,Narration,Locale_MainScenario:event_seayouagain1_05_e_20,False,,13,idle,,1,idle,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,2,2,1.0,sfx_scn_krakenvibrate,,,,Low_2,,,,,,,,,,,
event_seayouagain1_05_e_21,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_21,False,,13,idle,,1,idle,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,2,2,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_22,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_22,True,,13,idle,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,2,XS_10,1.0,,,anis_s,anis_s,,,,,,,,,,,,
event_seayouagain1_05_e_23,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_23,True,,13,angry,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,XS_10,130,1.0,,none,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_24,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_24,True,,13,angry,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,130,13,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_25,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_25,False,,13,angry,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,30,30,1.0,,,rapi_s,rapi_s,,,,,,,,,,,,
event_seayouagain1_05_e_26,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_26,False,,13,angry,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,18,18,1.0,,,frima_s,frima_s,,,,,,,,,,,,
event_seayouagain1_05_e_27,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_27,False,,13,angry,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,18,18,1.0,,,neon_s,neon_s,,,,,,,,,,,,
event_seayouagain1_05_e_28,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_28,False,,13,angry,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,13,130,1.5,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_29,40024,event_seayouagain1_05_e,Narration,Locale_MainScenario:event_seayouagain1_05_e_29,False,,13,angry,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,130,130,1.0,sfx_scn_walksand,,,,,,,,,,,,,,,
event_seayouagain1_05_e_30,40024,event_seayouagain1_05_e,Narration,Locale_MainScenario:event_seayouagain1_05_e_30,False,,13,angry,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,EventScene_SeaYouAgain_01_2,130,130,1.0,sfx_scn_krakenshout,bgm_story_fairytalesend_a,,,Low_1,,,,,,,,,,,
event_seayouagain1_05_e_31,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_31,False,,13,angry,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,130,130,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_32,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_32,True,,13,angry,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,130,130,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_33,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_33,False,,13,angry,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,130,13,1.5,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_34,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_34,False,,13,angry,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,EventScene_SeaYouAgain_01_1,13,13,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_35,40024,event_seayouagain1_05_e,Narration,Locale_MainScenario:event_seayouagain1_05_e_35,False,,13,angry,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,13,13,1.0,sfx_scn_wavebreak,,,,,,,,,,,,,,,
event_seayouagain1_05_e_36,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_36,False,,13,angry,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,13,13,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_37,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_37,True,,13,angry,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,6,6,1.0,,,liter_s,liter_s,,,,,,,,,,,,
event_seayouagain1_05_e_38,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_38,True,,13,angry,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,6,6,1.0,,,liter_s,liter_s,,,,,,,,,,,,
event_seayouagain1_05_e_39,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_39,True,,13,angry,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,6,6,1.0,,,yan_s,yan_s,,,,,,,,,,,,
event_seayouagain1_05_e_40,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_40,False,,13,angry,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,13,13,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_41,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_41,True,,13,angry,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,13,130,0.7,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_42,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_42,True,,13,angry,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,130,130,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_43,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_43,True,,13,angry,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,130,130,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_44,40024,event_seayouagain1_05_e,Self,Locale_MainScenario:event_seayouagain1_05_e_44,False,,13,angry,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,130,130,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_45,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_45,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,130,130,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_46,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_46,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,130,130,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_47,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_47,True,,13,idle,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,130,12,1.0,,,anis_s,anis_s,,,,,,,,,,,,
event_seayouagain1_05_e_48,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_48,True,,13,idle,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,12,12,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_49,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_49,True,,13,idle,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,12,12,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_50,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_50,True,,13,idle,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,12,12,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_51,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_51,True,,13,sad,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,12,12,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_52,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_52,False,,13,sad,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,12,12,1.0,,,anis_s,anis_s,,,,,,,,,,,,
event_seayouagain1_05_e_53,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_53,True,,13,sad,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,angry,,12,12,1.0,,,anis_s,anis_s,,,,,,,,,,,,
event_seayouagain1_05_e_54,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_54,True,,13,sad,,1,void,,3,idle,,5,no,,7,etc,,15,surprise,,17,idle,,19,angry,,12,14,1.0,,,mary_s,mary_s,,,,,,,,,,,,
event_seayouagain1_05_e_55,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_55,True,,13,sad,,1,void,,3,idle,,5,no,,7,etc,,15,surprise,,17,idle,,19,angry,,14,14,1.0,,,mary_s,mary_s,,,,,,,,,,,,
event_seayouagain1_05_e_56,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_56,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,surprise,,17,idle,,19,angry,,14,14,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_57,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_57,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,surprise,,17,idle,,19,angry,,14,14,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_58,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_58,False,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,surprise,,17,idle,,19,angry,,14,13,1.0,,,,,,anis_s,rapi_s,liter_s,yan_s,mary_s,frima_s,neon_s,black,,,
event_seayouagain1_05_e_59,40024,event_seayouagain1_05_e,Narration,Locale_MainScenario:event_seayouagain1_05_e_59,False,,13,idle,,,,,,,,,,,,,,,,,,,,,,,black,black,1.0,sfx_scn_walksand,,,,,,,,,,,,,,,
event_seayouagain1_05_e_60,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_60,False,,13,idle,,,,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_61,40024,event_seayouagain1_05_e,Narration,Locale_MainScenario:event_seayouagain1_05_e_61,False,,13,idle,,,,,,,,,,,,,,,,,,,,,,EventScene_SeaYouAgain_01_2,13,krakenleg_03,1.0,sfx_scn_krakenshout,,,,Low_2,,,,,,,,,,,
event_seayouagain1_05_e_62,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_62,False,,13,idle,,,,,,,,,,,,,,,,,,,,,,,krakenleg_03,krakenleg_03,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_63,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_63,False,,13,idle,,,,,,,,,,,,,,,,,,,,,,,krakenleg_03,krakenleg_03,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_64,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_64,False,,13,idle,,,,,,,,,,,,,,,,,,,,,,,13,13,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_65,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_65,True,,13,idle,,,,,,,,,,,,,,,,,,,,,,,13,13,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_66,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_66,True,,13,idle,,,,,,,,,,,,,,,,,,,,,,,13,13,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_67,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_67,False,,13,idle,,,,,,,,,,,,,,,,,,,,,,,13,130,1.5,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_68,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_68,False,,13,idle,,,,,,,,,,,,,,,,,,,,,,,130,130,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_69,40024,event_seayouagain1_05_e,Narration,Locale_MainScenario:event_seayouagain1_05_e_69,False,,13,idle,,,,,,,,,,,,,,,,,,,,,,,black,black,1.0,sfx_scn_groundbreak,,,,,,,,,,,,,,,
event_seayouagain1_05_e_70,40024,event_seayouagain1_05_e,Self,Locale_MainScenario:event_seayouagain1_05_e_70,False,,13,idle,,,,,,,,,,,,,,,,,,,,,,,130,130,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_71,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_71,False,,13,idle,,,,,,,,,,,,,,,,,,,,,,,130,13,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_72,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_72,False,,13,idle,,,,,,,,,,,,,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_73,40024,event_seayouagain1_05_e,Narration,Locale_MainScenario:event_seayouagain1_05_e_73,False,,13,idle,,,,,,,,,,,,,,,,,,,,,,EventScene_SeaYouAgain_01_1,13,13,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_74,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_74,False,,13,idle,,,,,,,,,,,,,,,,,,,,,,,13,6,1.0,,,,,,,,,,,,,,,,
event_seayouagain1_05_e_75,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_75,False,,13,idle,,,,,,,,,,,,,,,,,,,,,,,13,13,1.0,,,helm_s,helm_s,,,,,,,,,,,,
event_seayouagain1_05_e_76,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_76,True,,13,idle,anis_s,1,void,rapi_s,3,idle,liter_s,5,no,yan_s,7,etc,mary_s,15,think,frima_s,17,idle,neon_s,19,surprise,Beach_n,130,130,1.0,,bgm_story_fairytalesend_if,helm_s,helm_s,,,,,,,,,black,pepper_s,9,surprise
event_seayouagain1_05_e_77,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_77,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,130,130,1.0,,,helm_s,helm_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_78,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_78,True,,13,idle,,1,void,,3,think,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,30,30,1.0,,,rapi_s,rapi_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_79,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_79,True,,13,idle,,1,void,,3,think,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,130,130,1.0,,,helm_s,helm_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_80,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_80,True,,13,idle,,1,void,,3,think,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,130,130,1.0,,,helm_s,helm_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_81,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_81,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,130,130,1.0,,,helm_s,helm_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_82,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_82,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,8,8,1.0,,,pepper_s,pepper_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_83,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_83,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,8,8,1.0,,,yan_s,yan_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_84,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_84,False,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,130,13,1.0,,,helm_s,helm_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_85,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_85,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,13,13,1.0,,,helm_s,helm_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_86,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_86,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,13,13,1.0,,,helm_s,helm_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_87,40024,event_seayouagain1_05_e,Self,Locale_MainScenario:event_seayouagain1_05_e_87,False,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,13,13,1.0,,,,,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_88,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_88,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,XS_190,XS_190,1.0,,,neon_s,neon_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_89,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_89,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,XS_190,XS_190,1.0,,,neon_s,neon_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_90,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_90,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,30,30,1.0,,,rapi_s,rapi_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_91,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_91,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,30,30,1.0,,,rapi_s,rapi_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_92,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_92,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,7,S_70,0.7,,,yan_s,yan_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_93,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_93,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,S_70,S_70,1.0,,,yan_s,yan_s,,,,,,,,,,,9,surprise
