id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,characters/0/hide_char_id,characters/2/hide_char_id,set_camera_shake,set_filter_01,characters/3/hide_char_id
event_redash1_intermission_01_11,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_11,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,31,L_30,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_12,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_12,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,L_30,L_30,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_13,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_13,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,L_30,3,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_14,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_14,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,3,3,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_15,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_15,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,3,3,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_16,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_16,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,S_70,S_70,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_intermission_01_17,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_17,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,L_30,L_30,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_18,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_18,False,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,L_30,L_30,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_19,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_19,False,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,L_30,3,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_20,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_20,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,3,31,1.0,,liliweiss,liliweiss,,,,,,
event_redash1_intermission_01_21,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_21,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,31,31,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_22,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_22,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,31,31,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_23,40031,event_redash1_intermission_01,Narration,Locale_MainScenario:event_redash1_intermission_01_23,False,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,Laboratory,black,black,1.0,none,,,black,,,,,
event_redash1_intermission_01_24,40031,event_redash1_intermission_01,Narration,Locale_MainScenario:event_redash1_intermission_01_24,False,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,black,black,1.0,bgm_story_trauma,,,,,,,,
event_redash1_intermission_01_25,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_25,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,angry,,50,50,1.0,,redhood,redhood,,,,,,
event_redash1_intermission_01_26,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_26,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,angry,,170,170,1.0,,hongryeon_o,hongryeon_o,,,,,,
event_redash1_intermission_01_27,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_27,False,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,angry,,S_70,S_70,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_intermission_01_28,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_28,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,angry,,L_130,L_130,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_29,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_29,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,L_130,150,1.0,,dorothy,dorothy,,,,,,
event_redash1_intermission_01_30,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_30,False,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,150,L_130,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_31,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_31,False,,3,no,,5,go,,1,think,,7,sad,,13,surprise,,15,think,,17,think,,L_130,L_1300,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_32,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_32,True,,3,no,,5,go,,1,think,,7,sad,,13,sad,,15,think,,17,think,,L_1300,L_1300,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_33,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_33,True,,3,no,,5,go,,1,think,,7,sad,,13,sad,,15,think,,17,think,,L_1300,L_130,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_34,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_34,True,,3,no,,5,go,,1,think,,7,sad,,13,sad,,15,think,,17,think,,L_130,10,1.0,,liliweiss,liliweiss,,,,,,
event_redash1_intermission_01_35,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_35,True,,3,no,,5,go,,1,think,,7,sad,,13,sad,,15,think,,17,think,,10,10,1.0,,liliweiss,liliweiss,,,,,,
event_redash1_intermission_01_36,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_36,True,,3,no,,5,go,,1,think,,7,sad,,13,sad,,15,think,,17,think,,10,10,1.0,,liliweiss,liliweiss,,,,,,
event_redash1_intermission_01_37,40031,event_redash1_intermission_01,Narration,Locale_MainScenario:event_redash1_intermission_01_37,False,,3,no,,5,go,,1,think,,7,sad,,13,sad,,15,think,,17,think,,10,100,1.0,,,,,,,,,
event_redash1_intermission_01_38,40031,event_redash1_intermission_01,Narration,Locale_MainScenario:event_redash1_intermission_01_38,False,,3,no,,5,go,,1,think,,7,sad,,13,sad,,15,think,,17,think,,100,100,1.0,,,,,,,,,
event_redash1_intermission_01_39,40031,event_redash1_intermission_01,Narration,Locale_MainScenario:event_redash1_intermission_01_39,False,,3,no,,5,go,,1,think,,7,sad,,13,sad,,15,think,,17,think,,100,100,1.0,,,,,,,,,
event_redash1_intermission_01_40,40031,event_redash1_intermission_01,Narration,Locale_MainScenario:event_redash1_intermission_01_40,False,,3,no,,5,go,,1,think,,7,sad,,13,sad,,15,think,,17,think,,100,100,1.0,,,,,,,,,
event_redash1_intermission_01_41,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_41,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,100,L_1300,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_42,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_42,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,L_1300,L_1300,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_43,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_43,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,L_1300,L_130,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_44,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_44,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,L_130,10,1.0,,liliweiss,liliweiss,,,,,,
event_redash1_intermission_01_45,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_45,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,10,10,1.0,,liliweiss,liliweiss,,,,,,
event_redash1_intermission_01_46,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_46,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,10,10,1.0,,liliweiss,liliweiss,,,,,,
event_redash1_intermission_01_47,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_47,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,10,L_30,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_48,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_48,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,L_30,L_30,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_49,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_49,True,,3,no,,5,go,,1,think,,7,sad,,13,angry,,15,think,,17,think,,L_130,L_130,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_50,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_50,True,,3,no,,5,go,,1,think,,7,sad,,13,angry,,15,think,,17,think,,L_30,L_30,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_51,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_51,True,,3,no,,5,go,,1,think,,7,sad,,13,angry,,15,think,,17,think,,L_30,53,1.0,,redhood,redhood,,,,,,
event_redash1_intermission_01_52,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_52,True,,3,no,,5,go,,1,think,,7,sad,,13,angry,,15,think,,17,think,,53,53,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_53,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_53,True,,3,no,,5,go,,1,think,,7,sad,,13,angry,,15,think,,17,think,,53,53,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_54,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_54,True,,3,no,,5,go,,1,think,,7,sad,,13,think,,15,think,,17,think,,53,53,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_55,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_55,True,,3,no,,5,think,,1,think,,7,sad,,13,think,,15,think,,17,think,,53,53,1.0,,redhood,redhood,,,,,,
event_redash1_intermission_01_56,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_56,False,,3,no,,5,think,,1,think,,7,sad,,13,think,,15,think,,17,think,,53,53,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_57,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_57,True,,3,no,,5,think,,1,think,,7,sad,,13,think,,15,think,,17,think,,53,53,1.0,,redhood,redhood,,,,,,
event_redash1_intermission_01_58,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_58,True,,3,no,,5,think,,1,think,,7,sad,,13,think,,15,think,,17,think,,53,53,1.0,,redhood,redhood,,,,,,
event_redash1_intermission_01_59,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_59,True,,3,no,,5,think,,1,think,,7,sad,,13,think,,15,think,,17,think,,53,53,1.0,,redhood,redhood,,,,,,
event_redash1_intermission_01_60,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_60,False,,3,no,,5,think,,1,think,,7,sad,,13,think,,15,think,,17,think,,53,53,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_61,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_61,True,,3,no,,5,think,,1,think,,7,sad,,13,think,,15,think,,17,think,,53,53,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_62,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_62,True,,3,no,,5,think,,1,think,,7,sad,,13,think,,15,think,,17,think,,53,53,1.0,,commander,commander,,,,,,
event_redash1_intermission_01_63,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_63,True,,3,no,,5,idle,,1,think,,7,sad,,13,think,,15,think,,17,think,,53,53,1.0,,redhood,redhood,,,,,,
event_redash1_intermission_01_64,40031,event_redash1_intermission_01,Narration,Locale_MainScenario:event_redash1_intermission_01_64,False,,3,no,,5,idle,,1,think,,7,sad,,13,think,,15,think,,15,think,,black,black,1.0,none,,,,commander,liliweiss,,,
event_redash1_intermission_01_65,40031,event_redash1_intermission_01,Narration,Locale_MainScenario:event_redash1_intermission_01_65,False,,,,,3,think,,,,,5,sad,,1,think,,13,think,,15,think,,black,black,1.0,,,,,,,,,
event_redash1_intermission_01_66,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_66,True,,,,,3,think,,,,,5,sad,,1,think,,13,think,,15,think,,130,130,1.0,event_bgm_redash_ashsmoke,dorothy,dorothy,,,,,,
event_redash1_intermission_01_67,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_67,True,,,,,3,think,,,,,5,sad,,1,think,,13,think,,15,idle,,130,1315,1.0,,hongryeon_o,hongryeon_o,,,,,,
event_redash1_intermission_01_68,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_68,True,,,,,3,think,,,,,5,sad,,1,think,,13,think,,15,idle,,1315,1315,1.0,,dorothy,dorothy,,,,,,
event_redash1_intermission_01_69,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_69,True,,,,,3,think,,,,,5,sad,,1,think,,13,think,,15,idle,,1315,113,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_70,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_70,True,,,,,3,think,,,,,5,sad,,1,think,,13,think,,15,idle,,113,113,1.0,,dorothy,dorothy,,,,,,
event_redash1_intermission_01_71,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_71,True,,,,,3,think,,,,,5,sad,,1,think,,13,think,,15,idle,,113,113,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_72,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_72,True,,,,,3,think,,,,,5,sad,,1,think,,13,think,,15,idle,,113,113,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_73,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_73,True,,,,,3,think,,,,,5,sad,,1,think,,13,think,,15,idle,,113,113,1.0,,dorothy,dorothy,,,,,,
event_redash1_intermission_01_74,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_74,True,,,,,3,think,,,,,5,sad,,1,think,,13,think,,15,idle,,113,113,1.0,,dorothy,dorothy,,,,,,
event_redash1_intermission_01_75,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_75,True,,,,,3,think,,,,,5,sad,,1,think,,13,think,,15,idle,,113,113,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_76,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_76,False,,,,,3,think,,,,,5,sad,,1,think,,13,think,,15,idle,,113,113,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_77,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_77,True,,,,,3,think,,,,,5,sad,,1,think,,13,think,,15,idle,,113,113,1.0,,dorothy,dorothy,,,,,,
event_redash1_intermission_01_78,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_78,True,,,,,3,think,,,,,5,sad,,1,angry,,13,think,,15,idle,,113,113,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_79,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_79,False,,,,,3,think,,,,,5,sad,,1,angry,,13,think,,15,idle,,113,113,1.0,,dorothy,dorothy,,,,,,
event_redash1_intermission_01_80,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_80,True,,,,,3,think,,,,,5,sad,,1,angry,,13,think,,15,idle,,113,113,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_81,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_81,True,,,,,3,think,,,,,5,sad,,1,angry,,13,think,,15,idle,,113,113,1.0,,dorothy,dorothy,,,,,,
event_redash1_intermission_01_82,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_82,True,,,,,3,think,,,,,5,sad,,1,angry,,13,think,,15,angry,,113,150,2.0,,hongryeon_o,hongryeon_o,,,,,,
event_redash1_intermission_01_83,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_83,True,,,,,3,think,,,,,5,sad,,1,think,,13,think,,15,angry,,150,150,1.0,,hongryeon_o,hongryeon_o,,,,,,
event_redash1_intermission_01_84,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_84,True,,,,,3,idle,,,,,5,sad,,1,think,,13,think,,15,angry,,30,30,1.0,,redhood,redhood,,,,,,
event_redash1_intermission_01_85,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_85,False,,,,,3,idle,,,,,5,shy,,1,think,,13,think,,15,idle,,30,53,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_intermission_01_86,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_86,True,,,,,3,idle,,,,,5,shy,,1,think,,13,think,,15,idle,,53,53,1.0,none,redhood,redhood,,,,,,
event_redash1_intermission_01_87,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_87,True,,,,,3,idle,,,,,5,shy,,1,think,,13,think,,15,idle,,53,53,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_intermission_01_88,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_88,True,,,,,3,surprise,,,,,5,shy,,1,think,,13,think,,15,idle,,53,53,1.0,event_bgm_redash_alldownhill,redhood,redhood,,,,,,
event_redash1_intermission_01_89,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_89,True,,,,,3,surprise,,,,,5,shy,,1,think,,13,think,,15,idle,,53,53,1.0,,redhood,redhood,,,,,,
event_redash1_intermission_01_90,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_90,False,,,,,3,idle,,,,,5,no,,1,think,,13,think,,15,idle,,53,53,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_intermission_01_91,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_91,True,,,,,3,idle,,,,,5,no,,1,think,,13,think,,15,idle,,53,53,1.0,,redhood,redhood,,,,,,
event_redash1_intermission_01_92,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_92,False,,,,,3,idle,,,,,5,no,,1,think,,13,think,,15,idle,,53,53,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_intermission_01_93,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_93,True,,,,,3,idle,,,,,5,no,,1,think,,13,think,,15,idle,,53,53,1.0,,redhood,redhood,,,,,,
event_redash1_intermission_01_94,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_94,False,,,,,3,idle,,,,,5,no,,1,think,,13,think,,15,idle,,53,53,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_intermission_01_95,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_95,True,,,,,3,idle,,,,,5,no,,1,think,,13,think,,15,idle,,53,30,1.0,none,redhood,redhood,,,,,,
event_redash1_intermission_01_96,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_96,False,,,,,3,angry,,,,,5,no,,1,think,,13,think,,15,idle,,30,300,0.5,,redhood,redhood,,,,Low_2,Red,
event_redash1_intermission_01_97,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_97,False,,,,,3,angry,,,,,5,surprise,,1,think,,13,think,,15,idle,,S_50,S_500,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_intermission_01_98,40031,event_redash1_intermission_01,Narration,Locale_MainScenario:event_redash1_intermission_01_98,False,,,,,3,pain_2,,,,,5,surprise,,1,think,,13,think,,15,idle,,black,black,1.0,,,,,,,,,
event_redash1_intermission_01_99,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_99,True,,,,,3,pain_2,,,,,5,surprise,,1,think,,13,think,,15,idle,,black,black,1.0,,redhood,redhood,,,,,,
event_redash1_intermission_01_100,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_100,True,,,,,3,pain_2,,,,,5,surprise,,1,surprise,,13,think,,15,idle,,113,113,1.0,,rapunzel_o,rapunzel_o,,,,,,
event_redash1_intermission_01_101,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_101,True,,,,,3,pain_2,,,,,5,surprise,,1,surprise,,13,angry,,15,idle,,113,113,1.0,,dorothy,dorothy,,,,,,
event_redash1_intermission_01_102,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_102,True,,,,,3,pain_1,,,,,5,surprise,,1,surprise,,13,angry,,15,idle,,30,30,1.0,,redhood,redhood,,,,,,
event_redash1_intermission_01_103,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_103,False,,,,,3,pain_1,,,,,5,surprise,,1,surprise,,13,angry,,15,idle,,30,53,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_intermission_01_104,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_104,True,,,,,3,pain_1,,,,,5,surprise,,1,surprise,,13,angry,,15,idle,,53,53,1.0,,redhood,redhood,,,,,,
event_redash1_intermission_01_105,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_105,True,,,,,3,pain_1,,,,,5,sad,,1,surprise,,13,angry,,15,idle,,53,53,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_intermission_01_106,40031,event_redash1_intermission_01,Narration,Locale_MainScenario:event_redash1_intermission_01_106,False,,,,,3,pain_1,,,,,5,sad,,1,surprise,,13,angry,,15,idle,,53,53,1.0,,,,,,,,,snowwhite_o
event_redash1_intermission_01_107,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_107,False,,,,,3,pain_1,,,,,,,,1,surprise,,13,angry,,15,idle,,150,150,1.0,,hongryeon_o,hongryeon_o,,,,,,
event_redash1_intermission_01_108,40031,event_redash1_intermission_01,Speech,Locale_MainScenario:event_redash1_intermission_01_108,True,,,,,3,pain_2,,,,,,,,1,surprise,,13,angry,,15,idle,,30,30,1.0,,redhood,redhood,,,,,,
