id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,play_sound,set_camera_shake
event_seayouagain1_03_e_11,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_11,True,,,,,,,,,,,,,,1,delight,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_12,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_12,True,,,,,,,,,,,,,,1,delight,,13,delight,,15,idle,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_13,40024,event_seayouagain1_03_e,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_e_13,True,,,,,,,,,,,,,,1,delight,,13,delight,,15,idle,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_14,40024,event_seayouagain1_03_e,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_e_14,True,,,,,,,,,,,,,,1,delight,,13,delight,,15,idle,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_15,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_15,True,,,,,,,,,,,,,,1,think,,13,delight,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_16,40024,event_seayouagain1_03_e,Monologue,,,Locale_MainScenario:event_seayouagain1_03_e_16,False,,,,,,,,,,,,,,1,idle,,13,delight,,15,idle,,17,idle,Beach_d,1,1,1.0,none,,,,,black,,,,,,
event_seayouagain1_03_e_17,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_17,True,,,,,,,,,,,,,,1,idle,,13,delight,,15,idle,,17,idle,,1,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_18,40024,event_seayouagain1_03_e,Self,,,Locale_MainScenario:event_seayouagain1_03_e_18,False,,,,,,,,,,,,,,1,idle,,13,delight,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_19,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_19,True,,,,,,,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_20,40024,event_seayouagain1_03_e,Narration,,,Locale_MainScenario:event_seayouagain1_03_e_20,False,,,,,,,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,DeepWater_02,10,XS_10,1.0,bgm_story_fairytalesend_if,,,,,,helm_s,anis_s,neon_s,rapi_s,sfx_scn_waterdive,
event_seayouagain1_03_e_21,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_21,False,,,,,,,,,,,,,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_22,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_22,False,,,,,,,,,,,,,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_23,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_23,False,,,,,,,,,,,,,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_24,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_24,False,,,,,,,,,,,,,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_25,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_25,False,,,,,,,,,,,,,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_26,40024,event_seayouagain1_03_e,Narration,,,Locale_MainScenario:event_seayouagain1_03_e_26,False,,,,,,,,,,,,,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,sfx_scn_krakenvibrate,
event_seayouagain1_03_e_27,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_27,False,,,,,,,,,,,,,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,Low_2
event_seayouagain1_03_e_28,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_28,False,,,,,,,,,,,,,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_29,40024,event_seayouagain1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_seayouagain1_03_e_29,False,,,,,,,,,,,,,,,,anis_s,13,void,neon_s,15,surprise,rapi_s,17,think,Beach_d,17,17,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_30,40024,event_seayouagain1_03_e,Self,,,Locale_MainScenario:event_seayouagain1_03_e_30,False,,,,,,,,,,,,,,,,,13,void,,15,surprise,,17,think,,17,17,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_31,40024,event_seayouagain1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_seayouagain1_03_e_31,True,,,,,,,,,,,,,,,,,13,void,,15,surprise,,17,idle,,17,170,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_32,40024,event_seayouagain1_03_e,Self,,,Locale_MainScenario:event_seayouagain1_03_e_32,False,,,,,,,,,,,,,,,,,13,void,,15,surprise,,17,idle,,170,170,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_33,40024,event_seayouagain1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_seayouagain1_03_e_33,True,,,,,,,,,,,,,,,,,13,void,,15,surprise,,17,think,,170,170,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_34,40024,event_seayouagain1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_seayouagain1_03_e_34,True,,,,,,,,,,,,,,,,,13,void,,15,surprise,,17,think,,170,170,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_35,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_35,True,,,,,,,,,,,,,,,,,13,void,,15,surprise,,17,think,,XS_130,XS_130,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_36,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_36,True,,,,,,,,,,,,,,,,,13,void,,15,surprise,,17,think,,XS_130,XS_130,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_37,40024,event_seayouagain1_03_e,Monologue,,,Locale_MainScenario:event_seayouagain1_03_e_37,False,,,,,,,,,,,,,,,,,13,void,,15,surprise,,17,think,,black,black,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_38,40024,event_seayouagain1_03_e,Narration,,,Locale_MainScenario:event_seayouagain1_03_e_38,False,,,,,,,,,,,,,helm_s,1,angry,,13,void,,15,surprise,,17,idle,,1,10,0.6,,,,,,,,,,,sfx_scn_waterdive,
event_seayouagain1_03_e_39,40024,event_seayouagain1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_seayouagain1_03_e_39,True,,,,,,,,,,,,,,1,angry,,13,angry,,15,surprise,,17,idle,,170,170,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_40,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_40,True,,,,,,,,,,,,,,1,angry,,13,angry,,15,surprise,,17,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_41,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_41,True,,,,,,,,,,,,,,1,angry,,13,angry,,15,surprise,,17,idle,,XS_130,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_42,40024,event_seayouagain1_03_e,Self,,,Locale_MainScenario:event_seayouagain1_03_e_42,False,,,,,,,,,,,,,,1,angry,,13,angry,,15,surprise,,17,idle,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_43,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_43,True,,,,,,,,,,,,,,1,angry,,13,void,,15,surprise,,17,idle,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_44,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_44,True,,,,,,,,,,,,,,1,sad,,13,void,,15,surprise,,17,idle,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_45,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_45,True,,,,,,,,,,,,,,1,sad,,13,void,,15,surprise,,17,idle,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_46,40024,event_seayouagain1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_seayouagain1_03_e_46,True,,,,,,,,,,,,,,1,sad,,13,void,,15,surprise,,17,worry,,170,170,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_47,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_47,False,,,,,,,,,,,,,,1,sad,,13,void,,15,surprise,,17,worry,,10,1,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_48,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_48,True,,,,,,,,,,,,,,1,idle,,13,void,,15,surprise,,17,worry,,1,1,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_49,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_49,True,,,,,,,,,,,,,,1,idle,,13,void,,15,surprise,,17,worry,,1,1,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_50,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_50,True,,,,,,,,,,,,,,1,idle,,13,void,,15,surprise,,17,worry,,1,1,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_51,40024,event_seayouagain1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_seayouagain1_03_e_51,True,,,,,,,,,,,,,,1,idle,,13,void,,15,surprise,,17,idle,,17,17,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_52,40024,event_seayouagain1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_seayouagain1_03_e_52,True,,,,,,,,,,,,,,1,idle,,13,void,,15,surprise,,17,idle,,17,17,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_53,40024,event_seayouagain1_03_e,Self,,,Locale_MainScenario:event_seayouagain1_03_e_53,False,,,,,,,,,,,,,,1,idle,,13,void,,15,surprise,,17,idle,,17,17,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_54,40024,event_seayouagain1_03_e,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_e_54,True,,,,,,,,,,,,,,1,idle,,13,void,,15,worry,,17,idle,,17,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_55,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_55,True,,,,,,,,,,,,,,1,idle,,13,void,,15,worry,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_56,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_56,True,,,,,,,,,,,,,,1,idle,,13,void,,15,worry,,17,idle,,14,1,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_57,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_57,True,,,,,,,,,,,,,,1,idle,,13,void,,15,worry,,17,idle,,1,1,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_58,40024,event_seayouagain1_03_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_seayouagain1_03_e_58,True,,,,,,,,,,,,,,1,idle,,13,void,,15,worry,,17,idle,,170,170,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_59,40024,event_seayouagain1_03_e,Self,,,Locale_MainScenario:event_seayouagain1_03_e_59,False,,,,,,,,,,,,,,1,idle,,13,void,,15,worry,,17,idle,,170,170,1.0,none,,,,,,,,,,,
event_seayouagain1_03_e_60,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_60,True,,,,,,,,,,,,,,1,idle,,13,void,,15,idle,,17,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_61,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_61,True,,,,,,,,,,,,,,1,idle,,13,void,,15,idle,,17,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_62,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_62,True,,,,,,,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_63,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_63,True,,,,,,,,,,,,,,1,surprise,,13,idle,,15,idle,,17,idle,,XS_130,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_64,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_64,True,,,,,,,,,,,,,,1,surprise,,13,delight,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_65,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_65,True,,,,,,,,,,,,,,1,surprise,,13,delight,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_66,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_66,True,,,,,,,,,,,,,,1,surprise,,13,delight,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_67,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_67,True,,,,,,,,,,,,,,1,surprise,,13,delight,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_68,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_68,True,,,,,,,,,,,,,,1,surprise,,13,delight,,15,idle,,17,idle,,12,XS_130,1.0,bgm_story_splashpad,,,,,,,,,,,
event_seayouagain1_03_e_69,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_69,True,,,,,,,,,,,,,,1,surprise,,13,delight,,15,idle,,17,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_70,40024,event_seayouagain1_03_e,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_e_70,True,,,,,,,,,,,,,,1,surprise,,13,delight,,15,idle,,17,idle,,XS_130,XS_150,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_71,40024,event_seayouagain1_03_e,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_e_71,True,,,,,,,,,,,,,,1,surprise,,13,delight,,15,idle,,17,idle,,XS_150,XS_150,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_72,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_72,True,,,,,,,,,,,,,,1,sad,,13,delight,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_73,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_73,True,,,,,,,,,,,,,,1,sad,,13,delight,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_74,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_74,True,,,,,,,,,,,,,,1,sad,,13,delight,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_75,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_75,True,,,,,,,,,,,,,,1,surprise,,13,delight,,15,idle,,17,idle,,12,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_76,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_76,True,,,,,,,,,,,,,,1,shy,,13,delight,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_77,40024,event_seayouagain1_03_e,Narration,,,Locale_MainScenario:event_seayouagain1_03_e_77,False,,,,,,,,,,,,,,1,"expression_0,shy",,13,delight,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,sfx_scn_spraywater,
event_seayouagain1_03_e_78,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_78,False,,,,,,,,,,,,,,1,shy,,13,delight,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_79,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_79,True,,,,,,,,,,,,,,1,shy,,13,delight,,15,idle,,17,idle,,10,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_80,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_80,True,,,,,,,,,,,,,,1,shy,,13,delight,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_81,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_81,True,,,,,,,,,,,,,,1,shy,,13,delight,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_82,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_82,True,,,,,,,,,,,,,,1,sad,,13,delight,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_83,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_83,True,,,,,,,,,,,,,,1,angry,,13,delight,,15,idle,,17,idle,,12,10,1.0,none,,,,,,,,,,,
event_seayouagain1_03_e_84,40024,event_seayouagain1_03_e,Self,,,Locale_MainScenario:event_seayouagain1_03_e_84,False,,,,,,,,,,,,,,1,angry,,13,delight,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_85,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_85,True,,,,,,,,,,,,,,1,angry,,13,delight,,15,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_86,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_86,True,,,,,,,,,,,,,,1,angry,,13,worry,,15,idle,,17,idle,,13,XS_130,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_87,40024,event_seayouagain1_03_e,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_e_87,True,,,,,,,,,,,,,,1,angry,,13,worry,,15,worry,,17,idle,,15,XS_150,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_88,40024,event_seayouagain1_03_e,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_e_88,True,,,,,,,,,,,,,,1,angry,,13,worry,,15,worry,,17,idle,,XS_150,XS_150,1.0,bgm_story_sundayintheark,,,,,,,,,,,
event_seayouagain1_03_e_89,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_89,True,,,,,,,,,,,,,,1,angry,,13,worry,,15,worry,,17,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_90,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_90,True,,,,,,,,,,,,,,1,angry,,13,worry,,15,worry,,17,idle,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_91,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_91,True,,,,,,,,,,,,,,1,angry,,13,worry,,15,worry,,17,idle,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_92,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_92,True,,,,,,,,,,,,,,1,angry,,13,worry,,15,worry,,17,idle,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_93,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_93,True,,,,,,,,,,,,,,1,angry,,13,worry,,15,worry,,17,idle,,10,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_94,40024,event_seayouagain1_03_e,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_e_94,True,,,,,,,,,,,,,,1,angry,,13,worry,,15,worry,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_95,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_95,True,,,,,,,,,,,,,,1,angry,,13,worry,,15,worry,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_96,40024,event_seayouagain1_03_e,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_e_96,True,,,,,,,,,,,,,,1,angry,,13,worry,,15,worry,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_97,40024,event_seayouagain1_03_e,Monologue,,,Locale_MainScenario:event_seayouagain1_03_e_97,False,,,,,,,,,,,,,,1,angry,,13,worry,,15,worry,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_98,40024,event_seayouagain1_03_e,Monologue,,,Locale_MainScenario:event_seayouagain1_03_e_98,False,,,,,,,,,,,,,,1,angry,,13,worry,,15,worry,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_99,40024,event_seayouagain1_03_e,Self,,,Locale_MainScenario:event_seayouagain1_03_e_99,False,,,,,,,,,,,,,,1,angry,,13,worry,,15,worry,,17,idle,,14,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_100,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_100,True,,,,,,,,,,,,,,1,angry,,13,worry,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,
