id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,fade,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_freezeacpu_06_e_24,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_24,True,,13,angry,,1,idle,,3,idle,,5,worry,,7,idle,,9,idle,,XS_130,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_25,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_25,True,,13,angry,,1,idle,,3,idle,,5,worry,,7,idle,,9,idle,,XS_130,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_26,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_26,True,,13,angry,,1,idle,,3,idle,,5,worry,,7,idle,,9,idle,,XS_130,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_27,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_27,True,,13,angry,,1,idle,,3,idle,,5,worry,,7,idle,,9,idle,,XS_130,XS_1300,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_28,40030,event_freezeacpu_06_e,Self,Locale_SubScenario:event_freezeacpu_06_e_28,False,,13,angry,,1,idle,,3,idle,,5,worry,,7,idle,,9,idle,,XS_1300,XS_1300,1.0,,,,,,,,,,,,,,
event_freezeacpu_06_e_29,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_29,True,,13,angry,,1,idle,,3,idle,,5,worry,,7,idle,,9,idle,,XS_1300,S_100,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_30,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_30,True,,13,idle,,1,idle,,3,idle,,5,worry,,7,idle,,9,idle,,S_100,S_100,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_31,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_31,True,,13,idle,,1,idle,,3,idle,,5,worry,,7,idle,,9,idle,,S_100,S_10,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_32,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_32,True,,13,idle,,1,idle,,3,idle,,5,worry,,7,idle,,9,idle,,S_10,S_10,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_33,40030,event_freezeacpu_06_e,Self,Locale_SubScenario:event_freezeacpu_06_e_33,False,,13,idle,,1,idle,,3,idle,,5,worry,,7,idle,,9,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,
event_freezeacpu_06_e_34,40030,event_freezeacpu_06_e,Self,Locale_SubScenario:event_freezeacpu_06_e_34,False,,13,idle,,1,idle,,3,idle,,5,worry,,7,idle,,9,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,
event_freezeacpu_06_e_35,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_35,True,,13,idle,,1,idle,,3,idle,,5,worry,,7,idle,,9,idle,,S_10,S_10,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_36,40030,event_freezeacpu_06_e,Narration,Locale_SubScenario:event_freezeacpu_06_e_36,False,,13,idle,,1,idle,,3,idle,,5,worry,,7,idle,,9,idle,Cafe_n,black,black,1.0,none,,,anis,rapi,neon,,,,,,,,
event_freezeacpu_06_e_37,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_37,False,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_38,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_38,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_130,1.0,bgm_enemyclose,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_39,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_39,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,S_30,S_30,1.0,,miranda,miranda,,,,,,,,,,,
event_freezeacpu_06_e_40,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_40,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_41,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_41,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,113,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_42,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_42,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,113,113,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_43,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_43,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,113,113,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_44,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_44,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,113,113,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_45,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_45,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,113,113,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_46,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_46,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,113,113,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_47,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_47,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,113,113,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_48,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_48,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,113,113,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_49,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_49,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,S_30,S_30,1.0,,miranda,miranda,,,,,,,,,,,
event_freezeacpu_06_e_50,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_50,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,S_30,S_30,1.0,,miranda,miranda,,,,,,,,,,,
event_freezeacpu_06_e_51,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_51,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_52,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_52,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_53,40030,event_freezeacpu_06_e,Narration,Locale_SubScenario:event_freezeacpu_06_e_53,False,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_1300,1.0,,,,,,,,,,,,,,
event_freezeacpu_06_e_54,40030,event_freezeacpu_06_e,Narration,Locale_SubScenario:event_freezeacpu_06_e_54,False,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_1300,XS_1300,1.0,,,,,,,,,,,,,,
event_freezeacpu_06_e_55,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_55,False,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_1300,XS_1300,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_56,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_56,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_1300,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_57,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_57,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_58,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_58,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,113,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_59,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_59,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,113,113,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_60,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_60,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,113,113,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_61,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_61,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,113,113,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_62,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_62,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,113,113,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_63,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_63,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,113,31,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_64,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_64,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,31,31,1.0,,miranda,miranda,,,,,,,,,,,
event_freezeacpu_06_e_65,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_65,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_66,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_66,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_67,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_67,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_1300,0.5,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_68,40030,event_freezeacpu_06_e,Narration,Locale_SubScenario:event_freezeacpu_06_e_68,False,,13,angry,,1,idle,,3,idle,,,,,,,,,,EventScene_ACPUFreeze_01_bg,black,black,1.0,none,,,,,,poli,quiry,miranda,sfx_scn_solidtablehit,,,,
event_freezeacpu_06_e_69,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_69,True,acpu_event,1,idle,,,,,,,,,,,,,,,,,acpu_event_01,acpu_event_02,0.5,bgm_emergency,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_70,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_70,True,,1,idle,,,,,,,,,,,,,,,,,acpu_event_02,acpu_event_02,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_71,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_71,True,,1,idle,,,,,,,,,,,,,,,,,acpu_event_02,acpu_event_02,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_72,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_72,True,,1,idle,,,,,,,,,,,,,,,,,acpu_event_02,acpu_event_02,1.0,,miranda,miranda,,,,,,,,,,,
event_freezeacpu_06_e_73,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_73,True,,1,idle,,,,,,,,,,,,,,,,,acpu_event_02,acpu_event_02,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_74,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_74,True,,1,idle,,,,,,,,,,,,,,,,,acpu_event_02,acpu_event_01,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_75,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_75,True,,1,idle,,,,,,,,,,,,,,,,,acpu_event_01,acpu_event_01,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_76,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_76,True,,1,idle,,,,,,,,,,,,,,,,,acpu_event_01,acpu_event_01,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_77,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_77,True,,1,idle,,,,,,,,,,,,,,,,,acpu_event_01,acpu_event_01,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_78,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_78,True,,1,idle,,,,,,,,,,,,,,,,,acpu_event_01,acpu_event_01,1.0,,miranda,miranda,,,,,,,,,,,
event_freezeacpu_06_e_79,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_79,True,,1,idle,,,,,,,,,,,,,,,,,acpu_event_01,acpu_event_02,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_80,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_80,True,,1,idle,,,,,,,,,,,,,,,,,acpu_event_02,acpu_event_02,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_81,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_81,True,,1,idle,,,,,,,,,,,,,,,,,acpu_event_02,acpu_event_02,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_82,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_82,True,,1,idle,,,,,,,,,,,,,,,,,acpu_event_02,acpu_event_02,1.0,,miranda,miranda,,,,,,,,,,,
event_freezeacpu_06_e_83,40030,event_freezeacpu_06_e,Narration,Locale_SubScenario:event_freezeacpu_06_e_83,False,,1,idle,,,,,,,,,,,,,,,,,acpu_event_02,acpu_event_02,1.0,,miranda,,,,,,,,,,,,
event_freezeacpu_06_e_84,40030,event_freezeacpu_06_e,Narration,Locale_SubScenario:event_freezeacpu_06_e_84,False,,1,idle,,,,,,,,,,,,,,,,,black,black,1.0,,miranda,,,,,acpu_event,,,,,,,
event_freezeacpu_06_e_85,40030,event_freezeacpu_06_e,Narration,Locale_SubScenario:event_freezeacpu_06_e_85,False,poli,13,surprise,quiry,1,angry,miranda,3,idle,,,,,,,,,,Cafe_n,black,black,1.0,none,miranda,,,,,,,,sfx_scn_birthdaybomb,,,,
event_freezeacpu_06_e_86,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_86,False,,13,surprise,,1,angry,,3,idle,,,,,,,,,,,XS_130,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_87,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_87,False,,13,surprise,,1,angry,,3,idle,,,,,,,,,,,S_30,S_30,1.0,,miranda,miranda,,,,,,,,,,,
event_freezeacpu_06_e_88,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_88,True,,13,surprise,,1,angry,,3,idle,,,,,,,,,,,S_10,S_10,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_89,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_89,True,,13,angry,,1,angry,,3,idle,,,,,,,,,,,S_10,XS_130,1.0,bgm_story_breakaway,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_90,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_90,True,,13,angry,,1,angry,,3,idle,,,,,,,,,,,XS_130,XS_130,1.0,,dressupwoman,dressupwoman,,,,,,,,,,,
event_freezeacpu_06_e_91,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_91,False,,13,angry,,1,angry,,3,idle,,,,,,,,,,,XS_130,13,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_92,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_92,False,,13,angry,,1,angry,,3,idle,,,,,,,,,,,13,13,1.0,,dressupwoman,dressupwoman,,,,,,,,,,,
event_freezeacpu_06_e_93,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_93,True,,13,idle,,1,idle,,3,idle,,,,,,,,,,,13,113,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_94,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_94,True,,13,idle,,1,idle,,3,idle,,,,,,,,,,,113,113,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_95,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_95,True,,13,idle,,1,idle,,3,idle,,,,,,,,,,,113,113,1.0,,quiry,quiry,,,,,,,,,,,
event_freezeacpu_06_e_96,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_96,True,,13,idle,,1,idle,,3,idle,,,,,,,,,,,S_30,S_30,1.0,,miranda,miranda,,,,,,,,,,,
event_freezeacpu_06_e_97,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_97,True,,13,idle,,1,idle,,3,idle,,,,,,,,,,,S_30,S_30,1.0,,miranda,miranda,,,,,,,,,,,
event_freezeacpu_06_e_98,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_98,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_99,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_99,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_100,40030,event_freezeacpu_06_e,Narration,Locale_SubScenario:event_freezeacpu_06_e_100,False,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_150,1.0,,,,,,,,,,,,,,
event_freezeacpu_06_e_101,40030,event_freezeacpu_06_e,Narration,Locale_SubScenario:event_freezeacpu_06_e_101,False,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_150,XS_150,1.0,,,,,,,,,,,,,,
event_freezeacpu_06_e_102,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_102,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_150,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_103,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_103,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_130,1.0,,dressupwoman,dressupwoman,,,,,,,,,,,
event_freezeacpu_06_e_104,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_104,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_130,1.0,,poli,poli,,,,,,,,,,,
event_freezeacpu_06_e_105,40030,event_freezeacpu_06_e,Speech,Locale_SubScenario:event_freezeacpu_06_e_105,True,,13,angry,,1,idle,,3,idle,,,,,,,,,,,XS_130,XS_1300,1.0,,poli,poli,,,,,,,,,,,
