id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/hide_char_id,characters/4/hide_char_id,play_sound,set_camera_shake,characters/0/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,fade
event_goldencoinrush1_b01_s_16,40048,event_goldencoinrush1_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush1_b01_s_16,True,,7,idle,,15,sad,,17,idle,,,,,,,,L_70,L_70,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_17,40048,event_goldencoinrush1_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush1_b01_s_17,True,,7,idle,,15,sad,,17,idle,,,,,,,,L_70,L_70,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_18,40048,event_goldencoinrush1_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush1_b01_s_18,True,,7,idle,,15,sad,,17,idle,,,,,,,,L_70,L_70,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_19,40048,event_goldencoinrush1_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush1_b01_s_19,True,,7,idle,,15,sad,,17,idle,,,,,,,,L_70,L_70,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_20,40048,event_goldencoinrush1_b01_s,Speech,sugar,sugar,Locale_MainScenario:event_goldencoinrush1_b01_s_20,True,,7,idle,,15,sad,,17,idle,sugar,5,idle,,,,,L_70,6,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_21,40048,event_goldencoinrush1_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush1_b01_s_21,True,,7,idle,,15,sad,,17,idle,,5,idle,,,,,6,6,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_22,40048,event_goldencoinrush1_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush1_b01_s_22,True,,7,idle,,15,sad,,17,idle,,5,idle,,,,,6,6,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_23,40048,event_goldencoinrush1_b01_s,Speech,sugar,sugar,Locale_MainScenario:event_goldencoinrush1_b01_s_23,True,,7,idle,,15,sad,,17,idle,,5,angry,,,,,6,6,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_24,40048,event_goldencoinrush1_b01_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush1_b01_s_24,True,,7,idle,,15,sad,,17,idle,folkwang_b,5,idle,,,,,6,6,1.0,,sugar,,,,,,,,,
event_goldencoinrush1_b01_s_25,40048,event_goldencoinrush1_b01_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush1_b01_s_25,True,,7,idle,,15,sad,,17,idle,,5,idle,,,,,6,6,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_26,40048,event_goldencoinrush1_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush1_b01_s_26,True,,7,good,,15,sad,,17,idle,,5,idle,,,,,6,6,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_27,40048,event_goldencoinrush1_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush1_b01_s_27,True,,7,good,,15,sad,,17,idle,,5,idle,,,,,6,7,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_28,40048,event_goldencoinrush1_b01_s,Narration,mustang,,Locale_MainScenario:event_goldencoinrush1_b01_s_28,False,,7,good,,15,sad,,17,idle,,5,idle,,,,,7,L_700,1.0,,folkwang_b,,sfx_scn_snap,,,,,,,
event_goldencoinrush1_b01_s_29,40048,event_goldencoinrush1_b01_s,Monologue,mustang,,Locale_MainScenario:event_goldencoinrush1_b01_s_29,False,,7,good,,15,sad,,17,idle,,,,,,,,L_700,L_700,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_30,40048,event_goldencoinrush1_b01_s,Monologue,mustang,,Locale_MainScenario:event_goldencoinrush1_b01_s_30,False,,7,good,,15,sad,,17,idle,,,,,,,,L_700,4,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_31,40048,event_goldencoinrush1_b01_s,Narration,mustang,,Locale_MainScenario:event_goldencoinrush1_b01_s_31,False,,7,good,,15,sad,,17,idle,,,,,,,,4,4,1.0,,,,sfx_scn_stagedown,Low_2,,,,,,
event_goldencoinrush1_b01_s_32,40048,event_goldencoinrush1_b01_s,Self,mustang,,Locale_MainScenario:event_goldencoinrush1_b01_s_32,False,,7,good,,15,sad,,17,idle,,,,,,,,4,4,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_33,40048,event_goldencoinrush1_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_s_33,True,,7,good,,15,surprise,,17,surprise,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_34,40048,event_goldencoinrush1_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_s_34,True,,7,good,,15,surprise,,17,surprise,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_35,40048,event_goldencoinrush1_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush1_b01_s_35,True,,7,idle,,15,surprise,,17,surprise,,,,,,,,L_70,L_70,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_36,40048,event_goldencoinrush1_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush1_b01_s_36,True,,7,idle,,15,surprise,,17,surprise,,,,,,,,L_70,L_70,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_37,40048,event_goldencoinrush1_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush1_b01_s_37,True,,7,idle,,15,surprise,,17,surprise,,,,,,,,L_70,L_70,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_38,40048,event_goldencoinrush1_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush1_b01_s_38,True,,7,idle,,15,surprise,,17,surprise,,,,,,,,L_70,L_70,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_39,40048,event_goldencoinrush1_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_s_39,True,,7,idle,,15,surprise,,17,surprise,,,,,,,,S_150,S_150,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_40,40048,event_goldencoinrush1_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_s_40,True,,7,idle,,15,surprise,,17,surprise,,,,,,,,S_150,S_150,1.0,,,,,,mustang,,,,,
event_goldencoinrush1_b01_s_41,40048,event_goldencoinrush1_b01_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush1_b01_s_41,False,,,,,15,surprise,,17,idle,,,,,,,,S_150,S_150,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_42,40048,event_goldencoinrush1_b01_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush1_b01_s_42,False,,,,,15,surprise,,17,idle,frima,3,sleep_02,sugar,1,idle,,black,black,1.0,,,,,,,milk,13,idle,,
event_goldencoinrush1_b01_s_43,40048,event_goldencoinrush1_b01_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_b01_s_43,True,,,,,15,surprise,,17,idle,,3,sleep_02,,1,idle,,12,12,1.0,,,,,,,,13,idle,,
event_goldencoinrush1_b01_s_44,40048,event_goldencoinrush1_b01_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_b01_s_44,True,,,,,15,surprise,,17,idle,,3,sleep_02,,1,idle,,12,12,1.0,,,,,,,,13,idle,,
event_goldencoinrush1_b01_s_45,40048,event_goldencoinrush1_b01_s,Speech,sugar,sugar,Locale_MainScenario:event_goldencoinrush1_b01_s_45,True,,,,,15,surprise,,17,idle,,3,sleep_02,,1,idle,,12,12,1.0,,,,,,,,13,idle,,
event_goldencoinrush1_b01_s_46,40048,event_goldencoinrush1_b01_s,Speech,sugar,sugar,Locale_MainScenario:event_goldencoinrush1_b01_s_46,True,,,,,15,surprise,,17,idle,,3,sleep_02,,1,idle,,12,12,1.0,,,,,,,,13,idle,,
event_goldencoinrush1_b01_s_47,40048,event_goldencoinrush1_b01_s,Speech,frima,frima,Locale_MainScenario:event_goldencoinrush1_b01_s_47,True,,,,,15,surprise,,17,idle,,3,sleep_02,,1,idle,,12,2,1.0,,,,,,,,13,idle,,
event_goldencoinrush1_b01_s_48,40048,event_goldencoinrush1_b01_s,Self,frima,,Locale_MainScenario:event_goldencoinrush1_b01_s_48,False,,,,,15,void,,17,idle,,3,sleep_02,,1,idle,,2,16,1.0,,frima,sugar,,,,,13,idle,milk,
event_goldencoinrush1_b01_s_49,40048,event_goldencoinrush1_b01_s,Self,frima,,Locale_MainScenario:event_goldencoinrush1_b01_s_49,False,,,,,15,void,,17,idle,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_50,40048,event_goldencoinrush1_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_s_50,True,,,,,15,void,,17,idle,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_51,40048,event_goldencoinrush1_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_s_51,True,,,,,15,sad,,17,idle,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_52,40048,event_goldencoinrush1_b01_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush1_b01_s_52,False,,,,,15,sad,,17,idle,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_53,40048,event_goldencoinrush1_b01_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush1_b01_s_53,False,,,,,15,sad,,17,idle,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_54,40048,event_goldencoinrush1_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_s_54,True,,,,,15,surprise,,17,idle,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_55,40048,event_goldencoinrush1_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_s_55,True,,,,,15,surprise,,17,idle,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_56,40048,event_goldencoinrush1_b01_s,Self,alice_b,,Locale_MainScenario:event_goldencoinrush1_b01_s_56,False,,,,,15,surprise,,17,idle,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_57,40048,event_goldencoinrush1_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_s_57,True,,,,,15,surprise,,17,delight,,,,,,,,16,XS_170,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_58,40048,event_goldencoinrush1_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_s_58,True,,,,,15,surprise,,17,delight,,,,,,,,XS_170,XS_170,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_59,40048,event_goldencoinrush1_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_s_59,True,,,,,15,surprise,,17,delight,,,,,,,,XS_170,XS_170,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_60,40048,event_goldencoinrush1_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_s_60,True,,,,,15,sad,,17,delight,,,,,,,,XS_170,S_150,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_61,40048,event_goldencoinrush1_b01_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush1_b01_s_61,False,,,,,15,sad,,17,delight,,,,,,,,S_150,S_150,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_62,40048,event_goldencoinrush1_b01_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush1_b01_s_62,False,,,,,15,sad,,17,delight,,,,,,,,S_150,S_150,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_63,40048,event_goldencoinrush1_b01_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush1_b01_s_63,False,,,,,15,sad,,17,delight,,,,,,,,S_150,15,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_64,40048,event_goldencoinrush1_b01_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush1_b01_s_64,False,,,,,15,sad,,17,delight,,,,,,,,15,15,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_65,40048,event_goldencoinrush1_b01_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush1_b01_s_65,False,,,,,15,sad,,17,delight,,,,,,,,15,15,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_66,40048,event_goldencoinrush1_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_s_66,True,,,,,15,serious,,17,delight,,,,,,,,15,15,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_67,40048,event_goldencoinrush1_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_s_67,True,,,,,15,idle,,17,delight,,,,,,,,15,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_68,40048,event_goldencoinrush1_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_s_68,True,,,,,15,idle,,17,idle,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_69,40048,event_goldencoinrush1_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_s_69,True,,,,,15,idle,,17,idle,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_70,40048,event_goldencoinrush1_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_s_70,True,,,,,15,idle,,17,idle,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_71,40048,event_goldencoinrush1_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_s_71,True,,,,,15,idle,,17,idle,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_72,40048,event_goldencoinrush1_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_s_72,True,,,,,15,idle,,17,idle,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_73,40048,event_goldencoinrush1_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_s_73,True,,,,,15,idle,,17,idle,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_74,40048,event_goldencoinrush1_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_s_74,True,,,,,15,idle,,17,idle,,,,,,,,16,16,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_75,40048,event_goldencoinrush1_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_s_75,True,,,,,15,idle,,17,surprise,,,,,,,,16,XS_170,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_76,40048,event_goldencoinrush1_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_s_76,True,,,,,15,idle,,17,delight,,,,,,,,XS_170,XS_170,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_77,40048,event_goldencoinrush1_b01_s,Self,alice_b,,Locale_MainScenario:event_goldencoinrush1_b01_s_77,False,,,,,15,idle,,17,delight,,,,,,,,XS_170,XS_170,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_78,40048,event_goldencoinrush1_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_s_78,True,,,,,15,idle,,17,delight,,,,,,,,XS_170,XS_170,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_79,40048,event_goldencoinrush1_b01_s,Monologue,alice_b,,Locale_MainScenario:event_goldencoinrush1_b01_s_79,False,,,,,15,idle,,17,delight,,,,,,,,XS_170,XS_170,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_80,40048,event_goldencoinrush1_b01_s,Monologue,alice_b,,Locale_MainScenario:event_goldencoinrush1_b01_s_80,False,,,,,15,idle,,17,delight,,,,,,,,XS_170,17,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_81,40048,event_goldencoinrush1_b01_s,Speech,yan,yan,Locale_MainScenario:event_goldencoinrush1_b01_s_81,True,,,,,13,idle,,15,idle,yan,3,idle,dolla,1,idle,,2,2,1.0,,,,,,,rupee_b,17,idle,,black
event_goldencoinrush1_b01_s_82,40048,event_goldencoinrush1_b01_s,Speech,yan,yan,Locale_MainScenario:event_goldencoinrush1_b01_s_82,True,,,,,13,idle,,15,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,17,idle,,
event_goldencoinrush1_b01_s_83,40048,event_goldencoinrush1_b01_s,Monologue,yan,,Locale_MainScenario:event_goldencoinrush1_b01_s_83,False,,,,,13,idle,,15,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,17,idle,,
event_goldencoinrush1_b01_s_84,40048,event_goldencoinrush1_b01_s,Self,yan,,Locale_MainScenario:event_goldencoinrush1_b01_s_84,False,,,,,13,idle,,15,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,17,idle,,
event_goldencoinrush1_b01_s_85,40048,event_goldencoinrush1_b01_s,Speech,dolla,dolla,Locale_MainScenario:event_goldencoinrush1_b01_s_85,True,,,,,13,idle,,15,idle,,3,idle,,1,idle,,2,2,1.0,,,,,,,,17,idle,,
event_goldencoinrush1_b01_s_86,40048,event_goldencoinrush1_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_s_86,True,,,,,13,idle,,15,idle,,3,idle,,1,idle,,16,16,1.0,,,,,,,,17,idle,,
event_goldencoinrush1_b01_s_87,40048,event_goldencoinrush1_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_s_87,True,,,,,13,idle,,15,idle,,3,idle,,1,idle,,16,16,1.0,,,,,,,,17,idle,,
event_goldencoinrush1_b01_s_88,40048,event_goldencoinrush1_b01_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_s_88,True,,,,,13,idle,,15,idle,,3,idle,,1,idle,,16,16,1.0,,,,,,,,17,idle,,
event_goldencoinrush1_b01_s_89,40048,event_goldencoinrush1_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_s_89,True,,,,,13,idle,,15,idle,,3,idle,,1,idle,,16,16,1.0,,,,,,,,17,idle,,
event_goldencoinrush1_b01_s_90,40048,event_goldencoinrush1_b01_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_s_90,True,,,,,13,idle,,15,idle,,3,idle,,1,idle,,16,16,1.0,,,,,,,,17,idle,,
event_goldencoinrush1_b01_s_91,40048,event_goldencoinrush1_b01_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_s_91,True,,,,,13,idle,,15,idle,,3,idle,,1,idle,,16,16,1.0,,,,,,,,17,sad,,
event_goldencoinrush1_b01_s_92,40048,event_goldencoinrush1_b01_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_s_92,True,,,,,13,idle,,15,idle,,3,idle,,1,idle,,16,16,1.0,,,,,,,,17,sad,,
event_goldencoinrush1_b01_s_93,40048,event_goldencoinrush1_b01_s,Self,rupee_b,,Locale_MainScenario:event_goldencoinrush1_b01_s_93,False,,,,,13,idle,,15,idle,,3,idle,,1,idle,,16,L_170,1.0,,,,,,,,17,sad,,
event_goldencoinrush1_b01_s_94,40048,event_goldencoinrush1_b01_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_s_94,True,,,,,13,idle,,15,idle,,3,idle,,1,idle,,L_170,L_170,1.0,,,,,,,,17,delight,,
event_goldencoinrush1_b01_s_95,40048,event_goldencoinrush1_b01_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_s_95,True,,,,,13,idle,,15,idle,,3,idle,,1,idle,,L_170,L_170,1.0,,,,,,,,17,delight,,
event_goldencoinrush1_b01_s_96,40048,event_goldencoinrush1_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush1_b01_s_96,True,mustang,7,idle,,13,idle,,15,idle,,3,idle,,1,idle,,L_70,L_70,1.0,,,,,,,,17,delight,,
event_goldencoinrush1_b01_s_97,40048,event_goldencoinrush1_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush1_b01_s_97,True,,7,idle,,13,idle,,15,idle,,3,idle,,1,idle,,L_70,L_70,1.0,,,,,,,,17,delight,,
event_goldencoinrush1_b01_s_98,40048,event_goldencoinrush1_b01_s,Monologue,mustang,,Locale_MainScenario:event_goldencoinrush1_b01_s_98,False,,7,idle,,17,serious,,13,idle,,3,idle,,1,idle,,black,black,1.0,,yan,,,,,,17,delight,rupee_b,black
event_goldencoinrush1_b01_s_99,40048,event_goldencoinrush1_b01_s,Monologue,mustang,,Locale_MainScenario:event_goldencoinrush1_b01_s_99,False,,7,idle,,17,serious,,13,idle,,,,,1,idle,,black,black,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_100,40048,event_goldencoinrush1_b01_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush1_b01_s_100,True,,7,idle,,17,serious,,13,idle,,,,,1,idle,,L_70,L_70,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_101,40048,event_goldencoinrush1_b01_s,Monologue,mustang,,Locale_MainScenario:event_goldencoinrush1_b01_s_101,False,,7,idle,,17,serious,,13,idle,,,,,1,idle,,L_70,12,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_102,40048,event_goldencoinrush1_b01_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush1_b01_s_102,False,,7,idle,,17,serious,,13,idle,,,,,1,idle,,12,XS_130,1.0,,,,,,,,,,,
event_goldencoinrush1_b01_s_103,40048,event_goldencoinrush1_b01_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_s_103,True,,7,idle,,17,serious,,13,idle,,,,,1,idle,,XS_130,XS_130,1.0,,,,,,,,,,,
