id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/0/hide_char_id
event_lastkingdom2_02_e_11,40046,event_lastkingdom2_02_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_02_e_11,True,,1,idle,,3,void,,7,idle,,13,idle,,XS_10,XS_100,1.0,,,,,,,
event_lastkingdom2_02_e_12,40046,event_lastkingdom2_02_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_02_e_12,True,,1,idle,,3,void,,7,idle,,13,idle,,XS_100,XS_100,1.0,,,,,,,
event_lastkingdom2_02_e_13,40046,event_lastkingdom2_02_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_02_e_13,False,,1,idle,,3,pain,,7,idle,,13,idle,,XS_100,300,1.0,,,,,,,
event_lastkingdom2_02_e_14,40046,event_lastkingdom2_02_e,Speech,kilo,kilo_op_c,Locale_MainScenario:event_lastkingdom2_02_e_14,True,,1,idle,,3,pain,,7,idle,,13,idle,,300,70,1.0,,,,,,,
event_lastkingdom2_02_e_15,40046,event_lastkingdom2_02_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_02_e_15,True,,1,idle,,3,pain,,7,idle,,13,idle,,XS_10,XS_10,1.0,,,,,,,
event_lastkingdom2_02_e_16,40046,event_lastkingdom2_02_e,Narration,talkative,,Locale_MainScenario:event_lastkingdom2_02_e_16,False,,1,idle,,3,pain,,7,idle,,13,idle,,black,black,1.0,,sfx_scn_windowbreak,,,,,
event_lastkingdom2_02_e_17,40046,event_lastkingdom2_02_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_02_e_17,True,,1,idle,,3,void,,7,idle,,13,idle,,70,7,1.0,,,kilo_op_c,OP_kilo,surprise,,
event_lastkingdom2_02_e_18,40046,event_lastkingdom2_02_e,Narration,kilo_op_c,,Locale_MainScenario:event_lastkingdom2_02_e_18,False,,1,idle,,3,void,,7,idle,,13,idle,,7,7,1.0,,,,OP_kilo,surprise,,
event_lastkingdom2_02_e_19,40046,event_lastkingdom2_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_02_e_19,True,,1,idle,,3,void,,7,idle,,13,idle,,7,7,1.0,,,,OP_kilo,surprise,,
event_lastkingdom2_02_e_20,40046,event_lastkingdom2_02_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_02_e_20,True,,1,idle,,3,void,,7,idle,,13,idle,,7,7,1.0,,,,OP_kilo,surprise,,
event_lastkingdom2_02_e_21,40046,event_lastkingdom2_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_02_e_21,True,,1,idle,,3,void,,7,idle,,13,idle,,7,7,1.0,,,,OP_kilo,surprise,,
event_lastkingdom2_02_e_22,40046,event_lastkingdom2_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_02_e_22,True,,1,idle,,3,void,,7,idle,,13,idle,,7,7,1.0,,,,OP_kilo,surprise,,
event_lastkingdom2_02_e_23,40046,event_lastkingdom2_02_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_02_e_23,True,,1,idle,,3,void,,7,idle,,13,idle,,7,7,1.0,,,,OP_kilo,surprise,,
event_lastkingdom2_02_e_24,40046,event_lastkingdom2_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_02_e_24,True,,1,idle,,3,void,,7,idle,,13,idle,,7,70,1.0,,,,OP_kilo,surprise,,
event_lastkingdom2_02_e_25,40046,event_lastkingdom2_02_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_02_e_25,False,,1,idle,,3,void,,7,idle,,13,idle,,70,70,1.0,,,,OP_kilo,surprise,,
event_lastkingdom2_02_e_26,40046,event_lastkingdom2_02_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_02_e_26,True,,1,idle,,3,void,,7,idle,,13,idle,,XS_10,XS_10,1.0,,,,OP_kilo,surprise,kilo_op_c,
event_lastkingdom2_02_e_27,40046,event_lastkingdom2_02_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_02_e_27,True,,1,idle,,3,void,,7,idle,,13,idle,,XS_10,XS_10,1.0,,,,,,,
event_lastkingdom2_02_e_28,40046,event_lastkingdom2_02_e,Speech,kilo,kilo_op_c,Locale_MainScenario:event_lastkingdom2_02_e_28,False,,1,idle,,3,void,,7,idle,,13,idle,,70,70,1.0,,,,,,,
event_lastkingdom2_02_e_29,40046,event_lastkingdom2_02_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_02_e_29,True,,1,idle,,3,void,,7,idle,,13,idle,,XS_10,XS_10,1.0,,,,,,,
event_lastkingdom2_02_e_30,40046,event_lastkingdom2_02_e,Speech,kilo,kilo_op_c,Locale_MainScenario:event_lastkingdom2_02_e_30,False,,1,idle,,3,void,,7,idle,,13,idle,,70,70,1.0,,,,,,,
event_lastkingdom2_02_e_31,40046,event_lastkingdom2_02_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_02_e_31,True,,1,idle,,3,angry,,7,idle,,13,idle,,70,30,1.0,,,,,,,
event_lastkingdom2_02_e_32,40046,event_lastkingdom2_02_e,Narration,marian_q,,Locale_MainScenario:event_lastkingdom2_02_e_32,False,,1,idle,,3,angry,,7,idle,,13,idle,,30,31,1.0,,sfx_scn_breaks,,,,,
event_lastkingdom2_02_e_33,40046,event_lastkingdom2_02_e,Narration,marian_q,,Locale_MainScenario:event_lastkingdom2_02_e_33,False,,1,idle,,3,angry,,7,idle,,13,idle,,31,31,1.0,,,,,,,
event_lastkingdom2_02_e_34,40046,event_lastkingdom2_02_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_02_e_34,True,,1,idle,,3,angry,,7,idle,,13,idle,,31,31,1.0,,,,,,,
event_lastkingdom2_02_e_35,40046,event_lastkingdom2_02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_02_e_35,True,,1,idle,,3,angry,,7,idle,,13,idle,,31,113,1.0,,,,,,,
event_lastkingdom2_02_e_36,40046,event_lastkingdom2_02_e,Narration,crown,,Locale_MainScenario:event_lastkingdom2_02_e_36,False,,1,idle,,3,angry,,7,idle,,13,idle,,113,113,1.0,,sfx_scn_spearstab,,,,,
event_lastkingdom2_02_e_37,40046,event_lastkingdom2_02_e,Narration,crown,,Locale_MainScenario:event_lastkingdom2_02_e_37,False,,1,idle,,3,angry,,7,idle,,13,idle,,113,113,1.0,,,,,,,
event_lastkingdom2_02_e_38,40046,event_lastkingdom2_02_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_02_e_38,True,,1,idle,,3,angry,,7,idle,,13,idle,,113,113,1.0,,,,,,,
event_lastkingdom2_02_e_39,40046,event_lastkingdom2_02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_02_e_39,False,,1,idle,,3,angry,,7,idle,,13,idle,,113,113,1.0,,,,,,,
event_lastkingdom2_02_e_40,40046,event_lastkingdom2_02_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_02_e_40,True,,1,idle,,3,angry,,7,idle,,13,idle,,113,113,1.0,,,,,,,
event_lastkingdom2_02_e_41,40046,event_lastkingdom2_02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_02_e_41,True,,1,idle,,3,angry,,7,idle,,13,idle,,113,113,1.0,,,,,,,
event_lastkingdom2_02_e_42,40046,event_lastkingdom2_02_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_02_e_42,True,,1,idle,,3,angry,,7,idle,,13,idle,,113,113,1.0,,,,,,,
event_lastkingdom2_02_e_43,40046,event_lastkingdom2_02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_02_e_43,True,,1,idle,,3,angry,,7,idle,,13,idle,,113,113,1.0,,,,,,,
event_lastkingdom2_02_e_44,40046,event_lastkingdom2_02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_02_e_44,True,,1,idle,,3,angry,,7,idle,,13,idle,,113,113,1.0,,,,,,,
event_lastkingdom2_02_e_45,40046,event_lastkingdom2_02_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_02_e_45,True,,1,idle,,3,angry,,7,idle,,13,idle,,113,113,1.0,,,,,,,
event_lastkingdom2_02_e_46,40046,event_lastkingdom2_02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_02_e_46,True,,1,idle,,3,angry,,7,idle,,13,idle,,113,113,1.0,,,,,,,
event_lastkingdom2_02_e_47,40046,event_lastkingdom2_02_e,Narration,crown,,Locale_MainScenario:event_lastkingdom2_02_e_47,False,,1,idle,,3,angry,,7,idle,,13,idle,,black,black,1.0,,,,,,,
event_lastkingdom2_02_e_48,40046,event_lastkingdom2_02_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_02_e_48,True,,1,idle,,3,angry,,7,idle,,13,idle,,1,XS_10,0.7,,,,,,,
event_lastkingdom2_02_e_49,40046,event_lastkingdom2_02_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_02_e_49,True,,1,idle,,3,angry,,7,idle,,13,idle,,XS_10,XS_10,1.0,,,,,,,
event_lastkingdom2_02_e_50,40046,event_lastkingdom2_02_e,Narration,talkative,,Locale_MainScenario:event_lastkingdom2_02_e_50,False,,1,idle,,3,angry,,7,idle,,13,idle,,black,black,1.0,none,,,,,,talkative
event_lastkingdom2_02_e_51,40046,event_lastkingdom2_02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_02_e_51,False,,,,,3,angry,,7,idle,,13,idle,,130,130,1.0,,,,,,,
event_lastkingdom2_02_e_52,40046,event_lastkingdom2_02_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_02_e_52,True,,,,,3,cry,,7,idle,,13,idle,,30,30,1.0,,,,,,,
event_lastkingdom2_02_e_53,40046,event_lastkingdom2_02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_02_e_53,True,,,,,3,cry,,7,idle,,13,idle,,130,1300,1.0,,,,,,,
event_lastkingdom2_02_e_54,40046,event_lastkingdom2_02_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_02_e_54,True,,,,,3,cry,,7,idle,,13,idle,,300,300,1.0,,,,,,,
event_lastkingdom2_02_e_55,40046,event_lastkingdom2_02_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_02_e_55,True,,,,,3,cry,,7,idle,,13,idle,,70,70,1.0,,,kilo_op_c,OP_kilo,think,,
event_lastkingdom2_02_e_56,40046,event_lastkingdom2_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_02_e_56,True,,,,,3,cry,,7,idle,,13,idle,,70,70,1.0,,,,OP_kilo,think,,
event_lastkingdom2_02_e_57,40046,event_lastkingdom2_02_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_02_e_57,True,,,,,3,cry,,7,idle,,13,idle,,70,7,1.0,,,,OP_kilo,think,,
event_lastkingdom2_02_e_58,40046,event_lastkingdom2_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_02_e_58,True,,,,,3,cry,,7,idle,,13,idle,,7,7,1.0,,,,OP_kilo,think,,
event_lastkingdom2_02_e_59,40046,event_lastkingdom2_02_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_02_e_59,True,,,,,3,cry,,7,idle,,13,idle,,7,7,1.0,,,,OP_kilo,think,,
event_lastkingdom2_02_e_60,40046,event_lastkingdom2_02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_02_e_60,True,,,,,3,cry,,7,idle,,13,idle,,130,130,1.0,,,,OP_kilo,think,kilo_op_c,
event_lastkingdom2_02_e_61,40046,event_lastkingdom2_02_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_02_e_61,True,,,,,3,cry,,7,idle,,13,idle,,7,70,0.7,,,,,,,
event_lastkingdom2_02_e_62,40046,event_lastkingdom2_02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_02_e_62,True,,,,,3,cry,,7,idle,,13,idle,,130,130,1.0,,,,,,,
event_lastkingdom2_02_e_63,40046,event_lastkingdom2_02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_02_e_63,True,,,,,3,cry,,7,idle,,13,idle,,130,130,1.0,,,,,,,
event_lastkingdom2_02_e_64,40046,event_lastkingdom2_02_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_02_e_64,True,,,,,3,cry,,7,idle,,13,idle,,70,70,1.0,,,,,,,
event_lastkingdom2_02_e_65,40046,event_lastkingdom2_02_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_02_e_65,True,,,,,3,cry,,7,idle,,13,idle,,130,130,1.0,,,,,,,
event_lastkingdom2_02_e_66,40046,event_lastkingdom2_02_e,Narration,,,Locale_MainScenario:event_lastkingdom2_02_e_66,False,,,,,3,cry,,7,idle,,13,idle,,black,black,1.0,,,,,,,
event_lastkingdom2_02_e_67,40046,event_lastkingdom2_02_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_02_e_67,True,,,,,3,cry,,7,idle,,13,idle,,30,30,1.0,,,,,,,
event_lastkingdom2_02_e_68,40046,event_lastkingdom2_02_e,Speech,kilo,kilo_op_c,Locale_MainScenario:event_lastkingdom2_02_e_68,True,,,,,3,cry,,7,idle,,13,idle,,70,70,1.0,,,,,,,
event_lastkingdom2_02_e_69,40046,event_lastkingdom2_02_e,Speech,kilo,kilo_op_c,Locale_MainScenario:event_lastkingdom2_02_e_69,True,,,,,3,cry,,7,idle,,13,idle,,70,70,1.0,,,,,,,
event_lastkingdom2_02_e_70,40046,event_lastkingdom2_02_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_02_e_70,True,,,,,3,cry,,7,idle,,13,idle,,70,70,1.0,,,,,,,
event_lastkingdom2_02_e_71,40046,event_lastkingdom2_02_e,Speech,kilo,kilo_op_c,Locale_MainScenario:event_lastkingdom2_02_e_71,True,,,,,3,cry,,7,idle,,13,idle,,70,7,1.0,,,,,,,
event_lastkingdom2_02_e_72,40046,event_lastkingdom2_02_e,Narration,,,Locale_MainScenario:event_lastkingdom2_02_e_72,False,,,,,3,cry,,7,idle,,13,idle,,black,black,1.0,,sfx_scn_mechhatchopen,,,,,
event_lastkingdom2_02_e_73,40046,event_lastkingdom2_02_e,Narration,,,Locale_MainScenario:event_lastkingdom2_02_e_73,False,,,,,3,cry,,7,idle,,13,idle,,black,black,1.0,,,kilo,5,idle,,
event_lastkingdom2_02_e_74,40046,event_lastkingdom2_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_02_e_74,True,,,,,3,cry,,7,idle,,13,idle,,53,53,1.0,,,,5,idle,,
event_lastkingdom2_02_e_75,40046,event_lastkingdom2_02_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_02_e_75,False,,,,,3,cry,,7,idle,,13,idle,,53,53,1.0,,,,5,idle,,
event_lastkingdom2_02_e_76,40046,event_lastkingdom2_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_02_e_76,True,,,,,3,cry,,7,idle,,13,idle,,53,S_50,1.0,,,,5,idle,,
event_lastkingdom2_02_e_77,40046,event_lastkingdom2_02_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_02_e_77,True,,,,,3,cry,,7,idle,,13,idle,,S_50,S_500,1.0,,,,5,idle,,
