id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,highlight,speaker
snowfall_speech_noirblanc_16_11,80903,snowfall_speech_noirblanc_16,Speech,Locale_SubScenario:snowfall_speech_noirblanc_16_11,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_16_12,80903,snowfall_speech_noirblanc_16,Speech,Locale_SubScenario:snowfall_speech_noirblanc_16_12,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_16_13,80903,snowfall_speech_noirblanc_16,Speech,Locale_SubScenario:snowfall_speech_noirblanc_16_13,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_16_14,80903,snowfall_speech_noirblanc_16,Choice,Locale_SubScenario:snowfall_speech_noirblanc_16_14,False,,1,idle,,13,idle,,12,12,1.0,,,snowfall_speech_noirblanc_16_16,,blanc_c,
snowfall_speech_noirblanc_16_15,80903,snowfall_speech_noirblanc_16,Choice,Locale_SubScenario:snowfall_speech_noirblanc_16_15,False,,1,idle,,13,idle,,12,12,1.0,,,snowfall_speech_noirblanc_16_18,,blanc_c,
snowfall_speech_noirblanc_16_16,80903,snowfall_speech_noirblanc_16,Speech,Locale_SubScenario:snowfall_speech_noirblanc_16_16,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_16_17,80903,snowfall_speech_noirblanc_16,Speech,Locale_SubScenario:snowfall_speech_noirblanc_16_17,True,,1,idle,,13,idle,,12,12,1.0,,,snowfall_speech_noirblanc_16_21,,noir_c,noir_c
snowfall_speech_noirblanc_16_18,80903,snowfall_speech_noirblanc_16,Speech,Locale_SubScenario:snowfall_speech_noirblanc_16_18,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_16_19,80903,snowfall_speech_noirblanc_16,Speech,Locale_SubScenario:snowfall_speech_noirblanc_16_19,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_16_20,80903,snowfall_speech_noirblanc_16,Speech,Locale_SubScenario:snowfall_speech_noirblanc_16_20,True,,1,delight,,13,delight,,12,12,1.0,,,snowfall_speech_noirblanc_16_21,,blanc_noir,blanc_noir
snowfall_speech_noirblanc_16_21,80903,snowfall_speech_noirblanc_16,Speech,Locale_SubScenario:snowfall_speech_noirblanc_16_21,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_16_22,80903,snowfall_speech_noirblanc_16,Speech,Locale_SubScenario:snowfall_speech_noirblanc_16_22,True,,1,delight,,13,delight,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_16_23,80903,snowfall_speech_noirblanc_16,Speech,Locale_SubScenario:snowfall_speech_noirblanc_16_23,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_16_24,80903,snowfall_speech_noirblanc_16,Speech,Locale_SubScenario:snowfall_speech_noirblanc_16_24,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_16_25,80903,snowfall_speech_noirblanc_16,Speech,Locale_SubScenario:snowfall_speech_noirblanc_16_25,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_16_26,80903,snowfall_speech_noirblanc_16,Narration,Locale_SubScenario:snowfall_speech_noirblanc_16_26,False,,1,idle,,13,idle,,black,black,1.0,,,,,noir_c,
