id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,fade,play_sound
event_unbreakablesphere2_01_e_36,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_36,True,,1,angry,,,,15,idle,,S_10,S_100,0.5,,,,13,think,,,
event_unbreakablesphere2_01_e_37,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_37,True,,1,angry,,,,15,idle,,S_100,S_100,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_38,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_38,True,,1,angry,,,,15,idle,,S_100,1300,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_39,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_39,True,,1,angry,,,,15,idle,,1300,1300,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_40,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_40,True,,1,angry,,,,15,idle,,1300,1300,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_41,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_41,True,,1,angry,,,,15,idle,,1300,1300,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_42,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_42,True,,1,angry,,,,15,idle,,1300,1300,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_43,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_43,True,,1,angry,,,,15,idle,,1300,130,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_44,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_44,False,,1,think,,,,15,idle,,S_10,S_10,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_45,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_45,True,,1,think,,,,15,idle,,130,130,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_46,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_46,True,,1,think,,,,15,idle,,130,130,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_47,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_47,True,,1,think,,,,15,idle,,130,130,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_48,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_48,True,,1,think,,,,15,idle,,130,130,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_49,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_49,True,,1,think,,,,15,idle,,130,130,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_50,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_50,True,,1,think,,,,15,idle,,130,130,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_51,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_51,True,,1,think,,,,15,idle,,130,130,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_52,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_52,True,,1,think,,,,15,idle,,130,130,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_53,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_53,True,,1,think,,,,15,idle,,130,130,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_54,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_54,True,,1,think,,,,15,idle,,130,130,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_55,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_55,True,,1,think,,,,15,idle,,130,113,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_56,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_56,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_57,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_57,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_58,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_58,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_59,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_59,False,,1,think,,,,15,idle,,113,113,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_60,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_60,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_61,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_61,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_62,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_62,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_63,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_63,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_64,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_64,True,,1,think,,,,15,idle,,S_10,S_100,0.7,,,,13,think,,,
event_unbreakablesphere2_01_e_65,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_65,True,,1,think,,,,15,idle,,1300,1300,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_66,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_66,True,,1,think,,,,15,idle,,1300,1300,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_67,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_67,True,,1,think,,,,15,idle,,1300,1300,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_68,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_68,True,,1,think,,,,15,idle,,S_100,S_10,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_69,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_69,True,,1,think,,,,15,idle,,S_10,113,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_70,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_70,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_71,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_71,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_72,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_72,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_73,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_73,False,,1,think,,,,15,idle,,113,113,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_74,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_74,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_75,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_75,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_76,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_76,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_77,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_77,True,,1,think,,,,15,idle,,1,S_10,0.7,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_78,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_78,True,,1,think,,,,15,idle,,S_10,S_100,0.5,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_79,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_79,True,,1,think,,,,15,idle,,S_100,S_100,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_80,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_80,True,,1,think,,,,15,idle,,S_100,S_100,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_81,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_81,True,,1,think,,,,15,idle,,S_100,S_100,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_82,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_82,True,,1,think,,,,15,idle,,S_100,S_100,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_83,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_83,True,,1,think,,,,15,idle,,S_100,S_10,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_84,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_84,True,,1,think,,,,15,idle,,S_10,S_10,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_85,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_85,True,,1,think,,,,15,idle,,S_10,S_10,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_86,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_86,True,,1,think,,,,15,idle,,S_10,S_10,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_87,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_87,True,,1,think,,,,15,idle,,S_10,S_10,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_88,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_88,True,,1,think,,,,15,idle,,S_10,S_10,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_89,40076,event_unbreakablesphere2_01_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_01_e_89,False,,1,think,,,,15,idle,,L_150,L_150,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_90,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_90,True,,1,think,,,,15,idle,,S_10,S_100,0.5,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_91,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_91,True,,1,think,,,,15,idle,,S_100,S_100,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_92,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_92,True,,1,think,,,,15,idle,,S_100,S_100,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_93,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_93,True,,1,think,,,,15,idle,,S_100,S_10,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_94,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_94,True,,1,think,,,,15,idle,,S_10,S_10,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_95,40076,event_unbreakablesphere2_01_e,Narration,,,Locale_MainScenario:event_unbreakablesphere2_01_e_95,False,,1,think,,,,15,idle,,black,black,1.0,,,,13,sad_01,,,sfx_scn_bodysit
event_unbreakablesphere2_01_e_96,40076,event_unbreakablesphere2_01_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_01_e_96,False,,1,think,,,,15,idle,,L_150,L_1500,0.5,,,,13,pain,,,
event_unbreakablesphere2_01_e_97,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_97,True,,1,think,,,,15,idle,,130,1300,0.5,,,,13,pain,,,
event_unbreakablesphere2_01_e_98,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_98,True,,1,think,,,,15,idle,,S_100,S_10,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_99,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_99,True,,1,think,,,,15,idle,,S_10,S_10,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_100,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_100,True,,1,think,,,,15,idle,,S_10,113,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_101,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_101,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_102,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_102,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_103,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_103,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_104,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_104,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_105,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_105,True,,1,think,,,,15,idle,,S_10,S_100,0.5,,,,13,pain,,,
event_unbreakablesphere2_01_e_106,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_106,True,,1,think,,,,15,idle,,S_100,S_100,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_107,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_107,True,,1,think,,,,15,idle,,S_100,S_100,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_108,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_108,True,,1,think,,,,15,idle,,S_100,S_100,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_109,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_109,True,,1,think,,,,15,idle,,S_100,S_100,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_110,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_110,True,,1,think,,,,15,idle,,S_100,S_100,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_111,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_111,True,,1,think,,,,15,idle,,S_100,S_10,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_112,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_112,True,,1,think,,,,15,idle,,S_10,S_10,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_113,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_113,True,,1,think,,,,15,idle,,S_10,S_10,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_114,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_114,True,,1,think,,,,15,idle,,S_10,S_10,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_115,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_115,True,,1,think,,,,15,idle,,S_10,1,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_116,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_116,True,,1,think,,,,15,idle,,1,113,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_117,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_117,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,pain,,,
