id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,play_sound,set_filter_01
d_ex_seayouagain_11_28,80600,d_ex_seayouagain_11,Choice,,Locale_SuddenStory:d_ex_seayouagain_11_28,False,,7,sorrow,,17,17,1.0,,,,,5,idle,,3,idle,d_ex_seayouagain_11_38,,
d_ex_seayouagain_11_29,80600,d_ex_seayouagain_11,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_11_29,True,,7,sorrow,,7,7,1.0,,liter_s,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_30,80600,d_ex_seayouagain_11,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_11_30,True,,7,angry,,7,XS_70,0.5,,liter_s,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_31,80600,d_ex_seayouagain_11,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_11_31,True,,7,angry,,5,5,1.0,,pepper_s,,,5,surprise,,3,idle,,,
d_ex_seayouagain_11_32,80600,d_ex_seayouagain_11,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_11_32,True,,7,angry,,5,XS_50,0.7,,pepper_s,,,5,good,,3,idle,,,
d_ex_seayouagain_11_33,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_33,False,,7,angry,,XS_50,6,1.0,,,,,5,good,,3,idle,,sfx_scn_fire,
d_ex_seayouagain_11_34,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_34,False,,7,angry,,6,6,1.0,,,,,5,good,,3,idle,,,
d_ex_seayouagain_11_35,80600,d_ex_seayouagain_11,Speech,mary_s,Locale_SuddenStory:d_ex_seayouagain_11_35,True,,7,angry,,6,4,0.7,,mary_s,,,5,surprise,,3,think,,,
d_ex_seayouagain_11_36,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_36,False,,7,angry,,4,3,1.0,,,,,5,surprise,,3,think,,,
d_ex_seayouagain_11_37,80600,d_ex_seayouagain_11,Speech,mary_s,Locale_SuddenStory:d_ex_seayouagain_11_37,True,,7,angry,,3,30,1.0,,mary_s,,,5,surprise,,3,idle,d_ex_seayouagain_11_49,,
d_ex_seayouagain_11_38,80600,d_ex_seayouagain_11,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_11_38,True,,7,sorrow,,7,7,1.0,,liter_s,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_39,80600,d_ex_seayouagain_11,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_11_39,True,,7,sorrow,,7,XS_70,1.0,,liter_s,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_40,80600,d_ex_seayouagain_11,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_11_40,True,,7,sorrow,,XS_70,XS_70,1.0,,liter_s,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_41,80600,d_ex_seayouagain_11,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_11_41,True,,7,angry,,XS_70,XS_700,0.6,,liter_s,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_42,80600,d_ex_seayouagain_11,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_11_42,True,,7,angry,,5,XS_50,0.7,,pepper_s,,,5,surprise,,3,idle,,,
d_ex_seayouagain_11_43,80600,d_ex_seayouagain_11,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_11_43,True,,7,angry,,XS_50,5,1.0,,pepper_s,,,5,good,,3,idle,,,
d_ex_seayouagain_11_44,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_44,False,,7,angry,,5,6,1.0,,,,,5,good,,3,idle,,sfx_scn_fire,
d_ex_seayouagain_11_45,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_45,False,,7,angry,,6,6,1.0,,,,,5,good,,3,idle,,,
d_ex_seayouagain_11_46,80600,d_ex_seayouagain_11,Speech,mary_s,Locale_SuddenStory:d_ex_seayouagain_11_46,True,,7,angry,,6,4,0.7,,mary_s,,,5,surprise,,3,think,,,
d_ex_seayouagain_11_47,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_47,False,,7,angry,,4,3,1.0,,,,,5,surprise,,3,think,,,
d_ex_seayouagain_11_48,80600,d_ex_seayouagain_11,Speech,mary_s,Locale_SuddenStory:d_ex_seayouagain_11_48,True,,7,angry,,3,30,1.0,,mary_s,,,5,surprise,,3,idle,,,
d_ex_seayouagain_11_49,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_49,False,,7,angry,,30,30,1.0,,,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_50,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_50,False,,7,idle,,black,black,1.0,,,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_51,80600,d_ex_seayouagain_11,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_11_51,True,,7,idle,,4,4,1.0,,pepper_s,,,5,surprise,,3,idle,,,
d_ex_seayouagain_11_52,80600,d_ex_seayouagain_11,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_11_52,True,,7,idle,,4,4,1.0,,pepper_s,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_53,80600,d_ex_seayouagain_11,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_11_53,True,,7,idle,,4,4,1.0,,pepper_s,,,5,delight,,3,idle,,,
d_ex_seayouagain_11_54,80600,d_ex_seayouagain_11,Speech,mary_s,Locale_SuddenStory:d_ex_seayouagain_11_54,True,,7,idle,,4,4,1.0,,mary_s,,,5,delight,,3,idle,,,
d_ex_seayouagain_11_55,80600,d_ex_seayouagain_11,Speech,mary_s,Locale_SuddenStory:d_ex_seayouagain_11_55,True,,7,idle,,4,4,1.0,,mary_s,,,5,delight,,3,idle,,,
d_ex_seayouagain_11_56,80600,d_ex_seayouagain_11,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_11_56,True,,7,idle,,4,6,1.0,,liter_s,,,5,delight,,3,idle,,,
d_ex_seayouagain_11_57,80600,d_ex_seayouagain_11,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_11_57,True,,7,idle,,6,6,1.0,,liter_s,,,5,delight,,3,idle,,,
d_ex_seayouagain_11_58,80600,d_ex_seayouagain_11,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_11_58,True,,7,delight,,6,6,1.0,,liter_s,,,5,delight,,3,idle,,,
d_ex_seayouagain_11_59,80600,d_ex_seayouagain_11,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_11_59,True,,7,delight,,6,6,1.0,,pepper_s,,,5,good,,3,idle,,,
d_ex_seayouagain_11_60,80600,d_ex_seayouagain_11,Speech,mary_s,Locale_SuddenStory:d_ex_seayouagain_11_60,True,,7,delight,,3,30,1.0,,mary_s,,,5,good,,3,idle,,,
d_ex_seayouagain_11_61,80600,d_ex_seayouagain_11,Speech,mary_s,Locale_SuddenStory:d_ex_seayouagain_11_61,True,,7,idle,,30,30,1.0,,mary_s,,,5,good,,3,idle,,,
d_ex_seayouagain_11_62,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_62,False,,7,no,,7,XS_70,1.0,,,,,5,good,,3,idle,,,
d_ex_seayouagain_11_63,80600,d_ex_seayouagain_11,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_11_63,True,,7,no,,XS_70,XS_70,1.0,,liter_s,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_64,80600,d_ex_seayouagain_11,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_11_64,True,,7,idle,,XS_70,XS_70,1.0,,liter_s,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_65,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_65,False,,7,idle,,17,170,0.5,,,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_66,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_66,False,,7,idle,,17,170,0.5,,,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_67,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_67,False,,7,idle,,170,170,1.0,,,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_68,80600,d_ex_seayouagain_11,Self,Self,Locale_SuddenStory:d_ex_seayouagain_11_68,False,,7,idle,,170,170,1.0,,,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_69,80600,d_ex_seayouagain_11,Narration,Narration,Locale_SuddenStory:d_ex_seayouagain_11_69,False,,7,idle,,170,1700,0.3,none,,Low_2,,5,idle,,3,idle,,,Vignetting
d_ex_seayouagain_11_70,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_70,False,,7,idle,,1700,1700,1.0,,,,,5,idle,,3,idle,,,Vignetting
d_ex_seayouagain_11_71,80600,d_ex_seayouagain_11,Narration,Narration,Locale_SuddenStory:d_ex_seayouagain_11_71,False,,7,idle,,1700,17,0.3,bgm_story_profusion,,Low_2,,5,idle,,3,idle,,,
d_ex_seayouagain_11_72,80600,d_ex_seayouagain_11,Speech,mary_s,Locale_SuddenStory:d_ex_seayouagain_11_72,True,,7,idle,,3,300,0.5,,mary_s,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_73,80600,d_ex_seayouagain_11,Speech,mary_s,Locale_SuddenStory:d_ex_seayouagain_11_73,True,,7,idle,,300,300,1.0,,mary_s,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_74,80600,d_ex_seayouagain_11,Narration,Narration,Locale_SuddenStory:d_ex_seayouagain_11_74,False,,7,idle,,black,black,1.0,,,,,5,idle,,3,idle,,sfx_scn_condiment,
d_ex_seayouagain_11_75,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_75,False,,7,idle,,300,300,1.0,,,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_76,80600,d_ex_seayouagain_11,Self,Self,Locale_SuddenStory:d_ex_seayouagain_11_76,False,,7,idle,,300,300,1.0,,,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_77,80600,d_ex_seayouagain_11,Speech,mary_s,Locale_SuddenStory:d_ex_seayouagain_11_77,True,,7,idle,,300,30,1.0,,mary_s,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_78,80600,d_ex_seayouagain_11,Narration,Narration,Locale_SuddenStory:d_ex_seayouagain_11_78,False,,7,idle,,black,black,1.0,,,,,5,special,,3,idle,,,
d_ex_seayouagain_11_79,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_79,False,,7,idle,,13,13,1.0,,,,,5,special,,3,idle,,,
d_ex_seayouagain_11_80,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_80,False,,7,idle,,13,13,1.0,,,,,5,special,,3,idle,,,
d_ex_seayouagain_11_81,80600,d_ex_seayouagain_11,Speech,liter_s,Locale_SuddenStory:d_ex_seayouagain_11_81,True,,7,idle,,6,6,1.0,,liter_s,,,5,special,,3,idle,,,
d_ex_seayouagain_11_82,80600,d_ex_seayouagain_11,Speech,pepper_s,Locale_SuddenStory:d_ex_seayouagain_11_82,True,,7,idle,,6,6,1.0,,pepper_s,,,5,special,,3,idle,,,
d_ex_seayouagain_11_83,80600,d_ex_seayouagain_11,Speech,mary_s,Locale_SuddenStory:d_ex_seayouagain_11_83,True,,7,idle,,6,4,1.0,,mary_s,,,5,special,,3,idle,,,
d_ex_seayouagain_11_84,80600,d_ex_seayouagain_11,Self,Self,Locale_SuddenStory:d_ex_seayouagain_11_84,False,,7,idle,,17,170,0.5,,,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_85,80600,d_ex_seayouagain_11,Self,Self,Locale_SuddenStory:d_ex_seayouagain_11_85,False,,7,idle,,170,1700,0.5,,,Low_2,,5,idle,,3,idle,,,
d_ex_seayouagain_11_86,80600,d_ex_seayouagain_11,Speech,mary_s,Locale_SuddenStory:d_ex_seayouagain_11_86,True,,7,idle,,30,300,1.0,,mary_s,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_87,80600,d_ex_seayouagain_11,Speech,mary_s,Locale_SuddenStory:d_ex_seayouagain_11_87,True,,7,idle,,300,300,1.0,,mary_s,,,5,idle,,3,idle,,,
d_ex_seayouagain_11_88,80600,d_ex_seayouagain_11,Speech,mary_s,Locale_SuddenStory:d_ex_seayouagain_11_88,True,,7,idle,,300,300,1.0,,mary_s,,,5,idle,,3,shy,,,
d_ex_seayouagain_11_89,80600,d_ex_seayouagain_11,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_11_89,False,,7,idle,,17,17,1.0,,,,,5,idle,,3,shy,,,
