id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id
event_goldenship_06_e_11,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_11,True,,1,sad2,,S_100,S_10,1.0,,mast,mast,,,,,,,,,,,,
event_goldenship_06_e_12,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_12,False,,1,sad2,,S_10,S_10,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_13,40023,event_goldenship_06_e,Narration,Locale_SubScenario:event_goldenship_06_e_13,False,,1,sad2,,S_10,S_10,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_14,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_14,False,,1,sad2,,S_10,S_10,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_15,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_15,False,,1,sad2,,S_10,S_10,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_16,40023,event_goldenship_06_e,Self,Locale_SubScenario:event_goldenship_06_e_16,False,,1,sad2,,S_10,S_10,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_17,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_17,True,,1,sad2,,S_10,S_10,1.0,,anchor,anchor,,,,,,,,,,,,
event_goldenship_06_e_18,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_18,True,,1,sad2,,S_10,S_10,1.0,,frima_s,frima,,,,,,,,,,,,
event_goldenship_06_e_19,40023,event_goldenship_06_e,Self,Locale_SubScenario:event_goldenship_06_e_19,False,,1,sad2,,S_10,S_10,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_20,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_20,False,,1,sad,,S_10,S_10,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_21,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_21,True,,1,sad,,S_10,S_100,0.5,,mast,mast,,,,,,,,,,,,
event_goldenship_06_e_22,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_22,False,,1,sad,,S_100,S_100,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_23,40023,event_goldenship_06_e,Narration,Locale_SubScenario:event_goldenship_06_e_23,False,,1,surprise2,,S_100,S_100,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_24,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_24,False,,1,surprise2,,S_100,S_100,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_25,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_25,False,,1,surprise2,,S_100,S_100,1.0,,frima_s,frima,,,,,,,,,,,,
event_goldenship_06_e_26,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_26,False,,1,surprise2,,S_100,S_100,1.0,,anchor,anchor,,,,,,,,,,,,
event_goldenship_06_e_27,40023,event_goldenship_06_e,Self,Locale_SubScenario:event_goldenship_06_e_27,False,,1,surprise2,,S_100,S_100,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_28,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_28,True,,1,surprise2,,S_100,S_10,1.0,,mast,mast,,,,,,,,,,,,
event_goldenship_06_e_29,40023,event_goldenship_06_e,Narration,Locale_SubScenario:event_goldenship_06_e_29,False,,1,surprise2,,S_10,S_10,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_30,40023,event_goldenship_06_e,Narration,Locale_SubScenario:event_goldenship_06_e_30,False,,1,surprise2,,S_10,S_10,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_31,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_31,True,,1,surprise,,S_10,S_10,1.0,,mast,mast,,,,,,,,,,,,
event_goldenship_06_e_32,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_32,True,,1,surprise,,S_10,S_10,1.0,,mast,mast,,,,,,,,,,,,
event_goldenship_06_e_33,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_33,True,,1,surprise,,S_10,S_100,1.0,,mast,mast,,,,,,,,,,,,
event_goldenship_06_e_34,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_34,False,,1,surprise,,black,black,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_35,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_35,False,,1,surprise,,black,black,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_36,40023,event_goldenship_06_e,Narration,Locale_SubScenario:event_goldenship_06_e_36,False,,1,surprise,,black,black,1.0,,,,sfx_scn_bigwavebreak,,,,,,,,,,,
event_goldenship_06_e_37,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_37,True,,1,idle,,S_100,S_100,1.0,,mast,mast,,,,,,,,,,,,
event_goldenship_06_e_38,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_38,True,,1,idle,,S_100,S_100,1.0,,mast,mast,,,,,,,,,,,,
event_goldenship_06_e_39,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_39,False,,1,idle,,S_100,S_100,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_40,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_40,False,,1,idle,,S_100,S_100,1.0,,,,,,,,,,,,,,,
event_goldenship_06_e_41,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_41,True,,1,idle,,S_100,S_10,1.0,,mast,mast,,,,,,,,,,,,
event_goldenship_06_e_42,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_42,False,,1,idle,,black,black,1.0,,,,,mast,mast_event,event,idle,,,,,,,
event_goldenship_06_e_43,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_43,False,,,,,mast_01,mast_02,2.0,,,,,,,event,idle,,,,,,,
event_goldenship_06_e_44,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_44,False,,,,,mast_02,mast_02,1.0,,,,,,,event,idle,,,,,,,
event_goldenship_06_e_45,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_45,False,,,,,mast_02,mast_02,1.0,,,,,,,event,idle,,,,,,,
event_goldenship_06_e_46,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_46,False,,,,,mast_02,mast_02,1.0,,,,,,,event,idle,,,,,,,
event_goldenship_06_e_47,40023,event_goldenship_06_e,Narration,Locale_SubScenario:event_goldenship_06_e_47,False,,,,,mast_02,mast_02,1.0,,,,sfx_scn_wavebreak,,,event,idle,,,,,,,
event_goldenship_06_e_48,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_48,True,,,,,mast_02,mast_03,2.0,,mast,mast,,,,event,idle,,,,,,,
event_goldenship_06_e_49,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_49,True,,,,,mast_03,mast_03,1.0,,mast,mast,,,,event,idle,,,,,,,
event_goldenship_06_e_50,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_50,True,,,,,mast_03,mast_03,1.0,,mast,mast,,,,event,idle,,,,,,,
event_goldenship_06_e_51,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_51,True,,,,,mast_03,mast_03,1.0,,mast,mast,,,,event,idle,,,,,,,
event_goldenship_06_e_52,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_52,True,,,,,mast_03,mast_03,1.0,,mast,mast,,,,event,idle,,,,,,,
event_goldenship_06_e_53,40023,event_goldenship_06_e,Narration,Locale_SubScenario:event_goldenship_06_e_53,False,,,,,mast_03,mast_03,1.0,,,,,,,event,idle,,,,,,,
event_goldenship_06_e_54,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_54,True,,,,,mast_03,mast_02,1.0,,mast,mast,,,,event,idle,,,,,,,
event_goldenship_06_e_55,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_55,True,,,,,mast_02,mast_02,1.0,,mast,mast,,,,event,idle,,,,,,,
event_goldenship_06_e_56,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_56,False,,,,,mast_02,mast_02,1.0,,,,,,,event,idle,,,,,,,
event_goldenship_06_e_57,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_57,False,,,,,mast_02,mast_02,1.0,,,,,,,event,idle,,,,,,,
event_goldenship_06_e_58,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_58,True,,,,,mast_02,mast_02,1.0,,morgan,morgan,,,,event,idle,,,,,,,
event_goldenship_06_e_59,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_59,True,,,,,mast_02,mast_03,3.0,,mast,mast,,,,event,idle,,,,,,,
event_goldenship_06_e_60,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_60,True,,,,,mast_03,mast_03,1.0,,mast,mast,,,,event,idle,,,,,,,
event_goldenship_06_e_61,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_61,True,mast,1,idle,CityForest_04,black,black,1.0,,mast,mast,,,,event,idle,frima_s,3,delight,anchor,5,idle,mast_event
event_goldenship_06_e_62,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_62,False,,1,idle,,1,1,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_63,40023,event_goldenship_06_e,Self,Locale_SubScenario:event_goldenship_06_e_63,False,,1,idle,,1,1,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_64,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_64,True,,1,idle,,1,1,1.0,,mast,mast,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_65,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_65,False,,1,idle,,1,S_10,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_66,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_66,True,,1,idle,,S_10,53,2.0,,anchor,anchor,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_67,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_67,True,,1,idle,,53,53,1.0,,frima_s,frima,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_68,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_68,True,,1,idle,,53,1,1.0,,mast,mast,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_69,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_69,False,,1,idle,,1,1,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_70,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_70,False,,1,idle,,1,53,1.0,,frima_s,frima,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_71,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_71,True,,1,idle,,53,53,1.0,,anchor,anchor,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_72,40023,event_goldenship_06_e,Self,Locale_SubScenario:event_goldenship_06_e_72,False,,1,idle,,53,1,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_73,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_73,True,,1,idle,,1,1,1.0,,mast,mast,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_74,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_74,True,,1,idle,,1,1,1.0,,mast,mast,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_75,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_75,True,,1,idle,,1,S_10,0.5,,mast,mast,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_76,40023,event_goldenship_06_e,Self,Locale_SubScenario:event_goldenship_06_e_76,False,,1,idle,,S_10,S_10,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_77,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_77,True,,1,idle,,S_10,S_100,1.0,none,mast,mast,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_78,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_78,True,,1,idle,,S_100,S_100,1.0,,mast,mast,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_79,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_79,True,,1,idle,,S_100,S_100,1.0,,mast,mast,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_80,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_80,False,,1,idle,,S_100,300,1.0,,frima_s,frima,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_81,40023,event_goldenship_06_e,Narration,Locale_SubScenario:event_goldenship_06_e_81,False,,1,idle,,300,300,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_82,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_82,False,,1,idle,,300,300,1.0,bgm_inark,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_83,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_83,True,,1,surprise,,300,31,1.0,,mast,mast,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_84,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_84,False,,1,surprise,,31,31,1.0,,frima_s,frima,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_85,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_85,True,,1,surprise,,31,31,1.0,,frima_s,frima,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_86,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_86,True,,1,surprise,,31,31,1.0,,frima_s,frima,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_87,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_87,False,,1,surprise,,31,31,1.0,,mast,mast,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_88,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_88,True,,1,surprise,,31,31,1.0,,frima_s,frima,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_89,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_89,True,,1,surprise,,31,5,1.0,,anchor,anchor,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_90,40023,event_goldenship_06_e,Narration,Locale_SubScenario:event_goldenship_06_e_90,False,,1,surprise,,5,5,1.0,,,,sfx_scn_swallow,,,,,,3,delight,,5,delight,
event_goldenship_06_e_91,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_91,False,,1,surprise,,5,5,1.0,,anchor,anchor,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_92,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_92,True,,1,surprise,,5,XS_50,1.0,,anchor,anchor,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_93,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_93,True,,1,surprise,,XS_50,XS_50,1.0,,anchor,anchor,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_94,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_94,False,,1,surprise,,XS_50,XS_50,1.0,,,,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_95,40023,event_goldenship_06_e,Self,Locale_SubScenario:event_goldenship_06_e_95,False,,1,surprise,,XS_50,XS_50,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_96,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_96,False,,1,surprise,,black,black,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_97,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_97,False,,1,surprise,,black,black,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_98,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_98,False,,1,surprise,,black,black,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_99,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_99,False,,1,surprise,,black,black,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_100,40023,event_goldenship_06_e,Self,Locale_SubScenario:event_goldenship_06_e_100,False,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_101,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_101,True,,1,surprise,,S_10,S_10,1.0,,mast,mast,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_102,40023,event_goldenship_06_e,Narration,Locale_SubScenario:event_goldenship_06_e_102,False,,1,surprise,,S_10,S_10,1.0,,,,sfx_scn_swallow,,,,,,3,delight,,5,idle,
event_goldenship_06_e_103,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_103,False,,1,delight,,S_10,S_100,1.0,,mast,mast,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_104,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_104,True,,1,delight,,S_100,S_100,1.0,,mast,mast,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_105,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_105,True,,1,delight,,XS_500,XS_500,1.0,,anchor,anchor,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_106,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_106,True,,1,delight,,XS_500,XS_500,1.0,,anchor,anchor,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_107,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_107,True,,1,sad,,XS_500,XS_500,1.0,,mast,mast,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_108,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_108,True,,1,sad,,XS_500,XS_50,1.0,,anchor,anchor,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_109,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_109,True,,1,sad,,XS_50,XS_50,1.0,,anchor,anchor,,,,,,,3,surprise,,5,idle,
event_goldenship_06_e_110,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_110,True,,1,sad,,XS_50,XS_50,1.0,,anchor,anchor,,,,,,,3,surprise,,5,idle,
event_goldenship_06_e_111,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_111,False,,1,sad,,30,30,1.0,,frima_s,frima,,,,,,,3,surprise,,5,idle,
event_goldenship_06_e_112,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_112,False,,1,shy2,,S_10,S_10,1.0,,mast,mast,,,,,,,3,surprise,,5,idle,
event_goldenship_06_e_113,40023,event_goldenship_06_e,Self,Locale_SubScenario:event_goldenship_06_e_113,False,,1,shy2,,S_10,S_10,1.0,,,,,,,,,,3,surprise,,5,idle,
event_goldenship_06_e_114,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_114,False,,1,shy2,ocean,black,black,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_115,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_115,False,,1,shy2,,1500,1500,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_116,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_116,False,,1,shy2,,1500,1500,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_117,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_117,False,,1,shy2,,1500,1500,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_118,40023,event_goldenship_06_e,Monologue,Locale_SubScenario:event_goldenship_06_e_118,False,,1,shy2,,1500,150,1.0,,,,,,,,,,3,delight,,5,idle,
event_goldenship_06_e_119,40023,event_goldenship_06_e,Self,Locale_SubScenario:event_goldenship_06_e_119,False,,1,shy2,CityForest_04,150,150,1.0,,,,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_120,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_120,True,,1,shy2,,XS_50,XS_50,1.0,,anchor,anchor,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_121,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_121,True,,1,shy2,,30,30,1.0,,frima_s,frima,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_122,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_122,True,,1,shy2,,S_10,S_10,1.0,,mast,mast,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_123,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_123,True,,1,shy2,,S_10,S_10,1.0,,mast,mast,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_124,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_124,True,,1,idle,,S_10,S_10,1.0,,mast,mast,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_125,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_125,True,,1,idle,,S_10,S_10,1.0,,mast,mast,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_126,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_126,True,,1,idle,,S_10,S_100,1.0,,mast,mast,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_127,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_127,True,,1,idle,,S_100,S_100,1.0,,mast,mast,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_128,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_128,True,,1,idle,,S_100,S_100,1.0,,mast,mast,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_129,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_129,True,,1,idle,,S_100,S_100,1.0,,mast,mast,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_130,40023,event_goldenship_06_e,Self,Locale_SubScenario:event_goldenship_06_e_130,False,,1,idle,,S_100,S_100,1.0,,,,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_131,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_131,True,,1,idle,,S_100,S_100,1.0,,mast,mast,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_132,40023,event_goldenship_06_e,Self,Locale_SubScenario:event_goldenship_06_e_132,False,,1,idle,,S_100,S_100,1.0,,,,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_133,40023,event_goldenship_06_e,Self,Locale_SubScenario:event_goldenship_06_e_133,False,,1,idle,,S_100,S_100,1.0,,,,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_134,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_134,True,,1,shy2,,S_100,S_10,0.5,,mast,mast,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_135,40023,event_goldenship_06_e,Self,Locale_SubScenario:event_goldenship_06_e_135,False,,1,shy2,,S_10,S_10,1.0,,,,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_136,40023,event_goldenship_06_e,Self,Locale_SubScenario:event_goldenship_06_e_136,False,,1,shy2,,S_10,S_10,1.0,,,,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_137,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_137,True,,1,shy2,,S_10,S_10,1.0,,mast,mast,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_138,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_138,True,,1,shy2,,53,53,1.0,,frima_s,frima,,,,,,,3,delight,,5,delight,
event_goldenship_06_e_139,40023,event_goldenship_06_e,Speech,Locale_SubScenario:event_goldenship_06_e_139,True,,1,shy2,,53,53,1.0,,frima_s,frima,,,,,,,3,delight,,5,delight,
