id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/hide_char_id
event_jinxplayer_04_e_22,40058,event_jinxplayer_04_e,Monologue,belorta,Monologue,Locale_SubScenario:event_jinxplayer_04_e_22,False,,5,idle,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_23,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_23,True,,5,idle,,3,surprise,,4,4,1.0,,,,
event_jinxplayer_04_e_24,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_24,True,,5,idle,,3,surprise,,4,4,1.0,,,,
event_jinxplayer_04_e_25,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_25,True,,5,idle,,3,surprise,,4,4,1.0,,,,
event_jinxplayer_04_e_26,40058,event_jinxplayer_04_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_04_e_26,False,,5,idle,,3,surprise,,black,black,1.0,,sfx_scn_tabelbell,,
event_jinxplayer_04_e_27,40058,event_jinxplayer_04_e,Narration,rouge,Narration,Locale_SubScenario:event_jinxplayer_04_e_27,False,,5,idle,,3,surprise,,black,black,1.0,,sfx_scn_clap,,
event_jinxplayer_04_e_28,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_28,True,,5,idle,,3,sad,,4,4,1.0,,,,
event_jinxplayer_04_e_29,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_29,True,,5,delight,,3,sad,,4,4,1.0,,,,
event_jinxplayer_04_e_30,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_30,True,,5,delight,,3,sad,,4,4,1.0,,,,
event_jinxplayer_04_e_31,40058,event_jinxplayer_04_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_04_e_31,False,,5,idle,,3,sad,,black,black,1.0,,,black,
event_jinxplayer_04_e_32,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_32,True,,5,idle,,3,sad,,4,4,1.0,,,,
event_jinxplayer_04_e_33,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_33,True,,5,idle,,3,surprise,,4,4,1.0,,,,
event_jinxplayer_04_e_34,40058,event_jinxplayer_04_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_04_e_34,False,,5,idle,,3,surprise,,4,4,1.0,,,,
event_jinxplayer_04_e_35,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_35,True,,5,delight,,3,surprise,,4,XS_50,1.0,,,,
event_jinxplayer_04_e_36,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_36,True,,5,idle,,3,surprise,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_37,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_37,True,,5,idle,,3,surprise,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_38,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_38,True,,5,idle,,3,idle,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_39,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_39,True,,5,delight,,3,idle,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_40,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_40,True,,5,idle,,3,idle,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_41,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_41,True,,5,idle,,3,idle,,XS_50,4,1.0,,,,
event_jinxplayer_04_e_42,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_42,True,,5,idle,,3,idle,,4,4,1.0,,,,
event_jinxplayer_04_e_43,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_43,True,,5,idle,,3,idle,,4,4,1.0,,,,
event_jinxplayer_04_e_44,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_44,True,,5,idle,,3,idle,,4,4,1.0,,,,
event_jinxplayer_04_e_45,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_45,True,,5,idle,,3,surprise,,4,4,1.0,,,,
event_jinxplayer_04_e_46,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_46,True,,5,idle,,3,surprise,,4,4,1.0,,,,
event_jinxplayer_04_e_47,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_47,True,,5,idle,,3,idle,,4,4,1.0,,,,
event_jinxplayer_04_e_48,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_48,True,,5,idle,,3,idle,,4,4,1.0,,,,
event_jinxplayer_04_e_49,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_49,True,,5,idle,,3,idle,,4,XS_50,1.0,,,,
event_jinxplayer_04_e_50,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_50,True,,5,idle,,3,idle,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_51,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_51,True,,5,idle,,3,idle,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_52,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_52,True,,5,idle,,3,idle,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_53,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_53,True,,5,idle,,3,idle,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_54,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_54,True,,5,idle,,3,idle,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_55,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_55,True,,5,idle,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_56,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_56,True,,5,idle,,3,idle,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_57,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_57,True,,5,idle,,3,idle,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_58,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_58,True,,5,idle,,3,idle,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_59,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_59,False,,5,idle,,3,surprise,,30,30,1.0,,,,
event_jinxplayer_04_e_60,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_60,True,,5,idle,,3,surprise,,30,30,1.0,,,,
event_jinxplayer_04_e_61,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_61,True,,5,idle,,3,surprise,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_62,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_62,True,,5,idle,,3,surprise,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_63,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_63,True,,5,idle,,3,surprise,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_64,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_64,True,,5,delight,,3,surprise,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_65,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_65,False,,5,idle,,3,think,,30,30,1.0,,,,
event_jinxplayer_04_e_66,40058,event_jinxplayer_04_e,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_04_e_66,False,,5,idle,,3,think,,30,30,1.0,,,,
event_jinxplayer_04_e_67,40058,event_jinxplayer_04_e,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_04_e_67,False,,5,idle,,3,think,,30,30,1.0,,,,
event_jinxplayer_04_e_68,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_68,True,,5,idle,,3,think,,30,300,1.0,,,,
event_jinxplayer_04_e_69,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_69,True,,5,idle,,3,sad,,300,300,1.0,,,,
event_jinxplayer_04_e_70,40058,event_jinxplayer_04_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_04_e_70,False,,5,idle,,3,sad,,300,300,1.0,none,,,
event_jinxplayer_04_e_71,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_71,True,,5,idle,,3,surprise,,300,30,1.0,bgm_story_epicjazzymoods,,,
event_jinxplayer_04_e_72,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_72,True,,5,idle,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_73,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_73,True,,5,idle,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_74,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_74,True,,5,idle,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_75,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_75,True,,5,idle,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_76,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_76,True,,5,idle,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_77,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_77,True,,5,idle,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_78,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_78,True,,5,idle,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_79,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_79,True,,5,idle,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_80,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_80,True,,5,idle,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_81,40058,event_jinxplayer_04_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_04_e_81,False,,5,idle,,3,idle,,black,black,1.0,,,,
event_jinxplayer_04_e_82,40058,event_jinxplayer_04_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_04_e_82,False,,5,idle,,3,idle,,black,black,1.0,,,,
event_jinxplayer_04_e_83,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_83,True,,5,idle,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_84,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_84,True,,5,idle,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_85,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_85,True,,5,idle,,3,sad,,30,30,1.0,,,,
event_jinxplayer_04_e_86,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_86,True,,5,idle,,3,sad,,30,30,1.0,,,,
event_jinxplayer_04_e_87,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_87,True,,5,idle,,3,sad,,30,30,1.0,,,,
event_jinxplayer_04_e_88,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_88,True,,5,idle,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_89,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_89,True,,5,delight,,3,idle,,30,4,1.0,,,,
event_jinxplayer_04_e_90,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_90,True,,5,delight,,3,idle,,4,4,1.0,,,,
event_jinxplayer_04_e_91,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_91,True,,5,delight,,3,idle,,4,4,1.0,,,,
event_jinxplayer_04_e_92,40058,event_jinxplayer_04_e,Self,rouge,Self,Locale_SubScenario:event_jinxplayer_04_e_92,False,,5,idle,,3,idle,,4,4,1.0,,,,
event_jinxplayer_04_e_93,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_93,True,,5,idle,,3,think,,4,4,1.0,,,,
event_jinxplayer_04_e_94,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_94,True,,5,idle,,3,think,,4,4,1.0,,,,
event_jinxplayer_04_e_95,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_95,True,,5,idle,,3,think,,4,4,1.0,,,,
event_jinxplayer_04_e_96,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_96,True,,5,idle,,3,idle,,4,4,1.0,,,,
event_jinxplayer_04_e_97,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_97,True,,5,idle,,3,idle,,4,XS_50,1.0,,,,
event_jinxplayer_04_e_98,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_98,True,,5,idle,,3,idle,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_99,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_99,True,,5,delight,,3,idle,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_100,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_100,True,,5,idle,,3,idle,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_101,40058,event_jinxplayer_04_e,Speech,belorta,belorta,Locale_SubScenario:event_jinxplayer_04_e_101,True,,5,delight,,3,idle,,XS_50,XS_50,1.0,,,,
event_jinxplayer_04_e_102,40058,event_jinxplayer_04_e,Monologue,rouge,Monologue,Locale_SubScenario:event_jinxplayer_04_e_102,False,,5,delight,,3,idle,,XS_50,5,1.0,,,,belorta
event_jinxplayer_04_e_103,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_103,True,,,,,3,think,,5,30,1.0,,,,
event_jinxplayer_04_e_104,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_104,True,,,,,3,think,,30,30,1.0,,,,
event_jinxplayer_04_e_105,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_105,True,,,,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_106,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_106,True,,,,,3,idle,,30,30,1.0,,,,
event_jinxplayer_04_e_107,40058,event_jinxplayer_04_e,Speech,rouge,rouge,Locale_SubScenario:event_jinxplayer_04_e_107,True,,,,,3,idle,,30,30,1.0,,,,
