id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id
event_absolute1_04_s_21,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_21,True,,2,idle,,12,worry,,XS_120,XS_120,1.0,,
event_absolute1_04_s_22,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_22,True,,2,delight,,12,worry,,20,20,1.0,,
event_absolute1_04_s_23,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_23,True,,2,delight,,12,worry,,XS_120,XS_120,1.0,,
event_absolute1_04_s_24,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_24,True,,2,delight,,12,idle,,XS_120,XS_120,1.0,,
event_absolute1_04_s_25,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_25,True,,2,delight,,12,idle,,XS_120,XS_120,1.0,,
event_absolute1_04_s_26,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_26,True,,2,idle,,12,idle,,XS_120,1,1.3,,
event_absolute1_04_s_27,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_27,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_28,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_28,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_29,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_29,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_30,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_30,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_31,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_31,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_32,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_32,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_33,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_33,True,,2,idle,,12,delight,,1,1,1.0,,
event_absolute1_04_s_34,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_34,True,,2,idle,,12,delight,,1,1,1.0,,
event_absolute1_04_s_35,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_35,True,,2,delight,,12,delight,,1,1,1.0,,
event_absolute1_04_s_36,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_36,True,,2,idle,,12,delight,,1,1,1.0,,
event_absolute1_04_s_37,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_37,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_38,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_38,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_39,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_39,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_40,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_40,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_41,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_41,False,,2,idle,,12,sad,,1,1,1.0,,
event_absolute1_04_s_42,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_42,True,,2,idle,,12,sad,,1,1,1.0,,
event_absolute1_04_s_43,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_43,True,,2,idle,,12,sad,,1,1,1.0,,
event_absolute1_04_s_44,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_44,True,,2,idle,,12,idle,,1,XS_120,1.3,,
event_absolute1_04_s_45,40086,event_absolute1_04_s,Narration,vesti_t,,Locale_MainScenario:event_absolute1_04_s_45,False,,2,idle,,12,idle,,XS_120,XS_120,1.0,none,
event_absolute1_04_s_46,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_46,True,,2,idle,,12,shy,,XS_120,XS_120,1.0,,
event_absolute1_04_s_47,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_47,True,,2,idle,,12,shy,,XS_120,XS_120,1.0,,
event_absolute1_04_s_48,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_48,True,,2,idle,,12,shy,,XS_120,XS_120,1.0,event_bgm_absolute_1,
event_absolute1_04_s_49,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_49,True,,2,idle,,12,shy,,20,20,1.0,,
event_absolute1_04_s_50,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_50,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,
event_absolute1_04_s_51,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_51,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,
event_absolute1_04_s_52,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_52,True,,2,angry,,12,idle,,20,20,1.0,,
event_absolute1_04_s_53,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_53,True,,2,angry,,12,idle,,20,20,1.0,,
event_absolute1_04_s_54,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_54,True,,2,angry,,12,idle,,XS_120,XS_120,1.0,,
event_absolute1_04_s_55,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_55,True,,2,angry,,12,idle,,XS_120,XS_120,1.0,,
event_absolute1_04_s_56,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_56,True,,2,angry,,12,idle,,XS_120,XS_120,1.0,,
event_absolute1_04_s_57,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_57,True,,2,idle,,12,idle,,XS_120,1,1.3,,
event_absolute1_04_s_58,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_58,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_59,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_59,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_60,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_60,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_61,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_61,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_62,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_62,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_63,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_63,True,,2,idle,,12,idle,,1,1,1.0,,
event_absolute1_04_s_64,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_64,True,,2,idle,,12,surprise,,1,1,1.0,,
event_absolute1_04_s_65,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_65,True,,2,idle,,12,surprise,,1,1,1.0,,
event_absolute1_04_s_66,40086,event_absolute1_04_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_04_s_66,True,,2,idle,,12,surprise,,1,1,1.0,,
event_absolute1_04_s_67,40086,event_absolute1_04_s,Narration,vesti_t,,Locale_MainScenario:event_absolute1_04_s_67,False,,2,idle,,12,surprise,,1,1,1.0,,vesti_t
event_absolute1_04_s_68,40086,event_absolute1_04_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_04_s_68,True,,2,delight,,,,,1,20,1.3,,
