id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/3/hide_char_id
event_freezeacpu_05_s_14,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_14,True,,1,idle,,13,idle,,113,113,1.0,,fancywoman02,fancywoman02,fancywoman02,3,idle,staff,5,idle,,,,,,
event_freezeacpu_05_s_15,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_15,True,,1,idle,,13,idle,,113,113,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_16,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_16,True,,1,idle,,13,void,,113,130,1.0,,anis,anis,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_17,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_17,True,,1,idle,,13,void,,130,130,1.0,,anis,anis,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_18,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_18,True,,1,idle,,13,void,,130,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_19,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_19,True,,1,idle,,13,void,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_20,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_20,True,,1,idle,,13,idle,,XS_10,XS_10,1.0,,anis,anis,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_21,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_21,True,,1,idle,,13,idle,,XS_10,53,2.0,,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_22,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_22,True,,1,idle,,13,idle,,53,53,1.0,none,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_23,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_23,True,,1,idle,,13,idle,,53,53,1.0,,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_24,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_24,True,,1,idle,,13,idle,,53,53,1.0,bgm_enemyclose,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_25,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_25,True,,1,idle,,13,idle,,53,53,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_26,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_26,True,,1,idle,,13,idle,,53,53,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_27,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_27,True,,1,idle,,13,idle,,53,53,1.0,,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_28,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_28,True,,1,idle,,13,idle,,53,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_29,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_29,True,,1,idle,,13,idle,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_30,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_30,True,,1,idle,,13,idle,,XS_10,31,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_31,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_31,True,,1,idle,,13,idle,,31,31,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_32,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_32,True,,1,idle,,13,idle,,31,31,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_33,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_33,True,,1,idle,,13,idle,,31,31,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_34,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_34,True,,1,idle,,13,idle,,31,31,1.0,,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_35,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_35,True,,1,idle,,13,idle,,31,31,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_36,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_36,True,,1,idle,,13,idle,,31,31,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_37,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_37,True,,1,idle,,13,idle,,31,31,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_38,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_38,True,,1,idle,,13,idle,,31,31,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_39,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_39,True,,1,idle,,13,idle,,50,50,1.0,,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_40,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_40,True,,1,idle,,13,idle,,50,50,1.0,,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_41,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_41,True,,1,idle,,13,idle,Cafe_n,30,30,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,black,,,,,
event_freezeacpu_05_s_42,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_42,True,,1,idle,,13,idle,,30,300,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_43,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_43,True,,1,idle,,13,idle,,300,300,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_44,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_44,True,,1,idle,,13,idle,,300,300,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_45,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_45,True,,1,idle,,13,idle,,300,30,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_46,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_46,True,,1,idle,,13,idle,,30,50,1.0,,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_47,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_47,True,,1,idle,,13,idle,,50,50,1.0,,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_48,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_48,True,,1,idle,,13,idle,,50,50,1.0,,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_49,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_49,True,,1,idle,,13,idle,,50,50,1.0,,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_50,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_50,True,,1,idle,,13,idle,,50,53,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_51,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_51,True,,1,idle,,13,idle,,53,53,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_52,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_52,True,,1,idle,,13,idle,,53,53,1.0,,fancywoman02,fancywoman02,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_53,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_53,True,,1,idle,,13,idle,,53,53,1.0,,child01,child01,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_54,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_54,True,,1,idle,,13,idle,,53,53,1.0,,child01,child01,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_55,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_55,True,,1,idle,,13,idle,,53,113,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_56,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_56,True,,1,idle,,13,idle,,113,113,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_57,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_57,True,,1,idle,,13,worry,,113,113,1.0,,anis,anis,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_58,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_58,True,,1,idle,,13,worry,,black,black,1.0,,miranda_op,miranda_op,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_59,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_59,True,,1,idle,,13,worry,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,miranda_op,OP_leftup,idle,,
event_freezeacpu_05_s_60,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_60,True,,1,idle,,13,worry,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_61,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_61,True,,1,idle,,13,worry,,XS_10,XS_10,1.0,,miranda_op,miranda_op,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_62,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_62,True,,1,idle,,13,worry,,XS_10,XS_10,1.0,,miranda_op,miranda_op,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_63,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_63,True,,1,angry,,13,worry,,XS_10,XS_100,1.0,,poli,poli,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_64,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_64,True,,1,angry,,13,worry,,XS_100,XS_100,1.0,,poli,poli,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_65,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_65,True,,1,angry,,13,worry,,XS_100,XS_100,1.0,,miranda_op,miranda_op,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_66,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_66,True,,1,angry,,13,worry,,XS_100,XS_100,1.0,,miranda_op,miranda_op,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_67,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_67,True,,1,angry,,13,worry,,XS_100,XS_10,1.0,,miranda_op,miranda_op,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_68,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_68,True,,1,angry,,13,worry,,XS_10,XS_10,1.0,,miranda_op,miranda_op,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_69,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_69,False,,1,surprise,,13,worry,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_70,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_70,False,,1,surprise,,13,worry,,XS_10,113,1.0,,anis,anis,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_71,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_71,True,,1,surprise,,13,worry,,113,113,1.0,,anis,anis,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_72,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_72,True,,1,idle,,13,worry,,113,113,1.0,,poli,poli,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_73,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_73,True,,1,idle,,13,worry,,113,113,1.0,,poli,poli,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_74,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_74,True,,1,idle,,13,worry,,113,113,1.0,,anis,anis,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_75,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_75,False,,1,angry,,13,worry,,113,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_76,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_76,True,,1,angry,,13,worry,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_77,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_77,False,,1,angry,,13,worry,,XS_10,XS_10,1.0,,miranda_op,miranda_op,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_78,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_78,True,,1,angry,,13,worry,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_79,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_79,True,,1,angry,,13,worry,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_80,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_80,True,,1,angry,,13,worry,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_81,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_81,True,,1,angry,,13,worry,,XS_10,XS_10,1.0,,miranda_op,miranda_op,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_82,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_82,True,,1,idle,,13,worry,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_83,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_83,True,,1,idle,,13,worry,,XS_10,XS_10,1.0,,miranda_op,miranda_op,,3,idle,,5,idle,,,OP_leftup,idle,,
event_freezeacpu_05_s_84,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_84,True,,1,idle,,13,worry,,XS_10,113,2.0,,anis,anis,,3,idle,,5,idle,,,OP_leftup,idle,miranda_op,
event_freezeacpu_05_s_85,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_85,True,,1,idle,,13,worry,,113,113,1.0,,anis,anis,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_86,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_86,True,,1,idle,,13,worry,,113,113,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_87,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_87,True,,1,idle,,13,worry,,113,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_88,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_88,True,,1,idle,,13,worry,,50,50,1.0,,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_89,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_89,True,,1,idle,,13,worry,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_90,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_90,True,,1,idle,,13,worry,,50,50,1.0,,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_91,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_91,True,,1,idle,,13,worry,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_92,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_92,True,,1,idle,,13,worry,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_93,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_93,True,,1,idle,,13,worry,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_94,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_94,True,,1,idle,,13,worry,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_95,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_95,True,,1,idle,,13,worry,,50,50,1.0,,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_96,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_96,True,,1,idle,,13,worry,,50,50,1.0,,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_97,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_97,True,,1,idle,,13,worry,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_98,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_98,True,,1,idle,,13,worry,,XS_10,XS_10,1.0,,poli,poli,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_99,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_99,True,,1,idle,,13,worry,,50,50,1.0,,staff,staff,,3,idle,,5,idle,,,,,,
event_freezeacpu_05_s_100,40030,event_freezeacpu_05_s,Narration,Locale_SubScenario:event_freezeacpu_05_s_100,False,,1,idle,,13,worry,,50,50,1.0,,,,,3,idle,,5,idle,,,,,,staff
event_freezeacpu_05_s_101,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_101,True,,1,idle,,13,worry,,50,31,2.0,,poli,poli,,3,idle,,,,,,,,,
event_freezeacpu_05_s_102,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_102,True,,1,idle,,13,worry,,31,31,1.0,,fancywoman02,fancywoman02,,3,idle,,,,,,,,,
event_freezeacpu_05_s_103,40030,event_freezeacpu_05_s,Speech,Locale_SubScenario:event_freezeacpu_05_s_103,True,,1,idle,,13,worry,,31,31,1.0,,poli,poli,,3,idle,,,,,,,,,
