id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,set_filter_02,characters/2/hide_char_id
event_schooloflock_05_e_19,40028,event_schooloflock_05_e,Monologue,Locale_SubScenario:event_schooloflock_05_e_19,False,,1,idle,,13,idle,,XL_130,XL_130,1.0,,,,,,,,,,,,,
event_schooloflock_05_e_20,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_20,True,,1,idle,,13,idle,,10,10,1.0,,,,tercera,tercera,,,,,,,,
event_schooloflock_05_e_21,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_21,True,,1,idle,,13,idle,,10,12,0.6,,,,tercera,tercera,,,,,,,,
event_schooloflock_05_e_22,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_22,True,,1,idle,,13,idle,,12,12,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_23,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_23,True,,1,idle,,13,idle,,12,12,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_24,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_24,True,,1,idle,,13,idle,,12,10,0.6,,,,tercera,tercera,,,,,,,,
event_schooloflock_05_e_25,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_25,True,,1,idle,,13,idle,,10,10,1.0,,,,tercera,tercera,,,,,,,,
event_schooloflock_05_e_26,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_26,True,,1,idle,,13,idle,,10,10,1.0,,,,tercera,tercera,,,,,,,,
event_schooloflock_05_e_27,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_27,True,,1,idle,,13,think,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_28,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_28,True,,1,idle,,13,think,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_29,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_29,True,,1,idle,,13,think,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_30,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_30,True,,1,idle,,13,think,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_31,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_31,True,,1,idle,,13,think,,130,13,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_32,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_32,True,,1,idle,,13,think,,13,13,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_33,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_33,True,,1,idle,,13,think,,13,13,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_34,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_34,True,,1,idle,,13,think,,13,13,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_35,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_35,True,,1,idle,,13,think,,13,13,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_36,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_36,True,,1,idle,,13,think,,13,13,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_37,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_37,True,,1,idle,,13,think,,13,13,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_38,40028,event_schooloflock_05_e,Self,Locale_SubScenario:event_schooloflock_05_e_38,False,,1,idle,,13,think,,13,13,1.0,,,,,,,,,,,,,
event_schooloflock_05_e_39,40028,event_schooloflock_05_e,Narration,Locale_SubScenario:event_schooloflock_05_e_39,False,,1,idle,,13,think,SchoolCorridor_n,13,7,1.0,,,,,,tercera,marciana,ether,7,idle,Vignetting,Grey,
event_schooloflock_05_e_40,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_40,True,,,,,,,,7,7,1.0,,,,ether,ether,,,,7,delight,Vignetting,Grey,
event_schooloflock_05_e_41,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_41,True,,,,,,,,7,7,1.0,,,,ether,ether,,,,7,delight,Vignetting,Grey,
event_schooloflock_05_e_42,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_42,True,,,,,,,,7,7,1.0,,,,ether,ether,,,,7,delight,Vignetting,Grey,
event_schooloflock_05_e_43,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_43,True,,,,,,,,7,7,1.0,,,,ether,ether,,,,7,delight,Vignetting,Grey,
event_schooloflock_05_e_44,40028,event_schooloflock_05_e,Narration,Locale_SubScenario:event_schooloflock_05_e_44,False,,,,,,,,7,7,1.0,,,,,,,,,7,delight,Vignetting,Grey,
event_schooloflock_05_e_45,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_45,True,,,,,,,,7,7,1.0,,,,ether,ether,,,,7,idle,Vignetting,Grey,
event_schooloflock_05_e_46,40028,event_schooloflock_05_e,Self,Locale_SubScenario:event_schooloflock_05_e_46,False,tercera,1,idle,marciana,13,think,ElevatorOut,7,13,1.0,,,,,,,,,7,idle,,,ether
event_schooloflock_05_e_47,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_47,True,,1,idle,,13,idle,,13,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_48,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_48,True,,1,idle,,13,idle,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_49,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_49,True,,1,idle,,13,idle,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_50,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_50,True,,1,idle,,13,idle,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_51,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_51,True,,1,idle,,13,idle,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_52,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_52,True,,1,idle,,13,idle,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_53,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_53,False,,1,idle,,13,idle,,10,1,0.6,,,,tercera,tercera,,,,,,,,
event_schooloflock_05_e_54,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_54,True,,1,idle,,13,idle,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_55,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_55,True,,1,idle,,13,idle,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_56,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_56,True,,1,idle,,13,idle,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_57,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_57,True,,1,idle,,13,idle,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_58,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_58,True,,1,idle,,13,idle,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_59,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_59,True,,1,idle,,13,idle,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_60,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_60,True,,1,idle,,13,idle,,1,1,1.0,,,,tercera,tercera,,,,,,,,
event_schooloflock_05_e_61,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_61,True,,1,idle,,13,idle,,130,1300,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_62,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_62,True,,1,idle,,13,idle,,1300,1300,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_63,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_63,True,,1,idle,,13,idle,,1300,1300,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_64,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_64,True,,1,idle,,13,idle,,1300,1300,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_65,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_65,True,,1,idle,,13,idle,,1300,1300,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_66,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_66,True,,1,idle,,13,idle,,1300,1300,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_67,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_67,True,,1,idle,,13,idle,,1300,1300,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_68,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_68,True,,1,idle,,13,idle,,1300,1300,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_69,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_69,True,,1,idle,,13,idle,,1300,1300,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_70,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_70,True,,1,idle,,13,think,,1300,12,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_71,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_71,True,,1,idle,,13,think,,12,12,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_72,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_72,True,,1,idle,,13,think,,12,12,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_73,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_73,True,,1,idle,,13,think,,12,12,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_74,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_74,True,,1,idle,,13,think,,12,12,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_75,40028,event_schooloflock_05_e,Monologue,Locale_SubScenario:event_schooloflock_05_e_75,False,,1,idle,,13,think,,12,12,1.0,,,,,,,,,,,,,
event_schooloflock_05_e_76,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_76,True,,1,idle,,13,think,,12,12,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_77,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_77,True,,1,idle,,13,think,,12,10,1.5,,,,tercera,tercera,,,,,,,,
event_schooloflock_05_e_78,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_78,True,,1,idle,,13,think,,10,10,1.0,,,,tercera,tercera,,,,,,,,
event_schooloflock_05_e_79,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_79,True,,1,idle,,13,think,,10,10,1.0,,,,tercera,tercera,,,,,,,,
event_schooloflock_05_e_80,40028,event_schooloflock_05_e,Self,Locale_SubScenario:event_schooloflock_05_e_80,False,,1,idle,,13,think,,10,10,1.0,,,,,,,,,,,,,
event_schooloflock_05_e_81,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_81,True,,1,idle,,13,think,,10,1,1.0,,,,tercera,tercera,,,,,,,,
event_schooloflock_05_e_82,40028,event_schooloflock_05_e,Self,Locale_SubScenario:event_schooloflock_05_e_82,False,,1,idle,,13,think,,1,1,1.0,,,,,,,,,,,,,
event_schooloflock_05_e_83,40028,event_schooloflock_05_e,Self,Locale_SubScenario:event_schooloflock_05_e_83,False,,1,idle,,13,think,,1,1,1.0,,,,,,,,,,,,,
event_schooloflock_05_e_84,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_84,True,,1,idle,,13,think,,1,1,1.0,,,,tercera,tercera,,,,,,,,
event_schooloflock_05_e_85,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_85,True,,1,idle,,13,good,,1,12,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_86,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_86,True,,1,idle,,13,good,,12,12,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_87,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_87,True,,1,idle,,13,good,,12,12,1.0,,,,tercera,tercera,,,,,,,,
event_schooloflock_05_e_88,40028,event_schooloflock_05_e,Monologue,Locale_SubScenario:event_schooloflock_05_e_88,False,,1,idle,,13,idle,,12,130,1.5,,,,,,,,,,,,,
event_schooloflock_05_e_89,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_89,True,,1,idle,,13,delight,,130,130,1.0,,,,marciana,marciana,,,,,,,,
event_schooloflock_05_e_90,40028,event_schooloflock_05_e,Speech,Locale_SubScenario:event_schooloflock_05_e_90,True,,1,idle,,13,delight,,130,130,1.0,,,,marciana,marciana,,,,,,,,
