id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_camera_shake
event_freezeacpu_04_e_14,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_14,True,,1,worry,,3,idle,,13,idle,,17,idle,,S_150,S_150,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_15,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_15,True,,1,worry,,3,idle,,13,idle,,17,idle,,S_150,S_150,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_16,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_16,True,,1,worry,,3,idle,,13,idle,,17,idle,,S_150,S_150,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_17,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_17,True,,1,worry,,3,idle,,13,idle,,17,idle,,S_150,S_1500,0.5,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_18,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_18,True,,1,angry,,3,idle,,13,idle,,17,idle,,S_100,S_100,1.0,,neon,neon,,15,think,
event_freezeacpu_04_e_19,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_19,True,,1,angry,,3,idle,,13,idle,,17,idle,,S_100,1315,2.0,,miranda,miranda,,15,think,
event_freezeacpu_04_e_20,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_20,True,,1,angry,,3,idle,,13,idle,,17,idle,,1315,1315,1.0,,miranda,miranda,,15,think,
event_freezeacpu_04_e_21,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_21,True,,1,angry,,3,idle,,13,idle,,17,idle,,1315,1315,1.0,,novel_h,novel_h,,15,idle,
event_freezeacpu_04_e_22,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_22,True,,1,angry,,3,idle,,13,idle,,17,idle,,1315,1315,1.0,,novel_h,novel_h,,15,idle,
event_freezeacpu_04_e_23,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_23,True,,1,angry,,3,idle,,13,idle,,17,idle,,1315,1315,1.0,,miranda,miranda,,15,idle,
event_freezeacpu_04_e_24,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_24,True,,1,angry,,3,idle,,13,idle,,17,idle,,1315,1315,1.0,,novel_h,novel_h,,15,delight,
event_freezeacpu_04_e_25,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_25,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_10,S_10,1.0,,neon,neon,,15,delight,
event_freezeacpu_04_e_26,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_26,False,,1,idle,,3,idle,,13,idle,,17,idle,,S_150,S_150,1.0,,novel_h,novel_h,,15,idle,
event_freezeacpu_04_e_27,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_27,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_150,S_150,1.0,,novel_h,novel_h,,15,idle,
event_freezeacpu_04_e_28,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_28,True,,1,idle,,3,idle,,13,idle,,17,angry,,S_150,1517,1.0,,drake,drake,,15,idle,
event_freezeacpu_04_e_29,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_29,True,,1,idle,,3,idle,,13,idle,,17,angry,,1517,1517,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_30,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_30,True,,1,idle,,3,idle,,13,idle,,17,angry,,1517,1517,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_31,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_31,True,,1,idle,,3,idle,,13,idle,,17,angry,,1517,1517,1.0,,drake,drake,,15,think,
event_freezeacpu_04_e_32,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_32,True,,1,idle,,3,idle,,13,idle,,17,angry,,1517,1517,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_33,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_33,True,,1,idle,,3,idle,,13,idle,,17,angry,,1517,1517,1.0,,drake,drake,,15,think,
event_freezeacpu_04_e_34,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_34,True,,1,idle,,3,idle,,13,idle,,17,no,,1517,1517,1.0,,drake,drake,,15,think,
event_freezeacpu_04_e_35,40030,event_freezeacpu_04_e,Narration,Locale_SubScenario:event_freezeacpu_04_e_35,False,,1,idle,,3,idle,,13,idle,,17,no,,1517,S_150,1.0,,,,,15,think,
event_freezeacpu_04_e_36,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_36,True,,1,idle,,3,idle,,13,idle,,17,no,,S_150,S_150,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_37,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_37,True,,1,idle,,3,idle,,13,idle,,17,no,,S_150,S_150,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_38,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_38,True,,1,idle,,3,idle,,13,idle,,17,no,,S_150,S_1500,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_39,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_39,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_100,S_100,1.0,,neon,neon,,15,think,
event_freezeacpu_04_e_40,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_40,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_100,S_100,1.0,,neon,neon,,15,think,
event_freezeacpu_04_e_41,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_41,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_1500,S_1500,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_42,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_42,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_1500,S_150,0.5,,novel_h,novel_h,,15,delight,
event_freezeacpu_04_e_43,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_43,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_10,S_10,1.0,,neon,neon,,15,delight,
event_freezeacpu_04_e_44,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_44,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_150,S_150,1.0,,novel_h,novel_h,,15,idle,
event_freezeacpu_04_e_45,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_45,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_150,S_150,1.0,,novel_h,novel_h,,15,idle,
event_freezeacpu_04_e_46,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_46,True,,1,angry,,3,idle,,13,idle,,17,idle,,S_10,S_100,0.5,,neon,neon,,15,idle,
event_freezeacpu_04_e_47,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_47,True,,1,angry,,3,idle,,13,idle,,17,idle,,S_100,S_100,1.0,,neon,neon,,15,idle,
event_freezeacpu_04_e_48,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_48,True,,1,angry,,3,idle,,13,idle,,17,idle,,S_100,S_100,1.0,,neon,neon,,15,idle,
event_freezeacpu_04_e_49,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_49,False,,1,idle,,3,idle,,13,idle,,17,idle,,S_100,300,1.0,,rapi,rapi,,15,idle,
event_freezeacpu_04_e_50,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_50,True,,1,idle,,3,idle,,13,idle,,17,idle,,300,300,1.0,,rapi,rapi,,15,idle,
event_freezeacpu_04_e_51,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_51,True,,1,idle,,3,idle,,13,idle,,17,idle,,1700,1700,1.0,,drake,drake,,15,idle,
event_freezeacpu_04_e_52,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_52,True,,1,idle,,3,idle,,13,idle,,17,idle,,300,300,1.0,,rapi,rapi,,15,idle,
event_freezeacpu_04_e_53,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_53,True,,1,idle,,3,idle,,13,idle,,17,angry,,1700,1700,1.0,,drake,drake,,15,idle,
event_freezeacpu_04_e_54,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_54,True,,1,idle,,3,idle,,13,idle,,17,angry,,300,300,1.0,,rapi,rapi,,15,idle,
event_freezeacpu_04_e_55,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_55,True,,1,idle,,3,idle,,13,idle,,17,angry,,300,30,1.0,,rapi,rapi,,15,idle,
event_freezeacpu_04_e_56,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_56,True,,1,idle,,3,idle,,13,idle,,17,no,,170,170,1.0,,drake,drake,,15,idle,
event_freezeacpu_04_e_57,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_57,True,,1,idle,,3,idle,,13,idle,,17,no,,170,170,1.0,,drake,drake,,15,idle,
event_freezeacpu_04_e_58,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_58,True,,1,idle,,3,idle,,13,idle,,17,no,,30,30,1.0,,rapi,rapi,,15,idle,
event_freezeacpu_04_e_59,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_59,True,,1,idle,,3,idle,,13,idle,,17,idle,,170,170,1.0,,drake,drake,,15,idle,
event_freezeacpu_04_e_60,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_60,True,,1,idle,,3,idle,,13,idle,,17,idle,,170,170,1.0,,drake,drake,,15,idle,
event_freezeacpu_04_e_61,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_61,True,,1,idle,,3,idle,,13,idle,,17,idle,,170,S_150,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_62,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_62,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_150,S_150,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_63,40030,event_freezeacpu_04_e,Narration,Locale_SubScenario:event_freezeacpu_04_e_63,False,,1,idle,,3,idle,,13,idle,,17,idle,,S_150,S_1500,1.0,,,,,15,think,
event_freezeacpu_04_e_64,40030,event_freezeacpu_04_e,Narration,Locale_SubScenario:event_freezeacpu_04_e_64,False,,1,idle,,3,idle,,13,idle,,17,idle,,S_1500,S_1500,1.0,none,,,,15,think,
event_freezeacpu_04_e_65,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_65,False,,1,idle,,3,idle,,13,idle,,17,idle,,S_1500,S_150,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_66,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_66,False,,1,idle,,3,idle,,13,idle,,17,idle,,S_150,S_150,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_67,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_67,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_150,S_150,1.0,,novel_h,novel_h,,15,pain,Low_2
event_freezeacpu_04_e_68,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_68,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_150,S_150,1.0,,miranda,miranda,,15,pain,
event_freezeacpu_04_e_69,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_69,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_150,S_1500,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_70,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_70,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_1500,S_1500,1.0,bgm_enemyclose,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_71,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_71,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_1500,1517,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_72,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_72,True,,1,idle,,3,idle,,13,idle,,17,idle,,1517,1517,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_73,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_73,True,,1,idle,,3,idle,,13,idle,,17,idle,,1517,1517,1.0,,drake,drake,,15,think,
event_freezeacpu_04_e_74,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_74,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_100,S_100,1.0,,neon,neon,,15,think,
event_freezeacpu_04_e_75,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_75,True,,1,idle,,3,idle,,13,idle,,17,idle,,300,300,1.0,,rapi,rapi,,15,think,
event_freezeacpu_04_e_76,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_76,True,,1,idle,,3,idle,,13,idle,,17,idle,,300,300,1.0,,rapi,rapi,,15,think,
event_freezeacpu_04_e_77,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_77,False,,1,idle,,3,idle,,13,idle,,17,idle,,S_1500,S_1500,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_78,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_78,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_1500,S_150,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_79,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_79,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_150,S_150,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_80,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_80,True,,1,idle,,3,idle,,13,idle,,17,idle,,S_150,1315,1.0,,miranda,miranda,,15,think,
event_freezeacpu_04_e_81,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_81,True,,1,idle,,3,idle,,13,idle,,17,idle,,1315,1315,1.0,,miranda,miranda,,15,think,
event_freezeacpu_04_e_82,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_82,True,,1,idle,,3,idle,,13,idle,,17,idle,,1315,1315,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_83,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_83,True,,1,idle,,3,idle,,13,idle,,17,idle,,1315,1315,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_84,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_84,True,,1,idle,,3,idle,,13,idle,,17,idle,,1315,1315,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_85,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_85,True,,1,idle,,3,idle,,13,idle,,17,idle,,1315,1315,1.0,,novel_h,novel_h,,15,think,
event_freezeacpu_04_e_86,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_86,False,,1,idle,,3,idle,,13,idle,,17,idle,,1315,1315,1.0,,miranda,miranda,,15,think,
event_freezeacpu_04_e_87,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_87,True,,1,idle,,3,idle,,13,idle,,17,idle,,1315,1315,1.0,,miranda,miranda,,15,think,
event_freezeacpu_04_e_88,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_88,True,,1,idle,,3,idle,,13,idle,,17,idle,,1315,1315,1.0,,miranda,miranda,,15,think,
event_freezeacpu_04_e_89,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_89,True,,1,idle,,3,idle,,13,idle,,17,idle,,1315,1315,1.0,,miranda,miranda,,15,think,
event_freezeacpu_04_e_90,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_90,True,,1,idle,,3,idle,,13,idle,,17,idle,,30,30,1.0,,rapi,rapi,,15,think,
event_freezeacpu_04_e_91,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_91,True,,1,idle,,3,idle,,13,idle,,17,idle,,30,30,1.0,,rapi,rapi,,15,think,
event_freezeacpu_04_e_92,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_92,True,,1,no,,3,idle,,13,idle,,17,idle,,30,31,1.0,,neon,neon,,15,think,
event_freezeacpu_04_e_93,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_93,True,,1,no,,3,idle,,13,idle,,17,idle,,31,31,1.0,,neon,neon,,15,think,
event_freezeacpu_04_e_94,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_94,True,,1,no,,3,idle,,13,idle,,17,idle,,31,31,1.0,,neon,neon,,15,think,
event_freezeacpu_04_e_95,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_95,True,,1,no,,3,idle,,13,idle,,17,idle,,31,31,1.0,,neon,neon,,15,think,
event_freezeacpu_04_e_96,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_96,False,,1,no,,3,idle,,13,idle,,17,idle,,31,31,1.0,,rapi,rapi,,15,think,
event_freezeacpu_04_e_97,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_97,True,,1,no,,3,idle,,13,idle,,17,idle,,31,31,1.0,,rapi,rapi,,15,think,
event_freezeacpu_04_e_98,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_98,True,,1,no,,3,idle,,13,idle,,17,idle,,31,31,1.0,,rapi,rapi,,15,think,
event_freezeacpu_04_e_99,40030,event_freezeacpu_04_e,Speech,Locale_SubScenario:event_freezeacpu_04_e_99,True,,1,no,,3,idle,,13,idle,,17,idle,,31,31,1.0,,rapi,rapi,,15,think,
