id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/4/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/0/hide_char_id,characters/5/hide_char_id,characters/3/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
event_boomtheghost2_03_e_23,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_23,True,,5,idle,,3,idle,,7,think,,1,delight,,53,53,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_24,40085,event_boomtheghost2_03_e,Monologue,Locale_MainScenario:event_boomtheghost2_03_e_24,False,,5,idle,,3,idle,,7,idle,,17,delight,,black,black,1.0,,frima_s,,rapi_ss,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_25,40085,event_boomtheghost2_03_e,Monologue,Locale_MainScenario:event_boomtheghost2_03_e_25,False,,5,idle,,3,idle,,7,idle,,,,,black,black,1.0,none,frima_s,,,maidghost,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_26,40085,event_boomtheghost2_03_e,Monologue,Locale_MainScenario:event_boomtheghost2_03_e_26,False,,5,idle,,3,idle,,7,idle,,,,,black,black,1.0,,frima_s,,,,1,idle,yan_s,13,sad,,,,,,,,,
event_boomtheghost2_03_e_27,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_27,True,,5,idle,,3,idle,,7,idle,,,,,S_1300,S_1300,1.0,,yan_s,yan_s,,,1,idle,,13,sad,,,,,,,,,
event_boomtheghost2_03_e_28,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_28,True,,5,idle,,3,idle,,7,think,,,,,S_700,S_700,1.0,,elegg_s,elegg_s,,,1,idle,,13,sad,,,,,,,,,
event_boomtheghost2_03_e_29,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_29,False,,5,idle,,3,idle,,7,think,,,,,black,black,1.0,bgm_story_inwonderland,frima_s,frima_s,,,1,idle,,13,sad,alfred,yan_s,,,,,,,
event_boomtheghost2_03_e_30,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_30,False,,,,,3,idle,,7,think,,,,,300,300,1.0,,frima_s,frima_s,,,1,idle,,,,,,elegg_s,,,,,,
event_boomtheghost2_03_e_31,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_31,True,,,,,3,idle,,,,,,,,300,30,1.0,,frima_s,frima_s,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_32,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_32,True,,,,,3,idle,,,,,,,,30,30,1.0,,frima_s,frima_s,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_33,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_33,True,,,,,3,idle,,,,,,,,30,31,1.0,,maidghost,maidghost,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_34,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_34,True,,,,,3,idle,,,,,,,,31,31,1.0,,frima_s,frima_s,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_35,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_35,True,,,,,3,idle,,,,,,,,31,31,1.0,,maidghost,maidghost,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_36,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_36,False,,,,,3,idle,,,,,,,,31,31,1.0,,frima_s,frima_s,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_37,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_37,True,,,,,3,idle,,,,,,,,31,31,1.0,,frima_s,frima_s,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_38,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_38,True,,,,,3,idle,,,,,,,,31,31,1.0,,maidghost,maidghost,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_39,40085,event_boomtheghost2_03_e,Monologue,Locale_MainScenario:event_boomtheghost2_03_e_39,False,,,,,3,idle,,,,,,,,black,black,1.0,,maidghost,,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_40,40085,event_boomtheghost2_03_e,Monologue,Locale_MainScenario:event_boomtheghost2_03_e_40,False,,,,,3,idle,,,,,,,,black,black,1.0,,maidghost,,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_41,40085,event_boomtheghost2_03_e,Monologue,Locale_MainScenario:event_boomtheghost2_03_e_41,False,,,,,3,idle,,,,,,,,black,black,1.0,,maidghost,,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_42,40085,event_boomtheghost2_03_e,Monologue,Locale_MainScenario:event_boomtheghost2_03_e_42,False,,,,,3,idle,,,,,,,,black,black,1.0,,maidghost,,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_43,40085,event_boomtheghost2_03_e,Monologue,Locale_MainScenario:event_boomtheghost2_03_e_43,False,,,,,3,idle,,,,,,,,black,black,1.0,,maidghost,,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_44,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_44,False,,,,,3,idle,,,,,,,,300,300,1.0,,frima_s,frima_s,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_45,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_45,True,,,,,3,sleep_01,,,,,,,,300,30,1.0,,frima_s,frima_s,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_46,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_46,True,,,,,3,sleep_01,,,,,,,,30,31,1.0,,maidghost,maidghost,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_47,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_47,True,,,,,3,sleep_01,,,,,,,,31,31,1.0,,frima_s,frima_s,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_48,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_48,True,,,,,3,sleep_01,,,,,,,,31,31,1.0,,maidghost,maidghost,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_49,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_49,True,,,,,3,sleep_01,,,,,,,,31,31,1.0,,maidghost,maidghost,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_50,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_50,True,,,,,3,sleep_01,elegg_s,7,surprise,rapi_ss,17,think,,31,31,1.0,,maidghost,maidghost,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_51,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_51,False,alfred,5,idle,,3,sleep_01,,7,surprise,,17,think,,S_700,S_700,1.0,,elegg_s,elegg_s,,,1,idle,,,,,,,tove_s,15,surprise,,,
event_boomtheghost2_03_e_52,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_52,False,,5,idle,,3,sleep_01,,7,surprise,,17,think,,1700,1700,1.0,,rapi_ss,rapi_ss,,,1,idle,,,,,,,,15,surprise,,,
event_boomtheghost2_03_e_53,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_53,True,,5,idle,,3,sleep_01,,7,surprise,,17,think,,S_1500,S_1500,1.0,,tove_s,tove_s,,,1,idle,,,,,,,,15,surprise,,,
event_boomtheghost2_03_e_54,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_54,True,,5,idle,,3,sleep_01,,7,surprise,,17,think,,S_500,S_500,1.0,,alfred,alfred,,,1,idle,,,,,,,,15,surprise,tove_s,,
event_boomtheghost2_03_e_55,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_55,False,,5,idle,,3,sleep_01,,7,surprise,,17,think,,S_500,300,1.0,,frima_s,frima_s,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_56,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_56,True,,5,idle,,3,sleep_01,,7,idle,,17,think,,300,30,1.0,,frima_s,frima_s,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_57,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_57,True,,5,idle,,3,sleep_01,,7,idle,,17,think,,30,31,1.0,,maidghost,maidghost,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_58,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_58,False,,5,idle,,3,sleep_01,,7,idle,,17,delight,,31,31,1.0,,frima_s,frima_s,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_59,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_59,True,,5,idle,,3,sleep_01,,7,idle,,17,delight,,31,31,1.0,,frima_s,frima_s,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_60,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_60,True,,5,idle,,3,sleep_01,,7,idle,,17,delight,,31,31,1.0,,maidghost,maidghost,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_61,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_61,True,,5,idle,,3,sleep_01,,7,idle,,17,delight,,31,31,1.0,,maidghost,maidghost,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_62,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_62,True,,5,idle,,3,sleep_01,,7,idle,,17,delight,,31,31,1.0,,maidghost,maidghost,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_63,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_63,False,,5,idle,,3,sleep_01,,7,idle,,3,delight,EventScene_boomtheghost_04,black,black,1.0,,frima_s,frima_s,rapi_ss,,1,idle,,,,alfred,,elegg_s,,,,,frima_s,maidghost
event_boomtheghost2_03_e_64,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_64,True,,,,,,,,,,,,,,17,1,2.5,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_65,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_65,True,,,,,,,,,,,,,,1,1,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_66,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_66,True,,,,,,,,,,,,,,1,1,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_67,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_67,True,,,,,,,,,,,,,,1,1,1.0,,maidghost,maidghost,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_68,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_68,True,,,,,,,,,,,,,,1,1,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_69,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_69,True,,,,,,,,,,,,,,1,1,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_70,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_70,True,,,,,,,,,,,,,,1,frimasleep_01,2.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_71,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_71,True,,,,,,,,,,,,,,frimasleep_01,frimasleep_01,1.0,,maidghost,maidghost,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_72,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_72,True,,,,,,,,,,,,,,frimasleep_01,frimasleep_01,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_73,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_73,True,,,,,,,,,,,,,,frimasleep_01,frimasleep_01,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_74,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_74,True,,,,,,,,,,,,,,frimasleep_01,frimasleep_01,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_75,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_75,True,,,,,,,,,,,,,,frimasleep_01,frimasleep_01,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_76,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_76,True,,,,,,,,,,,,,,frimasleep_01,frimasleep_01,1.0,,maidghost,maidghost,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_77,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_77,True,,,,,,,,,,,,,,frimasleep_01,frimasleep_01,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_78,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_78,True,,,,,,,,,,,,,,frimasleep_01,frimasleep_01,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_79,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_79,True,,,,,,,,,,,,,,frimasleep_01,frimasleep_01,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_80,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_80,True,,,,,,,,,,,,,,frimasleep_01,frimasleep_01,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_81,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_81,True,,,,,,,,,,,,,,frimasleep_01,frimasleep_01,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_82,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_82,True,,,,,,,,,,,,,,frimasleep_01,1,2.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_83,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_83,True,,,,,,,,,,,,,,1,1,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_84,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_84,True,,,,,,,,,,,,,,1,1,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_85,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_85,True,,,,,,,,,,,,,,1,1,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_86,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_86,True,,,,,,,,,,,,,,1,1,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_87,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_87,True,,,,,,,,,,,,,,1,1,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_88,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_88,True,,,,,,,,,,,,,,1,100,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_89,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_89,True,,,,,,,,,,,,,,100,100,1.0,,frima_s,frima_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_90,40085,event_boomtheghost2_03_e,Monologue,Locale_MainScenario:event_boomtheghost2_03_e_90,False,,,,,,,,,,,,,Hotel_n,black,black,1.0,,frima_s,,,maidghost,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_91,40085,event_boomtheghost2_03_e,Monologue,Locale_MainScenario:event_boomtheghost2_03_e_91,False,,,,,,,,,,,,,,black,black,1.0,,frima_s,,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_92,40085,event_boomtheghost2_03_e,Monologue,Locale_MainScenario:event_boomtheghost2_03_e_92,False,,,,,,,,,,,,,,S_10,S_100,1.0,,frima_s,,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_93,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_93,True,alfred,5,idle,,,,elegg_s,7,think,rapi_ss,3,think,,S_100,S_100,1.0,,maidghost,maidghost,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_94,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_94,False,,5,idle,,,,,7,think,,3,think,,S_100,300,1.0,,rapi_ss,rapi_ss,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_95,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_95,False,,5,idle,,,,,7,think,,3,think,,300,S_700,2.0,,elegg_s,elegg_s,,,1,idle,,,,,,,,,,,,
event_boomtheghost2_03_e_96,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_96,True,,5,idle,,,,,7,think,,3,think,,S_700,S_70,1.0,none,elegg_s,elegg_s,,,1,idle,,,,,,,,,,,,maidghost
event_boomtheghost2_03_e_97,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_97,False,,5,idle,,,,,7,think,,3,think,,S_70,75,1.0,,alfred,alfred,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_98,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_98,True,,5,idle,,,,,7,think,,3,think,,75,75,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_99,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_99,True,,5,idle,,,,,7,think,,3,think,,75,75,1.0,,alfred,alfred,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_100,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_100,True,,5,idle,,,,,7,think,,3,think,,75,75,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_101,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_101,True,,5,idle,,,,,7,think,,3,think,,75,75,1.0,,alfred,alfred,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_102,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_102,True,,5,idle,,,,,7,think,,3,think,,300,300,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_103,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_103,True,,5,idle,,,,,7,think,,3,think,,S_700,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_104,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_104,True,,5,idle,,,,,7,think,,3,think,,S_70,75,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_105,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_105,True,,5,idle,,,,,7,think,,3,think,,75,75,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,
event_boomtheghost2_03_e_106,40085,event_boomtheghost2_03_e,Speech,Locale_MainScenario:event_boomtheghost2_03_e_106,False,,5,idle,,,,,7,think,,3,think,,75,75,1.0,,alfred,alfred,,,,,,,,,,,,,,,,
