id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,fade,jump_target,play_sound,set_filter_01,set_camera_shake,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_ex_seayouagain_15_21,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_21,True,,,,,3,idle,,1,idle,,10,10,1.0,,,,,,,,,,
d_ex_seayouagain_15_22,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_22,True,,,,,3,idle,,1,idle,,10,10,1.0,,,,,,,,,,
d_ex_seayouagain_15_23,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_23,True,,,,,3,idle,,1,idle,,10,10,1.0,,,,,,,,,,
d_ex_seayouagain_15_24,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_24,True,,,,,3,idle,,1,idle,Beach_n,10,2,1.0,,,black,,,,,,,
d_ex_seayouagain_15_25,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_25,True,,,,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_26,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_26,True,,,,,3,idle,,1,think,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_27,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_27,True,,,,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_28,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_28,True,,,,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_29,80600,d_ex_seayouagain_15,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_15_29,False,,,,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_30,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_30,True,,,,,3,idle,,1,sad,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_31,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_31,True,,,,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_32,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_32,True,,,,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_33,80600,d_ex_seayouagain_15,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_15_33,False,,,,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_34,80600,d_ex_seayouagain_15,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_15_34,False,,,,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_35,80600,d_ex_seayouagain_15,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_15_35,False,,,,,3,idle,,1,idle,,2,15,1.5,,,,,,,,,,
d_ex_seayouagain_15_36,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_36,True,,,,,3,idle,,1,think,,15,2,1.5,,,,,,,,,,
d_ex_seayouagain_15_37,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_37,True,,,,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_38,80600,d_ex_seayouagain_15,Choice,,,Locale_SuddenStory:d_ex_seayouagain_15_38,False,,,,,3,idle,,1,idle,,2,2,1.0,,,,d_ex_seayouagain_15_40,,,,,,
d_ex_seayouagain_15_39,80600,d_ex_seayouagain_15,Choice,,,Locale_SuddenStory:d_ex_seayouagain_15_39,False,,,,,3,idle,,1,idle,,2,2,1.0,,,,d_ex_seayouagain_15_44,,,,,,
d_ex_seayouagain_15_40,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_40,True,,,,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_41,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_41,True,,,,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_42,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_42,True,,,,,3,surprise,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_43,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_43,True,,,,,3,surprise,,1,idle,,2,2,1.0,,,,d_ex_seayouagain_15_50,,,,,,
d_ex_seayouagain_15_44,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_44,True,,,,,3,idle,,1,sad,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_45,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_45,True,,,,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_46,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_46,True,,,,,3,idle,,1,think,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_47,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_47,True,,,,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_48,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_48,True,,,,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_49,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_49,True,,,,,3,idle,,1,idle,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_50,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_50,False,,,,,3,idle,,1,idle,,2,3,1.0,,,,,,,,,,
d_ex_seayouagain_15_51,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_51,True,,,,,3,surprise,,1,idle,,3,S_30,0.5,,,,,,,,,,
d_ex_seayouagain_15_52,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_52,True,,,,,3,surprise,,1,idle,,S_30,S_30,1.0,,,,,,,,,,
d_ex_seayouagain_15_53,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_53,True,,,,,3,surprise,,1,idle,,S_30,S_30,1.0,,,,,,,,,,
d_ex_seayouagain_15_54,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_54,True,,,,,3,surprise,,1,idle,,S_30,S_30,1.0,,,,,,,,,,
d_ex_seayouagain_15_55,80600,d_ex_seayouagain_15,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_15_55,False,,,,,3,surprise,,1,idle,,S_30,S_30,1.0,,,,,,,,,,
d_ex_seayouagain_15_56,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_56,True,,,,,3,surprise,,1,angry,,S_30,10,1.0,,,,,,,,,,
d_ex_seayouagain_15_57,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_57,True,,,,,3,surprise,,1,idle,,10,10,1.0,,,,,,,,,,
d_ex_seayouagain_15_58,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_58,False,,,,,3,surprise,,1,idle,RuinIndoor,15,15,1.0,,,black,,,,,,,
d_ex_seayouagain_15_59,80600,d_ex_seayouagain_15,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_15_59,False,,,,,3,idle,,1,idle,,15,15,1.0,,,,,,,,,,
d_ex_seayouagain_15_60,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_60,True,,,,,3,idle,,1,think,,15,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_61,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_61,True,,,,,3,idle,,1,think,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_62,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_62,True,,,,,3,idle,,1,think,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_63,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_63,True,,,,,3,idle,,1,think,,2,15,1.0,none,,,,,,,,,
d_ex_seayouagain_15_64,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_64,False,,,,,3,surprise,,1,surprise,,15,15,1.0,,,,,sfx_scn_wooddissolve,Vignetting,,,,
d_ex_seayouagain_15_65,80600,d_ex_seayouagain_15,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_15_65,False,,,,,3,idle,,1,idle,,15,150,0.5,,,,,,Vignetting,,,,
d_ex_seayouagain_15_66,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_66,False,,,,,3,idle,,1,idle,,150,150,1.0,,,,,sfx_scn_wooddissolve,Vignetting,,,,
d_ex_seayouagain_15_67,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_67,False,,,,,3,idle,,1,idle,,150,150,1.0,,,,,,Vignetting,,,,
d_ex_seayouagain_15_68,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_68,False,,,,,3,idle,,1,idle,,150,1500,0.5,,,,,sfx_scn_wooddissolve,Vignetting,,,,
d_ex_seayouagain_15_69,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_69,False,,,,,3,sad,,1,idle,,1500,1500,1.0,,,,,,Vignetting,,,,
d_ex_seayouagain_15_70,80600,d_ex_seayouagain_15,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_15_70,False,,,,,3,idle,,1,surprise,,1500,1500,1.0,bgm_story_crawlinganxiety,,,,,Vignetting,,,,
d_ex_seayouagain_15_71,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_71,True,,,,,3,surprise,,1,surprise,,3,S_30,1.0,,,,,,,,,,
d_ex_seayouagain_15_72,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_72,True,,,,,3,surprise,,1,surprise,,S_30,S_30,1.0,,,,,,,,,,
d_ex_seayouagain_15_73,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_73,False,,,,,3,idle,,1,surprise,,S_30,S_30,1.0,,,,,,,,,,
d_ex_seayouagain_15_74,80600,d_ex_seayouagain_15,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_15_74,False,,,,,3,idle,,1,surprise,,S_30,S_30,1.0,,,,,,,,,,
d_ex_seayouagain_15_75,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_75,True,,,,,3,idle,,1,surprise,,S_30,S_30,1.0,,,,,,,,,,
d_ex_seayouagain_15_76,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_76,True,,,,,3,surprise,,1,surprise,,S_30,S_300,0.3,,,,,,,,,,
d_ex_seayouagain_15_77,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_77,False,,,,,3,surprise,,1,surprise,,black,black,1.0,,,,,sfx_scn_knock,,,,,
d_ex_seayouagain_15_78,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_78,False,,,,,3,surprise,,1,surprise,,10,100,0.3,,,,,,,Low_2,,,
d_ex_seayouagain_15_79,80600,d_ex_seayouagain_15,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_15_79,False,,,,,3,surprise,,1,surprise,,100,100,1.0,,,,,,,,,,
d_ex_seayouagain_15_80,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_80,False,,,,,3,surprise,,1,surprise,,15,150,0.5,,,,,sfx_scn_knock,Vignetting,,,,
d_ex_seayouagain_15_81,80600,d_ex_seayouagain_15,Speech,unknown,unknown,Locale_SuddenStory:d_ex_seayouagain_15_81,True,,,,,3,surprise,,1,surprise,,150,150,1.0,,,,,,Vignetting,,,,
d_ex_seayouagain_15_82,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_82,False,,,,,3,surprise,,1,surprise,,150,1500,0.5,,,,,sfx_scn_knock,Vignetting,,,,
d_ex_seayouagain_15_83,80600,d_ex_seayouagain_15,Speech,unknown,unknown,Locale_SuddenStory:d_ex_seayouagain_15_83,True,,,,,3,surprise,,1,surprise,,1500,1500,1.0,,,,,,Vignetting,,,,
d_ex_seayouagain_15_84,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_84,False,,,,,3,surprise,,1,surprise,,S_30,S_300,0.7,,,,,,,,,,
d_ex_seayouagain_15_85,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_85,True,,,,,3,surprise,,1,surprise,,S_300,10,0.5,,,,,,,,,,
d_ex_seayouagain_15_86,80600,d_ex_seayouagain_15,Choice,,,Locale_SuddenStory:d_ex_seayouagain_15_86,False,,,,,3,surprise,,1,surprise,,10,2,1.5,,,,d_ex_seayouagain_15_89,,,,,,
d_ex_seayouagain_15_87,80600,d_ex_seayouagain_15,Choice,,,Locale_SuddenStory:d_ex_seayouagain_15_87,False,,,,,3,surprise,,1,surprise,,10,2,1.5,,,,d_ex_seayouagain_15_88,,,,,,
d_ex_seayouagain_15_88,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_88,True,,,,,3,surprise,,1,angry,,2,2,1.0,,,,d_ex_seayouagain_15_89,,,,,,
d_ex_seayouagain_15_89,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_89,False,,,,,3,sad,,1,think,,15,150,0.5,,,,,sfx_scn_knock,Vignetting,,,,
d_ex_seayouagain_15_90,80600,d_ex_seayouagain_15,Speech,unknown,unknown,Locale_SuddenStory:d_ex_seayouagain_15_90,True,,,,,3,sad,,1,think,,150,150,1.0,,,,,,Vignetting,,,,
d_ex_seayouagain_15_91,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_91,False,,,,,3,sad,,1,think,,150,1500,0.5,,,,,sfx_scn_knock,Vignetting,,,,
d_ex_seayouagain_15_92,80600,d_ex_seayouagain_15,Speech,unknown,unknown,Locale_SuddenStory:d_ex_seayouagain_15_92,True,,,,,3,sad,,1,think,,1500,1500,1.0,,,,,,Vignetting,,,,
d_ex_seayouagain_15_93,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_93,False,,,,,3,sad,,1,think,,1500,150,0.5,,,,,sfx_scn_knock,Vignetting,,,,
d_ex_seayouagain_15_94,80600,d_ex_seayouagain_15,Speech,unknown,unknown,Locale_SuddenStory:d_ex_seayouagain_15_94,True,,,,,3,sad,,1,think,,150,150,1.0,,,,,,Vignetting,,,,
d_ex_seayouagain_15_95,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_95,False,,,,,3,sad,,1,think,,150,1500,0.5,,,,,sfx_scn_knock,Vignetting,,,,
d_ex_seayouagain_15_96,80600,d_ex_seayouagain_15,Speech,unknown,unknown,Locale_SuddenStory:d_ex_seayouagain_15_96,True,,,,,3,sad,,1,think,,1500,1500,1.0,,,,,,Vignetting,,,,
d_ex_seayouagain_15_97,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_97,True,,,,,3,sad,,1,think,,S_30,S_300,0.7,,,,,,,,,,
d_ex_seayouagain_15_98,80600,d_ex_seayouagain_15,Choice,,,Locale_SuddenStory:d_ex_seayouagain_15_98,False,,,,,3,sad,,1,think,,black,black,1.0,,,,d_ex_seayouagain_15_100,,,,,,
d_ex_seayouagain_15_99,80600,d_ex_seayouagain_15,Choice,,,Locale_SuddenStory:d_ex_seayouagain_15_99,False,,,,,3,sad,,1,think,,black,black,1.0,,,,d_ex_seayouagain_15_107,,,,,,
d_ex_seayouagain_15_100,80600,d_ex_seayouagain_15,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_15_100,False,,,,,3,sad,,1,think,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_101,80600,d_ex_seayouagain_15,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_15_101,False,,,,,3,sad,,1,think,,2,2,1.0,,,,d_ex_seayouagain_15_102,,,,,,
d_ex_seayouagain_15_102,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_102,True,,,,,3,sad,,1,think,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_103,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_103,True,,,,,3,sad,,1,angry,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_104,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_104,True,,,,,3,sad,,1,angry,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_105,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_105,True,,,,,3,sad,,1,angry,,2,2,1.0,,,,,,,,,,
d_ex_seayouagain_15_106,80600,d_ex_seayouagain_15,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_15_106,False,,,,,3,sad,,1,angry,,2,2,1.0,,,,d_ex_seayouagain_15_118,,,,,,
d_ex_seayouagain_15_107,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_107,False,,,,,3,sad,,1,think,,15,150,0.5,,,,,sfx_scn_knock,Vignetting,,,,
d_ex_seayouagain_15_108,80600,d_ex_seayouagain_15,Speech,rapi_s,rapi_s,Locale_SuddenStory:d_ex_seayouagain_15_108,True,,,,,3,sad,,1,think,,150,150,1.0,,,,,,Vignetting,,,,
d_ex_seayouagain_15_109,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_109,False,,,,,3,sad,,1,think,,150,150,1.0,,,,,sfx_scn_knock,Vignetting,,,,
d_ex_seayouagain_15_110,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_110,False,,,,,3,sad,,1,think,,150,1500,0.3,,,,,sfx_scn_knock,Vignetting,,,,
d_ex_seayouagain_15_111,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_111,True,,,,,3,sad,,1,think,,S_30,S_300,0.3,,,,,,,,,,
d_ex_seayouagain_15_112,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_112,True,,,,,3,sad,,1,angry,,S_300,100,0.5,,,,,,,,,,
d_ex_seayouagain_15_113,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_113,True,,,,,3,sad,,1,angry,,100,100,1.0,,,,,,,,,,
d_ex_seayouagain_15_114,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_114,False,,,,,3,sad,,1,angry,,black,black,1.0,,,,,sfx_scn_aim,,,,,
d_ex_seayouagain_15_115,80600,d_ex_seayouagain_15,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_15_115,False,,,,,3,sad,,1,angry,,1,100,0.3,,,,,,,,,,
d_ex_seayouagain_15_116,80600,d_ex_seayouagain_15,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_15_116,False,,,,,3,sad,,1,angry,,black,black,1.0,,,,,,,,,,
d_ex_seayouagain_15_117,80600,d_ex_seayouagain_15,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_15_117,False,,,,,3,sad,,1,angry,,15,15,1.0,,,,,,Vignetting,,,,
d_ex_seayouagain_15_118,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_118,False,,,,,3,sad,,1,angry,,15,15,1.0,,,,,sfx_scn_windowclack,Vignetting,,,,
d_ex_seayouagain_15_119,80600,d_ex_seayouagain_15,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_15_119,False,,,,,3,sad,,1,angry,,15,1500,0.5,,,,,sfx_scn_wooddissolve,Vignetting,,,,
d_ex_seayouagain_15_120,80600,d_ex_seayouagain_15,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_15_120,False,,,,,3,sad,,1,angry,,1,100,1.0,,,,,,,,,,
d_ex_seayouagain_15_121,80600,d_ex_seayouagain_15,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_15_121,False,,,,,3,sad,,1,angry,,3,S_300,1.0,,,,,,,,rapi_s,7,idle
d_ex_seayouagain_15_122,80600,d_ex_seayouagain_15,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_15_122,False,,,,,3,sad,,1,angry,,black,black,1.0,,,,,,,,,7,idle
