id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,highlight,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_redash_04_2_28,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_28,True,,5,surprise,,4,4,1.0,,,,redhood,,3,idle,,,
d_ex_redash_04_2_29,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_29,True,,5,surprise,,4,4,1.0,,,,redhood,,3,no,,,
d_ex_redash_04_2_30,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_30,True,,5,surprise,,4,4,1.0,,,,redhood,,3,smile,,,
d_ex_redash_04_2_31,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_31,True,,5,surprise,,4,4,1.0,,,,hongryeon_o,,3,smile,,,
d_ex_redash_04_2_32,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_32,True,,5,surprise,,4,4,1.0,,,,redhood,,3,idle,,,
d_ex_redash_04_2_33,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_33,True,,5,surprise,,4,30,1.0,,,,redhood,,3,idle,,,
d_ex_redash_04_2_34,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_34,True,,5,idle,,30,30,1.0,,,,redhood,,3,smile,,,
d_ex_redash_04_2_35,80800,d_ex_redash_04_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_2_35,False,,5,idle,,30,30,1.0,,,,,,3,smile,,,
d_ex_redash_04_2_36,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_36,True,,5,idle,,30,300,1.0,,,Low_2,redhood,,3,go,,,
d_ex_redash_04_2_37,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_37,True,,5,idle,,300,300,1.0,,,,redhood,,3,go,,,
d_ex_redash_04_2_38,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_38,True,,5,idle,,300,30,1.0,,,,redhood,,3,idle,,,
d_ex_redash_04_2_39,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_39,True,,5,idle,,30,30,1.0,,,,redhood,,3,idle,,,
d_ex_redash_04_2_40,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_40,True,,5,surprise,,30,4,1.0,,,,hongryeon_o,,3,idle,,,
d_ex_redash_04_2_41,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_41,True,,5,idle,,4,4,1.0,,,,hongryeon_o,,3,idle,,,
d_ex_redash_04_2_42,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_42,True,,5,idle,,4,4,1.0,,,,redhood,,3,surprise,,,
d_ex_redash_04_2_43,80800,d_ex_redash_04_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_2_43,False,,5,sad,,5,5,1.0,,sfx_scn_drawingsword,,,,3,surprise,,,
d_ex_redash_04_2_44,80800,d_ex_redash_04_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_2_44,False,,5,angry,,5,50,0.5,,sfx_scn_swordswing,Low_2,,,3,surprise,,,
d_ex_redash_04_2_45,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_45,True,,5,go,,50,50,1.0,,,,hongryeon_o,,3,surprise,,,
d_ex_redash_04_2_46,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_46,True,,5,go,,3,30,0.5,,,,redhood,,3,shy_02,,,
d_ex_redash_04_2_47,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_47,True,,5,go,,30,30,1.0,,,,redhood,,3,shy_02,,,
d_ex_redash_04_2_48,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_48,True,,5,go,,4,4,1.0,,,,hongryeon_o,,3,shy_02,,,
d_ex_redash_04_2_49,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_49,True,,5,go,,4,4,1.0,,,,redhood,,3,smile,,,
d_ex_redash_04_2_50,80800,d_ex_redash_04_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_2_50,False,,5,sad,,5,5,1.0,,sfx_scn_drawingsword,,,,3,smile,,,
d_ex_redash_04_2_51,80800,d_ex_redash_04_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_2_51,False,,5,angry,,5,50,0.5,,sfx_scn_swordswing,Low_2,,,3,idle,,,
d_ex_redash_04_2_52,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_52,True,,5,idle,,50,4,1.0,,,,redhood,,3,smile,,,
d_ex_redash_04_2_53,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_53,True,,5,go,,4,4,1.0,,,,hongryeon_o,,3,smile,,,
d_ex_redash_04_2_54,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_54,True,,5,go,,4,4,1.0,,,,redhood,,3,smile,,,
d_ex_redash_04_2_55,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_55,True,,5,go,,4,4,1.0,,,,hongryeon_o,,3,smile,,,
d_ex_redash_04_2_56,80800,d_ex_redash_04_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_2_56,False,,5,go,,black,black,1.0,none,,,,,3,idle,,,
d_ex_redash_04_2_57,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_57,True,,5,idle,,4,4,1.0,event_bgm_redash_goddesssquadready,,,redhood,,3,go,,,
d_ex_redash_04_2_58,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_58,True,,5,surprise,,4,4,1.0,,,,hongryeon_o,,3,go,,,
d_ex_redash_04_2_59,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_59,True,,5,surprise,,4,4,1.0,,,,redhood,,3,angry,,,
d_ex_redash_04_2_60,80800,d_ex_redash_04_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_2_60,False,,5,surprise,,4,15,0.5,,sfx_scn_heavysupplies,Low_2,,,3,angry,,,
d_ex_redash_04_2_61,80800,d_ex_redash_04_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_2_61,False,,5,surprise,,15,15,1.0,,,,,,3,angry,,,
d_ex_redash_04_2_62,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_62,True,,5,surprise,,15,4,0.5,,,,redhood,,3,go,,,
d_ex_redash_04_2_63,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_63,True,,5,think,,4,4,1.0,,,,hongryeon_o,,3,go,,,
d_ex_redash_04_2_64,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_64,True,,5,idle,,4,4,1.0,,,,hongryeon_o,,3,go,,,
d_ex_redash_04_2_65,80800,d_ex_redash_04_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_2_65,False,,5,sad,,5,5,1.0,,sfx_scn_drawingsword,,,,3,go,,,
d_ex_redash_04_2_66,80800,d_ex_redash_04_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_2_66,False,,5,angry,,5,50,0.5,,sfx_scn_swordswing,Low_2,,,3,go,,,
d_ex_redash_04_2_67,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_67,True,,5,idle,,30,30,1.0,,,,redhood,,3,worry,,,
d_ex_redash_04_2_68,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_68,True,,5,idle,,30,30,1.0,,,,redhood,,3,worry,,,
d_ex_redash_04_2_69,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_69,True,,5,think,,50,50,1.0,,,,hongryeon_o,,3,worry,,,
d_ex_redash_04_2_70,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_70,True,,5,think,,50,50,1.0,,,,hongryeon_o,,3,worry,,,
d_ex_redash_04_2_71,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_71,True,,5,think,,30,30,1.0,,,,redhood,,3,go,,,
d_ex_redash_04_2_72,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_72,True,,5,think,,30,300,0.5,,,Low_2,redhood,,3,go,,,
d_ex_redash_04_2_73,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_73,True,,5,think,,300,300,1.0,,,Low_2,redhood,,3,angry,,,
d_ex_redash_04_2_74,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_74,False,,5,sad,,5,5,1.0,,,,hongryeon_o,,3,angry,,,
d_ex_redash_04_2_75,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_75,True,,5,angry,,5,5,1.0,,,,hongryeon_o,,3,angry,,,
d_ex_redash_04_2_76,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_76,True,,5,angry,,5,5,1.0,,,,hongryeon_o,,3,angry,,,
d_ex_redash_04_2_77,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_77,True,,5,sad,,5,500,0.7,,sfx_scn_drawingsword,Low_2,hongryeon_o,,3,angry,,,
d_ex_redash_04_2_78,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_78,True,,5,idle,,30,30,1.0,,sfx_scn_swordswing,,redhood,,3,smile,,,
d_ex_redash_04_2_79,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_79,True,,5,idle,,30,30,1.0,,,,redhood,,3,smile,liliweiss,17,idle
d_ex_redash_04_2_80,80800,d_ex_redash_04_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_2_80,False,,5,idle,,15,150,0.3,,sfx_scn_explosions,Low_2,,,3,smile,,17,idle
d_ex_redash_04_2_81,80800,d_ex_redash_04_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_04_2_81,True,,5,idle,,150,1,0.5,none,,,liliweiss,,3,smile,,1,surprise
d_ex_redash_04_2_82,80800,d_ex_redash_04_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_04_2_82,False,,5,idle,,1,1,1.0,bgm_story_whosdumber,,,liliweiss,,3,smile,,1,surprise
d_ex_redash_04_2_83,80800,d_ex_redash_04_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_04_2_83,True,,5,idle,,1,10,1.0,,,,liliweiss,,3,smile,,1,surprise
d_ex_redash_04_2_84,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_84,False,,5,surprise,,4,4,1.0,,,,redhood,,3,shy_02,,1,surprise
d_ex_redash_04_2_85,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_85,False,,5,surprise,,4,4,1.0,,,,hongryeon_o,,3,shy_02,,1,surprise
d_ex_redash_04_2_86,80800,d_ex_redash_04_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_04_2_86,True,,5,surprise,,10,10,1.0,,,,liliweiss,,3,shy_02,,1,no
d_ex_redash_04_2_87,80800,d_ex_redash_04_2,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_2_87,True,,5,angry,,3,30,1.0,,,,redhood,,19,angry,,1,no
d_ex_redash_04_2_88,80800,d_ex_redash_04_2,Speech,hongryeon_o,Locale_SuddenStory:d_ex_redash_04_2_88,True,,9,angry,,5,50,1.0,,,,hongryeon_o,,19,angry,,1,angry
d_ex_redash_04_2_89,80800,d_ex_redash_04_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_04_2_89,True,,9,angry,,1,10,1.0,,,Low_2,liliweiss,,19,angry,,1,angry
d_ex_redash_04_2_90,80800,d_ex_redash_04_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_04_2_90,True,,9,angry,,10,100,0.5,,,Low_2,liliweiss,,19,angry,,1,angry
d_ex_redash_04_2_91,80800,d_ex_redash_04_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_2_91,False,,9,angry,,black,black,1.0,,sfx_scn_windowclack,,,,19,angry,,1,angry
