id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,set_filter_01,set_filter_02,fade,characters/1/hide_char_id
event_miraclesnow2_05_e_43,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_43,True,,5,idle,,7,smile,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_44,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_44,False,,5,idle,,7,worry,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_45,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_45,True,,5,idle,,7,worry,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_46,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_46,True,,5,delight,,7,worry,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_47,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_47,True,,5,delight,,7,delight,,75,70,0.5,,,Grey,Vignetting,,
event_miraclesnow2_05_e_48,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_48,True,,5,delight,,7,delight,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_49,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_49,True,,5,delight,,7,delight,,XS_50,XS_50,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_50,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_50,True,,5,delight,,7,delight,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_51,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_51,True,,5,delight,,7,delight,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_52,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_52,True,,5,delight,,7,delight,,XS_50,XS_50,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_53,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_53,True,,5,delight,,7,worry,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_54,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_54,True,,5,pain,,7,worry,,XS_50,XS_50,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_55,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_55,True,,5,idle,,7,worry,,XS_50,XS_50,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_56,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_56,True,,5,idle,,7,worry,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_57,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_57,True,,5,delight,,7,worry,,XS_50,XS_50,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_58,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_58,True,,5,delight,,7,worry,Park,75,75,1.0,,,Grey,Vignetting,black,
event_miraclesnow2_05_e_59,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_59,True,,5,delight,,7,idle,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_60,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_60,True,,5,pain,,7,smile,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_61,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_61,True,,5,pain,,7,smile,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_62,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_62,True,,5,delight,,7,smile,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_63,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_63,False,,5,delight,,7,smile,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_64,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_64,True,,5,delight,,7,angry,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_65,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_65,False,,5,pain,,7,angry,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_66,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_66,True,,5,pain,,7,smile,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_67,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_67,True,,5,idle,,7,smile,Hospital,70,70,1.0,,,Grey,Vignetting,black,
event_miraclesnow2_05_e_68,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_68,True,,5,idle,,7,smile,,XS_50,XS_50,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_69,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_69,True,,5,idle,,7,smile,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_70,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_70,False,,5,idle,,7,smile,,XS_50,XS_50,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_71,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_71,True,,5,idle,,7,worry,,XS_50,XS_500,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_72,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_72,True,,5,idle,,7,worry,,XS_500,XS_500,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_73,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_73,False,,5,idle,,7,worry,,700,700,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_74,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_74,True,,5,delight,,7,worry,,XS_500,XS_500,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_75,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_75,True,,5,delight,,7,angry,,700,700,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_76,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_76,True,,5,delight,,7,angry,,700,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_77,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_77,True,,5,delight,,7,angry,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_78,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_78,True,,5,delight,,7,angry,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_79,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_79,True,,5,delight,,7,angry,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_80,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_80,True,,5,delight,,7,angry,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_81,40004,event_miraclesnow2_05_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_05_e_81,True,,5,pain,,7,angry,,75,75,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_82,40004,event_miraclesnow2_05_e,Speech,unknown,unknown,Locale_SubScenario:event_miraclesnow2_05_e_82,False,,5,pain,,7,worry,GoodOffice,black,black,1.0,,n102,Grey,Vignetting,black,
event_miraclesnow2_05_e_83,40004,event_miraclesnow2_05_e,Speech,unknown,unknown,Locale_SubScenario:event_miraclesnow2_05_e_83,False,,,,,7,worry,,black,black,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_84,40004,event_miraclesnow2_05_e,Speech,unknown,unknown,Locale_SubScenario:event_miraclesnow2_05_e_84,False,,,,,7,worry,,black,black,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_85,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_85,True,,,,,7,worry,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_86,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_86,True,,,,,7,worry,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_87,40004,event_miraclesnow2_05_e,Speech,angelina,unknown,Locale_SubScenario:event_miraclesnow2_05_e_87,False,,,,,7,worry,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_88,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_88,True,,,,,7,angry,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_89,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_89,False,,,,,7,angry,,70,700,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_90,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_90,False,,,,,7,worry,,700,700,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_91,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_91,False,,,,,7,idle,,700,700,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_92,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_92,True,,,,,7,smile,,700,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_93,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_93,True,,,,,7,smile,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_94,40004,event_miraclesnow2_05_e,Speech,angelina,unknown,Locale_SubScenario:event_miraclesnow2_05_e_94,False,,,,,7,smile,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_95,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_95,False,,,,,7,smile,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_96,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_96,True,,,,,7,delight,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_97,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_97,True,,,,,7,delight,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_98,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_98,True,,,,,7,delight,,70,70,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_99,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_99,True,,,,,7,delight,,black,black,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_100,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_100,True,,,,,7,delight,,black,black,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_101,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_101,True,,,,,3,delight,Restaurant,black,black,1.0,,,Grey,Vignetting,,
event_miraclesnow2_05_e_102,40004,event_miraclesnow2_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_05_e_102,True,rupee_w,1,sad,,3,worry,,31,31,1.0,,,,,black,
event_miraclesnow2_05_e_103,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_103,False,,1,sad,,3,worry,,31,31,1.0,,,,,,
event_miraclesnow2_05_e_104,40004,event_miraclesnow2_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_05_e_104,True,,1,etc,,3,worry,,31,31,1.0,,,,,,
event_miraclesnow2_05_e_105,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_105,True,,1,etc,,3,sad,,31,30,0.5,,,,,,
event_miraclesnow2_05_e_106,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_106,True,,1,etc,,3,sad,,30,30,1.0,,,,,,
event_miraclesnow2_05_e_107,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_107,True,,1,etc,,3,sad,,30,30,1.0,,,,,,
event_miraclesnow2_05_e_108,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_108,True,,1,etc,,3,sad,,30,30,1.0,,,,,,
event_miraclesnow2_05_e_109,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_109,True,,1,etc,,3,sad,,30,300,0.5,,,,,,
event_miraclesnow2_05_e_110,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_110,True,,1,etc,,3,sad,,300,300,1.0,,,,,,
event_miraclesnow2_05_e_111,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_111,True,,1,etc,,3,sad,,300,300,1.0,,,,,,
event_miraclesnow2_05_e_112,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_112,True,,1,etc,,3,sad,,300,300,1.0,,,,,,
event_miraclesnow2_05_e_113,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_113,True,,1,etc,,3,sad,,300,30,1.0,,,,,,
event_miraclesnow2_05_e_114,40004,event_miraclesnow2_05_e,Self,,,Locale_SubScenario:event_miraclesnow2_05_e_114,False,,1,etc,,3,sad,,30,30,1.0,,,,,,
event_miraclesnow2_05_e_115,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_115,True,,1,etc,,3,sad,,30,30,1.0,,,,,,
event_miraclesnow2_05_e_116,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_116,True,,1,etc,,3,sad,,30,30,1.0,,,,,,
event_miraclesnow2_05_e_117,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_117,True,,1,etc,,3,angry,,30,30,1.0,,,,,,
event_miraclesnow2_05_e_118,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_118,True,,1,etc,,3,angry,,30,30,1.0,,,,,,
event_miraclesnow2_05_e_119,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_119,True,,1,etc,,3,angry,,30,30,1.0,,,,,,
event_miraclesnow2_05_e_120,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_120,True,,1,etc,,3,angry,,30,300,0.5,,,,,,
event_miraclesnow2_05_e_121,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_121,True,,1,etc,,3,angry,,300,300,1.0,,,,,,
event_miraclesnow2_05_e_122,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_122,True,,1,etc,,3,angry,,300,300,1.0,,,,,,
event_miraclesnow2_05_e_123,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_123,True,,1,etc,,3,angry,,300,300,1.0,,,,,,
event_miraclesnow2_05_e_124,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_124,True,,1,etc,,3,angry,,300,300,1.0,,,,,,
event_miraclesnow2_05_e_125,40004,event_miraclesnow2_05_e,Self,,,Locale_SubScenario:event_miraclesnow2_05_e_125,False,,1,etc,,3,angry,,300,300,1.0,,,,,,
event_miraclesnow2_05_e_126,40004,event_miraclesnow2_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_05_e_126,False,,1,etc,,3,angry,,L_100,L_100,1.0,,,,,,
event_miraclesnow2_05_e_127,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_127,True,,1,etc,,3,worry,,300,300,1.0,,,,,,
event_miraclesnow2_05_e_128,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_128,True,,1,etc,,3,worry,,300,300,1.0,,,,,,
event_miraclesnow2_05_e_129,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_129,True,,1,etc,,3,worry,,300,300,1.0,,,,,,
event_miraclesnow2_05_e_130,40004,event_miraclesnow2_05_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_05_e_130,True,,1,etc,,3,worry,,300,30,1.0,,,,,,
event_miraclesnow2_05_e_131,40004,event_miraclesnow2_05_e,Monologue,,,Locale_SubScenario:event_miraclesnow2_05_e_131,False,,1,etc,,7,worry,,30,3,1.0,,,,,,angelina
