id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,characters/2/hide_char_id
event_neverland1_01_e_11,40034,event_neverland1_01_e,Speech,delta,delta,Locale_MainScenario:event_neverland1_01_e_11,True,,3,sad,,5,delight,,4,4,1.0,,,,,,,,,,
event_neverland1_01_e_12,40034,event_neverland1_01_e,Speech,signal,signal,Locale_MainScenario:event_neverland1_01_e_12,True,,3,delight,,5,delight,,4,4,1.0,,,,,,,,,,
event_neverland1_01_e_13,40034,event_neverland1_01_e,Self,,,Locale_MainScenario:event_neverland1_01_e_13,False,,3,delight,,5,idle,,4,4,1.0,,,,,,,,,,
event_neverland1_01_e_14,40034,event_neverland1_01_e,Speech,delta,delta,Locale_MainScenario:event_neverland1_01_e_14,True,,3,idle,,5,idle,,5,S_50,1.0,,,,,,,,,,
event_neverland1_01_e_15,40034,event_neverland1_01_e,Speech,signal,signal,Locale_MainScenario:event_neverland1_01_e_15,True,,3,idle,,5,idle,,3,XS_30,1.0,,,,,,,,,,
event_neverland1_01_e_16,40034,event_neverland1_01_e,Narration,,,Locale_MainScenario:event_neverland1_01_e_16,False,,3,idle,,5,idle,OutpostOut,XS_30,9,1.0,,sfx_scn_autodooropen,,,,,,,,
event_neverland1_01_e_17,40034,event_neverland1_01_e,Monologue,,,Locale_MainScenario:event_neverland1_01_e_17,False,,3,idle,,5,idle,,black,black,1.0,,,signal,delta,,,,,,
event_neverland1_01_e_18,40034,event_neverland1_01_e,Narration,,,Locale_MainScenario:event_neverland1_01_e_18,False,,,,,,,Armory,19,13,0.3,,sfx_scn_autodooropen,,,black,,,,,
event_neverland1_01_e_19,40034,event_neverland1_01_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_01_e_19,True,eunhwa,7,angry,emma,5,idle,,7,7,1.0,,,,,,vesti,3,idle,,
event_neverland1_01_e_20,40034,event_neverland1_01_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_01_e_20,True,,7,angry,,5,idle,,7,7,1.0,,,,,,,3,idle,,
event_neverland1_01_e_21,40034,event_neverland1_01_e,Self,,,Locale_MainScenario:event_neverland1_01_e_21,False,,7,angry,,5,idle,,7,7,1.0,,,,,,,3,idle,,
event_neverland1_01_e_22,40034,event_neverland1_01_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_01_e_22,True,,7,idle,,5,worry,,7,5,1.0,,,,,,,3,idle,,
event_neverland1_01_e_23,40034,event_neverland1_01_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_01_e_23,True,,7,idle,,5,idle,,5,5,1.0,,,,,,,3,idle,,
event_neverland1_01_e_24,40034,event_neverland1_01_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_01_e_24,True,,7,idle,,5,idle,,5,4,1.0,,,,,,,3,idle,,
event_neverland1_01_e_25,40034,event_neverland1_01_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_01_e_25,True,,7,idle,,5,idle,,4,4,1.0,,,,,,,3,idle,,
event_neverland1_01_e_26,40034,event_neverland1_01_e,Self,,,Locale_MainScenario:event_neverland1_01_e_26,False,,7,idle,,5,idle,,4,4,1.0,,,,,,,3,idle,,
event_neverland1_01_e_27,40034,event_neverland1_01_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_01_e_27,True,,7,idle,,5,surprise,,4,4,1.0,,,,,,,3,idle,,
event_neverland1_01_e_28,40034,event_neverland1_01_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_01_e_28,True,,7,idle,,5,surprise,,4,4,1.0,,,,,,,3,delight,,
event_neverland1_01_e_29,40034,event_neverland1_01_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_01_e_29,True,,7,idle,,5,surprise,,4,7,1.0,,,,,,,3,delight,,
event_neverland1_01_e_30,40034,event_neverland1_01_e,Self,,,Locale_MainScenario:event_neverland1_01_e_30,False,,7,idle,,5,idle,,7,7,1.0,,,,,,,3,idle,,
event_neverland1_01_e_31,40034,event_neverland1_01_e,Self,,,Locale_MainScenario:event_neverland1_01_e_31,False,,7,idle,,5,idle,,7,7,1.0,,,,,,,3,idle,,
event_neverland1_01_e_32,40034,event_neverland1_01_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_01_e_32,True,,7,idle,,5,surprise,,7,4,1.0,,,,,,,3,idle,,
event_neverland1_01_e_33,40034,event_neverland1_01_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_01_e_33,True,,7,idle,,5,delight,,4,4,1.0,,,,,,,3,idle,,
event_neverland1_01_e_34,40034,event_neverland1_01_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_01_e_34,True,,7,idle,,5,delight,,4,3,1.0,,,,,,,3,idle,,
event_neverland1_01_e_35,40034,event_neverland1_01_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_01_e_35,True,,7,idle,,5,idle,,3,3,1.0,,,,,,,3,idle,,
event_neverland1_01_e_36,40034,event_neverland1_01_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_01_e_36,True,,7,idle,,5,idle,,3,XS_30,1.0,,,,,,,3,idle,,
event_neverland1_01_e_37,40034,event_neverland1_01_e,Self,,,Locale_MainScenario:event_neverland1_01_e_37,False,,7,idle,,5,idle,,XS_30,XS_30,1.0,,,,,,,3,idle,,
event_neverland1_01_e_38,40034,event_neverland1_01_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_01_e_38,True,,7,idle,,5,idle,,XS_30,XS_30,1.0,,,,,,,3,shy,,
event_neverland1_01_e_39,40034,event_neverland1_01_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_01_e_39,True,,7,idle,,5,idle,,XS_30,XS_30,1.0,,,,,,,3,shy,,
event_neverland1_01_e_40,40034,event_neverland1_01_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_01_e_40,True,,7,idle,,5,idle,,XS_30,XS_30,1.0,,,,,,,3,shy,,
event_neverland1_01_e_41,40034,event_neverland1_01_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_01_e_41,True,,7,idle,,5,idle,,XS_30,50,1.0,,,,,,,3,shy,,
event_neverland1_01_e_42,40034,event_neverland1_01_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_01_e_42,True,,7,idle,,5,idle,,50,50,1.0,,,,,,,3,idle,,
event_neverland1_01_e_43,40034,event_neverland1_01_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_01_e_43,True,,7,idle,,5,delight,,50,50,1.0,,,,,,,3,idle,,
event_neverland1_01_e_44,40034,event_neverland1_01_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_01_e_44,True,,7,idle,,5,idle,,70,70,1.0,,,,,,,3,idle,,
event_neverland1_01_e_45,40034,event_neverland1_01_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_01_e_45,True,,7,idle,,5,idle,,XS_30,XS_30,1.0,,,,,,,3,idle,,
event_neverland1_01_e_46,40034,event_neverland1_01_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_01_e_46,True,,7,idle,,5,idle,,XS_30,XS_30,1.0,,,,,,,3,idle,,
event_neverland1_01_e_47,40034,event_neverland1_01_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_01_e_47,True,,7,idle,,5,idle,,XS_30,3,0.7,,,,,,,3,shy,Low_2,
event_neverland1_01_e_48,40034,event_neverland1_01_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_01_e_48,True,,7,idle,,5,idle,,3,3,1.0,,,,,,,3,shy,,
event_neverland1_01_e_49,40034,event_neverland1_01_e,Monologue,,,Locale_MainScenario:event_neverland1_01_e_49,False,,7,angry,,5,idle,,7,70,0.7,,,,,,,3,shy,,
event_neverland1_01_e_50,40034,event_neverland1_01_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_01_e_50,True,,7,angry,,5,idle,,70,70,1.0,,,,,,,3,shy,,
event_neverland1_01_e_51,40034,event_neverland1_01_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_01_e_51,True,,7,angry,,5,delight,,70,50,1.0,,,,,,,3,idle,,
event_neverland1_01_e_52,40034,event_neverland1_01_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_01_e_52,True,,7,angry,,5,delight,,50,50,1.0,,,,,,,3,idle,,
event_neverland1_01_e_53,40034,event_neverland1_01_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_01_e_53,True,,7,idle,,5,idle,,50,50,1.0,,,,,,,3,idle,,
event_neverland1_01_e_54,40034,event_neverland1_01_e,Self,,,Locale_MainScenario:event_neverland1_01_e_54,False,,7,idle,,5,idle,,50,50,1.0,,,,,,,3,idle,,
event_neverland1_01_e_55,40034,event_neverland1_01_e,Self,,,Locale_MainScenario:event_neverland1_01_e_55,False,,7,idle,,5,idle,,50,50,1.0,,,,,,,3,idle,,
event_neverland1_01_e_56,40034,event_neverland1_01_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_01_e_56,True,,7,idle,,5,surprise,,50,50,1.0,,,,,,,3,idle,,
event_neverland1_01_e_57,40034,event_neverland1_01_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_01_e_57,True,,7,idle,,5,delight,,50,50,1.0,,,,,,,3,idle,,
event_neverland1_01_e_58,40034,event_neverland1_01_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_01_e_58,True,,7,idle,,5,delight,,50,XS_30,1.0,,,,,,,3,delight,,
event_neverland1_01_e_59,40034,event_neverland1_01_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_01_e_59,True,,7,idle,,5,delight,,XS_30,XS_30,1.0,,,,,,,3,delight,,
event_neverland1_01_e_60,40034,event_neverland1_01_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_01_e_60,True,,7,idle,,5,delight,,XS_30,XS_30,1.0,,,,,,,3,delight,,
event_neverland1_01_e_61,40034,event_neverland1_01_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_01_e_61,True,,7,angry,,5,idle,,70,70,1.0,,,,,,,3,delight,,
event_neverland1_01_e_62,40034,event_neverland1_01_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_01_e_62,True,,7,angry,,5,idle,,70,70,1.0,,,,,,,3,idle,,
event_neverland1_01_e_63,40034,event_neverland1_01_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_01_e_63,True,,7,angry,,5,idle,,70,70,1.0,,,,,,,3,idle,,
event_neverland1_01_e_64,40034,event_neverland1_01_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_01_e_64,True,,7,angry,,5,idle,,70,70,1.0,,,,,,,3,idle,,
event_neverland1_01_e_65,40034,event_neverland1_01_e,Self,,,Locale_MainScenario:event_neverland1_01_e_65,False,,7,angry,,5,idle,,70,70,1.0,,,,,,,3,idle,,
event_neverland1_01_e_66,40034,event_neverland1_01_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_01_e_66,True,,7,angry,,5,idle,,70,7,1.0,,,,,,,3,idle,,
event_neverland1_01_e_67,40034,event_neverland1_01_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_01_e_67,True,,7,angry,,5,idle,,7,7,1.0,,,,,,,3,idle,,
event_neverland1_01_e_68,40034,event_neverland1_01_e,Self,,,Locale_MainScenario:event_neverland1_01_e_68,False,,7,angry,,5,idle,,7,7,1.0,,,,,,,3,idle,,
event_neverland1_01_e_69,40034,event_neverland1_01_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_01_e_69,True,,7,angry,,5,idle,,7,70,0.5,,,,,,,3,idle,,
event_neverland1_01_e_70,40034,event_neverland1_01_e,Self,,,Locale_MainScenario:event_neverland1_01_e_70,False,,7,angry,,5,idle,,70,70,1.0,,,,,,,3,idle,,
event_neverland1_01_e_71,40034,event_neverland1_01_e,Monologue,,,Locale_MainScenario:event_neverland1_01_e_71,False,,7,angry,,5,idle,OutpostOut,70,15,1.0,,,,,,,3,idle,,
event_neverland1_01_e_72,40034,event_neverland1_01_e,Monologue,,,Locale_MainScenario:event_neverland1_01_e_72,False,,7,angry,,5,idle,ToyShop,black,black,1.0,none,,eunhwa,emma,,,3,idle,,vesti
event_neverland1_01_e_73,40034,event_neverland1_01_e,Narration,,,Locale_MainScenario:event_neverland1_01_e_73,False,,,,,,,,15,15,1.0,,sfx_scn_toyshopbell,,,black,,,,,
event_neverland1_01_e_74,40034,event_neverland1_01_e,Speech,mica,mica,Locale_MainScenario:event_neverland1_01_e_74,True,mica,3,idle,belorta,5,delight,,15,4,1.0,bgm_story_inwonderland,,,,,,,,,
event_neverland1_01_e_75,40034,event_neverland1_01_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_01_e_75,True,,3,idle,,5,delight,,4,4,1.0,,,,,,,,,,
event_neverland1_01_e_76,40034,event_neverland1_01_e,Speech,mica,mica,Locale_MainScenario:event_neverland1_01_e_76,True,,3,delight,,5,delight,,4,4,1.0,,,,,,,,,,
event_neverland1_01_e_77,40034,event_neverland1_01_e,Self,,,Locale_MainScenario:event_neverland1_01_e_77,False,,3,delight,,5,delight,,4,4,1.0,,,,,,,,,,
event_neverland1_01_e_78,40034,event_neverland1_01_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_01_e_78,True,,3,delight,,5,idle,,4,5,1.0,,,,,,,,,,
event_neverland1_01_e_79,40034,event_neverland1_01_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_01_e_79,True,,3,delight,,5,idle,,5,5,1.0,,,,,,,,,,
event_neverland1_01_e_80,40034,event_neverland1_01_e,Self,,,Locale_MainScenario:event_neverland1_01_e_80,False,,3,idle,,5,idle,,5,4,1.0,,,,,,,,,,
event_neverland1_01_e_81,40034,event_neverland1_01_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_01_e_81,True,,3,idle,,5,idle,,4,4,1.0,,,,,,,,,,
event_neverland1_01_e_82,40034,event_neverland1_01_e,Monologue,,,Locale_MainScenario:event_neverland1_01_e_82,False,,3,idle,,5,idle,,4,4,1.0,,,,,,,,,,
event_neverland1_01_e_83,40034,event_neverland1_01_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_01_e_83,True,,3,idle,,5,delight,,5,XS_50,1.0,,,,,,,,,,
event_neverland1_01_e_84,40034,event_neverland1_01_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_01_e_84,True,,3,idle,,5,delight,,XS_50,XS_50,1.0,,,,,,,,,,
event_neverland1_01_e_85,40034,event_neverland1_01_e,Speech,mica,mica,Locale_MainScenario:event_neverland1_01_e_85,False,,3,worry,,5,delight,,XS_50,XS_30,1.0,,,,,,,,,,
event_neverland1_01_e_86,40034,event_neverland1_01_e,Monologue,,,Locale_MainScenario:event_neverland1_01_e_86,False,,3,worry,,5,delight,,XS_30,XS_30,1.0,,,,,,,,,,
event_neverland1_01_e_87,40034,event_neverland1_01_e,Self,,,Locale_MainScenario:event_neverland1_01_e_87,False,,3,worry,,5,idle,,XS_30,XS_30,1.0,,,,,,,,,,
event_neverland1_01_e_88,40034,event_neverland1_01_e,Speech,mica,mica,Locale_MainScenario:event_neverland1_01_e_88,True,,3,worry,,5,idle,,XS_30,XS_30,1.0,,,,,,,,,,
event_neverland1_01_e_89,40034,event_neverland1_01_e,Speech,mica,mica,Locale_MainScenario:event_neverland1_01_e_89,True,,3,worry,,5,idle,,XS_30,XS_30,1.0,,,,,,,,,,
event_neverland1_01_e_90,40034,event_neverland1_01_e,Self,,,Locale_MainScenario:event_neverland1_01_e_90,False,,3,worry,,5,idle,,XS_30,XS_30,1.0,none,,,,,,,,,
event_neverland1_01_e_91,40034,event_neverland1_01_e,Speech,mica,mica,Locale_MainScenario:event_neverland1_01_e_91,True,,3,worry,,5,idle,,XS_30,XS_300,1.0,,,,,,,,,,
event_neverland1_01_e_92,40034,event_neverland1_01_e,Speech,mica,mica,Locale_MainScenario:event_neverland1_01_e_92,True,,3,worry,,5,idle,,XS_300,XS_300,1.0,,,,,,,,,,
