id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,highlight,speaker,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_camera_shake
event_boomtheghost1_02_s_23,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_23,True,,1315,1315,1.0,,,,1,think,,13,idle,,15,no,,17,angry,,19,idle,yan,yan,frima,7,sleep_02,,,,,,,,
event_boomtheghost1_02_s_24,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_24,False,,7,70,1.0,,,,1,think,,13,idle,,15,no,,17,angry,,19,idle,frima,frima,,7,sleep_02,rapi_ss,3,delight,,,,,
event_boomtheghost1_02_s_25,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_25,True,,10,10,1.0,,,,1,think,,13,idle,,15,no,,17,angry,,19,idle,dorothy,dorothy,,7,sleep_02,,3,delight,,,,,
event_boomtheghost1_02_s_26,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_26,True,,10,31,1.0,,,,1,think,,13,idle,,15,no,,17,angry,,19,idle,rapi_ss,rapi_ss,,7,sleep_02,,3,delight,,,,,
event_boomtheghost1_02_s_27,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_27,True,,31,31,1.0,,,,1,think,,13,idle,,15,no,,17,angry,,19,idle,dorothy,dorothy,,7,sleep_02,,3,delight,,,,,
event_boomtheghost1_02_s_28,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_28,True,,30,300,0.5,,,,1,think,,13,idle,,15,no,,17,angry,,19,idle,rapi_ss,rapi_ss,,7,sleep_02,,3,angry,,,,,
event_boomtheghost1_02_s_29,40084,event_boomtheghost1_02_s,Monologue,Locale_MainScenario:event_boomtheghost1_02_s_29,False,,black,black,1.0,,,,1,think,,13,idle,,15,no,,17,idle,,19,idle,rapi_ss,,,7,sleep_02,,3,angry,frima,,,,
event_boomtheghost1_02_s_30,40084,event_boomtheghost1_02_s,Monologue,Locale_MainScenario:event_boomtheghost1_02_s_30,False,,black,black,1.0,,,,1,idle,,13,idle,,15,no,,17,idle,,19,idle,rapi_ss,,,,,,5,angry,,elegg,3,idle,
event_boomtheghost1_02_s_31,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_31,False,,100,100,1.0,,,,1,angry,,13,idle,,15,idle,,17,idle,,19,idle,dorothy,dorothy,,,,,5,angry,,,3,idle,
event_boomtheghost1_02_s_32,40084,event_boomtheghost1_02_s,Self,Locale_MainScenario:event_boomtheghost1_02_s_32,False,,100,100,1.0,,,,1,angry,,13,idle,,15,idle,,17,idle,,19,idle,dorothy,,,,,,5,delight,,,3,idle,
event_boomtheghost1_02_s_33,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_33,True,,100,10,1.0,,,,1,angry,,13,idle,,15,idle,,17,idle,,19,idle,dorothy,dorothy,,,,,5,delight,,,3,idle,
event_boomtheghost1_02_s_34,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_34,True,,10,31,1.0,,,,1,angry,,13,idle,,15,idle,,17,idle,,19,idle,elegg,elegg,,,,,5,delight,,,3,idle,
event_boomtheghost1_02_s_35,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_35,True,,31,31,1.0,,,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle,dorothy,dorothy,,,,,5,delight,,,3,idle,
event_boomtheghost1_02_s_36,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_36,True,,31,31,1.0,,,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle,elegg,elegg,,,,,5,delight,,,3,idle,
event_boomtheghost1_02_s_37,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_37,True,,31,31,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,19,idle,dorothy,dorothy,,,,,5,delight,,,3,idle,
event_boomtheghost1_02_s_38,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_38,True,,31,31,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,19,idle,elegg,elegg,,,,,5,delight,,,3,idle,
event_boomtheghost1_02_s_39,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_39,True,,31,31,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,19,idle,elegg,elegg,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_40,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_40,False,,10,100,0.5,,,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle,dorothy,dorothy,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_41,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_41,True,,100,100,1.0,,,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle,dorothy,dorothy,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_42,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_42,True,,500,500,1.0,,,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle,rapi_ss,rapi_ss,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_43,40084,event_boomtheghost1_02_s,Monologue,Locale_MainScenario:event_boomtheghost1_02_s_43,False,,black,black,1.0,,,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle,rapi_ss,,,,,,3,delight,,,5,delight,
event_boomtheghost1_02_s_44,40084,event_boomtheghost1_02_s,Monologue,Locale_MainScenario:event_boomtheghost1_02_s_44,False,,black,black,1.0,,,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle,rapi_ss,,,,,,3,think,,,5,delight,
event_boomtheghost1_02_s_45,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_45,False,,300,300,1.0,,,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle,rapi_ss,rapi_ss,,,,,3,think,,,5,delight,
event_boomtheghost1_02_s_46,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_46,True,,300,30,1.0,,,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle,rapi_ss,rapi_ss,,,,,3,think,,,5,delight,
event_boomtheghost1_02_s_47,40084,event_boomtheghost1_02_s,Self,Locale_MainScenario:event_boomtheghost1_02_s_47,False,,30,30,1.0,,,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle,rapi_ss,,,,,,3,think,,,5,delight,
event_boomtheghost1_02_s_48,40084,event_boomtheghost1_02_s,Monologue,Locale_MainScenario:event_boomtheghost1_02_s_48,False,,30,10,1.0,,,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle,dorothy,,,,,,3,think,,,5,delight,
event_boomtheghost1_02_s_49,40084,event_boomtheghost1_02_s,Monologue,Locale_MainScenario:event_boomtheghost1_02_s_49,False,,10,10,1.0,,,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle,dorothy,,,,,,3,think,,,5,delight,
event_boomtheghost1_02_s_50,40084,event_boomtheghost1_02_s,Self,Locale_MainScenario:event_boomtheghost1_02_s_50,False,,10,100,1.0,,,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle,dorothy,,,,,,3,think,,,5,delight,
event_boomtheghost1_02_s_51,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_51,True,,100,100,1.0,,,,1,angry,,13,idle,,15,idle,,17,idle,,19,idle,dorothy,dorothy,,,,,3,delight,,,5,delight,
event_boomtheghost1_02_s_52,40084,event_boomtheghost1_02_s,Narration,Locale_MainScenario:event_boomtheghost1_02_s_52,False,,black,black,1.0,sfx_scn_fleshdrop,,,1,angry,,13,idle,,15,idle,,17,idle,,19,idle,tove,,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_53,40084,event_boomtheghost1_02_s,Monologue,Locale_MainScenario:event_boomtheghost1_02_s_53,False,,113,113,1.0,,,,1,angry,,13,idle,,15,idle,,17,idle,,19,idle,tove,,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_54,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_54,False,,113,113,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,19,idle,dorothy,dorothy,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_55,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_55,True,,113,113,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,19,idle,tove,tove,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_56,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_56,True,,113,113,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,19,idle,tove,tove,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_57,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_57,True,,113,113,1.0,,,,1,think,,13,idle,,15,idle,,17,idle,,19,idle,tove,tove,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_58,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_58,True,,113,113,1.0,,,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle,dorothy,dorothy,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_59,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_59,True,,113,113,1.0,,,,1,surprise,,13,delight,,15,idle,,17,idle,,19,idle,tove,tove,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_60,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_60,True,,113,113,1.0,,,,1,surprise,,13,delight,,15,idle,,17,idle,,19,idle,dorothy,dorothy,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_61,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_61,True,,113,113,1.0,,,,1,surprise,,13,delight,,15,idle,,17,idle,,19,idle,tove,tove,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_62,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_62,True,,113,113,1.0,,,,1,surprise,,13,delight,,15,idle,,17,idle,,19,idle,dorothy,dorothy,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_63,40084,event_boomtheghost1_02_s,Narration,Locale_MainScenario:event_boomtheghost1_02_s_63,False,,black,black,1.0,sfx_scn_rawvege,,,1,surprise,,13,delight,,15,idle,,17,idle,,19,idle,tove,,,,,,5,delight,,,3,delight,
event_boomtheghost1_02_s_64,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_64,False,,S_130,S_1300,0.5,,,,1,surprise,,13,no,,15,idle,,17,idle,,19,idle,tove,tove,frima,7,no,,5,delight,,,3,delight,
event_boomtheghost1_02_s_65,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_65,False,,100,100,1.0,,,,1,surprise,,13,no,,15,idle,,17,idle,,19,idle,dorothy,dorothy,,7,no,,5,delight,,,3,delight,
event_boomtheghost1_02_s_66,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_66,True,,S_1300,S_130,0.5,,,,1,surprise,,13,no,,15,idle,,17,idle,,19,idle,tove,tove,,7,no,,5,delight,,,3,delight,Low_2
event_boomtheghost1_02_s_67,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_67,True,,XS_190,XS_190,1.0,,,,1,surprise,,13,no,,15,idle,,17,idle,,19,surprise,pepper,pepper,,7,no,,5,delight,,,3,delight,
event_boomtheghost1_02_s_68,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_68,True,,XS_190,XS_190,1.0,,,,1,surprise,,13,no,,15,idle,,17,idle,,19,surprise,pepper,pepper,,7,no,,5,delight,,,3,delight,
event_boomtheghost1_02_s_69,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_69,True,,S_150,S_150,1.0,,,,1,surprise,,13,no,,15,delight,,17,idle,,19,surprise,yan,yan,,7,no,,5,delight,,,3,delight,
event_boomtheghost1_02_s_70,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_70,True,,S_150,S_150,1.0,,,,1,surprise,,13,no,,15,delight,,17,idle,,19,surprise,yan,yan,,7,no,,5,delight,,,3,delight,
event_boomtheghost1_02_s_71,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_71,True,,S_150,S_150,1.0,,,,1,surprise,,13,no,,15,delight,,17,idle,,19,surprise,yan,yan,,7,no,,5,delight,,,3,delight,
event_boomtheghost1_02_s_72,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_72,True,,70,70,1.0,,,,1,surprise,,13,no,,15,delight,,17,idle,,19,surprise,frima,frima,,7,no,,5,delight,,,3,delight,
event_boomtheghost1_02_s_73,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_73,True,,L_170,L_170,1.0,,,,1,surprise,,13,no,,15,delight,,17,idle,,19,idle,centi,centi,,7,no,,5,delight,,,3,delight,
event_boomtheghost1_02_s_74,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_74,True,,S_30,S_30,1.0,,,,1,surprise,,13,no,,15,delight,,17,idle,,19,idle,elegg,elegg,,7,no,,5,delight,,,3,delight,
event_boomtheghost1_02_s_75,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_75,True,,L_170,L_170,1.0,,,,1,surprise,,13,no,,15,delight,,17,idle,,19,idle,centi,centi,,7,no,,5,delight,,,3,delight,
event_boomtheghost1_02_s_76,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_76,False,,10,10,1.0,,,,1,surprise,,13,no,,15,delight,,17,idle,,19,idle,dorothy,dorothy,,7,no,,5,delight,,,3,delight,
event_boomtheghost1_02_s_77,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_77,True,,10,10,1.0,,,,1,surprise,,13,no,,15,delight,,17,idle,,19,idle,dorothy,dorothy,,7,no,,5,delight,,,3,delight,
event_boomtheghost1_02_s_78,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_78,True,,10,S_30,1.0,,,,1,surprise,,13,no,,15,delight,,17,idle,,19,idle,elegg,elegg,,7,no,,5,delight,,,3,delight,
event_boomtheghost1_02_s_79,40084,event_boomtheghost1_02_s,Speech,Locale_MainScenario:event_boomtheghost1_02_s_79,True,,S_30,S_300,0.7,,,,1,surprise,,13,no,,15,delight,,17,idle,,19,idle,elegg,elegg,,7,no,,5,delight,,,3,delight,
