id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,jump_target
event_goldenship_03_s_41,40023,event_goldenship_03_s,Monologue,Locale_SubScenario:event_goldenship_03_s_41,False,,1,delight,,13,idle,,3,idle,,black,black,1.0,,,,,
event_goldenship_03_s_42,40023,event_goldenship_03_s,Speech,Locale_SubScenario:event_goldenship_03_s_42,True,,1,delight,,13,idle,,3,idle,,XS_300,XS_300,1.0,,anchor,anchor,,
event_goldenship_03_s_43,40023,event_goldenship_03_s,Speech,Locale_SubScenario:event_goldenship_03_s_43,True,,1,delight,,13,idle,,3,idle,,XS_300,S_100,1.0,,mast,mast,,
event_goldenship_03_s_44,40023,event_goldenship_03_s,Monologue,Locale_SubScenario:event_goldenship_03_s_44,False,,1,delight,,13,idle,,3,idle,,S_100,S_100,1.0,,,,sfx_scn_digup,
event_goldenship_03_s_45,40023,event_goldenship_03_s,Speech,Locale_SubScenario:event_goldenship_03_s_45,True,,1,delight,,13,idle,,3,idle,,black,black,1.0,,unknown,unknown,,
event_goldenship_03_s_46,40023,event_goldenship_03_s,Self,Locale_SubScenario:event_goldenship_03_s_46,False,,1,delight,,13,idle,,3,idle,,black,black,1.0,,,,,
event_goldenship_03_s_47,40023,event_goldenship_03_s,Monologue,Locale_SubScenario:event_goldenship_03_s_47,False,,1,surprise2,,13,idle,,3,idle,,black,black,1.0,,,,,
event_goldenship_03_s_48,40023,event_goldenship_03_s,Speech,Locale_SubScenario:event_goldenship_03_s_48,True,,1,surprise2,,13,idle,,3,idle,,S_10,S_10,1.0,,mast,mast,,
event_goldenship_03_s_49,40023,event_goldenship_03_s,Speech,Locale_SubScenario:event_goldenship_03_s_49,False,,1,surprise2,,13,surprise,,3,idle,,130,130,1.0,,frima_s,frima,,
event_goldenship_03_s_50,40023,event_goldenship_03_s,Speech,Locale_SubScenario:event_goldenship_03_s_50,True,,1,surprise2,,13,surprise,,3,surprise,,XS_30,XS_30,1.0,,anchor,anchor,,
event_goldenship_03_s_51,40023,event_goldenship_03_s,Speech,Locale_SubScenario:event_goldenship_03_s_51,True,,1,surprise2,,13,surprise,,3,surprise,,XS_30,XS_30,1.0,,anchor,anchor,,
event_goldenship_03_s_52,40023,event_goldenship_03_s,Speech,Locale_SubScenario:event_goldenship_03_s_52,True,,1,surprise2,,13,surprise,,3,surprise,,S_10,S_10,1.0,,mast,mast,,
event_goldenship_03_s_53,40023,event_goldenship_03_s,Narration,Locale_SubScenario:event_goldenship_03_s_53,False,,1,surprise2,,13,idle,,3,idle,,black,black,1.0,,,,sfx_scn_rapturecry,
event_goldenship_03_s_54,40023,event_goldenship_03_s,Narration,Locale_SubScenario:event_goldenship_03_s_54,False,,1,surprise2,,13,idle,,3,idle,,black,black,1.0,,,,sfx_scn_shotgun,
event_goldenship_03_s_55,40023,event_goldenship_03_s,Monologue,Locale_SubScenario:event_goldenship_03_s_55,False,,1,surprise2,,13,idle,,3,idle,,black,black,1.0,,,,,
event_goldenship_03_s_56,40023,event_goldenship_03_s,Speech,Locale_SubScenario:event_goldenship_03_s_56,True,,1,surprise2,,13,idle,,3,idle,,113,113,1.0,,frima_s,frima,,
event_goldenship_03_s_57,40023,event_goldenship_03_s,Speech,Locale_SubScenario:event_goldenship_03_s_57,True,,1,delight,,13,idle,,3,idle,,113,113,1.0,,mast,mast,,
event_goldenship_03_s_58,40023,event_goldenship_03_s,Choice,Locale_SubScenario:event_goldenship_03_s_58,False,,1,delight,,13,idle,,3,idle,,113,113,1.0,,,,,event_goldenship_03_s_60
event_goldenship_03_s_59,40023,event_goldenship_03_s,Choice,Locale_SubScenario:event_goldenship_03_s_59,False,,1,delight,,13,idle,,3,idle,,113,113,1.0,,,,,event_goldenship_03_s_60
event_goldenship_03_s_60,40023,event_goldenship_03_s,Speech,Locale_SubScenario:event_goldenship_03_s_60,True,,1,delight,,13,delight,,3,idle,,113,113,1.0,,frima_s,frima,,
event_goldenship_03_s_61,40023,event_goldenship_03_s,Speech,Locale_SubScenario:event_goldenship_03_s_61,True,,1,delight,,13,delight,,3,idle,,113,113,1.0,,frima_s,frima,,
event_goldenship_03_s_62,40023,event_goldenship_03_s,Speech,Locale_SubScenario:event_goldenship_03_s_62,False,,1,delight,,13,delight,,3,idle,,113,113,1.0,,mast,mast,,
event_goldenship_03_s_63,40023,event_goldenship_03_s,Monologue,Locale_SubScenario:event_goldenship_03_s_63,False,,1,delight,,13,delight,,3,idle,,113,113,1.0,none,,,,
event_goldenship_03_s_64,40023,event_goldenship_03_s,Speech,Locale_SubScenario:event_goldenship_03_s_64,True,,1,sad2,,13,delight,,3,idle,,113,1,1.0,,mast,mast,,
event_goldenship_03_s_65,40023,event_goldenship_03_s,Speech,Locale_SubScenario:event_goldenship_03_s_65,True,,1,delight2,,13,delight,,3,idle,,1,S_10,0.5,,mast,mast,,
