id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,jump_target,characters/0/hide_char_id
event_arcanearchive_05_e_43,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_43,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_44,40077,event_arcanearchive_05_e,Self,arcana,Locale_SubScenario:event_arcanearchive_05_e_44,False,,1,idle,,L_10,L_10,1.0,,,,,
event_arcanearchive_05_e_45,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_45,False,,1,idle,,L_10,L_10,1.0,,,sfx_scn_bookpage,,
event_arcanearchive_05_e_46,40077,event_arcanearchive_05_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_e_46,False,,1,idle,,L_10,L_100,1.3,,,,,
event_arcanearchive_05_e_47,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_47,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_48,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_48,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_49,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_49,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_50,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_50,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_51,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_51,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_52,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_52,False,,1,idle,,black,black,1.0,,,sfx_scn_bookpageone,,
event_arcanearchive_05_e_53,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_53,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_54,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_54,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_55,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_55,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_56,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_56,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_57,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_57,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_58,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_58,False,,1,idle,,black,black,1.0,,,sfx_scn_bookpageone,,
event_arcanearchive_05_e_59,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_59,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_60,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_60,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_61,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_61,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_62,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_62,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_63,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_63,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_64,40077,event_arcanearchive_05_e,Self,arcana,Locale_SubScenario:event_arcanearchive_05_e_64,False,,1,idle,,L_100,L_100,1.0,,,,,
event_arcanearchive_05_e_65,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_65,False,,1,idle,,L_100,L_10,1.3,,,sfx_scn_bookpageone,,
event_arcanearchive_05_e_66,40077,event_arcanearchive_05_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_e_66,False,,1,idle,,L_10,L_10,1.0,,,,,
event_arcanearchive_05_e_67,40077,event_arcanearchive_05_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_e_67,False,,1,idle,,L_10,L_10,1.0,,,,,
event_arcanearchive_05_e_68,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_68,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_69,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_69,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_70,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_70,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_05_e_71,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_71,True,,1,no,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_72,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_72,True,,1,no,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_73,40077,event_arcanearchive_05_e,Self,arcana,Locale_SubScenario:event_arcanearchive_05_e_73,False,,1,no,,L_10,L_10,1.0,,,,,
event_arcanearchive_05_e_74,40077,event_arcanearchive_05_e,Self,arcana,Locale_SubScenario:event_arcanearchive_05_e_74,False,,1,no,,L_10,L_10,1.0,,,,,
event_arcanearchive_05_e_75,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_75,True,,1,shy,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_76,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_76,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_77,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_77,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_78,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_78,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_79,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_79,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_80,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_80,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_81,40077,event_arcanearchive_05_e,Self,arcana,Locale_SubScenario:event_arcanearchive_05_e_81,False,,1,idle,,L_10,L_10,1.0,,,,,
event_arcanearchive_05_e_82,40077,event_arcanearchive_05_e,Self,arcana,Locale_SubScenario:event_arcanearchive_05_e_82,False,,1,idle,,L_10,L_10,1.0,,,,,
event_arcanearchive_05_e_83,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_83,True,,1,angry,,L_10,L_100,1.3,,arcana,,,
event_arcanearchive_05_e_84,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_84,True,,1,angry,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_05_e_85,40077,event_arcanearchive_05_e,Self,arcana,Locale_SubScenario:event_arcanearchive_05_e_85,False,,1,angry,,L_100,L_100,1.0,,,,,
event_arcanearchive_05_e_86,40077,event_arcanearchive_05_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_e_86,False,,1,angry,,L_100,L_100,1.0,,,,,
event_arcanearchive_05_e_87,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_87,False,,1,angry,,L_100,L_10,1.3,,,sfx_scn_bookpage,,
event_arcanearchive_05_e_88,40077,event_arcanearchive_05_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_e_88,False,,1,angry,,L_10,L_10,1.0,,,,,
event_arcanearchive_05_e_89,40077,event_arcanearchive_05_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_e_89,False,,1,angry,,L_10,L_10,1.0,,,,,
event_arcanearchive_05_e_90,40077,event_arcanearchive_05_e,Self,arcana,Locale_SubScenario:event_arcanearchive_05_e_90,False,,1,angry,,L_10,L_10,1.0,,,,,
event_arcanearchive_05_e_91,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_91,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_92,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_92,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_93,40077,event_arcanearchive_05_e,Self,arcana,Locale_SubScenario:event_arcanearchive_05_e_93,False,,1,think,,L_10,L_10,1.0,,,,,
event_arcanearchive_05_e_94,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_94,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_95,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_95,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_96,40077,event_arcanearchive_05_e,Choice,arcana,Locale_SubScenario:event_arcanearchive_05_e_96,False,,1,idle,,L_10,L_10,1.0,,,,event_arcanearchive_05_e_98,
event_arcanearchive_05_e_97,40077,event_arcanearchive_05_e,Choice,arcana,Locale_SubScenario:event_arcanearchive_05_e_97,False,,1,idle,,L_10,L_10,1.0,,,,event_arcanearchive_05_e_98,
event_arcanearchive_05_e_98,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_98,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_99,40077,event_arcanearchive_05_e,Self,arcana,Locale_SubScenario:event_arcanearchive_05_e_99,False,,1,idle,,L_10,L_10,1.0,,,,,
event_arcanearchive_05_e_100,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_100,True,,1,smile,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_101,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_101,True,,1,smile,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_102,40077,event_arcanearchive_05_e,Self,arcana,Locale_SubScenario:event_arcanearchive_05_e_102,False,,1,smile,,L_10,L_10,1.0,,,,,
event_arcanearchive_05_e_103,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_103,True,,1,smile,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_05_e_104,40077,event_arcanearchive_05_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_e_104,True,,1,smile,,L_10,L_10,1.0,,arcana,,,arcana
event_arcanearchive_05_e_105,40077,event_arcanearchive_05_e,Self,arcana,Locale_SubScenario:event_arcanearchive_05_e_105,False,,,,,L_10,L_100,1.3,,,,,
event_arcanearchive_05_e_106,40077,event_arcanearchive_05_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_e_106,False,,,,,L_100,L_100,1.0,,,,,
event_arcanearchive_05_e_107,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_107,False,,,,,black,black,1.0,,,sfx_scn_photopass,,
event_arcanearchive_05_e_108,40077,event_arcanearchive_05_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_e_108,False,,,,,black,black,1.3,,,,,
event_arcanearchive_05_e_109,40077,event_arcanearchive_05_e,Self,arcana,Locale_SubScenario:event_arcanearchive_05_e_109,False,,,,,L_100,L_10,1.0,,,,,
event_arcanearchive_05_e_110,40077,event_arcanearchive_05_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_e_110,False,,,,,L_10,L_10,1.0,,,,,
event_arcanearchive_05_e_111,40077,event_arcanearchive_05_e,Self,arcana,Locale_SubScenario:event_arcanearchive_05_e_111,False,,,,,L_10,L_10,1.0,,,,,
event_arcanearchive_05_e_112,40077,event_arcanearchive_05_e,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_e_112,False,,,,,black,black,1.0,,,,,
event_arcanearchive_05_e_113,40077,event_arcanearchive_05_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_e_113,False,,,,,black,black,1.0,,,,,
