id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade
event_boomtheghost2_02_e_27,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_27,True,,7,idle,,5,idle,,3,delight,,1,idle,,S_1300,S_130,1.0,,,13,sad,
event_boomtheghost2_02_e_28,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_28,True,,7,idle,,5,idle,,3,delight,,1,idle,,S_130,113,1.0,,,13,sad,
event_boomtheghost2_02_e_29,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_29,True,,7,idle,,5,idle,,3,delight,,1,idle,,113,113,1.0,,,13,sad,
event_boomtheghost2_02_e_30,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_30,True,,7,idle,,5,idle,,3,delight,,1,idle,,113,113,1.0,,,13,sad,
event_boomtheghost2_02_e_31,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_31,True,,7,idle,,5,idle,,3,delight,,1,idle,,113,113,1.0,,,13,sad,
event_boomtheghost2_02_e_32,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_32,False,,7,idle,,5,idle,,3,delight,,1,angry,,113,113,1.0,,,13,sad,
event_boomtheghost2_02_e_33,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_33,True,,7,idle,,5,idle,,3,delight,,1,angry,,113,113,1.0,,,13,sad,
event_boomtheghost2_02_e_34,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_34,True,,7,idle,,5,idle,,3,delight,,1,angry,,113,S_130,1.0,,,13,sad,
event_boomtheghost2_02_e_35,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_35,True,,7,idle,,5,idle,,3,delight,,1,angry,,S_130,S_130,1.0,,,13,sad,
event_boomtheghost2_02_e_36,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_36,True,,7,idle,,5,idle,,3,delight,,1,angry,,S_130,S_130,1.0,,,13,sad,
event_boomtheghost2_02_e_37,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_37,True,,7,idle,,5,idle,,3,delight,,1,angry,,S_130,S_1300,0.5,,,13,sad,
event_boomtheghost2_02_e_38,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_38,True,,7,idle,,5,idle,,3,delight,,1,angry,,S_1300,S_1300,1.0,,,13,sad,
event_boomtheghost2_02_e_39,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_39,True,,7,idle,,5,idle,,3,delight,,1,angry,,S_1300,S_1300,1.0,,,13,sad,
event_boomtheghost2_02_e_40,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_40,True,,7,idle,,5,idle,,3,delight,,1,angry,,S_1300,S_1300,1.0,,,13,sad,
event_boomtheghost2_02_e_41,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_41,True,,7,idle,,5,idle,,3,delight,,1,angry,,S_1300,S_130,1.0,,,13,sad,
event_boomtheghost2_02_e_42,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_42,True,,7,idle,,5,idle,,3,delight,,1,angry,,L_10,L_100,0.5,none,,13,sad,
event_boomtheghost2_02_e_43,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_43,True,,7,idle,,5,idle,,3,delight,,1,angry,,S_1300,S_1300,1.0,,,13,sad,
event_boomtheghost2_02_e_44,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_44,True,,7,idle,,5,idle,,3,delight,,1,angry,,L_100,L_100,1.0,,,13,sad,
event_boomtheghost2_02_e_45,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_45,True,,7,idle,,5,idle,,3,delight,,1,angry,,L_100,L_100,1.0,bgm_story_breakaway,,13,sad,
event_boomtheghost2_02_e_46,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_46,True,,7,idle,,5,idle,,3,delight,,1,angry,,L_100,L_100,1.0,,,13,sad,
event_boomtheghost2_02_e_47,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_47,False,,7,idle,,5,idle,,3,delight,,1,angry,,L_100,L_100,1.0,,,13,sad,
event_boomtheghost2_02_e_48,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_48,True,,7,idle,,5,idle,,3,delight,,1,angry,,L_100,L_10,0.5,,,13,sad,
event_boomtheghost2_02_e_49,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_49,True,,7,idle,,5,idle,,3,delight,,1,angry,,L_10,L_10,1.0,,,13,sad,
event_boomtheghost2_02_e_50,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_50,True,,7,idle,,5,idle,,3,delight,,1,angry,,L_10,L_10,1.0,,,13,sad,
event_boomtheghost2_02_e_51,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_51,False,,7,idle,,5,idle,,3,delight,,1,angry,,L_10,113,1.0,,,13,sad,
event_boomtheghost2_02_e_52,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_52,True,,7,idle,,5,idle,,3,delight,,1,angry,,113,113,1.0,,,13,sad,
event_boomtheghost2_02_e_53,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_53,True,,7,idle,,5,idle,,3,delight,,1,angry,,113,113,1.0,,,13,sad,
event_boomtheghost2_02_e_54,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_54,True,,7,idle,,5,idle,,3,delight,,1,angry,,113,113,1.0,,,13,sad,
event_boomtheghost2_02_e_55,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_55,True,,7,idle,,5,idle,,3,delight,,1,angry,,113,113,1.0,,,13,sad,
event_boomtheghost2_02_e_56,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_56,True,,7,idle,,5,idle,,3,delight,,1,angry,,113,113,1.0,,,13,sad,
event_boomtheghost2_02_e_57,40085,event_boomtheghost2_02_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_e_57,True,,7,idle,,5,idle,,3,delight,,1,angry,,300,300,1.0,,,13,sad,
event_boomtheghost2_02_e_58,40085,event_boomtheghost2_02_e,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_02_e_58,False,,7,idle,,5,idle,,3,delight,,1,angry,,300,300,1.0,,,13,sad,
event_boomtheghost2_02_e_59,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_59,False,,7,idle,,5,idle,,3,delight,,1,angry,,S_1300,S_1300,1.0,,,13,sad,
event_boomtheghost2_02_e_60,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_60,True,,7,idle,,5,idle,,3,delight,,1,angry,,S_1300,S_1300,1.0,,,13,sad,
event_boomtheghost2_02_e_61,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_61,True,,7,idle,,5,idle,,3,delight,,1,angry,,S_1300,S_130,1.0,,,13,sad,
event_boomtheghost2_02_e_62,40085,event_boomtheghost2_02_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_e_62,True,,7,idle,,5,idle,,3,delight,,1,angry,,30,30,1.0,,,13,sad,
event_boomtheghost2_02_e_63,40085,event_boomtheghost2_02_e,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_02_e_63,False,,7,idle,,5,idle,,3,delight,,1,angry,,30,30,1.0,,,13,sad,
event_boomtheghost2_02_e_64,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_64,True,,7,idle,,5,idle,,3,delight,,1,idle,,30,L_10,1.0,,,13,sad,
event_boomtheghost2_02_e_65,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_65,True,,7,idle,,5,idle,,3,delight,,1,idle,,L_10,L_10,1.0,,,13,sad,
event_boomtheghost2_02_e_66,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_66,True,,7,idle,,5,idle,,3,delight,,1,idle,,L_10,113,1.0,,,13,sad,
event_boomtheghost2_02_e_67,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_67,True,,7,idle,,5,idle,,3,delight,,1,idle,,113,113,1.0,,,13,sad,
event_boomtheghost2_02_e_68,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_68,True,,7,idle,,5,idle,,3,delight,,1,idle,,113,113,1.0,,,13,sad,
event_boomtheghost2_02_e_69,40085,event_boomtheghost2_02_e,Narration,centi_s,,Locale_MainScenario:event_boomtheghost2_02_e_69,False,,7,idle,,5,idle,,3,delight,,1,idle,,black,black,1.0,,,13,sad,black
event_boomtheghost2_02_e_70,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_70,True,,7,idle,,5,idle,,3,delight,,1,angry,,L_100,L_10,0.5,,,13,delight,
event_boomtheghost2_02_e_71,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_71,True,,7,idle,,5,idle,,3,delight,,1,angry,,L_10,L_10,1.0,,,13,delight,
event_boomtheghost2_02_e_72,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_72,True,,7,idle,,5,idle,,3,delight,,1,angry,,L_10,113,1.0,,,13,delight,
event_boomtheghost2_02_e_73,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_73,True,,7,idle,,5,idle,,3,delight,,1,angry,,113,113,1.0,,,13,delight,
event_boomtheghost2_02_e_74,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_74,True,,7,idle,,5,idle,,3,delight,,1,angry,,113,113,1.0,,,13,delight,
event_boomtheghost2_02_e_75,40085,event_boomtheghost2_02_e,Monologue,centi_s,,Locale_MainScenario:event_boomtheghost2_02_e_75,False,,7,idle,,5,idle,,3,delight,,1,angry,,black,black,1.0,,,13,delight,
event_boomtheghost2_02_e_76,40085,event_boomtheghost2_02_e,Monologue,centi_s,,Locale_MainScenario:event_boomtheghost2_02_e_76,False,,7,idle,,5,idle,,3,delight,,1,angry,,black,black,1.0,,,13,delight,
event_boomtheghost2_02_e_77,40085,event_boomtheghost2_02_e,Narration,centi_s,,Locale_MainScenario:event_boomtheghost2_02_e_77,False,,7,idle,,5,idle,,3,delight,,1,angry,,black,black,1.0,,,13,delight,black
event_boomtheghost2_02_e_78,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_78,True,,7,idle,,5,idle,,3,delight,,1,angry,,L_100,L_10,0.5,,,13,delight,
event_boomtheghost2_02_e_79,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_79,True,,7,idle,,5,idle,,3,delight,,1,angry,,L_10,113,1.0,,,13,idle,
event_boomtheghost2_02_e_80,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_80,True,,7,idle,,5,idle,,3,delight,,1,angry,,113,113,1.0,,,13,idle,
event_boomtheghost2_02_e_81,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_81,True,,7,idle,,5,idle,,3,delight,,1,angry,,113,113,1.0,,,13,idle,
event_boomtheghost2_02_e_82,40085,event_boomtheghost2_02_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_e_82,True,,7,idle,,5,idle,,3,think,,1,angry,,113,3,1.5,,,13,idle,
event_boomtheghost2_02_e_83,40085,event_boomtheghost2_02_e,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_02_e_83,False,,7,idle,,5,idle,,3,think,,1,angry,,3,3,1.0,,,13,idle,
event_boomtheghost2_02_e_84,40085,event_boomtheghost2_02_e,Narration,centi_s,,Locale_MainScenario:event_boomtheghost2_02_e_84,False,,7,idle,,5,idle,,3,think,,1,angry,,black,black,1.0,none,,13,idle,black
event_boomtheghost2_02_e_85,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_85,True,,7,idle,,5,idle,,3,think,,1,idle,,L_100,L_10,1.0,,,13,idle,
event_boomtheghost2_02_e_86,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_86,True,,7,idle,,5,idle,,3,think,,1,idle,,L_10,113,1.0,bgm_story_tepidappleade,,13,idle,
event_boomtheghost2_02_e_87,40085,event_boomtheghost2_02_e,Speech,repairghost,repairghost,Locale_MainScenario:event_boomtheghost2_02_e_87,True,,7,idle,,5,idle,,3,delight,,1,idle,,113,113,1.0,,,13,idle,
event_boomtheghost2_02_e_88,40085,event_boomtheghost2_02_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_e_88,True,,7,idle,,5,idle,,3,delight,,1,delight,,113,113,1.0,,,13,idle,
event_boomtheghost2_02_e_89,40085,event_boomtheghost2_02_e,Self,centi_s,,Locale_MainScenario:event_boomtheghost2_02_e_89,False,,7,idle,,5,idle,,3,delight,,1,delight,,113,113,1.0,,,13,idle,
event_boomtheghost2_02_e_90,40085,event_boomtheghost2_02_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_e_90,True,,7,idle,,5,idle,,3,delight,,1,idle,,113,75,2.0,,,13,idle,
event_boomtheghost2_02_e_91,40085,event_boomtheghost2_02_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_e_91,True,,7,idle,,5,idle,,3,delight,,1,idle,,75,75,1.0,none,,13,idle,
event_boomtheghost2_02_e_92,40085,event_boomtheghost2_02_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_e_92,True,,7,idle,,5,no,,3,delight,,1,idle,,75,75,1.0,,,13,idle,
event_boomtheghost2_02_e_93,40085,event_boomtheghost2_02_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_02_e_93,True,,7,idle,,5,no,,3,delight,,1,idle,,75,75,1.0,,,13,idle,
event_boomtheghost2_02_e_94,40085,event_boomtheghost2_02_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_e_94,False,,7,idle,,5,think,,3,delight,,1,idle,,75,5,1.0,,,13,idle,
event_boomtheghost2_02_e_95,40085,event_boomtheghost2_02_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_e_95,True,,7,idle,,5,idle,,3,delight,,1,idle,,5,5,1.0,,,13,idle,
event_boomtheghost2_02_e_96,40085,event_boomtheghost2_02_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_e_96,True,,7,idle,,5,idle,,3,delight,,1,idle,,5,S_50,1.0,,,13,idle,
