id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,fade,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_perfectmaid_06_s_16,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_16,True,,15,shy,,1500,1500,1.0,,Low_2,,,,,,,,,,,,,,
event_perfectmaid_06_s_17,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_17,True,,15,shy,,1500,1500,1.0,,,,,,,,,,,,,,,,
event_perfectmaid_06_s_18,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_18,True,,15,shy2,,1500,1500,1.0,,,,,,,,,,,,,,,,
event_perfectmaid_06_s_19,40039,event_perfectmaid_06_s,Self,,,Locale_SubScenario:event_perfectmaid_06_s_19,False,,15,shy2,,1500,1500,1.0,,,,,,,,,,,,,,,,
event_perfectmaid_06_s_20,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_20,True,,15,no,,1500,150,1.0,,,,,,,,,,,,,,,,
event_perfectmaid_06_s_21,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_21,True,,15,no,,150,150,1.0,,,,,,,,,,,,,,,,
event_perfectmaid_06_s_22,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_22,True,,15,no,,150,150,1.0,,,cocoa,1,idle,,,,,,,,,,,
event_perfectmaid_06_s_23,40039,event_perfectmaid_06_s,Monologue,,,Locale_SubScenario:event_perfectmaid_06_s_23,False,,13,no,,150,12,1.0,,,,1,idle,,,,,,,,,,,
event_perfectmaid_06_s_24,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_24,True,,13,idle,,12,12,1.0,,,,1,idle,,,,,,,,,,,
event_perfectmaid_06_s_25,40039,event_perfectmaid_06_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_06_s_25,True,,13,idle,,12,12,1.0,,,,1,serious,,,,,,,,,,,
event_perfectmaid_06_s_26,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_26,True,,13,idle,,12,12,1.0,,,,1,serious,,,,,,,,,,,
event_perfectmaid_06_s_27,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_27,True,,13,idle,,12,12,1.0,,,,1,serious,,,,,,,,,,,
event_perfectmaid_06_s_28,40039,event_perfectmaid_06_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_06_s_28,True,,13,idle,,12,XS_10,1.0,,,,1,delight,,,,,,,,,,,
event_perfectmaid_06_s_29,40039,event_perfectmaid_06_s,Monologue,cocoa,,Locale_SubScenario:event_perfectmaid_06_s_29,False,,13,idle,,XS_10,XS_10,1.0,,,,1,delight,,,,,,,,,,,
event_perfectmaid_06_s_30,40039,event_perfectmaid_06_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_06_s_30,True,,13,idle,,XS_10,1,1.0,,,,1,delight,privaty_m,,,,,,,,,,
event_perfectmaid_06_s_31,40039,event_perfectmaid_06_s,Narration,cocoa,,Locale_SubScenario:event_perfectmaid_06_s_31,False,,,,,1,2,1.0,,,,1,delight,,cocoa,tensionmaleguest,3,idle,sfx_scn_toyshopbell,white,,,,
event_perfectmaid_06_s_32,40039,event_perfectmaid_06_s,Monologue,,,Locale_SubScenario:event_perfectmaid_06_s_32,False,privaty_m,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_33,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_33,True,,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_34,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_34,True,,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_35,40039,event_perfectmaid_06_s,Speech,tensionmaleguest,tensionmaleguest,Locale_SubScenario:event_perfectmaid_06_s_35,True,,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_36,40039,event_perfectmaid_06_s,Speech,tensionmaleguest,tensionmaleguest,Locale_SubScenario:event_perfectmaid_06_s_36,True,,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_37,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_37,True,,1,happy,,2,10,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_38,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_38,True,,1,happy,,10,10,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_39,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_39,True,,1,happy,,10,10,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_40,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_40,True,,1,happy,,10,10,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_41,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_41,True,,1,happy,,10,10,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_42,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_42,True,,1,happy,,10,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_43,40039,event_perfectmaid_06_s,Speech,tensionmaleguest,tensionmaleguest,Locale_SubScenario:event_perfectmaid_06_s_43,True,,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_44,40039,event_perfectmaid_06_s,Narration,,,Locale_SubScenario:event_perfectmaid_06_s_44,False,,13,happy,,2,2,1.0,,,,,,privaty_m,,,3,idle,sfx_scn_servingcart,,,,,
event_perfectmaid_06_s_45,40039,event_perfectmaid_06_s,Monologue,,,Locale_SubScenario:event_perfectmaid_06_s_45,False,privaty_m,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_46,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_46,True,,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_47,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_47,True,,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_48,40039,event_perfectmaid_06_s,Monologue,,,Locale_SubScenario:event_perfectmaid_06_s_48,False,,1,happy,,2,2,1.0,,,,,,,,,3,idle,sfx_scn_putdown,,,,,
event_perfectmaid_06_s_49,40039,event_perfectmaid_06_s,Speech,tensionmaleguest,tensionmaleguest,Locale_SubScenario:event_perfectmaid_06_s_49,True,,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_50,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_50,True,,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_51,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_51,True,,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_52,40039,event_perfectmaid_06_s,Monologue,,,Locale_SubScenario:event_perfectmaid_06_s_52,False,,1,happy,,2,30,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_53,40039,event_perfectmaid_06_s,Speech,tensionmaleguest,tensionmaleguest,Locale_SubScenario:event_perfectmaid_06_s_53,True,,1,happy,,30,30,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_54,40039,event_perfectmaid_06_s,Speech,tensionmaleguest,tensionmaleguest,Locale_SubScenario:event_perfectmaid_06_s_54,True,,1,happy,,30,30,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_55,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_55,True,,1,happy,,30,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_56,40039,event_perfectmaid_06_s,Speech,tensionmaleguest,tensionmaleguest,Locale_SubScenario:event_perfectmaid_06_s_56,True,,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_57,40039,event_perfectmaid_06_s,Speech,tensionmaleguest,tensionmaleguest,Locale_SubScenario:event_perfectmaid_06_s_57,True,,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_58,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_58,True,,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_59,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_59,True,,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_60,40039,event_perfectmaid_06_s,Speech,tensionmaleguest,tensionmaleguest,Locale_SubScenario:event_perfectmaid_06_s_60,True,,1,happy,,2,2,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_61,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_61,True,,1,happy,,2,10,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_62,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_62,True,,1,happy,,10,10,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_63,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_63,True,,1,happy,,10,10,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_64,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_64,True,,1,happy,,10,10,1.0,,,,,,,,,3,idle,,,,,,
event_perfectmaid_06_s_65,40039,event_perfectmaid_06_s,Monologue,,,Locale_SubScenario:event_perfectmaid_06_s_65,False,,5,happy,,10,10,1.0,,,,,,privaty_m,,,3,idle,,,tensionmaleguest,,,
event_perfectmaid_06_s_66,40039,event_perfectmaid_06_s,Monologue,,,Locale_SubScenario:event_perfectmaid_06_s_66,False,,,,,10,1,1.0,,,,,,,,,,,,,,,,
event_perfectmaid_06_s_67,40039,event_perfectmaid_06_s,Monologue,,,Locale_SubScenario:event_perfectmaid_06_s_67,False,,,,,1,1,1.0,,,,,,,,,,,sfx_scn_noisily,,,,,
event_perfectmaid_06_s_68,40039,event_perfectmaid_06_s,Monologue,,,Locale_SubScenario:event_perfectmaid_06_s_68,False,,,,,1,1,1.0,,,,,,,,,,,sfx_scn_toyshopbell,,,,,
event_perfectmaid_06_s_69,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_69,True,,,,,1,13,1.0,,,,,,,,,,,,,,ade,13,worried
event_perfectmaid_06_s_70,40039,event_perfectmaid_06_s,Monologue,,,Locale_SubScenario:event_perfectmaid_06_s_70,False,,,,,13,13,1.0,,,,,,,,,,,,,,,13,worried
event_perfectmaid_06_s_71,40039,event_perfectmaid_06_s,Self,,,Locale_SubScenario:event_perfectmaid_06_s_71,False,,,,,13,13,1.0,,,,,,,,,,,,,,,13,worried
event_perfectmaid_06_s_72,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_72,True,privaty_m,1,idle,,12,12,1.0,none,,,,,,,,,,,black,,,13,worried
event_perfectmaid_06_s_73,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_73,True,,1,idle,,12,12,1.0,bgm_story_sunshinesorrow,,,,,,,,,,,,,,13,worried
event_perfectmaid_06_s_74,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_74,True,,1,idle,,12,12,1.0,,,,,,,,,,,,,,,13,worried
event_perfectmaid_06_s_75,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_75,True,,1,idle,,12,12,1.0,,,,,,,,,,,,,,,13,idle
event_perfectmaid_06_s_76,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_76,True,,1,idle,,12,12,1.0,,,,,,,,,,,,,,,13,idle
event_perfectmaid_06_s_77,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_77,True,,1,idle,,12,12,1.0,,,,,,,,,,,,,,,13,idle
event_perfectmaid_06_s_78,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_78,True,,1,idle,,12,130,1.0,,,,,,,,,,,,,,,13,idle
event_perfectmaid_06_s_79,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_79,True,,1,idle,,130,130,1.0,,,,,,,,,,,,,,,13,idle
event_perfectmaid_06_s_80,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_80,True,,1,idle,,130,130,1.0,,,,,,,,,,,,,,,13,delight
event_perfectmaid_06_s_81,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_81,True,,1,idle,,130,12,1.0,,,,,,,,,,,,,,,13,delight
event_perfectmaid_06_s_82,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_82,True,,1,idle,,12,12,1.0,,,,,,,,,,,,,,,13,delight
event_perfectmaid_06_s_83,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_83,True,,1,idle,,12,12,1.0,,,,,,,,,,,,,,,13,shy
event_perfectmaid_06_s_84,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_84,True,,1,idle,,12,100,1.0,,,,,,,,,,,,,,,13,shy
event_perfectmaid_06_s_85,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_85,True,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,13,shy
event_perfectmaid_06_s_86,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_86,True,,1,happy,,100,100,1.0,,,,,,,,,,,,,,,13,shy
event_perfectmaid_06_s_87,40039,event_perfectmaid_06_s,Monologue,privaty_m,,Locale_SubScenario:event_perfectmaid_06_s_87,False,,1,happy,,100,12,1.0,,,,,,,,,,,,,,,13,shy
event_perfectmaid_06_s_88,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_88,True,,1,happy,,12,12,1.0,,,,,,,,,,,,,,,13,shy
event_perfectmaid_06_s_89,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_89,True,,1,happy,,12,12,1.0,,,,,,,,,,,,,,,13,worried
event_perfectmaid_06_s_90,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_90,True,,1,happy,,12,12,1.0,,,,,,,,,,,,,,,13,worried
event_perfectmaid_06_s_91,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_91,True,,1,happy,,12,12,1.0,,,,,,,,,,,,,,,13,worried
event_perfectmaid_06_s_92,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_92,True,,1,happy,,12,12,1.0,,,,,,,,,,,,,,,13,worried
event_perfectmaid_06_s_93,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_93,True,,1,happy,,12,100,1.0,,,,,,,,,,,,,,,13,worried
event_perfectmaid_06_s_94,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_94,True,,1,happy,,100,100,1.0,,,,,,,,,,,,,,,13,worried
event_perfectmaid_06_s_95,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_95,True,,1,happy,,130,130,1.0,,,,,,,,,,,,,,,13,angry
event_perfectmaid_06_s_96,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_96,True,,1,happy,,130,130,1.0,,,,,,,,,,,,,,,13,angry
event_perfectmaid_06_s_97,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_97,True,,1,idle,,130,12,1.0,,,,,,,,,,,,,,,13,angry
event_perfectmaid_06_s_98,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_98,True,,1,idle,,12,12,1.0,,,,,,,,,,,,,,,13,angry
event_perfectmaid_06_s_99,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_99,True,,1,idle,,12,12,1.0,,,,,,,,,,,,,,,13,shy
event_perfectmaid_06_s_100,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_100,True,,1,happy,,12,12,1.0,,,,,,,,,,,,,,,13,shy
event_perfectmaid_06_s_101,40039,event_perfectmaid_06_s,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_s_101,True,,1,happy,,12,12,1.0,,,,,,,,,,,,,,,13,shy
event_perfectmaid_06_s_102,40039,event_perfectmaid_06_s,Self,privaty_m,,Locale_SubScenario:event_perfectmaid_06_s_102,False,,1,happy,,12,12,1.0,,,,,,,,,,,,,,,13,shy
event_perfectmaid_06_s_103,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_103,True,,1,happy,,12,130,1.0,,,,,,,,,,,,,,,13,shy
event_perfectmaid_06_s_104,40039,event_perfectmaid_06_s,Self,ade,,Locale_SubScenario:event_perfectmaid_06_s_104,False,,1,happy,,130,130,1.0,,,,,,,,,,,,,,,13,shy
event_perfectmaid_06_s_105,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_105,True,,1,happy,,130,130,1.0,,Low_2,,,,,,,,,,,,,13,shy
event_perfectmaid_06_s_106,40039,event_perfectmaid_06_s,Self,ade,,Locale_SubScenario:event_perfectmaid_06_s_106,False,,1,happy,,130,130,1.0,,,,,,,,,,,,,,,13,shy
event_perfectmaid_06_s_107,40039,event_perfectmaid_06_s,Self,ade,,Locale_SubScenario:event_perfectmaid_06_s_107,False,,1,happy,,130,130,1.0,,,,,,,,,,,,,,,13,shy
event_perfectmaid_06_s_108,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_108,True,,1,happy,,130,130,1.0,,,,,,,,,,,,,,,13,worried
event_perfectmaid_06_s_109,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_109,True,,1,happy,,130,130,1.0,,,,,,,,,,,,,,,13,idle
event_perfectmaid_06_s_110,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_110,True,,1,happy,,130,130,1.0,,,,,,,,,,,,,,,13,idle
event_perfectmaid_06_s_111,40039,event_perfectmaid_06_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_s_111,True,,1,happy,,130,1300,1.0,,,,,,,,,,,,,,,13,idle
