id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_secretgarden_prologue_27,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_27,True,,1,idle,,130,130,1.0,,,,13,idle
event_secretgarden_prologue_28,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_28,True,,1,idle,,130,1300,1.0,,,,13,idle
event_secretgarden_prologue_29,40063,event_secretgarden_prologue,Narration,rian,,Locale_SubScenario:event_secretgarden_prologue_29,False,,1,idle,,1300,1300,1.0,,sfx_scn_tablettouchs,,13,idle
event_secretgarden_prologue_30,40063,event_secretgarden_prologue,Narration,rian,,Locale_SubScenario:event_secretgarden_prologue_30,False,,1,idle,,1300,1300,1.0,,,,13,idle
event_secretgarden_prologue_31,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_31,True,,1,idle,,1300,1300,1.0,,,,13,idle
event_secretgarden_prologue_32,40063,event_secretgarden_prologue,Narration,flora,,Locale_SubScenario:event_secretgarden_prologue_32,False,,1,angry,,1300,100,1.0,,,,13,idle
event_secretgarden_prologue_33,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_33,True,,1,angry,,100,100,1.0,,,,13,idle
event_secretgarden_prologue_34,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_34,True,,1,angry,,100,100,1.0,,,,13,idle
event_secretgarden_prologue_35,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_35,True,,1,angry,,100,100,1.0,,,,13,idle
event_secretgarden_prologue_36,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_36,True,,1,angry,,100,100,1.0,,,,13,idle
event_secretgarden_prologue_37,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_37,True,,1,angry,,100,100,1.0,none,,,13,idle
event_secretgarden_prologue_38,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_38,True,,1,sad,,100,10,1.0,,,,13,idle
event_secretgarden_prologue_39,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_39,True,,1,sad,,10,10,1.0,bgm_story_tepidappleade,,,13,idle
event_secretgarden_prologue_40,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_40,True,,1,sad,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_41,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_41,True,,1,sad,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_42,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_42,True,,1,sad,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_43,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_43,True,,1,sad,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_44,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_44,True,,1,sad,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_45,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_45,True,,1,sad,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_46,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_46,True,,1,sad,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_47,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_47,True,,1,sad,,10,113,1.0,,,,13,idle
event_secretgarden_prologue_48,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_48,True,,1,idle,,113,113,1.0,,,,13,idle
event_secretgarden_prologue_49,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_49,True,,1,idle,,113,113,1.0,,,,13,idle
event_secretgarden_prologue_50,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_50,True,,1,idle,,113,113,1.0,,,,13,idle
event_secretgarden_prologue_51,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_51,True,,1,idle,,113,113,1.0,,,,13,idle
event_secretgarden_prologue_52,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_52,True,,1,idle,,113,113,1.0,,,,13,idle
event_secretgarden_prologue_53,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_53,True,,1,idle,,113,113,1.0,none,,,13,idle
event_secretgarden_prologue_54,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_54,True,,1,idle,,113,113,1.0,,,,13,idle
event_secretgarden_prologue_55,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_55,True,,1,idle,,113,10,1.0,bgm_inark,,,13,idle
event_secretgarden_prologue_56,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_56,True,,1,idle,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_57,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_57,True,,1,idle,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_58,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_58,True,,1,idle,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_59,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_59,True,,1,idle,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_60,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_60,False,,1,idle,,10,130,1.0,,,,13,idle
event_secretgarden_prologue_61,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_61,True,,1,idle,,130,130,1.0,,,,13,idle
event_secretgarden_prologue_62,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_62,True,,1,idle,,130,130,1.0,,,,13,idle
event_secretgarden_prologue_63,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_63,True,,1,idle,,130,1300,1.0,,,,13,idle
event_secretgarden_prologue_64,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_64,True,,1,idle,,1300,1300,1.0,,,,13,idle
event_secretgarden_prologue_65,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_65,True,,1,idle,,1300,1300,1.0,,,,13,idle
event_secretgarden_prologue_66,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_66,True,,1,idle,,1300,1300,1.0,,,,13,idle
event_secretgarden_prologue_67,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_67,True,,1,idle,,1300,130,1.0,,,,13,idle
event_secretgarden_prologue_68,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_68,True,,1,idle,,130,130,1.0,,,,13,idle
event_secretgarden_prologue_69,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_69,True,,1,delight,,130,10,1.0,,,,13,idle
event_secretgarden_prologue_70,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_70,True,,1,delight,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_71,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_71,True,,1,delight,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_72,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_72,True,,1,idle,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_73,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_73,True,,1,idle,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_74,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_74,True,,1,idle,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_75,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_75,True,,1,idle,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_76,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_76,True,,1,idle,,10,100,1.0,,,,13,idle
event_secretgarden_prologue_77,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_77,True,,1,idle,,100,100,1.0,,,,13,idle
event_secretgarden_prologue_78,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_78,True,,1,idle,,100,100,1.0,,,,13,idle
event_secretgarden_prologue_79,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_79,True,,1,idle,,100,100,1.0,,,,13,idle
event_secretgarden_prologue_80,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_80,True,,1,idle,,100,100,1.0,,,,13,idle
event_secretgarden_prologue_81,40063,event_secretgarden_prologue,Narration,flora,,Locale_SubScenario:event_secretgarden_prologue_81,False,,1,idle,,100,10,1.0,,,,13,idle
event_secretgarden_prologue_82,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_82,True,,1,idle,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_83,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_83,True,,1,idle,,10,10,1.0,,,,13,idle
event_secretgarden_prologue_84,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_84,True,,1,idle,,10,130,1.0,,,,13,idle
event_secretgarden_prologue_85,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_85,True,,1,idle,,130,130,1.0,,,,13,idle
event_secretgarden_prologue_86,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_86,True,,1,idle,,130,130,1.0,,,,13,idle
event_secretgarden_prologue_87,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_87,True,,1,idle,,130,130,1.0,,,,13,idle
event_secretgarden_prologue_88,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_88,False,,1,idle,,130,130,1.0,,,,13,idle
event_secretgarden_prologue_89,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_89,True,,1,idle,,130,130,1.0,,,,13,idle
event_secretgarden_prologue_90,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_90,True,,1,idle,,130,130,1.0,,,,13,idle
event_secretgarden_prologue_91,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_91,True,,1,idle,,130,1300,1.0,,,,13,idle
event_secretgarden_prologue_92,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_92,True,,1,idle,,1300,1300,1.0,,,,13,idle
event_secretgarden_prologue_93,40063,event_secretgarden_prologue,Narration,flora,,Locale_SubScenario:event_secretgarden_prologue_93,False,,1,idle,,1300,100,1.0,,,,13,idle
event_secretgarden_prologue_94,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_94,True,,1,idle,,100,10,1.0,,,,13,idle
event_secretgarden_prologue_95,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_95,True,,1,idle,,10,113,1.0,,,,13,idle
event_secretgarden_prologue_96,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_96,True,,1,idle,,113,113,1.0,,,,13,idle
event_secretgarden_prologue_97,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_97,True,,1,idle,,113,113,1.0,,,,13,idle
event_secretgarden_prologue_98,40063,event_secretgarden_prologue,Speech,rian,rian,Locale_SubScenario:event_secretgarden_prologue_98,True,,1,idle,,113,113,1.0,,,,13,idle
event_secretgarden_prologue_99,40063,event_secretgarden_prologue,Speech,flora,flora,Locale_SubScenario:event_secretgarden_prologue_99,True,,1,idle,,10,100,0.7,,,,13,idle
