id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,set_camera_shake,fade
event_absolute1_06_s_23,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_23,False,,,,,2,worry,,12,angry,,black,black,1.0,,,sfx_scn_rapturejump,,,,,
event_absolute1_06_s_24,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_24,False,,,,,2,worry,,12,angry,,black,black,1.0,,,,,,,,
event_absolute1_06_s_25,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_25,True,,,,,2,worry,,12,angry,,120,120,1.0,,eunhwa_t,,,,,,
event_absolute1_06_s_26,40086,event_absolute1_06_s,Speech,vesti_t,Locale_MainScenario:event_absolute1_06_s_26,True,vesti_t,14,idle,,2,worry,,12,angry,,120,13,1.3,,vesti_t,,,,,,
event_absolute1_06_s_27,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_27,True,,14,idle,,2,worry,,12,angry,,13,13,1.0,,eunhwa_t,,,,,,
event_absolute1_06_s_28,40086,event_absolute1_06_s,Speech,vesti_t,Locale_MainScenario:event_absolute1_06_s_28,True,,14,idle,,2,worry,,12,angry,,13,13,1.0,,vesti_t,,,,,,
event_absolute1_06_s_29,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_29,False,,14,idle,,2,worry,,12,angry,,13,13,1.0,,,,,,,,
event_absolute1_06_s_30,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_30,True,,14,idle,,2,worry,,12,idle,,13,13,1.0,,eunhwa_t,,,,,,
event_absolute1_06_s_31,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_31,True,,14,idle,,2,worry,,12,idle,,13,13,1.0,,eunhwa_t,,,,,,
event_absolute1_06_s_32,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_32,True,,14,idle,,2,worry,,12,idle,,13,13,1.0,,eunhwa_t,,,,,,
event_absolute1_06_s_33,40086,event_absolute1_06_s,Speech,vesti_t,Locale_MainScenario:event_absolute1_06_s_33,True,,14,surprise,,2,worry,,12,idle,,13,13,1.0,,vesti_t,,,,,,
event_absolute1_06_s_34,40086,event_absolute1_06_s,Speech,vesti_t,Locale_MainScenario:event_absolute1_06_s_34,True,,14,surprise,,2,worry,,12,idle,,13,13,1.0,,vesti_t,,,,,,
event_absolute1_06_s_35,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_35,True,,14,surprise,,2,worry,,12,idle,,13,13,1.0,,eunhwa_t,,,,,,
event_absolute1_06_s_36,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_36,True,,14,surprise,,2,worry,,12,idle,,13,13,1.0,,eunhwa_t,,,,,,
event_absolute1_06_s_37,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_37,True,,14,surprise,,2,worry,,12,angry,,13,13,1.0,,eunhwa_t,,,,,,
event_absolute1_06_s_38,40086,event_absolute1_06_s,Speech,vesti_t,Locale_MainScenario:event_absolute1_06_s_38,True,,14,surprise,,2,worry,,12,angry,,13,13,1.0,,vesti_t,,,,,,
event_absolute1_06_s_39,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_39,False,,14,surprise,,2,worry,,7,angry,,black,black,1.0,,,,,,,,
event_absolute1_06_s_40,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_40,False,,14,idle,,2,worry,,7,angry,,black,black,1.0,,,sfx_scn_c092_fire,,,,,
event_absolute1_06_s_41,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_41,False,,14,idle,,2,worry,,7,angry,,black,black,1.0,,,,,,,,
event_absolute1_06_s_42,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_42,False,,14,idle,,2,worry,,7,idle,,black,black,1.0,,,,,,,,
event_absolute1_06_s_43,40086,event_absolute1_06_s,Speech,emma_t,Locale_MainScenario:event_absolute1_06_s_43,True,,14,idle,,2,rage,,7,idle,,20,20,1.0,,emma_t,,,,,,
event_absolute1_06_s_44,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_44,True,,14,idle,,2,rage,,7,idle,,70,70,1.0,,eunhwa_t,,,,,,
event_absolute1_06_s_45,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_45,False,,14,idle,,2,rage,,7,idle,,black,black,1.0,,,sfx_scn_rapturejump,,,,,
event_absolute1_06_s_46,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_46,False,,14,idle,,2,rage,,7,idle,,black,black,1.0,,,,,,,,
event_absolute1_06_s_47,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_47,True,,14,idle,,2,rage,,7,angry,,70,70,1.0,,eunhwa_t,,,,,,
event_absolute1_06_s_48,40086,event_absolute1_06_s,Speech,vesti_t,Locale_MainScenario:event_absolute1_06_s_48,True,,14,angry_02,,2,rage,,7,angry,,14,XS_140,1.0,,vesti_t,,,,,,
event_absolute1_06_s_49,40086,event_absolute1_06_s,Narration,vesti_t,Locale_MainScenario:event_absolute1_06_s_49,False,,14,angry_02,,2,rage,,7,angry,,black,black,1.0,,,sfx_scn_firemissiles,,,,,
event_absolute1_06_s_50,40086,event_absolute1_06_s,Narration,vesti_t,Locale_MainScenario:event_absolute1_06_s_50,False,,14,angry_02,,2,rage,,7,angry,,70,70,1.0,,,,,,,,
event_absolute1_06_s_51,40086,event_absolute1_06_s,Narration,vesti_t,Locale_MainScenario:event_absolute1_06_s_51,False,,14,angry_02,,2,rage,,7,angry,,70,70,1.0,,,,,,,,
event_absolute1_06_s_52,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_52,True,,14,angry_02,,2,rage,,7,angry,,70,700,1.3,,eunhwa_t,,,,,,
event_absolute1_06_s_53,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_53,False,,14,angry_02,,2,rage,,7,angry,,black,black,1.0,,,,,,,,
event_absolute1_06_s_54,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_54,False,,14,angry_02,,2,rage,,7,angry,,black,black,1.0,,,sfx_scn_c092_fire_many,,,,,
event_absolute1_06_s_55,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_55,False,,14,angry_02,,2,rage,,7,angry,,black,black,1.0,,,sfx_scn_fireblindly,,,,,
event_absolute1_06_s_56,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_56,False,,14,angry_02,,2,rage,,7,angry,,black,black,1.0,,,sfx_scn_explosions,,,,,
event_absolute1_06_s_57,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_57,False,,14,angry_02,,2,rage,,7,angry,EventScene_absolute_04_1,black,black,1.0,,,,vesti_t,emma_t,eunhwa_t,,
event_absolute1_06_s_58,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_58,False,,,,,,,,,,,absolute_07,absolute_08,1.0,,,sfx_scn_predatorlowgrowl,,,,,
event_absolute1_06_s_59,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_59,False,,,,,,,,,,,absolute_08,absolute_08,1.0,,,,,,,,
event_absolute1_06_s_60,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_60,True,,,,,,,,,,,absolute_08,absolute_08,1.0,,eunhwa_t,,,,,,
event_absolute1_06_s_61,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_61,False,,,,,,,,,,,absolute_08,absolute_09,0.7,,,,,,,,
event_absolute1_06_s_62,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_62,False,,,,,,,,,,,absolute_09,absolute_09,1.0,,,sfx_scn_c092_fire,,,,Low_2,
event_absolute1_06_s_63,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_63,False,,,,,,,,,,,absolute_09,absolute_09,1.0,,,,,,,,
event_absolute1_06_s_64,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_64,False,,,,,,,,,,,absolute_09,absolute_09,1.0,,,sfx_scn_scorebeep,,,,,
event_absolute1_06_s_65,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_65,False,,,,,,,,,,,black,black,1.0,,,,,,,,
event_absolute1_06_s_66,40086,event_absolute1_06_s,Narration,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_66,False,vesti_t,13,idle,emma_t,3,worry,eunhwa_t,1,idle,IceLand_03,black,black,1.0,none,,sfx_scn_explosionhuge,,,,,
event_absolute1_06_s_67,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_67,True,,13,idle,,3,worry,,1,idle,,10,10,1.0,,eunhwa_t,,,,,,black
event_absolute1_06_s_68,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_68,True,,13,idle,,3,worry,,1,idle,,10,10,1.0,,eunhwa_t,,,,,,
event_absolute1_06_s_69,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_69,True,,13,idle,,3,worry,,1,idle,,10,10,1.0,,eunhwa_t,,,,,,
event_absolute1_06_s_70,40086,event_absolute1_06_s,Speech,emma_t,Locale_MainScenario:event_absolute1_06_s_70,True,,13,idle,,3,worry,,1,idle,,10,2,1.3,,emma_t,,,,,,
event_absolute1_06_s_71,40086,event_absolute1_06_s,Speech,emma_t,Locale_MainScenario:event_absolute1_06_s_71,True,,13,idle,,3,worry,,1,idle,,2,2,1.0,,emma_t,,,,,,
event_absolute1_06_s_72,40086,event_absolute1_06_s,Speech,emma_t,Locale_MainScenario:event_absolute1_06_s_72,True,,13,idle,,3,worry,,1,idle,,2,2,1.0,,emma_t,,,,,,
event_absolute1_06_s_73,40086,event_absolute1_06_s,Speech,emma_t,Locale_MainScenario:event_absolute1_06_s_73,True,,13,idle,,3,worry,,1,idle,,2,2,1.0,,emma_t,,,,,,
event_absolute1_06_s_74,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_74,True,,13,idle,,3,worry,,1,surprise,,2,2,1.0,,eunhwa_t,,,,,,
event_absolute1_06_s_75,40086,event_absolute1_06_s,Speech,emma_t,Locale_MainScenario:event_absolute1_06_s_75,True,,13,idle,,3,worry,,1,surprise,,2,2,1.0,,emma_t,,,,,,
event_absolute1_06_s_76,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_76,False,,13,idle,,3,worry,,1,idle,,2,2,1.0,,eunhwa_t,,,,,,
event_absolute1_06_s_77,40086,event_absolute1_06_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_06_s_77,True,,13,idle,,3,worry,,1,idle,,2,2,1.0,,eunhwa_t,,,,,,
