id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim
event_seayouagain2_03_e_11,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_11,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,90,90,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_12,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_12,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,90,97,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_13,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_13,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,97,97,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_14,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_14,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,97,97,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_15,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_15,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,97,97,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_16,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_16,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,97,97,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_17,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_17,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,97,97,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_18,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_18,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,97,97,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_19,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_19,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,97,97,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_20,40025,event_seayouagain2_03_e,Speech,frima_s,frima,Locale_MainScenario:event_seayouagain2_03_e_20,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_21,40025,event_seayouagain2_03_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_03_e_21,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,XS_50,XS_50,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_22,40025,event_seayouagain2_03_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_03_e_22,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,XS_50,XS_50,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_23,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_23,True,,9,idle,,7,void,,5,no,,3,idle,,1,idle,,XS_50,75,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_24,40025,event_seayouagain2_03_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_03_e_24,True,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,75,75,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_25,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_25,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,idle,,75,75,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_26,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_26,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,90,90,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_27,40025,event_seayouagain2_03_e,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_03_e_27,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_28,40025,event_seayouagain2_03_e,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_03_e_28,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,30,30,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_29,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_29,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,XS_70,XS_70,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_30,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_30,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,XS_70,7,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_31,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_31,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,7,7,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_32,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_32,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,7,7,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_33,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_33,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,7,97,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_34,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_34,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,97,97,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_35,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_35,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,97,97,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_36,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_36,False,,9,think,,7,worry,,5,idle,,3,idle,,1,idle,,97,97,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_37,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_37,True,,9,think,,7,worry,,5,idle,,3,idle,,1,idle,,97,90,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_38,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_38,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,90,900,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_39,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_39,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,900,900,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_40,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_40,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,900,900,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_41,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_41,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,900,XS_700,1.0,none,,,,,,,,,,,,,
event_seayouagain2_03_e_42,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_42,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,XS_700,XS_700,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_43,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_43,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,XS_700,XS_700,1.0,bgm_story_breakaway,,,,,,,,,,,,,
event_seayouagain2_03_e_44,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_44,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,XS_700,XS_70,0.5,,,,,,,,,,,,,,
event_seayouagain2_03_e_45,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_45,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,XS_70,XS_70,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_46,40025,event_seayouagain2_03_e,Self,,Self,Locale_MainScenario:event_seayouagain2_03_e_46,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,XS_70,XS_70,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_47,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_47,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,XS_70,XS_700,1.0,,black,,,,,,,,,,,,
event_seayouagain2_03_e_48,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_48,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,XS_700,XS_700,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_49,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_49,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,XS_700,XS_700,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_50,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_50,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,XS_700,900,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_51,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_51,True,,9,idle,,7,idle,,3,idle,,19,idle,,5,idle,,900,900,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_52,40025,event_seayouagain2_03_e,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_03_e_52,True,,9,idle,,7,idle,,3,idle,,19,idle,,5,idle,,900,90,1.0,,,,,,,,,,,,,,
event_seayouagain2_03_e_53,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_53,True,,9,idle,,7,idle,,3,idle,,19,idle,,5,idle,,XS_70,XS_70,1.0,,,liter_s,1,idle,yan_s,13,idle,mary_s,15,idle,pepper_s,17,good
event_seayouagain2_03_e_54,40025,event_seayouagain2_03_e,Speech,frima_s,frima,Locale_MainScenario:event_seayouagain2_03_e_54,True,,9,idle,,7,idle,,3,idle,,19,idle,,5,idle,,XS_70,50,1.0,,,,1,idle,,13,idle,,15,idle,,17,good
event_seayouagain2_03_e_55,40025,event_seayouagain2_03_e,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_03_e_55,True,,9,idle,,7,idle,,3,angry,,19,idle,,5,idle,,50,XS_30,1.0,,,,1,idle,,13,idle,,15,idle,,17,good
event_seayouagain2_03_e_56,40025,event_seayouagain2_03_e,Speech,liter_s,liter,Locale_MainScenario:event_seayouagain2_03_e_56,True,,9,idle,,7,idle,,3,angry,,19,idle,,5,idle,,XS_30,XS_10,1.0,,,,1,idle,,13,idle,,15,idle,,17,good
event_seayouagain2_03_e_57,40025,event_seayouagain2_03_e,Speech,yan_s,yan,Locale_MainScenario:event_seayouagain2_03_e_57,True,,9,idle,,7,idle,,3,idle,,19,idle,,5,idle,,XS_10,S_130,1.0,,,,1,idle,,13,idle,,15,idle,,17,good
event_seayouagain2_03_e_58,40025,event_seayouagain2_03_e,Speech,mary_s,mary,Locale_MainScenario:event_seayouagain2_03_e_58,True,,9,idle,,7,idle,,3,idle,,19,idle,,5,idle,,S_130,150,1.0,,,,1,idle,,13,idle,,15,idle,,17,good
event_seayouagain2_03_e_59,40025,event_seayouagain2_03_e,Speech,pepper_s,pepper,Locale_MainScenario:event_seayouagain2_03_e_59,True,,9,idle,,7,idle,,3,idle,,19,idle,,5,idle,,150,XS_170,1.0,,,,1,idle,,13,idle,,15,idle,,17,good
event_seayouagain2_03_e_60,40025,event_seayouagain2_03_e,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_03_e_60,True,,9,idle,,7,idle,,3,idle,,19,idle,,5,idle,,XS_170,190,1.0,,,,1,idle,,13,idle,,15,idle,,17,good
event_seayouagain2_03_e_61,40025,event_seayouagain2_03_e,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_03_e_61,True,,9,idle,,7,idle,,3,idle,,19,idle,,5,idle,,190,190,1.0,,,,1,idle,,13,idle,,15,idle,,17,good
event_seayouagain2_03_e_62,40025,event_seayouagain2_03_e,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_03_e_62,True,,9,idle,,7,idle,,3,idle,,19,idle,,5,idle,,190,190,1.0,,,,1,idle,,13,idle,,15,idle,,17,good
event_seayouagain2_03_e_63,40025,event_seayouagain2_03_e,Self,,Self,Locale_MainScenario:event_seayouagain2_03_e_63,False,,9,idle,,7,idle,,3,idle,,19,idle,,5,idle,,190,190,1.0,,,,1,idle,,13,idle,,15,idle,,17,good
event_seayouagain2_03_e_64,40025,event_seayouagain2_03_e,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_03_e_64,True,,9,idle,,7,idle,,3,idle,,19,idle,,5,idle,,190,190,1.0,,,,1,idle,,13,idle,,15,idle,,17,good
event_seayouagain2_03_e_65,40025,event_seayouagain2_03_e,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_03_e_65,True,,9,idle,,7,idle,,3,idle,,19,idle,,5,idle,,190,1900,1.0,,,,1,idle,,13,idle,,15,idle,,17,good
event_seayouagain2_03_e_66,40025,event_seayouagain2_03_e,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_03_e_66,True,,9,idle,,7,idle,,3,idle,,19,idle,,5,idle,,XS_700,XS_700,1.0,,,,1,idle,,13,idle,,15,idle,,17,good
