id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_trueflavor_03_s_11,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_11,True,,XS_120,XS_120,1.0,,,,,,,,12,delight
event_trueflavor_03_s_12,40074,event_trueflavor_03_s,Narration,crust,,Locale_SubScenario:event_trueflavor_03_s_12,False,,black,black,1.0,,sfx_scn_dishdebrismany,,,,,,12,delight
event_trueflavor_03_s_13,40074,event_trueflavor_03_s,Narration,crust,,Locale_SubScenario:event_trueflavor_03_s_13,False,,black,black,1.0,,sfx_scn_foodonfire,,,,,,12,delight
event_trueflavor_03_s_14,40074,event_trueflavor_03_s,Narration,crust,,Locale_SubScenario:event_trueflavor_03_s_14,False,,black,black,1.0,,sfx_scn_tabelbell,bready,2,special,,,12,delight
event_trueflavor_03_s_15,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_15,True,,XS_120,XS_120,1.0,,,,2,special,,,12,delight
event_trueflavor_03_s_16,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_16,False,,XS_120,1,1.5,,,,2,special,,,12,delight
event_trueflavor_03_s_17,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_17,True,,1,1,1.0,,,,2,idle,,,12,delight
event_trueflavor_03_s_18,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_18,True,,1,1,1.0,,,,2,idle,,,12,delight
event_trueflavor_03_s_19,40074,event_trueflavor_03_s,Narration,crust,,Locale_SubScenario:event_trueflavor_03_s_19,False,,black,black,1.0,,sfx_scn_dishdebrismany,,2,idle,,,12,idle
event_trueflavor_03_s_20,40074,event_trueflavor_03_s,Narration,crust,,Locale_SubScenario:event_trueflavor_03_s_20,False,,black,black,1.0,,sfx_scn_soup,,2,special,,,12,idle
event_trueflavor_03_s_21,40074,event_trueflavor_03_s,Narration,crust,,Locale_SubScenario:event_trueflavor_03_s_21,False,,black,black,1.0,,sfx_scn_tabelbell,,2,special,,,12,idle
event_trueflavor_03_s_22,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_22,True,,1,1,1.0,,,,2,special,,,12,idle
event_trueflavor_03_s_23,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_23,False,,1,S_20,1.3,,,,2,special,,,12,idle
event_trueflavor_03_s_24,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_24,True,,S_20,S_20,1.0,,,,2,idle,,,12,idle
event_trueflavor_03_s_25,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_25,True,,S_20,S_20,1.0,,,,2,idle,,,12,idle
event_trueflavor_03_s_26,40074,event_trueflavor_03_s,Narration,crust,,Locale_SubScenario:event_trueflavor_03_s_26,False,,black,black,1.0,,sfx_scn_dishdebrismany,,2,idle,,,12,idle
event_trueflavor_03_s_27,40074,event_trueflavor_03_s,Narration,crust,,Locale_SubScenario:event_trueflavor_03_s_27,False,,black,black,1.0,,sfx_scn_cookknife,,2,special,,,12,idle
event_trueflavor_03_s_28,40074,event_trueflavor_03_s,Narration,crust,,Locale_SubScenario:event_trueflavor_03_s_28,False,,black,black,1.0,,sfx_scn_tabelbell,,2,special,,,12,idle
event_trueflavor_03_s_29,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_29,True,,XS_120,XS_120,1.0,,,,2,special,,,12,sad
event_trueflavor_03_s_30,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_30,False,,XS_120,S_20,1.3,,,,2,special,,,12,sad
event_trueflavor_03_s_31,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_31,True,,S_20,S_20,1.0,,,,2,no,,,12,sad
event_trueflavor_03_s_32,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_32,True,,S_20,S_20,1.0,,,,2,no,,,12,sad
event_trueflavor_03_s_33,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_33,True,,S_20,S_20,1.0,,,,2,no,,,12,sad
event_trueflavor_03_s_34,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_34,True,,S_20,1,1.3,,,,2,no,,,12,think
event_trueflavor_03_s_35,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_35,True,,1,1,1.0,,,,2,no,,,12,think
event_trueflavor_03_s_36,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_36,False,,1,1,1.0,,,,2,no,,,12,think
event_trueflavor_03_s_37,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_37,True,,1,1,1.0,,,,2,no,,,12,think
event_trueflavor_03_s_38,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_38,True,,1,1,1.0,,,,2,no,,,12,think
event_trueflavor_03_s_39,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_39,True,,1,1,1.0,,,,2,no,,,12,think
event_trueflavor_03_s_40,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_40,True,,1,S_20,1.3,,,,2,special,,,12,think
event_trueflavor_03_s_41,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_41,False,,S_20,S_20,1.0,,,,2,special,,,12,think
event_trueflavor_03_s_42,40074,event_trueflavor_03_s,Speech,bready,crust,Locale_SubScenario:event_trueflavor_03_s_42,False,,S_20,S_20,1.0,,,,2,special,,,12,think
event_trueflavor_03_s_43,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_43,True,,S_20,S_20,1.0,,,,2,idle,,,12,think
event_trueflavor_03_s_44,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_44,True,,S_20,S_20,1.0,,,,2,idle,,,12,think
event_trueflavor_03_s_45,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_45,True,,S_20,S_20,1.0,,,,2,idle,,,12,think
event_trueflavor_03_s_46,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_46,True,,S_20,S_20,1.0,,,,2,idle,,,12,think
event_trueflavor_03_s_47,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_47,True,,S_20,1,1.3,,,,2,idle,,,12,think
event_trueflavor_03_s_48,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_48,True,,1,1,1.0,,,,2,idle,,,12,delight
event_trueflavor_03_s_49,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_49,True,,1,1,1.0,,,,2,idle,,,12,delight
event_trueflavor_03_s_50,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_50,True,,1,1,1.0,,,,2,no,,,12,delight
event_trueflavor_03_s_51,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_51,True,,1,1,1.0,,,,2,no,,,12,idle
event_trueflavor_03_s_52,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_52,True,,1,1,1.0,,,,2,no,,,12,idle
event_trueflavor_03_s_53,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_53,True,,1,1,1.0,,,,2,no,,,12,idle
event_trueflavor_03_s_54,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_54,True,,1,1,1.0,,,,2,idle,,,12,idle
event_trueflavor_03_s_55,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_55,True,,1,1,1.0,,,,2,idle,,,12,idle
event_trueflavor_03_s_56,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_56,True,,1,1,1.0,,,,2,idle,,,12,idle
event_trueflavor_03_s_57,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_57,True,,1,1,1.0,,,,2,idle,,,12,idle
event_trueflavor_03_s_58,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_58,True,,1,1,1.0,,,,2,idle,,,12,idle
event_trueflavor_03_s_59,40074,event_trueflavor_03_s,Speech,bready,bready,Locale_SubScenario:event_trueflavor_03_s_59,True,,1,1,1.0,,,,2,idle,,,12,idle
event_trueflavor_03_s_60,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_60,True,,1,1,1.0,,,,2,idle,,,12,idle
event_trueflavor_03_s_61,40074,event_trueflavor_03_s,Narration,crust,,Locale_SubScenario:event_trueflavor_03_s_61,False,,1,1,1.0,none,sfx_scn_autodooropen,,2,idle,bready,,12,idle
event_trueflavor_03_s_62,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_62,False,,1,XS_120,1.3,,,,,,,,12,idle
event_trueflavor_03_s_63,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_63,True,,XS_120,XS_120,1.0,,,,,,,,12,sad
event_trueflavor_03_s_64,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_64,True,,XS_120,XS_120,1.0,,,,,,,,12,sad
event_trueflavor_03_s_65,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_65,True,,XS_120,XS_120,1.0,,,,,,,,12,sad
event_trueflavor_03_s_66,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_66,True,,XS_120,XS_120,1.0,,,,,,,,12,sad
event_trueflavor_03_s_67,40074,event_trueflavor_03_s,Self,crust,,Locale_SubScenario:event_trueflavor_03_s_67,False,,XS_120,XS_120,1.0,,,,,,,,12,sad
event_trueflavor_03_s_68,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_68,True,,XS_120,XS_120,1.0,,,,,,,,12,delight
event_trueflavor_03_s_69,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_69,True,,XS_120,XS_120,1.0,,,,,,,,12,idle
event_trueflavor_03_s_70,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_70,True,,XS_120,XS_120,1.0,,,,,,,,12,idle
event_trueflavor_03_s_71,40074,event_trueflavor_03_s,Self,crust,,Locale_SubScenario:event_trueflavor_03_s_71,False,,XS_120,XS_120,1.0,,,,,,,,12,idle
event_trueflavor_03_s_72,40074,event_trueflavor_03_s,Self,crust,,Locale_SubScenario:event_trueflavor_03_s_72,False,,XS_120,XS_120,1.0,,,,,,,,12,idle
event_trueflavor_03_s_73,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_73,True,,XS_120,XS_120,1.0,,,,,,,,12,idle
event_trueflavor_03_s_74,40074,event_trueflavor_03_s,Self,crust,,Locale_SubScenario:event_trueflavor_03_s_74,False,,XS_120,XS_120,1.0,,,,,,,,12,idle
event_trueflavor_03_s_75,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_75,True,,XS_120,XS_120,1.0,,,,,,,,12,shy
event_trueflavor_03_s_76,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_76,True,,XS_120,XS_1200,1.3,bgm_story_inwonderland,,,,,,,12,idle
event_trueflavor_03_s_77,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_77,True,,XS_1200,XS_1200,1.0,,,,,,,,12,idle
event_trueflavor_03_s_78,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_78,True,,XS_1200,XS_1200,1.0,,,,,,,,12,idle
event_trueflavor_03_s_79,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_79,True,,XS_1200,XS_1200,1.0,,,,,,,,12,idle
event_trueflavor_03_s_80,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_80,True,,XS_1200,XS_1200,1.0,,,,,,,,12,idle
event_trueflavor_03_s_81,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_81,True,,XS_1200,XS_120,1.3,,,,,,,,12,delight
event_trueflavor_03_s_82,40074,event_trueflavor_03_s,Self,crust,,Locale_SubScenario:event_trueflavor_03_s_82,False,,XS_120,XS_120,1.0,,,,,,,,12,delight
event_trueflavor_03_s_83,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_83,True,,XS_120,XS_120,1.0,,,,,,,,12,delight
event_trueflavor_03_s_84,40074,event_trueflavor_03_s,Self,crust,,Locale_SubScenario:event_trueflavor_03_s_84,False,,XS_120,XS_120,1.0,,,,,,,,12,delight
event_trueflavor_03_s_85,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_85,True,,XS_120,XS_120,1.0,,,,,,,,12,idle
event_trueflavor_03_s_86,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_86,True,,XS_120,XS_120,1.0,,,,,,,,12,idle
event_trueflavor_03_s_87,40074,event_trueflavor_03_s,Self,crust,,Locale_SubScenario:event_trueflavor_03_s_87,False,,XS_120,XS_120,1.0,,,,,,,,12,idle
event_trueflavor_03_s_88,40074,event_trueflavor_03_s,Self,crust,,Locale_SubScenario:event_trueflavor_03_s_88,False,,XS_120,XS_120,1.0,,,,,,,,12,idle
event_trueflavor_03_s_89,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_89,True,,XS_120,XS_120,1.0,,,,,,,,12,think
event_trueflavor_03_s_90,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_90,True,,XS_120,XS_120,1.0,,,,,,,,12,think
event_trueflavor_03_s_91,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_91,True,,XS_120,XS_120,1.0,,,,,,,,12,think
event_trueflavor_03_s_92,40074,event_trueflavor_03_s,Self,crust,,Locale_SubScenario:event_trueflavor_03_s_92,False,,XS_120,XS_120,1.0,,,,,,,,12,think
event_trueflavor_03_s_93,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_93,True,,XS_120,XS_1200,1.3,,,,,,,,12,idle
event_trueflavor_03_s_94,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_94,True,,XS_1200,XS_1200,1.0,,,,,,,,12,delight
event_trueflavor_03_s_95,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_95,True,,XS_1200,XS_1200,1.0,,,,,,,,12,idle
event_trueflavor_03_s_96,40074,event_trueflavor_03_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_03_s_96,True,,XS_1200,XS_1200,1.0,,,,,,,,12,idle
