id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,play_sound,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_01,set_filter_02,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_killthelord_02_e_29,40043,event_killthelord_02_e,Self,,Locale_SubScenario:event_killthelord_02_e_29,False,,,,,killthelord_01,killthelord_01,1.0,,,,,,,1,idle,,,,,,,
event_killthelord_02_e_30,40043,event_killthelord_02_e,Speech,,Locale_SubScenario:event_killthelord_02_e_30,True,,,,,black,black,1.0,,d_w,,,,,1,idle,,,,,,,
event_killthelord_02_e_31,40043,event_killthelord_02_e,Monologue,,Locale_SubScenario:event_killthelord_02_e_31,False,,,,,black,black,1.0,,,,sfx_scn_blanket,,,1,idle,,,,,,,
event_killthelord_02_e_32,40043,event_killthelord_02_e,Monologue,,Locale_SubScenario:event_killthelord_02_e_32,False,,,,,killthelord_02,killthelord_02,1.0,,,,,,,1,idle,Blur_Middle,Blur_Middle,,,,,
event_killthelord_02_e_33,40043,event_killthelord_02_e,Monologue,,Locale_SubScenario:event_killthelord_02_e_33,False,,,,,black,black,1.0,,,,,,,1,idle,,,,,,,
event_killthelord_02_e_34,40043,event_killthelord_02_e,Monologue,,Locale_SubScenario:event_killthelord_02_e_34,False,,,,,killthelord_02,killthelord_02,1.0,,,,,,,1,idle,Blur_Low,Blur_Low,,,,,
event_killthelord_02_e_35,40043,event_killthelord_02_e,Monologue,,Locale_SubScenario:event_killthelord_02_e_35,False,,,,,killthelord_02,killthelord_02,1.0,,,,,black,,1,idle,Blur_Low,Blur_Low,,,,,
event_killthelord_02_e_36,40043,event_killthelord_02_e,Self,,Locale_SubScenario:event_killthelord_02_e_36,False,,,,,killthelord_02,killthelord_03,1.5,,,,,,,1,idle,,,,,,,
event_killthelord_02_e_37,40043,event_killthelord_02_e,Speech,,Locale_SubScenario:event_killthelord_02_e_37,True,,,,,killthelord_03,killthelord_03,1.0,,d_w,,,,,1,idle,,,,,,,
event_killthelord_02_e_38,40043,event_killthelord_02_e,Self,,Locale_SubScenario:event_killthelord_02_e_38,False,,,,,killthelord_03,killthelord_03,1.0,,,,,,,1,idle,,,,,,,
event_killthelord_02_e_39,40043,event_killthelord_02_e,Speech,,Locale_SubScenario:event_killthelord_02_e_39,True,,,,,killthelord_03,killthelord_03,1.0,,d_w,,,,,1,idle,,,,,,,
event_killthelord_02_e_40,40043,event_killthelord_02_e,Self,,Locale_SubScenario:event_killthelord_02_e_40,False,,,,,killthelord_03,killthelord_03,1.0,,,,,,,1,idle,,,,,,,
event_killthelord_02_e_41,40043,event_killthelord_02_e,Speech,,Locale_SubScenario:event_killthelord_02_e_41,True,,,,,killthelord_03,killthelord_03,1.0,,d_w,,,,,1,idle,,,,,,,
event_killthelord_02_e_42,40043,event_killthelord_02_e,Speech,,Locale_SubScenario:event_killthelord_02_e_42,True,,,,,killthelord_03,killthelord_03,1.0,,d_w,,,,,1,idle,,,,,,,
event_killthelord_02_e_43,40043,event_killthelord_02_e,Speech,,Locale_SubScenario:event_killthelord_02_e_43,True,,,,,killthelord_03,killthelord_03,1.0,,d_w,,,,,1,idle,,,,,,,
event_killthelord_02_e_44,40043,event_killthelord_02_e,Speech,,Locale_SubScenario:event_killthelord_02_e_44,True,,,,,killthelord_03,killthelord_03,1.0,,d_w,,,,,1,idle,,,,,,,
event_killthelord_02_e_45,40043,event_killthelord_02_e,Self,,Locale_SubScenario:event_killthelord_02_e_45,False,,,,,killthelord_03,killthelord_03,1.0,,,,,,,1,idle,,,,,,,
event_killthelord_02_e_46,40043,event_killthelord_02_e,Speech,,Locale_SubScenario:event_killthelord_02_e_46,True,,,,,killthelord_03,killthelord_03,1.0,,d_w,,,,,1,idle,,,,,,,
event_killthelord_02_e_47,40043,event_killthelord_02_e,Self,,Locale_SubScenario:event_killthelord_02_e_47,False,,,,,killthelord_03,killthelord_03,1.0,,,,,,,1,idle,,,,,,,
event_killthelord_02_e_48,40043,event_killthelord_02_e,Speech,,Locale_SubScenario:event_killthelord_02_e_48,False,,,,,killthelord_03,killthelord_03,1.0,,d_w,,,,,1,idle,,,,,,,
event_killthelord_02_e_49,40043,event_killthelord_02_e,Speech,,Locale_SubScenario:event_killthelord_02_e_49,True,,,,,killthelord_03,killthelord_03,1.0,,d_w,,,,,1,idle,,,,,,,
event_killthelord_02_e_50,40043,event_killthelord_02_e,Speech,,Locale_SubScenario:event_killthelord_02_e_50,True,,,,,killthelord_03,killthelord_03,1.0,,d_w,,,,,1,idle,,,,,,,
event_killthelord_02_e_51,40043,event_killthelord_02_e,Speech,,Locale_SubScenario:event_killthelord_02_e_51,True,,,,,killthelord_03,killthelord_03,1.0,,d_w,,,,,1,idle,,,,,,,
event_killthelord_02_e_52,40043,event_killthelord_02_e,Speech,,Locale_SubScenario:event_killthelord_02_e_52,True,,,,,killthelord_03,killthelord_02,1.5,,d_w,,,,,1,idle,,,,,,,
event_killthelord_02_e_53,40043,event_killthelord_02_e,Self,,Locale_SubScenario:event_killthelord_02_e_53,False,,,,,killthelord_02,killthelord_02,1.0,,,,,,,1,idle,,,,,,,
event_killthelord_02_e_54,40043,event_killthelord_02_e,Monologue,d_w,Locale_SubScenario:event_killthelord_02_e_54,False,,,,Hotel,black,black,1.0,none,,,,,,1,idle,,,killthelord_event,,,,
event_killthelord_02_e_55,40043,event_killthelord_02_e,Narration,d_w,Locale_SubScenario:event_killthelord_02_e_55,False,d_w,1,special,,2,1,1.0,,,,,black,,,,,,,,,,
event_killthelord_02_e_56,40043,event_killthelord_02_e,Self,d_w,Locale_SubScenario:event_killthelord_02_e_56,False,,1,special,,1,1,1.0,,,,,,,,,,,,,,,
event_killthelord_02_e_57,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_57,True,,1,special,,1,1,1.0,,d_w,,sfx_scn_gunhandling,,,,,,,,,,,
event_killthelord_02_e_58,40043,event_killthelord_02_e,Monologue,d_w,Locale_SubScenario:event_killthelord_02_e_58,False,,1,special,,1,1,1.0,,,,,,,,,,,,,,,
event_killthelord_02_e_59,40043,event_killthelord_02_e,Narration,d_w,Locale_SubScenario:event_killthelord_02_e_59,False,,1,special,,black,black,1.0,,,,sfx_scn_birdalarm,,,,,,,,,,,
event_killthelord_02_e_60,40043,event_killthelord_02_e,Monologue,d_w,Locale_SubScenario:event_killthelord_02_e_60,False,,1,special,,black,black,1.0,,,,,,,,,,,,,,,
event_killthelord_02_e_61,40043,event_killthelord_02_e,Self,d_w,Locale_SubScenario:event_killthelord_02_e_61,False,,1,special,,10,10,1.0,,,,,,,,,,,,,,,
event_killthelord_02_e_62,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_62,True,,1,void,,10,10,1.0,bgm_enemyclose,d_w,,,,,,,,,,,,,
event_killthelord_02_e_63,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_63,True,,1,void,,10,10,1.0,,d_w,,,,,,,,,,,,,
event_killthelord_02_e_64,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_64,True,,1,void,,10,10,1.0,,d_w,,,,,,,,,,,,,
event_killthelord_02_e_65,40043,event_killthelord_02_e,Monologue,d_w,Locale_SubScenario:event_killthelord_02_e_65,False,,1,void,,10,10,1.0,,,,,,,,,,,,,,,
event_killthelord_02_e_66,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_66,True,,1,void,,10,100,1.0,,d_w,,,,,,,,,,,,,
event_killthelord_02_e_67,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_67,True,,1,void,,100,100,1.0,,d_w,,,,,,,,,,,,,
event_killthelord_02_e_68,40043,event_killthelord_02_e,Self,d_w,Locale_SubScenario:event_killthelord_02_e_68,False,,1,void,,100,100,1.0,,,,,,,,,,,,,,,
event_killthelord_02_e_69,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_69,True,,1,think,,100,10,1.0,,d_w,,,,,,,,,,,,,
event_killthelord_02_e_70,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_70,False,,1,think,,10,10,1.0,,unknown,,,,,,,,,,,,,
event_killthelord_02_e_71,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_71,False,,1,think,,10,10,1.0,,unknown,,,,,,,,,,,,,
event_killthelord_02_e_72,40043,event_killthelord_02_e,Monologue,d_w,Locale_SubScenario:event_killthelord_02_e_72,False,,1,think,,10,10,1.0,,,,,,,,,,,,,,,
event_killthelord_02_e_73,40043,event_killthelord_02_e,Monologue,d_w,Locale_SubScenario:event_killthelord_02_e_73,False,,1,good,,black,black,1.0,,,,sfx_scn_glassdooropen,,,,,,,,rosanna_m,15,idle,
event_killthelord_02_e_74,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_74,True,,1,good,,12,12,1.0,,d_w,,,,,,,,,,,13,idle,
event_killthelord_02_e_75,40043,event_killthelord_02_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_02_e_75,True,,1,good,,12,12,1.0,,rosanna_m,,,,,,,,,,,13,good,
event_killthelord_02_e_76,40043,event_killthelord_02_e,Self,rosanna_m,Locale_SubScenario:event_killthelord_02_e_76,False,,1,good,,12,12,1.0,,,,,,,,,,,,,13,good,
event_killthelord_02_e_77,40043,event_killthelord_02_e,Monologue,rosanna_m,Locale_SubScenario:event_killthelord_02_e_77,False,,1,good,,black,black,1.0,none,,,,,,,,,,,,13,good,
event_killthelord_02_e_78,40043,event_killthelord_02_e,Monologue,rosanna_m,Locale_SubScenario:event_killthelord_02_e_78,False,,1,good,,130,130,1.0,,,,,,,,,,,,,13,good,
event_killthelord_02_e_79,40043,event_killthelord_02_e,Monologue,rosanna_m,Locale_SubScenario:event_killthelord_02_e_79,False,,1,good,,130,130,1.0,bgm_story_epicjazzymoods,,,,,,,,,,,,13,good,
event_killthelord_02_e_80,40043,event_killthelord_02_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_02_e_80,True,,1,good,,130,130,1.0,,rosanna_m,,,,,,,,,,,13,good,
event_killthelord_02_e_81,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_81,True,,1,idle,,10,10,1.0,,d_w,,,,,,,,,,,13,good,
event_killthelord_02_e_82,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_82,True,,1,surprise,,10,10,1.0,,d_w,,,,,,,,,,,13,idle,
event_killthelord_02_e_83,40043,event_killthelord_02_e,Monologue,d_w,Locale_SubScenario:event_killthelord_02_e_83,False,,1,surprise,,10,100,1.0,,,,,,,,,,,,,13,idle,
event_killthelord_02_e_84,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_84,True,,1,void,,100,100,1.0,,d_w,,,,,,,,,,,13,idle,
event_killthelord_02_e_85,40043,event_killthelord_02_e,Self,d_w,Locale_SubScenario:event_killthelord_02_e_85,False,,1,void,,100,100,1.0,,,,,,,,,,,,,13,idle,
event_killthelord_02_e_86,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_86,True,,1,think,,100,10,1.0,,d_w,,,,,,,,,,,13,idle,
event_killthelord_02_e_87,40043,event_killthelord_02_e,Monologue,d_w,Locale_SubScenario:event_killthelord_02_e_87,False,,1,think,,10,10,1.0,,,,sfx_scn_clothrustle,,,,,,,,,13,idle,
event_killthelord_02_e_88,40043,event_killthelord_02_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_02_e_88,True,,1,think,,10,12,1.0,,rosanna_m,,,,,,,,,,,13,idle,
event_killthelord_02_e_89,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_89,True,,1,sad,,12,12,1.0,,d_w,,,,,,,,,,,13,idle,
event_killthelord_02_e_90,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_90,True,,1,sad,,12,12,1.0,,d_w,,,,,,,,,,,13,idle,
event_killthelord_02_e_91,40043,event_killthelord_02_e,Self,d_w,Locale_SubScenario:event_killthelord_02_e_91,False,,1,sad,,12,12,1.0,,,,,,,,,,,,,13,idle,
event_killthelord_02_e_92,40043,event_killthelord_02_e,Self,d_w,Locale_SubScenario:event_killthelord_02_e_92,False,,1,sad,,12,12,1.0,,,,,,,,,,,,,13,idle,
event_killthelord_02_e_93,40043,event_killthelord_02_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_02_e_93,True,,1,sad,,12,12,1.0,,rosanna_m,,,,,,,,,,,13,idle,
event_killthelord_02_e_94,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_94,True,,1,sad,,12,12,1.0,,d_w,,,,,,,,,,,13,idle,
event_killthelord_02_e_95,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_95,True,,1,sad,,12,12,1.0,,d_w,,,,,,,,,,,13,idle,
event_killthelord_02_e_96,40043,event_killthelord_02_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_02_e_96,True,,1,sad,,12,12,1.0,,rosanna_m,,,,,,,,,,,13,idle,
event_killthelord_02_e_97,40043,event_killthelord_02_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_02_e_97,True,,1,sad,,12,12,1.0,,rosanna_m,,,,,,,,,,,13,good,
event_killthelord_02_e_98,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_98,True,,1,shy,,12,12,1.0,,d_w,,,,,,,,,,,13,good,
event_killthelord_02_e_99,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_99,True,,1,shy,,12,12,1.0,,d_w,,,,,,,,,,,13,good,
event_killthelord_02_e_100,40043,event_killthelord_02_e,Monologue,d_w,Locale_SubScenario:event_killthelord_02_e_100,False,,1,shy,,12,12,1.0,,,,,,,,,,,,,13,good,rosanna_m
event_killthelord_02_e_101,40043,event_killthelord_02_e,Monologue,d_w,Locale_SubScenario:event_killthelord_02_e_101,False,,1,shy,,black,black,1.0,none,,,,,,,,,,,,,,
event_killthelord_02_e_102,40043,event_killthelord_02_e,Narration,d_w,Locale_SubScenario:event_killthelord_02_e_102,False,,1,shy,,black,black,1.0,,,,sfx_scn_doorcloselight,,,,,,,,,,,
event_killthelord_02_e_103,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_103,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,
event_killthelord_02_e_104,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_104,True,,1,think,,10,10,1.0,,d_w,,,,,,,,,,,,,
event_killthelord_02_e_105,40043,event_killthelord_02_e,Self,d_w,Locale_SubScenario:event_killthelord_02_e_105,False,,1,think,,10,10,1.0,,,,,,,,,,,,,,,
event_killthelord_02_e_106,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_106,True,,1,think,,10,10,1.0,bgm_mystery,d_w,,,,,,,,,,,,,
event_killthelord_02_e_107,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_107,True,,1,void,,10,10,1.0,,d_w,,,,,,,,,,,,,
event_killthelord_02_e_108,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_108,True,,1,void,,10,10,1.0,,d_w,,,,,,,,,,,,,
event_killthelord_02_e_109,40043,event_killthelord_02_e,Self,d_w,Locale_SubScenario:event_killthelord_02_e_109,False,,1,void,,10,10,1.0,,,,,,,,,,,,,,,
event_killthelord_02_e_110,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_110,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,
event_killthelord_02_e_111,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_111,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,
event_killthelord_02_e_112,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_112,True,,1,think,,10,10,1.0,,d_w,,,,,,,,,,,,,
event_killthelord_02_e_113,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_113,False,,1,think,,10,10,1.0,,d_w,,,,,,,,,,,,,
event_killthelord_02_e_114,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_114,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,
event_killthelord_02_e_115,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_115,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,
event_killthelord_02_e_116,40043,event_killthelord_02_e,Speech,d_w,Locale_SubScenario:event_killthelord_02_e_116,True,,1,special,,10,10,1.0,,d_w,,,,,,,,,,,,,
