id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
event_bluewaterisland2_02_e_16,40021,event_bluewaterisland2_02_e,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_02_e_16,True,,8,idle,,6,no,,4,idle,,2,idle,,12,idle,,14,idle,,16,think,,7,7,1.0,,
event_bluewaterisland2_02_e_17,40021,event_bluewaterisland2_02_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_02_e_17,False,,8,idle,,6,no,,4,idle,,2,idle,,12,idle,,14,idle,,16,think,,XS_120,XS_120,1.0,,
event_bluewaterisland2_02_e_18,40021,event_bluewaterisland2_02_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_02_e_18,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,delight,,14,idle,,16,think,,XS_120,XS_120,1.0,,
event_bluewaterisland2_02_e_19,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_19,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,delight,,14,shy,,16,think,,XS_120,13,1.0,,
event_bluewaterisland2_02_e_20,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_20,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,shy,,16,think,,13,13,1.0,,
event_bluewaterisland2_02_e_21,40021,event_bluewaterisland2_02_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_02_e_21,False,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,shy,,16,think,,13,13,1.0,,
event_bluewaterisland2_02_e_22,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_22,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,delight,,16,think,,13,15,1.0,,
event_bluewaterisland2_02_e_23,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_23,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,delight,,16,think,,15,15,1.0,,
event_bluewaterisland2_02_e_24,40021,event_bluewaterisland2_02_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_e_24,False,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,delight,,16,think,,15,15,1.0,,
event_bluewaterisland2_02_e_25,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_25,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,think,,15,15,1.0,,
event_bluewaterisland2_02_e_26,40021,event_bluewaterisland2_02_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_e_26,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,15,15,1.0,,
event_bluewaterisland2_02_e_27,40021,event_bluewaterisland2_02_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_e_27,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,15,15,1.0,,
event_bluewaterisland2_02_e_28,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_28,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,surprise,,16,idle,,15,15,1.0,,
event_bluewaterisland2_02_e_29,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_29,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,15,15,1.0,,
event_bluewaterisland2_02_e_30,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_30,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,15,15,1.0,,
event_bluewaterisland2_02_e_31,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_31,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,surprise,,16,idle,,15,15,1.0,,
event_bluewaterisland2_02_e_32,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_32,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,surprise,,16,idle,,15,15,1.0,,
event_bluewaterisland2_02_e_33,40021,event_bluewaterisland2_02_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_e_33,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,surprise,,16,idle,,15,15,1.0,,
event_bluewaterisland2_02_e_34,40021,event_bluewaterisland2_02_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_e_34,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,surprise,,16,idle,,15,15,1.0,,
event_bluewaterisland2_02_e_35,40021,event_bluewaterisland2_02_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_e_35,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,surprise,,16,sad,,15,160,2.0,,
event_bluewaterisland2_02_e_36,40021,event_bluewaterisland2_02_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_e_36,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,surprise,,16,sad,,160,160,1.0,,
event_bluewaterisland2_02_e_37,40021,event_bluewaterisland2_02_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_e_37,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,surprise,,16,sad,,160,160,1.0,,
event_bluewaterisland2_02_e_38,40021,event_bluewaterisland2_02_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_e_38,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,surprise,,16,idle,,160,160,1.0,,
event_bluewaterisland2_02_e_39,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_39,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry,,16,idle,,160,15,1.0,,
event_bluewaterisland2_02_e_40,40021,event_bluewaterisland2_02_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_e_40,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry,,16,think,,15,15,1.0,,
event_bluewaterisland2_02_e_41,40021,event_bluewaterisland2_02_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_e_41,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,angry,,16,think,,15,15,1.0,,
event_bluewaterisland2_02_e_42,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_42,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,shy,,16,think,,15,15,1.0,,
event_bluewaterisland2_02_e_43,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_43,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,shy,,16,think,,15,15,1.0,,
event_bluewaterisland2_02_e_44,40021,event_bluewaterisland2_02_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_e_44,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,shy,,16,idle,,15,15,1.0,,
event_bluewaterisland2_02_e_45,40021,event_bluewaterisland2_02_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_02_e_45,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,shy,,16,idle,,15,15,1.0,,
event_bluewaterisland2_02_e_46,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_46,False,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,shy,,16,idle,,15,XS_140,2.0,,
event_bluewaterisland2_02_e_47,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_47,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,XS_140,XS_140,1.0,,
event_bluewaterisland2_02_e_48,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_48,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,XS_140,XS_140,1.0,,
event_bluewaterisland2_02_e_49,40021,event_bluewaterisland2_02_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_02_e_49,True,,8,idle,,6,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,XS_140,XS_140,1.0,,
