id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_01,characters/2/hide_char_id,characters/3/hide_char_id
event_ce02_3_intermission_01_11,40027,event_ce02_3_intermission_01,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_intermission_01_11,True,,13,idle,,1,idle,,10,10,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_12,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_12,True,,13,idle,,1,idle,,10,130,1.0,event_bgm_ce002_story_1,,,,,,,,,,,
event_ce02_3_intermission_01_13,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_13,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_14,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_14,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_15,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_15,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_16,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_16,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_17,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_17,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_18,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_18,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_19,40027,event_ce02_3_intermission_01,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_intermission_01_19,False,,13,idle,,1,idle,,130,12,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_20,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_20,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_21,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_21,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_22,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_22,True,,13,idle,,1,idle,,black,black,1.0,,,ce_02_02,,,,,,,,,
event_ce02_3_intermission_01_23,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_23,True,,13,idle,,,,Factory,black,black,1.0,,,,notmassproduction,2,idle,notmassproductions,16,idle,,,
event_ce02_3_intermission_01_24,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_24,False,,13,idle,,,,,130,130,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_25,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_25,False,,13,idle,,,,,130,130,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_26,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_26,False,,13,idle,,,,,130,130,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_27,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_27,False,,13,idle,,,,,130,13,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_28,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_28,False,,13,idle,,,,,13,13,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_29,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_29,True,,12,idle,,,,,13,1,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_30,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_30,False,,12,idle,,,,,1,1,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_31,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_31,False,,12,idle,,,,,1,1,1.0,,sfx_scn_aim,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_32,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_32,True,,12,idle,,,,,1,1,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_33,40027,event_ce02_3_intermission_01,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_3_intermission_01_33,False,,12,idle,,,,,1,1,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_34,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_34,True,,12,idle,,,,,1,1,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_35,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_35,False,,14,idle,,,,,black,black,1.0,,sfx_scn_1shot,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_36,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_36,False,,14,idle,,,,,black,black,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_37,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_37,True,,14,idle,,,,,15,15,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_38,40027,event_ce02_3_intermission_01,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_3_intermission_01_38,False,,14,idle,,,,,15,15,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_39,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_39,False,,14,idle,,,,TechIndoor_n,black,black,1.0,,sfx_scn_1shot,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_40,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_40,True,,14,idle,,,,,15,15,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_41,40027,event_ce02_3_intermission_01,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_3_intermission_01_41,False,,14,idle,,,,,15,15,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_42,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_42,False,,14,idle,,,,Factory,black,black,1.0,,sfx_scn_1shot,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_43,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_43,True,,14,idle,,,,,15,140,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_44,40027,event_ce02_3_intermission_01,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_3_intermission_01_44,False,,14,idle,,,,,160,160,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_45,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_45,False,,14,idle,,,,TechIndoor_n,black,black,1.0,,sfx_scn_1shot,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_46,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_46,True,,14,idle,,,,,140,1400,1.0,,,,,2,idle,,16,idle,Grey,,
event_ce02_3_intermission_01_47,40027,event_ce02_3_intermission_01,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_3_intermission_01_47,False,,14,idle,,,,,1600,1600,1.0,,,,,2,idle,,16,idle,Grey,notmassproduction,
event_ce02_3_intermission_01_48,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_48,False,,14,idle,,,,Factory,black,black,1.0,,sfx_scn_1shot,,,,,,16,idle,Grey,,
event_ce02_3_intermission_01_49,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_49,False,,13,idle,,,,,13,13,1.0,,,,,,,,16,idle,Grey,,
event_ce02_3_intermission_01_50,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_50,False,,13,idle,,,,,13,130,1.0,,,,,,,,16,idle,Grey,,
event_ce02_3_intermission_01_51,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_51,True,,13,idle,ce_02_02,1,think,,130,130,1.0,,,,,,,,16,idle,Grey,,
event_ce02_3_intermission_01_52,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_52,False,,13,idle,,1,think,,130,12,1.0,,,,,,,,16,idle,Grey,,
event_ce02_3_intermission_01_53,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_53,False,,13,idle,,1,think,,12,12,1.0,,,,,,,,16,idle,Grey,,
event_ce02_3_intermission_01_54,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_54,True,,13,idle,,1,think,,12,12,1.0,,,,,,,,16,idle,Grey,,
event_ce02_3_intermission_01_55,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_55,True,,13,idle,,1,think,,12,12,1.0,,,,,,,,16,idle,Grey,,
event_ce02_3_intermission_01_56,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_56,False,,13,idle,,1,think,,12,12,1.0,,,,,,,,16,idle,Grey,,
event_ce02_3_intermission_01_57,40027,event_ce02_3_intermission_01,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_intermission_01_57,True,,13,idle,,1,idle,,12,10,1.0,,,,,,,,16,idle,Grey,,
event_ce02_3_intermission_01_58,40027,event_ce02_3_intermission_01,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_intermission_01_58,True,,13,idle,,1,idle,,10,10,1.0,,,,,,,,16,idle,Grey,,
event_ce02_3_intermission_01_59,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_59,False,,13,idle,,1,idle,,black,black,1.0,,,,,,,,16,idle,Grey,,notmassproductions
event_ce02_3_intermission_01_60,40027,event_ce02_3_intermission_01,Narration,,,Locale_SubScenario:event_ce02_3_intermission_01_60,False,,13,idle,,1,idle,RuinIndoor,black,black,1.0,,,,,,,,,,Grey,,
event_ce02_3_intermission_01_61,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_61,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_62,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_62,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_63,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_63,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_64,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_64,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_65,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_65,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_66,40027,event_ce02_3_intermission_01,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_intermission_01_66,True,,13,idle,,1,idle,,130,12,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_67,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_67,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_68,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_68,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_69,40027,event_ce02_3_intermission_01,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_intermission_01_69,False,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_70,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_70,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_71,40027,event_ce02_3_intermission_01,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_intermission_01_71,False,,13,idle,,1,think,,10,10,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_72,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_72,False,,13,idle,,1,think,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_73,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_73,True,,13,idle,,1,think,,130,13,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_74,40027,event_ce02_3_intermission_01,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_intermission_01_74,False,,13,idle,,1,think,,10,10,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_75,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_75,True,,13,idle,,1,think,,13,13,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_76,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_76,True,,13,idle,,1,think,,13,13,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_77,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_77,True,,13,idle,,1,think,,13,13,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_78,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_78,True,,13,idle,,1,think,,13,13,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_79,40027,event_ce02_3_intermission_01,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_intermission_01_79,True,,13,idle,,1,idle,,13,12,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_80,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_80,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_81,40027,event_ce02_3_intermission_01,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_intermission_01_81,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_82,40027,event_ce02_3_intermission_01,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_intermission_01_82,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_83,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_83,False,,13,idle,,1,idle,,12,130,0.6,,,,,,,,,,,,
event_ce02_3_intermission_01_84,40027,event_ce02_3_intermission_01,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_intermission_01_84,True,,13,idle,,1,idle,,10,10,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_85,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_85,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_86,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_86,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_87,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_87,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_88,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_88,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_89,40027,event_ce02_3_intermission_01,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_intermission_01_89,True,,13,idle,,1,think,,130,12,1.0,,,,,,,,,,,,
event_ce02_3_intermission_01_90,40027,event_ce02_3_intermission_01,Speech,p12,p12,Locale_SubScenario:event_ce02_3_intermission_01_90,True,,13,idle,,1,think,,12,12,1.0,,,,,,,,,,,,
