id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_filter_01,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id
event_coinsinrush2_05_e_13,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_13,True,,3,delight_02,,1,angry,,2,2,1.0,,,ade_b,ade_b,,,,,,
event_coinsinrush2_05_e_14,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_14,True,,3,delight_02,,1,angry,,2,2,1.0,,,ade_b,ade_b,,,,,,
event_coinsinrush2_05_e_15,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_15,True,,3,no_02,,1,angry,,2,30,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_16,40089,event_coinsinrush2_05_e,Monologue,Locale_MainScenario:event_coinsinrush2_05_e_16,False,,3,no_02,,1,angry,,30,30,1.0,,,velvet,,,,,,,
event_coinsinrush2_05_e_17,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_17,True,,3,no_02,,1,angry,,30,30,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_18,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_18,True,,3,no_02,,1,angry,,30,30,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_19,40089,event_coinsinrush2_05_e,Monologue,Locale_MainScenario:event_coinsinrush2_05_e_19,False,,3,delight_02,,1,angry,,30,30,1.0,,,velvet,,,,,,,
event_coinsinrush2_05_e_20,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_20,True,,3,delight_02,,1,angry,,30,30,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_21,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_21,True,,3,delight_02,,1,angry,,30,30,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_22,40089,event_coinsinrush2_05_e,Self,Locale_MainScenario:event_coinsinrush2_05_e_22,False,,3,delight_02,,1,angry,,30,30,1.0,,,velvet,,,,,,,
event_coinsinrush2_05_e_23,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_23,True,,3,delight_02,,1,angry,,30,2,1.0,,,ade_b,ade_b,,,,,,
event_coinsinrush2_05_e_24,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_24,True,,3,good_02,,1,angry,,2,2,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_25,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_25,True,,3,idle_02,,1,angry,,2,2,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_26,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_26,True,,3,idle_02,,1,angry,,2,2,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_27,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_27,True,,3,idle_02,,1,angry,,2,2,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_28,40089,event_coinsinrush2_05_e,Narration,Locale_MainScenario:event_coinsinrush2_05_e_28,False,,3,idle_02,,1,angry,,black,black,1.0,sfx_scn_down,none,,,,,,,,
event_coinsinrush2_05_e_29,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_29,True,,3,surprise_02,,1,angry,,300,300,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_30,40089,event_coinsinrush2_05_e,Self,Locale_MainScenario:event_coinsinrush2_05_e_30,False,,3,surprise_02,,1,angry,,300,300,1.0,,,velvet,,,,,,,
event_coinsinrush2_05_e_31,40089,event_coinsinrush2_05_e,Monologue,Locale_MainScenario:event_coinsinrush2_05_e_31,False,,3,surprise_02,,1,angry,,300,300,1.0,,,velvet,,,,,,,
event_coinsinrush2_05_e_32,40089,event_coinsinrush2_05_e,Monologue,Locale_MainScenario:event_coinsinrush2_05_e_32,False,,3,surprise_02,,1,angry,,300,300,1.0,,,velvet,,,,,,,
event_coinsinrush2_05_e_33,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_33,True,,3,surprise_02,,1,angry,,300,300,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_34,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_34,True,,3,no_02,,1,angry,,300,300,1.0,,event_bgm_cir_smoothoperation,velvet,velvet,,,,,,
event_coinsinrush2_05_e_35,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_35,True,,3,no_02,,1,angry,,300,300,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_36,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_36,True,,3,no_02,,1,angry,,300,300,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_37,40089,event_coinsinrush2_05_e,Self,Locale_MainScenario:event_coinsinrush2_05_e_37,False,,3,no_02,,1,angry,,300,300,1.0,,,velvet,,,,,,,
event_coinsinrush2_05_e_38,40089,event_coinsinrush2_05_e,Monologue,Locale_MainScenario:event_coinsinrush2_05_e_38,False,,3,no_02,,1,angry,Corridor,170,170,1.0,,,,,Grey,black,,,,
event_coinsinrush2_05_e_39,40089,event_coinsinrush2_05_e,Narration,Locale_MainScenario:event_coinsinrush2_05_e_39,False,,3,no_02,,1,angry,,170,170,1.0,sfx_scn_heavyspark,,,,Grey,,,,,
event_coinsinrush2_05_e_40,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_40,True,,3,no_02,,1,angry,CoinRushMainHall,2,2,1.0,,,ade_b,ade_b,,black,,,,
event_coinsinrush2_05_e_41,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_41,True,,3,no_02,,1,angry,,2,2,1.0,,,ade_b,ade_b,,,,,,
event_coinsinrush2_05_e_42,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_42,False,,3,no_02,,1,angry,,2,2,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_43,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_43,True,,3,sad_02,,1,angry,,2,2,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_44,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_44,True,,3,sad_02,,1,surprise,,2,2,1.0,,,ade_b,ade_b,,,,,,
event_coinsinrush2_05_e_45,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_45,True,,3,sad_02,,1,surprise,,2,2,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_46,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_46,True,,3,sad_02,,1,surprise,,2,2,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_47,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_47,True,,3,sad_02,,1,surprise,,2,2,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_48,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_48,False,,3,sad_02,,1,angry,,2,2,1.0,,,ade_b,ade_b,,,,,,
event_coinsinrush2_05_e_49,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_49,True,,3,smile_02,,1,angry,,2,2,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_50,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_50,True,,3,smile_02,,1,angry,,2,2,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_51,40089,event_coinsinrush2_05_e,Monologue,Locale_MainScenario:event_coinsinrush2_05_e_51,False,,3,smile_02,,1,angry,,2,30,1.0,,,velvet,,,,,,,
event_coinsinrush2_05_e_52,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_52,True,,3,good_02,,1,angry,,30,30,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_53,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_53,True,,3,good_02,,1,no,,30,2,1.0,,,ade_b,ade_b,,,,,,
event_coinsinrush2_05_e_54,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_54,True,,3,delight_02,,1,no,,2,2,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_55,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_55,True,,3,delight_02,,1,no,,2,2,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_56,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_56,False,,3,delight_02,,1,surprise,,2,2,1.0,,,ade_b,ade_b,,,,,,
event_coinsinrush2_05_e_57,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_57,True,,3,idle_02,,1,surprise,,2,30,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_58,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_58,True,,3,idle_02,,1,surprise,,30,30,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_59,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_59,True,,3,idle_02,,1,surprise,,30,30,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_60,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_60,True,,3,idle_02,,1,surprise,,30,30,1.0,,,velvet,velvet,,,,,,
event_coinsinrush2_05_e_61,40089,event_coinsinrush2_05_e,Monologue,Locale_MainScenario:event_coinsinrush2_05_e_61,False,,3,idle_02,,1,surprise,,black,black,1.0,sfx_scn_heelrunstair,,,,,,milk_b,13,idle,
event_coinsinrush2_05_e_62,40089,event_coinsinrush2_05_e,Self,Locale_MainScenario:event_coinsinrush2_05_e_62,False,,3,idle_02,,1,surprise,,130,130,1.0,,,milk_b,,,,,13,idle,
event_coinsinrush2_05_e_63,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_63,True,,3,idle_02,,1,surprise,,130,130,1.0,,,milk_b,milk_b,,,,13,good,
event_coinsinrush2_05_e_64,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_64,True,,3,idle_02,,1,surprise,,130,130,1.0,,,milk_b,milk_b,,,,13,good,
event_coinsinrush2_05_e_65,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_65,True,,3,idle_02,,1,surprise,,130,130,1.0,,,milk_b,milk_b,,,,13,good,
event_coinsinrush2_05_e_66,40089,event_coinsinrush2_05_e,Self,Locale_MainScenario:event_coinsinrush2_05_e_66,False,,3,idle_02,,1,surprise,,130,130,1.0,,,milk_b,,,,,13,good,
event_coinsinrush2_05_e_67,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_67,True,,3,idle_02,,1,surprise,,130,130,1.0,,,milk_b,milk_b,,,,13,good,
event_coinsinrush2_05_e_68,40089,event_coinsinrush2_05_e,Self,Locale_MainScenario:event_coinsinrush2_05_e_68,False,,3,idle_02,,1,surprise,,130,130,1.0,,,milk_b,,,,,13,good,
event_coinsinrush2_05_e_69,40089,event_coinsinrush2_05_e,Self,Locale_MainScenario:event_coinsinrush2_05_e_69,False,,3,idle_02,,1,surprise,,130,130,1.0,,,milk_b,,,,,13,good,
event_coinsinrush2_05_e_70,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_70,True,,3,idle_02,,1,surprise,,130,130,1.0,,,milk_b,milk_b,,,,13,good,
event_coinsinrush2_05_e_71,40089,event_coinsinrush2_05_e,Monologue,Locale_MainScenario:event_coinsinrush2_05_e_71,False,,3,idle_02,,1,surprise,,130,1300,1.0,,,milk_b,,,,,13,good,
event_coinsinrush2_05_e_72,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_72,True,,3,idle_02,,1,surprise,,1300,1300,1.0,,,milk_b,milk_b,,,,13,angry1,
event_coinsinrush2_05_e_73,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_73,True,,3,good_02,,1,surprise,,300,300,1.0,,,velvet,velvet,,,,13,angry1,
event_coinsinrush2_05_e_74,40089,event_coinsinrush2_05_e,Narration,Locale_MainScenario:event_coinsinrush2_05_e_74,False,,7,good_02,,1,surprise,,black,black,1.0,sfx_scn_steelrope,,,,,,,13,angry1,
event_coinsinrush2_05_e_75,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_75,True,,7,good_02,,1,surprise,,130,130,1.0,,,milk_b,milk_b,,,,13,no,
event_coinsinrush2_05_e_76,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_76,True,,7,good_02,,1,surprise,,130,130,1.0,,,milk_b,milk_b,,,,13,angry1,
event_coinsinrush2_05_e_77,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_77,True,,7,delight_02,,1,surprise,,130,70,1.0,,,velvet,velvet,,,,13,angry1,
event_coinsinrush2_05_e_78,40089,event_coinsinrush2_05_e,Monologue,Locale_MainScenario:event_coinsinrush2_05_e_78,False,,7,delight_02,,1,surprise,,70,70,1.0,,,velvet,,,,,13,angry1,
event_coinsinrush2_05_e_79,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_79,True,,7,delight_02,,1,surprise,,70,70,1.0,,,velvet,velvet,,,,13,angry1,
event_coinsinrush2_05_e_80,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_80,True,,7,delight_02,,1,surprise,,70,70,1.0,,,velvet,velvet,,,,13,angry1,
event_coinsinrush2_05_e_81,40089,event_coinsinrush2_05_e,Monologue,Locale_MainScenario:event_coinsinrush2_05_e_81,False,,7,delight_02,,1,surprise,,70,70,1.0,,,velvet,,,,,13,angry1,
event_coinsinrush2_05_e_82,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_82,True,,7,delight_02,,1,surprise,,70,70,1.0,,,velvet,velvet,,,,13,angry1,
event_coinsinrush2_05_e_83,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_83,True,,7,good_02,,1,surprise,,70,70,1.0,,,velvet,velvet,,,,13,angry1,
event_coinsinrush2_05_e_84,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_84,True,,7,good_02,,1,surprise,,70,700,1.0,,,velvet,velvet,,,,13,angry1,
event_coinsinrush2_05_e_85,40089,event_coinsinrush2_05_e,Monologue,Locale_MainScenario:event_coinsinrush2_05_e_85,False,,7,good_02,,1,surprise,,black,black,1.0,,,,,,,,13,angry1,velvet
event_coinsinrush2_05_e_86,40089,event_coinsinrush2_05_e,Self,Locale_MainScenario:event_coinsinrush2_05_e_86,False,,,,,1,angry,,12,12,1.0,,,,,,,,13,no,
event_coinsinrush2_05_e_87,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_87,True,,,,,1,angry,,12,12,1.0,,,milk_b,milk_b,,,,13,no,
event_coinsinrush2_05_e_88,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_88,True,,,,,1,angry,,12,12,1.0,,,milk_b,milk_b,,,,13,no,
event_coinsinrush2_05_e_89,40089,event_coinsinrush2_05_e,Speech,Locale_MainScenario:event_coinsinrush2_05_e_89,True,,,,,1,angry,,12,12,1.0,,,ade_b,ade_b,,,,13,no,
event_coinsinrush2_05_e_90,40089,event_coinsinrush2_05_e,Self,Locale_MainScenario:event_coinsinrush2_05_e_90,False,,,,,1,angry,,12,12,1.0,,,,,,,,13,no,
event_coinsinrush2_05_e_91,40089,event_coinsinrush2_05_e,Self,Locale_MainScenario:event_coinsinrush2_05_e_91,False,,,,,1,angry,,12,12,1.0,,,,,,,,13,no,
