id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/0/hide_char_id,characters/2/hide_char_id,set_filter_01,fade
event_darkhero_06_s_22,40047,event_darkhero_06_s,Speech,exia_op,Locale_SubScenario:event_darkhero_06_s_22,True,,1,idle,,OP_leftup,idle,,10,10,1.0,,exia_op,,,,,,,,,,
event_darkhero_06_s_23,40047,event_darkhero_06_s,Speech,exia_op,Locale_SubScenario:event_darkhero_06_s_23,True,,1,idle,,OP_leftup,idle,,10,10,1.0,,exia_op,,,,,,,,,,
event_darkhero_06_s_24,40047,event_darkhero_06_s,Speech,exia_op,Locale_SubScenario:event_darkhero_06_s_24,True,,1,idle,,OP_leftup,idle,,10,10,1.0,,exia_op,,,,,,,,,,
event_darkhero_06_s_25,40047,event_darkhero_06_s,Self,exia_op,Locale_SubScenario:event_darkhero_06_s_25,False,,1,idle,,OP_leftup,idle,,10,10,1.0,,,,,,,,,,,,
event_darkhero_06_s_26,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_26,True,,1,idle,,OP_leftup,idle,,10,1,1.0,none,trony,,,,,,,,,,
event_darkhero_06_s_27,40047,event_darkhero_06_s,Self,trony,Locale_SubScenario:event_darkhero_06_s_27,False,,1,idle,,OP_leftup,idle,,1,1,1.0,,,,,,,,,,,,
event_darkhero_06_s_28,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_28,True,,1,idle,,OP_leftup,idle,,1,1,1.0,,trony,,,,,,,,,,
event_darkhero_06_s_29,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_29,False,,1,idle,,OP_leftup,idle,,1,16,2.0,,,,,,,,,,,,
event_darkhero_06_s_30,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_30,False,,1,idle,,OP_leftup,idle,,16,16,1.0,,,,,,,,,,,,
event_darkhero_06_s_31,40047,event_darkhero_06_s,Speech,exia_op,Locale_SubScenario:event_darkhero_06_s_31,True,,1,idle,,OP_leftup,surprise,,16,16,1.0,,exia_op,,,,,,,,,,
event_darkhero_06_s_32,40047,event_darkhero_06_s,Monologue,maiden,Locale_SubScenario:event_darkhero_06_s_32,False,,1,idle,,OP_leftup,surprise,,16,16,1.0,,,,,maiden,16,idle,,,,,
event_darkhero_06_s_33,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_33,True,,1,idle,,OP_leftup,surprise,,16,S_160,1.0,bgm_story_tragedy,maiden,,,,16,idle,,,,,
event_darkhero_06_s_34,40047,event_darkhero_06_s,Self,maiden,Locale_SubScenario:event_darkhero_06_s_34,False,,1,idle,,OP_leftup,surprise,,S_160,S_160,1.0,,,,,,16,idle,exia_op,,,,
event_darkhero_06_s_35,40047,event_darkhero_06_s,Monologue,maiden,Locale_SubScenario:event_darkhero_06_s_35,False,,1,idle,,,,,S_160,S_160,1.0,,,,,,16,idle,,,,,
event_darkhero_06_s_36,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_36,True,,1,idle,,,,,10,10,1.0,,trony,,,,16,idle,,,,,
event_darkhero_06_s_37,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_37,True,,1,idle,,,,,black,black,1.0,,maiden,,,,13,idle,,,,,
event_darkhero_06_s_38,40047,event_darkhero_06_s,Monologue,maiden,Locale_SubScenario:event_darkhero_06_s_38,False,,1,idle,,,,,black,black,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_39,40047,event_darkhero_06_s,Monologue,maiden,Locale_SubScenario:event_darkhero_06_s_39,False,,1,idle,,,,,S_130,S_130,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_40,40047,event_darkhero_06_s,Self,maiden,Locale_SubScenario:event_darkhero_06_s_40,False,,1,idle,,,,,S_130,13,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_41,40047,event_darkhero_06_s,Self,maiden,Locale_SubScenario:event_darkhero_06_s_41,False,,1,idle,,,,,13,12,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_42,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_42,True,,1,surprise,,,,,12,12,1.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_43,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_43,True,,1,surprise,,,,,12,12,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_44,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_44,True,,1,surprise,,,,,12,S_130,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_45,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_45,False,,1,surprise,,,,,S_130,S_130,1.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_46,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_46,True,,1,surprise,,,,,S_130,S_130,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_47,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_47,True,,1,surprise,,,,,S_130,S_130,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_48,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_48,False,,1,surprise,,,,,S_130,S_130,1.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_49,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_49,True,,1,surprise,,,,,S_130,S_1300,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_50,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_50,True,,1,surprise,,,,,S_1300,S_1300,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_51,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_51,True,,1,surprise,,,,,S_1300,S_1300,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_52,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_52,True,,1,surprise,,,,,S_1300,S_1300,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_53,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_53,True,,1,surprise,,,,,S_1300,S_130,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_54,40047,event_darkhero_06_s,Self,maiden,Locale_SubScenario:event_darkhero_06_s_54,False,,1,surprise,,,,,S_130,S_130,1.0,none,,,,,13,no,,,,,
event_darkhero_06_s_55,40047,event_darkhero_06_s,Self,maiden,Locale_SubScenario:event_darkhero_06_s_55,False,,1,surprise,,,,,S_130,S_130,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_56,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_56,False,,1,idle,,,,,S_130,10,1.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_57,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_57,False,,1,idle,,,,,10,10,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_58,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_58,True,,1,idle,,,,,10,10,1.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_59,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_59,True,,1,idle,,,,,10,10,1.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_60,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_60,False,,1,idle,,,,,10,100,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_61,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_61,False,,1,idle,,,,,black,black,1.0,bgm_story_weare,,,,,13,no,,trony,maiden,,
event_darkhero_06_s_62,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_62,True,,,,,,,Park,black,black,1.0,,trony,,,,,,,,,,
event_darkhero_06_s_63,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_63,True,,,,,,,,1,1,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_64,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_64,True,,,,,,,,1,10,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_65,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_65,False,,,,,,,,10,10,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_66,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_66,False,,,,,,,,10,10,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_67,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_67,False,,,,,,,,10,1,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_68,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_68,False,,,,,,,,1,1,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_69,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_69,False,,,,,,,,1,1,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_70,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_70,False,,,,,,,,1,1,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_71,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_71,False,,,,,,,,1,1,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_72,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_72,False,,,,,,,Sky2,1,17,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_73,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_73,False,,,,,,,,17,17,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_74,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_74,False,,,,,,,,17,17,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_75,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_75,False,,,,,,,,17,17,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_76,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_76,False,,,,,,,,17,170,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_77,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_77,False,,,,,,,,170,170,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_78,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_78,False,,,,,,,,170,17,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_79,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_79,False,,,,,,,ArkRuinIndoor,17,17,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_80,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_80,False,,,,,,,,17,10,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_81,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_81,False,,,,,,,,10,10,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_82,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_82,False,,,,,,,,10,1,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_83,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_83,False,,,,,,,,1,1,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_84,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_84,False,,,,,,,,black,black,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_85,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_85,False,,,,,,,,black,black,1.0,,trony,,,,,,,,,Grey,
event_darkhero_06_s_86,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_86,False,,,,,,,,black,black,1.0,none,maiden,,,,,,,,,,
event_darkhero_06_s_87,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_87,False,booms_event,1,idle,,,,,black,black,2.0,,trony,,,,,,,,,,
event_darkhero_06_s_88,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_88,False,,1,idle,,,,,booms_03,booms_03,1.0,bgm_story_impression,trony,,,,,,,,,,
event_darkhero_06_s_89,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_89,False,,1,idle,,,,,booms_03,booms_04,1.8,,trony,,,,,,,,,,
event_darkhero_06_s_90,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_90,False,,1,idle,,,,,booms_04,booms_04,1.0,,trony,,,,,,,,,,
event_darkhero_06_s_91,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_91,False,,1,idle,,,,,booms_04,booms_04,1.0,,trony,,,,,,,,,,
event_darkhero_06_s_92,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_92,False,,1,idle,,,,,booms_04,booms_04,1.0,,trony,,,,,,,,,,
event_darkhero_06_s_93,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_93,False,trony,1,idle,,,,SchoolCorridor_n,10,10,1.0,,,,,,13,no,,booms_event,,,black
event_darkhero_06_s_94,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_94,False,,1,idle,,,,,10,10,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_95,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_95,False,,1,idle,,,,black,black,black,1.0,,,sfx_scn_ringingear,,,13,no,,,maiden,Red,
event_darkhero_06_s_96,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_96,False,,1,idle,,,,,10,10,1.0,,,,,,13,no,,,,Red,
event_darkhero_06_s_97,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_97,False,,1,idle,,,,,10,10,1.0,,,,,,13,no,,,,Red,
event_darkhero_06_s_98,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_98,False,,1,idle,,,,,10,10,1.0,,,,,,13,no,,,,Red,
event_darkhero_06_s_99,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_99,False,,1,idle,,,,,10,10,1.0,,,,,,13,no,,,,Red,
event_darkhero_06_s_100,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_100,False,,1,idle,,,,,10,100,1.0,,,,,,13,no,,,,Red,
event_darkhero_06_s_101,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_101,False,,1,idle,,,,,100,100,1.0,,,,,,13,no,,,,Red,
event_darkhero_06_s_102,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_102,False,,1,idle,,,,,100,100,1.0,,,,,,13,no,,,,Red,
event_darkhero_06_s_103,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_103,False,,1,idle,,,,SchoolCorridor_n,black,black,1.0,,,,,maiden,13,no,,,,Red,
event_darkhero_06_s_104,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_104,True,,1,idle,,,,,100,10,2.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_105,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_105,True,,1,idle,,,,,10,10,1.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_106,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_106,True,,1,idle,,,,,10,10,1.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_107,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_107,True,,1,idle,,,,,10,10,1.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_108,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_108,True,,1,idle,,,,,10,100,1.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_109,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_109,True,,1,idle,,,,,100,100,1.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_110,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_110,True,,1,idle,,,,,100,100,1.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_111,40047,event_darkhero_06_s,Monologue,maiden,Locale_SubScenario:event_darkhero_06_s_111,False,,1,idle,,,,,100,S_130,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_112,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_112,True,,1,idle,,,,,S_130,S_130,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_113,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_113,True,,1,idle,,,,,S_130,S_130,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_114,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_114,True,,1,idle,,,,,S_130,S_130,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_115,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_115,True,,1,idle,,,,,S_130,S_130,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_116,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_116,True,,1,idle,,,,,S_130,S_130,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_117,40047,event_darkhero_06_s,Narration,maiden,Locale_SubScenario:event_darkhero_06_s_117,False,,1,idle,,,,,S_130,S_1300,1.0,,,sfx_scn_headhand,,,13,no,,,,,
event_darkhero_06_s_118,40047,event_darkhero_06_s,Monologue,maiden,Locale_SubScenario:event_darkhero_06_s_118,False,,1,idle,,,,,S_1300,S_1300,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_119,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_119,False,,1,idle,,,,,S_1300,S_1300,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_120,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_120,True,,1,no,,,,,S_1300,12,1.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_121,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_121,False,,1,no,,,,,12,12,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_122,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_122,True,,1,no,,,,,12,12,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_123,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_123,True,,1,no,,,,,12,12,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_124,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_124,True,,1,no,,,,,12,12,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_125,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_125,True,,1,no,,,,,12,12,1.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_126,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_126,True,,1,no,,,,,12,12,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_127,40047,event_darkhero_06_s,Speech,trony,Locale_SubScenario:event_darkhero_06_s_127,True,,1,delight,,,,,12,12,1.0,,trony,,,,13,no,,,,,
event_darkhero_06_s_128,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_128,False,,1,delight,,,,,12,12,1.0,,,,,,13,no,,trony,,,
event_darkhero_06_s_129,40047,event_darkhero_06_s,Monologue,trony,Locale_SubScenario:event_darkhero_06_s_129,False,,,,,,,,12,S_130,1.0,none,,,,,13,no,,,,,
event_darkhero_06_s_130,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_130,True,,,,,,,,S_130,S_130,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_131,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_131,True,,,,,,,,S_130,S_130,1.0,bgm_story_marrybad,maiden,,,,13,no,,,,,
event_darkhero_06_s_132,40047,event_darkhero_06_s,Self,maiden,Locale_SubScenario:event_darkhero_06_s_132,False,,,,,,,,S_130,S_130,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_133,40047,event_darkhero_06_s,Self,maiden,Locale_SubScenario:event_darkhero_06_s_133,False,,,,,,,,S_130,S_130,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_134,40047,event_darkhero_06_s,Self,maiden,Locale_SubScenario:event_darkhero_06_s_134,False,,,,,,,,S_130,S_130,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_135,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_135,True,,,,,,,,S_130,S_1300,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_136,40047,event_darkhero_06_s,Self,maiden,Locale_SubScenario:event_darkhero_06_s_136,False,,,,,,,,S_1300,S_1300,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_137,40047,event_darkhero_06_s,Self,maiden,Locale_SubScenario:event_darkhero_06_s_137,False,,,,,,,,S_1300,S_1300,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_138,40047,event_darkhero_06_s,Self,maiden,Locale_SubScenario:event_darkhero_06_s_138,False,,,,,,,,S_1300,S_1300,1.0,,,,,,13,no,,,,,
event_darkhero_06_s_139,40047,event_darkhero_06_s,Speech,exia_op,Locale_SubScenario:event_darkhero_06_s_139,True,,,,exia_op,OP_leftup,idle,,S_1300,S_1300,1.0,,exia_op,,,,13,no,,,,,
event_darkhero_06_s_140,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_140,True,,,,,OP_leftup,idle,,S_1300,S_1300,1.0,,maiden,,,,13,no,,,,,
