id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_noir_03_15,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_15,True,,L_10,L_10,1.0,,,snowfall_speech_noir_03_18,,noir_c,,1,delight
snowfall_speech_noir_03_16,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_16,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_03_17,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_17,True,,L_10,L_10,1.0,,,snowfall_speech_noir_03_18,,noir_c,,1,delight
snowfall_speech_noir_03_18,80903,snowfall_speech_noir_03,Self,noir_c,Locale_SubScenario:snowfall_speech_noir_03_18,False,,L_10,L_10,1.0,,,,,,,1,idle
snowfall_speech_noir_03_19,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_19,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_03_20,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_20,True,,L_10,L_10,1.0,,,,,noir_c,,1,delight
snowfall_speech_noir_03_21,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_21,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_03_22,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_22,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_03_23,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_23,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_03_24,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_24,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_03_25,80903,snowfall_speech_noir_03,Choice,noir_c,Locale_SubScenario:snowfall_speech_noir_03_25,False,,L_10,L_10,1.0,,,snowfall_speech_noir_03_27,,,,1,idle
snowfall_speech_noir_03_26,80903,snowfall_speech_noir_03,Choice,noir_c,Locale_SubScenario:snowfall_speech_noir_03_26,False,,L_10,L_10,1.0,,,snowfall_speech_noir_03_32,,,,1,idle
snowfall_speech_noir_03_27,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_27,True,,L_10,L_10,1.0,,,,,noir_c,,1,delight
snowfall_speech_noir_03_28,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_28,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_03_29,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_29,True,,L_10,L_10,1.0,,,,,noir_c,,1,delight
snowfall_speech_noir_03_30,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_30,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_03_31,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_31,True,,L_10,L_10,1.0,,,snowfall_speech_noir_03_38,,noir_c,,1,idle
snowfall_speech_noir_03_32,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_32,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_03_33,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_33,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_03_34,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_34,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_03_35,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_35,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_03_36,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_36,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_03_37,80903,snowfall_speech_noir_03,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_03_37,True,,L_10,L_10,1.0,,,snowfall_speech_noir_03_38,,noir_c,,1,delight
snowfall_speech_noir_03_38,80903,snowfall_speech_noir_03,Narration,noir_c,Locale_SubScenario:snowfall_speech_noir_03_38,False,,black,black,1.0,,,,,,,1,idle
