id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,play_sound,fade,characters/0/hide_char_id,characters/1/hide_char_id
d_nikke_soda_twinklingbunny_01_24,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_24,True,,12,idle,,1,1,1.0,,,2,surprise,,,,,
d_nikke_soda_twinklingbunny_01_25,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_25,True,,12,idle,,1,1,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_26,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_26,True,,12,idle,,1,1,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_27,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_27,True,,12,idle,,1,1,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_28,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_28,True,,12,idle,,1,120,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_29,d_nikke_soda_twinklingbunny_01,Self,rouge,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_29,False,,12,idle,,120,120,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_30,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_30,True,,12,think,,120,120,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_31,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_31,True,,12,think,,120,120,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_32,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_32,True,,12,idle,,120,120,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_33,d_nikke_soda_twinklingbunny_01,Self,rouge,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_33,False,,12,idle,,120,1,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_34,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_34,True,,12,idle,,1,1,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_35,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_35,True,,12,idle,,1,2,1.0,,,2,surprise,,,,,
d_nikke_soda_twinklingbunny_01_36,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_36,True,,12,idle,,2,2,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_37,d_nikke_soda_twinklingbunny_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_37,False,,12,idle,Corridor,12,12,1.0,bgm_story_orangepop,,2,idle,,,black,,
d_nikke_soda_twinklingbunny_01_38,d_nikke_soda_twinklingbunny_01,Self,soda_b,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_38,False,,12,idle,,12,2,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_39,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_39,True,,12,idle,,2,2,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_40,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_40,True,,12,idle,,2,2,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_41,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_41,True,,12,idle,,2,2,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_42,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_42,True,,12,idle,,2,S_20,1.0,,,2,delight,,,,,
d_nikke_soda_twinklingbunny_01_43,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_43,True,,12,idle,,S_20,2,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_44,d_nikke_soda_twinklingbunny_01,Self,soda_b,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_44,False,,12,idle,,2,2,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_45,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_45,True,,12,idle,,2,1,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_46,d_nikke_soda_twinklingbunny_01,Monologue,,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_46,True,,12,idle,,1,1,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_47,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_47,True,,12,idle,,1,12,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_48,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_48,True,,12,idle,,12,12,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_49,d_nikke_soda_twinklingbunny_01,Self,rouge,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_49,False,,12,idle,,12,12,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_50,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_50,True,,12,idle,,12,1,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_51,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_51,True,,12,idle,,1,1,1.0,,,2,worry,,,,,
d_nikke_soda_twinklingbunny_01_52,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_52,True,,12,idle,,1,2,1.0,,,2,surprise,,,,,
d_nikke_soda_twinklingbunny_01_53,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_53,True,,12,idle,,2,12,1.0,,,2,surprise,,,,,
d_nikke_soda_twinklingbunny_01_54,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_54,True,,12,idle,,12,12,1.0,,,2,surprise,,,,,
d_nikke_soda_twinklingbunny_01_55,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_55,True,,12,idle,,12,120,1.0,,,2,surprise,,,,,
d_nikke_soda_twinklingbunny_01_56,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_56,True,,12,idle,,120,S_20,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_57,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_57,True,,12,idle,,S_20,S_200,1.0,,,2,delight,,,,,
d_nikke_soda_twinklingbunny_01_58,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_58,True,,12,idle,,S_200,120,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_59,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_59,True,,12,idle,,120,120,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_60,d_nikke_soda_twinklingbunny_01,Self,rouge,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_60,False,,12,idle,,120,120,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_61,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_61,True,,12,idle,,120,S_200,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_62,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_62,True,,12,idle,,S_200,S_20,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_63,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_63,True,,12,idle,,S_20,S_20,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_64,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_64,True,,12,idle,,S_20,1,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_65,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_65,True,,12,idle,,1,1,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_66,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_66,True,,12,idle,,1,1,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_67,d_nikke_soda_twinklingbunny_01,Speech,rouge,rouge,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_67,True,,12,idle,,1,1,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_68,d_nikke_soda_twinklingbunny_01,Monologue,,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_68,False,,12,idle,,1,2,1.0,,,2,idle,,,,rouge,
d_nikke_soda_twinklingbunny_01_69,d_nikke_soda_twinklingbunny_01,Monologue,,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_69,False,,,,,2,2,1.0,,,2,idle,,,,,
d_nikke_soda_twinklingbunny_01_70,d_nikke_soda_twinklingbunny_01,Narration,,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_70,False,,,,Hotel,black,black,1.0,none,,2,idle,,sfx_scn_doorcloselight,,,soda_b
d_nikke_soda_twinklingbunny_01_71,d_nikke_soda_twinklingbunny_01,Self,,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_71,False,,,,,1,1,1.0,,,,,,,,,
d_nikke_soda_twinklingbunny_01_72,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_72,True,,,,,1,1,1.0,,soda_b,1,idle,,,,,
d_nikke_soda_twinklingbunny_01_73,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_73,True,,,,,1,1,1.0,,,1,idle,,,,,
d_nikke_soda_twinklingbunny_01_74,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_74,False,,,,,1,1,1.0,,,1,idle,,,,,
d_nikke_soda_twinklingbunny_01_75,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_75,True,,,,,1,1,1.0,,,1,idle,,,,,
d_nikke_soda_twinklingbunny_01_76,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_76,True,,,,,1,1,1.0,,,1,idle,,,,,
d_nikke_soda_twinklingbunny_01_77,d_nikke_soda_twinklingbunny_01,Self,,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_77,False,,,,,1,1,1.0,bgm_story_whosdumber,,1,idle,,,,,
d_nikke_soda_twinklingbunny_01_78,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_78,True,,,,,1,1,1.0,,,1,idle,,,,,
d_nikke_soda_twinklingbunny_01_79,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_79,True,,,,,1,S_10,1.0,,,1,idle,,,,,
d_nikke_soda_twinklingbunny_01_80,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_80,True,,,,,S_10,S_10,1.0,,,1,idle,,,,,
d_nikke_soda_twinklingbunny_01_81,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_81,True,,,,,S_10,S_10,1.0,,,1,worry,,,,,
d_nikke_soda_twinklingbunny_01_82,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_82,True,,,,,S_10,S_10,1.0,,,1,worry,,,,,
d_nikke_soda_twinklingbunny_01_83,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_83,True,,,,,S_10,S_100,1.0,,,1,worry,,,,,
d_nikke_soda_twinklingbunny_01_84,d_nikke_soda_twinklingbunny_01,Self,,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_84,False,,,,,S_100,S_100,1.0,,,1,worry,,,,,
d_nikke_soda_twinklingbunny_01_85,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_85,True,,,,,S_100,S_100,1.0,,,1,idle,,,,,
d_nikke_soda_twinklingbunny_01_86,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_86,True,,,,,S_100,S_100,1.0,,,1,idle,,,,,
d_nikke_soda_twinklingbunny_01_87,d_nikke_soda_twinklingbunny_01,Self,,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_87,False,,,,,S_100,S_100,1.0,,,1,idle,,,,,
d_nikke_soda_twinklingbunny_01_88,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_88,True,,,,,S_100,S_10,1.0,,,1,surprise,,,,,
d_nikke_soda_twinklingbunny_01_89,d_nikke_soda_twinklingbunny_01,Self,,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_89,False,,,,,S_10,S_10,1.0,,,1,surprise,,,,,
d_nikke_soda_twinklingbunny_01_90,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_90,True,,,,,S_10,S_10,1.0,,,1,worry,,,,,
d_nikke_soda_twinklingbunny_01_91,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_91,True,,,,,S_10,S_10,1.0,,,1,worry,,,,,
d_nikke_soda_twinklingbunny_01_92,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_92,True,,,,,S_10,S_10,1.0,,,1,worry,,,,,
d_nikke_soda_twinklingbunny_01_93,d_nikke_soda_twinklingbunny_01,Self,,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_93,,,,,,S_10,S_10,1.0,,,1,worry,,,,,
d_nikke_soda_twinklingbunny_01_94,d_nikke_soda_twinklingbunny_01,Self,,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_94,False,,,,,S_10,S_10,1.0,,,1,worry,,,,,
d_nikke_soda_twinklingbunny_01_95,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_95,True,,,,,S_10,S_10,1.0,,,1,shy,,,,,
d_nikke_soda_twinklingbunny_01_96,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_96,True,,,,,S_10,S_100,1.0,,,1,shy,,,,,
d_nikke_soda_twinklingbunny_01_97,d_nikke_soda_twinklingbunny_01,Speech,soda_b,soda_b,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_97,True,,,,,S_100,S_100,1.0,,,1,shy,,,,,
d_nikke_soda_twinklingbunny_01_98,d_nikke_soda_twinklingbunny_01,Narration,,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_98,False,,,,,S_100,1,1.0,,,1,shy,,sfx_scn_doorcloselight,,,soda_b
d_nikke_soda_twinklingbunny_01_99,d_nikke_soda_twinklingbunny_01,Monologue,,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_99,False,,,,,1,1,1.0,,,,,,,,,
d_nikke_soda_twinklingbunny_01_100,d_nikke_soda_twinklingbunny_01,Monologue,,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_100,False,,,,,1,1,1.0,,,,,,,,,
d_nikke_soda_twinklingbunny_01_101,d_nikke_soda_twinklingbunny_01,Monologue,,,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_01_101,False,,,,,1,1,1.0,,,,,,,,,
