id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,set_camera_shake,play_sound,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_nikke_yan_03_13,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_13,False,,14,worry,,16,void,,18,idle,,15,160,0.5,,,,,,,,,,,,,,,,
d_nikke_yan_03_14,d_nikke_yan_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_03_14,False,,14,worry,,16,void,,18,worry,,180,180,1.0,,,,,,,,,,,,,,,,
d_nikke_yan_03_15,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_15,True,,14,idle,,16,worry,,18,worry,,180,160,1.0,,,,,,,,,,,,,,,,
d_nikke_yan_03_16,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_16,True,,14,idle,,16,worry,,18,worry,,160,160,1.0,,,,,,,,,,,,,,,,
d_nikke_yan_03_17,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_17,True,,14,idle,,16,worry,,18,worry,,160,160,1.0,,,,,,,,,,,,,,,,
d_nikke_yan_03_18,d_nikke_yan_03,Choice,anis,,Locale_NikkeEpisode:d_nikke_yan_03_18,False,,14,idle,,16,worry,,18,idle,,160,160,1.0,,d_nikke_yan_03_25,,,,,,,,,,,,,,
d_nikke_yan_03_19,d_nikke_yan_03,Choice,anis,,Locale_NikkeEpisode:d_nikke_yan_03_19,False,,14,idle,,16,worry,,18,idle,,160,160,1.0,,d_nikke_yan_03_20,,,,,,,,,,,,,,
d_nikke_yan_03_20,d_nikke_yan_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_03_20,True,,14,idle,,16,worry,,18,think,,160,180,1.0,,,,,,,,,,,,,,,,
d_nikke_yan_03_21,d_nikke_yan_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_03_21,True,,14,idle,,16,idle,,18,think,,180,180,1.0,,,,,,,,,,,,,,,,
d_nikke_yan_03_22,d_nikke_yan_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_03_22,True,,14,idle,,16,idle,,18,think,,180,180,1.0,,,,,,,,,,,,,,,,
d_nikke_yan_03_23,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_23,True,,14,idle,,16,worry,,18,think,,180,160,0.5,,,,,,,,,,,,,,,,
d_nikke_yan_03_24,d_nikke_yan_03,Self,anis,Self,Locale_NikkeEpisode:d_nikke_yan_03_24,False,,14,idle,,16,worry,,18,think,,160,160,1.0,,,,,,,,,,,,,,,,
d_nikke_yan_03_25,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_25,True,,14,idle,,16,no,,18,idle,,160,160,1.0,,,,,,,,,,,,,,,,
d_nikke_yan_03_26,d_nikke_yan_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_03_26,True,,14,idle,,16,no,,18,idle,,160,15,1.0,,,,,,,,,,,,,,,,
d_nikke_yan_03_27,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_27,False,,14,idle,,16,worry,,18,idle,,15,15,1.0,,,,,,,,,,,,,,,,
d_nikke_yan_03_28,d_nikke_yan_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_03_28,True,,14,idle,,16,worry,,18,idle,,15,17,1.0,,,,,,,,,,,,,,,,
d_nikke_yan_03_29,d_nikke_yan_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_yan_03_29,False,,14,idle,,16,idle,,18,idle,ShoppingMall,5,1,2.0,bgm_story_whosdumber,,black,,,,,,,,,,,,,
d_nikke_yan_03_30,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_30,True,,14,idle,,16,idle,,18,idle,,1,1,1.0,,,,yan,1,no,,,,,,,,,,
d_nikke_yan_03_31,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_31,True,,14,idle,,16,idle,,18,idle,,1,1,1.0,,,,,1,no,,,,,,,,,,
d_nikke_yan_03_32,d_nikke_yan_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_03_32,True,,14,angry,,16,idle,,18,idle,,1,14,1.0,,,,,1,no,,,,,,,,,,
d_nikke_yan_03_33,d_nikke_yan_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_03_33,True,,14,angry,,16,idle,,18,idle,,14,14,1.0,,,,,1,no,,,,,,,,,,
d_nikke_yan_03_34,d_nikke_yan_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_03_34,True,,14,angry,,16,idle,,18,idle,,14,14,1.0,,,,,1,no,,,,,,,,,,
d_nikke_yan_03_35,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_35,False,,14,angry,,16,idle,,18,idle,,14,1,2.0,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_36,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_36,True,,14,angry,,16,idle,,18,idle,,1,1,1.0,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_37,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_37,True,,14,angry,,16,idle,,18,idle,,1,1,1.0,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_38,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_38,True,,14,idle,,16,idle,,18,idle,,1,1,1.0,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_39,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_39,True,,14,idle,,16,idle,,18,idle,,1,S_10,2.0,,,,,1,sad,,,,,,,,,,
d_nikke_yan_03_40,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_40,True,,14,idle,,16,idle,,18,idle,,S_10,S_10,1.0,,,,,1,sad,,,,,,,,,,
d_nikke_yan_03_41,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_41,True,,14,idle,,16,idle,,18,idle,,S_10,S_10,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_42,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_42,True,,14,idle,,16,idle,,18,idle,,S_10,S_10,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_43,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_43,True,,14,idle,,16,idle,,18,idle,,S_10,S_10,1.0,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_44,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_44,True,,14,idle,,16,idle,,18,idle,,S_10,S_10,1.0,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_45,d_nikke_yan_03,Self,yan,Self,Locale_NikkeEpisode:d_nikke_yan_03_45,False,,14,idle,,16,idle,,18,idle,,S_10,S_10,1.0,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_46,d_nikke_yan_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_yan_03_46,False,,13,idle,,3,idle,,15,idle,Office,8,3,2.0,none,,black,,1,idle,yan,neon,anis,rapi,,,,,,
d_nikke_yan_03_47,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_47,True,neon,13,idle,anis,3,idle,rapi,15,idle,,3,30,1.0,bgm_story_orangepop,,,yan,1,idle,,,,,,,,,,
d_nikke_yan_03_48,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_48,True,,13,idle,,3,idle,,15,idle,,30,30,1.0,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_49,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_49,True,,13,idle,,3,idle,,15,idle,,30,2,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_50,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_50,True,,13,idle,,3,idle,,15,idle,,2,2,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_51,d_nikke_yan_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_03_51,True,,13,surprise,,3,idle,,15,idle,,2,13,0.5,,,,,1,delight,,,,,Low_2,,,,,
d_nikke_yan_03_52,d_nikke_yan_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_03_52,True,,13,surprise,,3,idle,,15,idle,,13,13,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_53,d_nikke_yan_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_03_53,True,,13,surprise,,3,idle,,15,delight,,13,14,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_54,d_nikke_yan_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_03_54,True,,13,idle,,3,idle,,15,delight,,14,14,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_55,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_55,True,,13,idle,,3,idle,,15,delight,,1,1,1.0,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_56,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_56,True,,13,idle,,3,idle,,15,delight,,1,1,1.0,,,,,1,sad,,,,,,,,,,
d_nikke_yan_03_57,d_nikke_yan_03,Self,yan,Self,Locale_NikkeEpisode:d_nikke_yan_03_57,False,,13,idle,,3,idle,,15,delight,,1,1,1.0,,,,,1,sad,,,,,,,,,,
d_nikke_yan_03_58,d_nikke_yan_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_03_58,True,,13,angry,,3,idle,,15,idle,,13,S_130,0.5,,,,,1,idle,,,,,Low_2,,,,,
d_nikke_yan_03_59,d_nikke_yan_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_03_59,True,,13,angry,,3,idle,,15,idle,,S_130,S_130,1.0,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_60,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_60,True,,13,angry,,3,idle,,15,idle,,S_130,S_10,1.0,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_61,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_61,True,,13,angry,,3,idle,,15,idle,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_62,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_62,True,,13,idle,,3,idle,,15,idle,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_63,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_63,True,,13,idle,,3,idle,,15,idle,,S_10,S_10,1.0,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_64,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_64,True,,13,idle,,3,idle,,15,idle,,S_10,2,1.0,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_65,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_65,True,,13,idle,,3,delight,,15,idle,,2,2,1.0,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_66,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_66,True,,13,idle,,3,delight,,15,idle,,2,2,1.0,,,,,1,surprise,,,,,,,,,,
d_nikke_yan_03_67,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_67,True,,13,idle,,3,delight,,15,idle,,2,2,1.0,,,,,1,sad,,,,,,,,,,
d_nikke_yan_03_68,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_68,True,,13,idle,,3,void,,15,idle,,2,2,1.0,,,,,1,sad,,,,,,,,,,
d_nikke_yan_03_69,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_69,True,,13,idle,,3,void,,15,idle,,2,2,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_70,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_70,True,,13,idle,,3,void,,15,idle,,2,2,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_71,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_71,False,,13,idle,,3,idle,,15,idle,,2,30,0.5,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_72,d_nikke_yan_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_03_72,True,,13,idle,,3,idle,,15,idle,,150,150,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_73,d_nikke_yan_03,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_yan_03_73,False,,13,idle,,3,idle,,15,idle,,150,150,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_74,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_74,True,,13,idle,,3,angry,,15,idle,,150,3,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_75,d_nikke_yan_03,Self,anis,Self,Locale_NikkeEpisode:d_nikke_yan_03_75,False,,13,idle,,3,angry,,15,idle,,3,3,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_76,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_76,True,,13,idle,,3,worry,,15,idle,,3,3,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_77,d_nikke_yan_03,Self,anis,Self,Locale_NikkeEpisode:d_nikke_yan_03_77,False,,13,idle,,3,worry,,15,idle,,3,3,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_78,d_nikke_yan_03,Self,anis,Self,Locale_NikkeEpisode:d_nikke_yan_03_78,False,,13,idle,,3,worry,,15,idle,,3,3,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_79,d_nikke_yan_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_03_79,True,,13,idle,,3,worry,,15,worry,,15,15,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_80,d_nikke_yan_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_03_80,True,,13,idle,,3,worry,,15,worry,,15,150,2.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_81,d_nikke_yan_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_03_81,True,,13,idle,,3,worry,,15,worry,,150,150,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_82,d_nikke_yan_03,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_yan_03_82,False,,13,idle,,3,worry,,15,worry,,150,150,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_83,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_83,True,,13,idle,,3,worry,,15,worry,,3,3,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_84,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_84,True,,13,idle,,3,worry,,15,idle,,3,3,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_85,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_85,True,,13,idle,,3,worry,,15,idle,,3,3,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_86,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_86,True,,13,idle,,3,worry,,15,idle,,3,2,1.0,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_87,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_87,True,,13,idle,,3,worry,,15,idle,,2,2,1.0,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_88,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_88,True,,13,idle,,3,worry,,15,idle,,2,2,1.0,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_89,d_nikke_yan_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_03_89,True,,13,angry,,3,worry,,15,idle,,2,12,0.5,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_90,d_nikke_yan_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_03_90,True,,13,angry,,3,worry,,15,think,,12,14,0.5,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_91,d_nikke_yan_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yan_03_91,True,,13,angry,,3,worry,,15,think,,14,14,1.0,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_92,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_92,True,,13,idle,,3,worry,,15,think,,14,1,2.0,,,,,1,sad,,,,,,,,,,
d_nikke_yan_03_93,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_93,True,,13,idle,,3,worry,,15,think,,1,1,1.0,,,,,1,sad,,,,,,,,,,
d_nikke_yan_03_94,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_94,True,,13,idle,,3,worry,,15,idle,,1,S_10,2.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_95,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_95,True,,13,idle,,3,worry,,15,idle,,S_10,S_10,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_96,d_nikke_yan_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yan_03_96,True,,13,angry,,3,worry,,15,idle,,S_10,S_130,0.5,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_97,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_97,True,,13,angry,,3,worry,,15,idle,,S_130,S_10,0.5,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_98,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_98,True,,13,angry,,3,worry,,15,idle,,S_10,S_10,1.0,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_99,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_99,True,,13,idle,,3,worry,,15,idle,,S_10,S_10,1.0,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_100,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_100,True,,13,idle,,3,worry,,15,idle,,S_10,30,2.0,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_101,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_101,True,,13,idle,,3,worry,,15,idle,,30,30,1.0,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_102,d_nikke_yan_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_03_102,True,,13,idle,,3,idle,,15,idle,,30,300,2.0,,,,,1,etc,,,,,,,,,,
d_nikke_yan_03_103,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_103,True,,13,idle,,3,idle,,15,idle,,300,S_10,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_104,d_nikke_yan_03,Self,yan,Self,Locale_NikkeEpisode:d_nikke_yan_03_104,False,,13,idle,,3,idle,,15,idle,,S_10,S_10,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_105,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_105,True,,13,idle,,3,idle,,15,idle,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_106,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_106,True,,13,idle,,3,idle,,15,idle,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_107,d_nikke_yan_03,Monologue,yan,Monologue,Locale_NikkeEpisode:d_nikke_yan_03_107,False,,13,idle,,3,idle,,15,idle,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_108,d_nikke_yan_03,Self,yan,Self,Locale_NikkeEpisode:d_nikke_yan_03_108,False,,13,idle,,3,idle,,15,idle,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,
d_nikke_yan_03_109,d_nikke_yan_03,Narration,yan,Narration,Locale_NikkeEpisode:d_nikke_yan_03_109,False,,13,idle,,3,idle,,15,idle,,S_10,S_10,1.0,,,,,1,idle,,,,,,sfx_scn_knock,,,,
d_nikke_yan_03_110,d_nikke_yan_03,Speech,unknown,unknown,Locale_NikkeEpisode:d_nikke_yan_03_110,True,,13,idle,,3,idle,,15,idle,,S_10,5,1.0,,,,,1,idle,,,,,,,adultman,5,idle,
d_nikke_yan_03_111,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_111,True,,13,idle,,3,idle,,15,idle,,5,5,1.0,,,,,1,idle,,,,,,,,5,idle,
d_nikke_yan_03_112,d_nikke_yan_03,Speech,unknown,unknown,Locale_NikkeEpisode:d_nikke_yan_03_112,True,,13,idle,,3,idle,,15,idle,,5,5,1.0,,,,,1,idle,,,,,,,,5,idle,
d_nikke_yan_03_113,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_113,True,,13,idle,,3,idle,,15,idle,,1,1,2.0,,,,,1,idle,,,,,,,,5,idle,
d_nikke_yan_03_114,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_114,True,,13,idle,,3,idle,,15,idle,,1,1,1.0,,,,,1,idle,,,,,,,,5,idle,
d_nikke_yan_03_115,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_115,True,,13,idle,,3,idle,,15,idle,,1,1,1.0,,,,,1,idle,,,,,,,,5,idle,
d_nikke_yan_03_116,d_nikke_yan_03,Speech,unknown,unknown,Locale_NikkeEpisode:d_nikke_yan_03_116,True,,13,idle,,3,idle,,15,idle,,5,5,1.0,,,,,1,idle,,,,,,,,5,idle,
d_nikke_yan_03_117,d_nikke_yan_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_yan_03_117,False,,13,idle,,3,idle,,15,idle,,5,5,1.0,,,,,1,idle,,,,,,sfx_scn_autodooropen,,7,idle,adultman
d_nikke_yan_03_118,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_118,True,,13,idle,,3,idle,,15,idle,,5,1,2.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_119,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_119,True,,13,idle,,3,idle,,15,idle,,1,1,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_120,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_120,True,,13,idle,,3,idle,,15,idle,,1,1,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_121,d_nikke_yan_03,Self,yan,Self,Locale_NikkeEpisode:d_nikke_yan_03_121,False,,13,idle,,3,idle,,15,idle,,1,1,1.0,,,,,1,delight,,,,,,,,,,
d_nikke_yan_03_122,d_nikke_yan_03,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_03_122,True,,13,idle,,3,idle,,15,idle,,1,S_10,2.0,,,,,1,idle,,,,,,,,,,
