id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_camera_shake,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,set_filter_01,set_filter_02,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,jump_target
d_nikke_anne_miraclefairy_04_11,d_nikke_anne_miraclefairy_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_11,False,,1,shy,,S_170,130,2.0,,,,13,delight,,15,delight,,17,delight,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_12,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_12,True,,1,shy,,130,12,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_13,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_13,True,,1,shy,,12,12,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_14,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_14,True,,1,shy,,12,12,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_15,d_nikke_anne_miraclefairy_04,Monologue,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_15,False,,1,shy,,12,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_16,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_16,True,,1,shy,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,Low_2,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_17,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_17,True,,1,shy,,XS_10,130,1.0,,,,13,delight,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_18,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_18,True,,1,shy,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_19,d_nikke_anne_miraclefairy_04,Monologue,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_19,False,,1,shy,,150,150,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_20,d_nikke_anne_miraclefairy_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_20,True,,1,shy,,150,150,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_21,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_21,True,,1,shy,,150,16,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_22,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_22,True,,1,delight,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_23,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_23,True,,1,idle,,XS_10,12,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_24,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_24,True,,1,shy,,12,12,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_25,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_25,True,,1,shy,,S_170,S_170,1.0,,,,13,idle,,15,idle,,17,surprise,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_26,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_26,True,,1,shy,,S_170,S_1700,0.5,,,,13,idle,,15,idle,,17,delight,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_27,d_nikke_anne_miraclefairy_04,Monologue,neon,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_27,False,,1,shy,,S_1700,S_1700,1.0,,,,13,idle,,15,idle,,17,delight,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_28,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_28,True,,1,shy,,S_1700,S_170,2.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_29,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_29,True,,1,shy,,S_170,S_170,1.0,,,,13,idle,,15,idle,,17,surprise,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_30,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_30,True,,1,shy,,S_170,S_170,1.0,,,,13,idle,,15,idle,,17,worry,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_31,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_31,True,,1,shy,,130,130,1.0,,,,13,void,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_32,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_32,True,,1,shy,,S_170,S_170,1.0,,,,13,void,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_33,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_33,True,,1,shy,,130,1300,2.0,,,,13,worry,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_34,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_34,True,,1,shy,,S_170,S_1700,0.5,,,,13,worry,,15,idle,,17,no,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_35,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_35,True,,1,shy,,S_1700,S_1700,1.0,,,,13,sad,,15,idle,,17,no,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_36,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_36,True,,1,shy,,S_1700,S_170,1.0,,,,13,sad,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_37,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_37,True,,1,shy,,1300,130,0.5,,,,13,angry,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_38,d_nikke_anne_miraclefairy_04,Monologue,anis,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_38,False,,1,shy,,130,XS_10,2.0,,,,13,angry,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_39,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_39,True,,1,delight,,XS_10,XS_10,1.0,,,,13,void,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_40,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_40,True,,1,idle,,XS_10,XS_10,1.0,,,,13,void,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_41,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_41,True,,1,idle,,S_170,S_170,1.0,,,,13,void,,15,idle,,17,delight,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_42,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_42,True,,1,idle,,130,130,1.0,,,,13,sad,,15,idle,,17,delight,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_43,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_43,True,,1,idle,,130,130,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_44,d_nikke_anne_miraclefairy_04,Monologue,anis,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_44,False,,1,idle,,130,1300,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_45,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_45,True,,1,shy,,1300,1300,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_46,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_46,True,,1,shy,,1300,130,2.0,,,,13,worry,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_47,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_47,True,,1,shy,,130,130,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_48,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_48,True,,1,shy,,130,130,1.0,,,,13,worry,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_49,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_49,True,,1,shy,,130,12,2.0,,,,13,worry,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_50,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_50,True,,1,shy,,12,12,1.0,,,,13,worry,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_51,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_51,True,,1,delight,,12,12,1.0,,,,13,delight,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_52,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_52,True,,1,idle,,12,XS_10,2.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_53,d_nikke_anne_miraclefairy_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_53,True,,1,idle,,150,150,1.0,,,,13,idle,,15,worry,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_54,d_nikke_anne_miraclefairy_04,Monologue,rapi,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_54,False,,1,idle,,150,1500,2.0,,,,13,idle,,15,worry,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_55,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_55,True,,1,shy,,1500,1500,1.0,,,,13,idle,,15,worry,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_56,d_nikke_anne_miraclefairy_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_56,True,,1,shy,,1500,150,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_57,d_nikke_anne_miraclefairy_04,Monologue,rapi,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_57,False,,1,shy,,150,150,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_58,d_nikke_anne_miraclefairy_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_58,True,,1,shy,,150,150,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_59,d_nikke_anne_miraclefairy_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_59,True,,1,shy,,150,150,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_60,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_60,True,,1,shy,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_61,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_61,True,,1,delight,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_62,d_nikke_anne_miraclefairy_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_62,True,,1,idle,,150,150,1.0,,,,13,idle,,15,delight,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_63,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_63,True,,1,idle,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_64,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_64,True,,1,idle,,XS_10,130,2.0,,,,13,void,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_65,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_65,True,,1,idle,,150,150,1.0,,,,13,void,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_66,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_66,True,,1,idle,,S_170,S_170,1.0,,,,13,void,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_67,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_67,True,,1,idle,,130,130,1.0,,,,13,void,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_68,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_68,True,,1,delight,,XS_10,XS_100,0.5,,,,13,void,,15,idle,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_69,d_nikke_anne_miraclefairy_04,Monologue,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_69,False,,1,idle,,XS_100,1,1.0,,,,13,void,,15,worry,,17,surprise,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_70,d_nikke_anne_miraclefairy_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_70,True,,1,idle,,1,14,2.0,none,,,13,void,,15,worry,,17,surprise,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_71,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_71,True,,1,idle,,14,14,1.0,,,,13,void,,15,worry,,17,surprise,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_72,d_nikke_anne_miraclefairy_04,Narration,anis,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_72,False,,1,idle,ShoppingMall,black,black,1.0,,,,13,void,,15,worry,,17,surprise,,anis,rapi,neon,Grey,Vignetting,,,,,,,,,,
d_nikke_anne_miraclefairy_04_73,d_nikke_anne_miraclefairy_04,Monologue,anis,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_73,False,,1,idle,,15,1,2.0,bgm_story_inwonderland,,,,,,,,,,,,,,,Grey,Vignetting,,,,,,,,,,
d_nikke_anne_miraclefairy_04_74,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_74,True,,1,shy,,1,XS_10,2.0,,,,,,,,,,,,,,,,Grey,Vignetting,,,,,,,,,,
d_nikke_anne_miraclefairy_04_75,d_nikke_anne_miraclefairy_04,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_75,False,,1,idle,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,Grey,Vignetting,,,,,,,,,,
d_nikke_anne_miraclefairy_04_76,d_nikke_anne_miraclefairy_04,Monologue,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_76,False,,3,idle,,XS_10,XS_30,2.0,,,,,,,,,,,,,,,,Grey,Vignetting,,,,,,,,,,
d_nikke_anne_miraclefairy_04_77,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_77,True,,3,shy,,XS_30,XS_30,1.0,,,,,,,,,,,,,,,,Grey,Vignetting,,,,,,,,,,
d_nikke_anne_miraclefairy_04_78,d_nikke_anne_miraclefairy_04,Monologue,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_78,False,,3,idle,,XS_30,XS_30,1.0,,,,,,,,,,,,,,,,Grey,Vignetting,,,,,,,,,,
d_nikke_anne_miraclefairy_04_79,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_79,True,,3,idle,,XS_30,XS_300,0.5,,,,,,,,,,,,,,,,Grey,Vignetting,,,,,,,,,,
d_nikke_anne_miraclefairy_04_80,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_80,True,,3,delight,,XS_300,XS_300,1.0,,,,,,,,,,,,,,,,Grey,Vignetting,,,,,,,,,,
d_nikke_anne_miraclefairy_04_81,d_nikke_anne_miraclefairy_04,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_81,False,,3,idle,,XS_300,XS_300,1.0,,,,,,,,,,,,,,,,Grey,Vignetting,,,,,,,,,,
d_nikke_anne_miraclefairy_04_82,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_82,True,,3,idle,,XS_300,XS_30,1.0,,,,,,,,,,,,,,,,Grey,Vignetting,,,,,,,,,,
d_nikke_anne_miraclefairy_04_83,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_83,True,,1,idle,CommanderRoom,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_84,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_84,True,,1,idle,,1,XS_10,2.0,,,anis,13,worry,rapi,15,worry,neon,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_85,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_85,True,,1,idle,,XS_10,XS_10,1.0,,,,13,worry,,15,worry,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_86,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_86,True,,1,idle,,XS_10,XS_10,1.0,,,,13,worry,,15,worry,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_87,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_87,True,,1,idle,,XS_10,XS_10,1.0,,,,13,worry,,15,worry,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_88,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_88,True,,1,idle,,XS_10,XS_10,1.0,,,,13,worry,,15,worry,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_89,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_89,True,,1,delight,,XS_10,XS_10,1.0,,,,13,worry,,15,worry,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_90,d_nikke_anne_miraclefairy_04,Monologue,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_90,False,,1,idle,,XS_10,XS_100,0.5,,,,13,worry,,15,worry,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_91,d_nikke_anne_miraclefairy_04,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_91,False,,1,idle,,XS_100,XS_100,1.0,,,,13,worry,,15,worry,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_92,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_92,True,,1,idle,,XS_100,12,1.0,,,,13,worry,,15,worry,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_93,d_nikke_anne_miraclefairy_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_93,True,,1,idle,,12,14,2.0,,,,13,worry,,15,worry,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_94,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_94,True,,1,shy,,XS_100,XS_10,2.0,,,,13,worry,,15,worry,,17,idle,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_95,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_95,True,,1,shy,,130,130,1.0,,,,13,worry,,15,worry,,17,shy,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_96,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_96,True,,1,idle,,130,130,1.0,,,,13,shy,,15,delight,,17,shy,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_97,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_97,True,,1,idle,,S_170,S_170,1.0,,,,13,shy,,15,delight,,17,shy,,,,,,,,,,,,,,,,
