id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,play_sound,set_camera_shake,fade
d_nikke_hongryeon_blackshadow_03_11,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_11,True,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_12,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_12,True,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_13,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_13,True,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_14,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_14,True,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_15,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_15,True,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_16,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_16,True,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_17,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_17,True,,1,surprise,,13,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_18,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_18,True,,1,surprise,,13,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_19,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_19,True,,1,surprise,,13,idle,,3,think,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_20,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_20,True,,1,idle,,13,idle,,3,think,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_21,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_21,True,,1,idle,,13,idle,,3,think,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_22,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_22,True,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_23,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_23,True,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_24,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_24,True,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_25,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_25,False,,17,idle,,13,idle,,3,idle,,2,2,1.0,,redhood,,,,
d_nikke_hongryeon_blackshadow_03_26,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_26,False,,,,,13,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_27,d_nikke_hongryeon_blackshadow_03,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_27,True,,,,,1,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_28,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_28,True,,,,,1,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_29,d_nikke_hongryeon_blackshadow_03,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_29,True,,,,,1,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_30,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_30,True,,,,,1,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_31,d_nikke_hongryeon_blackshadow_03,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_31,True,,,,,1,surprise,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_32,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_32,True,,,,,1,surprise,,3,angry,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_33,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_33,True,,,,,1,surprise,,3,angry,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_34,d_nikke_hongryeon_blackshadow_03,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_34,True,,,,,1,idle,,3,angry,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_35,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_35,True,,,,,1,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_36,d_nikke_hongryeon_blackshadow_03,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_36,True,,,,,1,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_37,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_37,True,,,,,1,idle,,3,idle,,2,30,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_38,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_38,False,redhood,17,idle,,1,idle,,13,idle,,30,130,1.0,,,liliweiss,,,
d_nikke_hongryeon_blackshadow_03_39,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_39,False,,17,idle,,,,,13,idle,,130,17,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_40,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_40,False,,17,idle,,,,,13,idle,,17,17,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_41,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_41,True,,17,idle,,,,,13,go,,17,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_42,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_42,True,,17,idle,,,,,13,go,,130,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_43,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_43,True,,17,idle,,,,,13,go,,130,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_44,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_44,False,,17,idle,,,,,13,go,,130,130,1.0,none,,,sfx_scn_redfire,Low_2,
d_nikke_hongryeon_blackshadow_03_45,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_45,False,,17,idle,,,,,13,surprise,,130,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_46,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_46,False,,17,idle,,,,,13,surprise,,130,130,1.0,,,,sfx_scn_explosionhuge,Low_2,
d_nikke_hongryeon_blackshadow_03_47,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_47,False,,17,idle,,,,,13,surprise,,130,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_48,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_48,True,,17,idle,,,,,13,surprise,,130,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_49,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_49,False,,17,idle,,,,,13,surprise,,130,130,1.0,event_bgm_redash_ashsmoke,,,sfx_scn_redfire,Low_2,
d_nikke_hongryeon_blackshadow_03_50,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_50,False,,17,idle,,,,,13,surprise,,130,13,0.6,,,,,,
d_nikke_hongryeon_blackshadow_03_51,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_51,False,,17,idle,,,,,13,surprise,,13,13,1.0,,,,sfx_scn_explosionhuge,Low_2,
d_nikke_hongryeon_blackshadow_03_52,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_52,False,,17,idle,,,,,13,surprise,,13,13,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_53,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_53,True,,17,idle,,,,,13,angry,,13,13,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_54,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_54,True,,17,surprise,,,,,13,angry,,17,17,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_55,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_55,True,,17,surprise,,,,,13,angry,,13,13,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_56,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_56,True,,17,idle,,,,,13,angry,,17,17,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_57,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_57,False,,17,idle,,,,,13,angry,,13,13,1.0,,,,sfx_scn_redfire,Low_2,
d_nikke_hongryeon_blackshadow_03_58,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_58,True,,17,idle,,,,,13,angry,,13,13,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_59,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_59,False,,17,idle,,,,,13,angry,,13,13,1.0,,,,sfx_scn_explosionhuge,Low_2,
d_nikke_hongryeon_blackshadow_03_60,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_60,False,,17,idle,,,,,13,angry,,13,13,1.0,,,,,,black
d_nikke_hongryeon_blackshadow_03_61,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_61,False,,17,idle,,,,,13,angry,,13,17,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_62,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_62,False,,17,idle,,,,,13,angry,,17,17,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_63,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_63,False,,17,idle,,,,,13,angry,,17,17,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_64,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_64,False,,17,idle,,,,,13,angry,,13,13,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_65,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_65,False,,17,idle,,,,,13,angry,,13,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_66,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_66,False,,17,angry,,,,,13,angry,,130,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_67,d_nikke_hongryeon_blackshadow_03,Narration,hongryeon_o,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_67,False,,17,angry,,,,,13,angry,,130,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_68,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_68,True,,17,angry,,,,,13,angry,,170,170,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_69,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_69,True,,17,idle,,,,,13,angry,,170,170,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_70,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_70,True,,17,idle,,,,,13,angry,,170,170,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_71,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_71,False,,17,idle,,,,,13,angry,,170,17,0.6,,,,sfx_scn_redfire,Low_2,
d_nikke_hongryeon_blackshadow_03_72,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_72,False,,17,idle,,,,,13,angry,,17,17,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_73,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_73,False,,17,idle,,,,,13,angry,,17,13,1.0,,,,sfx_scn_swordswing,,
d_nikke_hongryeon_blackshadow_03_74,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_74,False,,17,idle,,,,,13,angry,,13,13,1.0,,,,sfx_scn_bladecatch,,
d_nikke_hongryeon_blackshadow_03_75,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_75,False,,17,idle,,,,,13,angry,,13,13,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_76,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_76,False,,17,idle,,,,,13,angry,,13,130,0.6,,,,sfx_scn_explosionhuge,Low_2,
d_nikke_hongryeon_blackshadow_03_77,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_77,False,,17,idle,,,,,13,angry,,130,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_78,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_78,True,,17,idle,,,,,13,idle,,130,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_79,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_79,True,,17,idle,,,,,13,idle,,170,170,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_80,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_80,True,,17,idle,,,,,13,idle,,170,170,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_81,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_81,True,,17,idle,,,,,13,idle,,170,17,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_82,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_82,True,,17,idle,,,,,13,idle,,17,17,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_83,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_83,False,,17,idle,,,,,13,idle,,17,17,1.0,,,,sfx_scn_redfire,Low_2,
d_nikke_hongryeon_blackshadow_03_84,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_84,False,,17,idle,,,,,13,idle,,17,13,0.6,,,,,,
d_nikke_hongryeon_blackshadow_03_85,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_85,False,,17,idle,,,,,13,idle,,13,13,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_86,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_86,False,,17,idle,,,,,13,idle,,13,130,0.6,,,,sfx_scn_swordcut,Low_2,
d_nikke_hongryeon_blackshadow_03_87,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_87,False,,17,idle,,,,,13,idle,,130,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_88,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_88,False,,17,idle,,,,,13,idle,,130,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_89,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_89,True,,17,surprise_02,,,,,13,idle,,170,170,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_90,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_90,True,,17,surprise_02,,,,,13,go,,130,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_91,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_91,True,,17,surprise_02,,,,,13,go,,130,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_92,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_92,True,,17,idle,,,,,13,go,,130,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_93,d_nikke_hongryeon_blackshadow_03,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_93,True,,17,idle,liliweiss,1,idle,,13,go,,130,12,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_94,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_94,True,,17,idle,,1,idle,,13,surprise,,12,12,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_95,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_95,True,,17,idle,,1,idle,,13,surprise,,12,12,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_96,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_96,True,,17,idle,,1,idle,,13,think,,12,12,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_97,d_nikke_hongryeon_blackshadow_03,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_97,True,,17,idle,,1,idle,,13,think,,170,170,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_98,d_nikke_hongryeon_blackshadow_03,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_98,True,,17,idle,,1,idle,,13,go,,130,130,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_99,d_nikke_hongryeon_blackshadow_03,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_99,False,,17,idle,,1,void,,13,go,,10,10,1.0,,,,,,
d_nikke_hongryeon_blackshadow_03_100,d_nikke_hongryeon_blackshadow_03,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_03_100,False,,17,idle,,1,void,,13,go,,black,black,1.0,,,,,,
