id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_filter_01
d_nikke_ce_02_01_05_27,d_nikke_ce_02_01_05,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_05_27,True,,1,idle,,13,idle,,10,10,1.0,,,
d_nikke_ce_02_01_05_28,d_nikke_ce_02_01_05,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_05_28,True,,1,idle,,13,idle,,10,10,1.0,,,
d_nikke_ce_02_01_05_29,d_nikke_ce_02_01_05,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_05_29,True,,1,idle,,13,idle,,10,10,1.0,,,
d_nikke_ce_02_01_05_30,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_30,False,,1,idle,,13,idle,,10,130,1.0,,,
d_nikke_ce_02_01_05_31,d_nikke_ce_02_01_05,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_05_31,False,,1,idle,,13,idle,,130,13,1.0,,,
d_nikke_ce_02_01_05_32,d_nikke_ce_02_01_05,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_05_32,False,,1,idle,,13,idle,,13,13,1.0,,,
d_nikke_ce_02_01_05_33,d_nikke_ce_02_01_05,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_05_33,False,,1,idle,,13,idle,,13,13,1.0,,,
d_nikke_ce_02_01_05_34,d_nikke_ce_02_01_05,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_05_34,False,,1,idle,,13,idle,,13,13,1.0,,,
d_nikke_ce_02_01_05_35,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_35,False,,1,idle,,13,idle,,13,130,1.0,,,
d_nikke_ce_02_01_05_36,d_nikke_ce_02_01_05,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_05_36,False,,1,idle,,13,idle,,130,130,1.0,,,
d_nikke_ce_02_01_05_37,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_37,False,,1,idle,,13,idle,,130,130,1.0,,,
d_nikke_ce_02_01_05_38,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_38,True,,1,idle,,13,idle,,black,black,1.0,,,Grey
d_nikke_ce_02_01_05_39,d_nikke_ce_02_01_05,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_05_39,False,,1,idle,,13,idle,,1700,1700,1.0,,,Grey
d_nikke_ce_02_01_05_40,d_nikke_ce_02_01_05,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_05_40,False,,1,idle,,13,idle,,1700,170,1.0,,,Grey
d_nikke_ce_02_01_05_41,d_nikke_ce_02_01_05,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_05_41,False,,1,idle,,13,idle,,170,170,1.0,,,Grey
d_nikke_ce_02_01_05_42,d_nikke_ce_02_01_05,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_05_42,False,,1,idle,,13,idle,,black,black,1.0,,,Grey
d_nikke_ce_02_01_05_43,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_43,True,,1,idle,,13,idle,,130,130,1.0,,,
d_nikke_ce_02_01_05_44,d_nikke_ce_02_01_05,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_05_44,False,,1,idle,,13,idle,,130,130,1.0,,,
d_nikke_ce_02_01_05_45,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_45,True,,1,idle,,13,idle,,130,13,1.0,,,
d_nikke_ce_02_01_05_46,d_nikke_ce_02_01_05,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_05_46,True,,1,idle,,13,idle,,13,113,1.0,,,
d_nikke_ce_02_01_05_47,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_47,True,,1,idle,,13,idle,,113,113,1.0,,,
d_nikke_ce_02_01_05_48,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_48,True,,1,idle,,13,idle,,113,113,1.0,,,
d_nikke_ce_02_01_05_49,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_49,True,,1,idle,,13,idle,,113,113,1.0,,,
d_nikke_ce_02_01_05_50,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_50,True,,1,idle,,13,idle,,113,113,1.0,,,
d_nikke_ce_02_01_05_51,d_nikke_ce_02_01_05,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_05_51,False,,1,idle,,13,idle,,113,113,1.0,,,
d_nikke_ce_02_01_05_52,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_52,False,,1,idle,,13,idle,,113,113,1.0,,,
d_nikke_ce_02_01_05_53,d_nikke_ce_02_01_05,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_05_53,True,,1,idle,,13,idle,,113,113,1.0,,,
d_nikke_ce_02_01_05_54,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_54,True,,1,idle,,13,idle,,113,130,1.0,,,
d_nikke_ce_02_01_05_55,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_55,True,,1,idle,,13,idle,,130,130,1.0,,,
d_nikke_ce_02_01_05_56,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_56,True,,1,idle,,13,idle,,130,130,1.0,,,
d_nikke_ce_02_01_05_57,d_nikke_ce_02_01_05,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_05_57,True,,1,idle,,13,idle,,130,113,1.0,,,
d_nikke_ce_02_01_05_58,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_58,False,,1,idle,,13,idle,,113,113,1.0,,,
d_nikke_ce_02_01_05_59,d_nikke_ce_02_01_05,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_05_59,False,,1,idle,,13,idle,,113,113,1.0,,,
d_nikke_ce_02_01_05_60,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_60,True,,1,idle,,13,idle,,113,113,1.0,,,
d_nikke_ce_02_01_05_61,d_nikke_ce_02_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_05_61,True,,1,idle,,13,idle,,113,113,1.0,,,
d_nikke_ce_02_01_05_62,d_nikke_ce_02_01_05,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_05_62,True,,1,idle,,13,idle,,113,113,1.0,,,
d_nikke_ce_02_01_05_63,d_nikke_ce_02_01_05,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_05_63,True,,1,idle,,13,idle,,113,113,1.0,,,
d_nikke_ce_02_01_05_64,d_nikke_ce_02_01_05,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_05_64,False,,1,idle,,13,idle,,black,black,1.0,,,
d_nikke_ce_02_01_05_65,d_nikke_ce_02_01_05,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_05_65,False,,1,idle,,13,idle,,black,black,1.0,,,
d_nikke_ce_02_01_05_66,d_nikke_ce_02_01_05,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_05_66,False,,1,idle,,13,idle,,black,black,1.0,,,
