id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_camera_shake,characters/3/hide_char_id,characters/4/hide_char_id
d_nikke_neon_03_11,d_nikke_neon_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_neon_03_11,True,,5,idle,,3,no,,13,idle,,1,idle,,50,50,1.0,,,,,,,,,,,
d_nikke_neon_03_12,d_nikke_neon_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_neon_03_12,True,,5,idle,,3,no,,13,idle,,1,idle,,50,50,1.0,,,,,,,,,,,
d_nikke_neon_03_13,d_nikke_neon_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_neon_03_13,True,,5,idle,,3,pain,,13,idle,,1,idle,,50,4,1.0,,,,,,,,,,,
d_nikke_neon_03_14,d_nikke_neon_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_neon_03_14,True,,5,idle,,3,pain,,13,idle,,1,idle,,4,4,1.0,,,,,,,,,,,
d_nikke_neon_03_15,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_15,True,,5,idle,,3,void,,13,idle,,1,idle,,4,S_10,1.0,,,,,,,,,,,
d_nikke_neon_03_16,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_16,True,,5,idle,,3,void,,13,idle,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,
d_nikke_neon_03_17,d_nikke_neon_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_neon_03_17,True,,5,idle,,3,void,,13,idle,,1,idle,,50,50,1.0,,,,,,,,,,,
d_nikke_neon_03_18,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_18,True,,5,idle,,3,void,,13,idle,,1,delight,,50,2,1.0,,,,,,,,,,,
d_nikke_neon_03_19,d_nikke_neon_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_neon_03_19,True,,5,idle,,3,angry,,13,idle,,1,delight,,2,2,1.0,,,,,,,,,,,
d_nikke_neon_03_20,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_20,True,,5,idle,,3,angry,,13,idle,,1,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_neon_03_21,d_nikke_neon_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_neon_03_21,True,,5,idle,,3,angry,,13,idle,,1,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_neon_03_22,d_nikke_neon_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_neon_03_22,True,,5,sad,,3,angry,,13,idle,,1,idle,,2,4,1.0,,,,,,,,,,,
d_nikke_neon_03_23,d_nikke_neon_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_neon_03_23,True,,5,sad,,3,void,,13,idle,,1,idle,,4,4,1.0,,,,,,,,,,,
d_nikke_neon_03_24,d_nikke_neon_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_neon_03_24,True,,5,idle,,3,void,,13,idle,,1,idle,,4,4,1.0,,,,,,,,,,,
d_nikke_neon_03_25,d_nikke_neon_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_neon_03_25,True,,5,idle,,3,no,,13,idle,,1,idle,,4,4,1.0,,,,,,,,,,,
d_nikke_neon_03_26,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_26,True,,5,idle,,3,no,,13,idle,,1,idle,,4,2,1.0,,,,,,,,,,,
d_nikke_neon_03_27,d_nikke_neon_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_neon_03_27,True,,5,idle,,3,void,,13,idle,,1,idle,,2,2,1.0,,,,,,,,,,,
d_nikke_neon_03_28,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_28,True,,5,idle,,3,void,,13,idle,,1,delight,,2,2,1.0,,,,,,,,,,,
d_nikke_neon_03_29,d_nikke_neon_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_neon_03_29,False,,5,idle,,3,no,,13,idle,,1,delight,,2,2,1.0,,,,,,,,,,,
d_nikke_neon_03_30,d_nikke_neon_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_neon_03_30,True,,5,idle,,3,no,,13,idle,,1,delight,,2,12,1.0,,,,,,,,,,,
d_nikke_neon_03_31,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_31,True,,5,idle,,3,no,,13,idle,,1,delight,,12,12,1.0,,maxwell,anis,,,,,,,,
d_nikke_neon_03_32,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_32,True,,,,,,,,13,idle,,19,idle,none,black,black,1.0,,,,rapi,black,,,,,,
d_nikke_neon_03_33,d_nikke_neon_03,Self,,,Locale_NikkeEpisode:d_nikke_neon_03_33,False,,,,,,,,,,,19,idle,City,9,9,1.0,,,,,,,,,,,
d_nikke_neon_03_34,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_34,True,,,,,,,,,,,19,idle,,9,9,1.0,,,,,,,,,,,
d_nikke_neon_03_35,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_35,True,,,,,,,,,,,19,idle,,9,19,1.0,,,,,,,,,,,
d_nikke_neon_03_36,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_36,True,,,,,,,,,,,19,idle,,19,19,1.0,,,,,,,,,,,
d_nikke_neon_03_37,d_nikke_neon_03,Self,neon,,Locale_NikkeEpisode:d_nikke_neon_03_37,False,,,,,,,,,,,19,idle,,19,19,1.0,,,,,,,,,,,
d_nikke_neon_03_38,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_38,True,,,,,,,,,,,19,idle,,19,19,1.0,,,,,,,,,,,
d_nikke_neon_03_39,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_39,True,,,,,,,,,,,19,idle,,19,19,1.0,,,,,,,,,,,
d_nikke_neon_03_40,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_40,True,,,,,,,,,,,19,idle,,19,S_190,1.0,,,,,,,,,,,
d_nikke_neon_03_41,d_nikke_neon_03,Self,neon,,Locale_NikkeEpisode:d_nikke_neon_03_41,False,,,,,,,,,,,19,idle,,S_190,S_190,1.0,,,,,,,,,,,
d_nikke_neon_03_42,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_42,True,,,,,,,,,,,19,idle,,S_190,S_190,1.0,,,,,,,,,,,
d_nikke_neon_03_43,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_43,True,,,,,,,,,,,19,idle,,S_190,S_190,1.0,,,,,,,,,,,
d_nikke_neon_03_44,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_44,True,,,,,,,,,,,19,idle,,S_190,S_190,1.0,,,,,,,,,,,
d_nikke_neon_03_45,d_nikke_neon_03,Self,neon,,Locale_NikkeEpisode:d_nikke_neon_03_45,False,,,,,,,,,,,19,idle,,S_190,S_190,1.0,,,,,,,,,,,
d_nikke_neon_03_46,d_nikke_neon_03,Self,neon,,Locale_NikkeEpisode:d_nikke_neon_03_46,False,,,,,,,,,,,19,idle,,S_190,S_190,1.0,,,,,,,,,,,
d_nikke_neon_03_47,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_47,True,,,,,,,,,,,19,delight,,S_190,S_190,1.0,,,,,,,,,,,
d_nikke_neon_03_48,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_48,True,,,,,,,,,,,19,delight,,S_190,S_190,1.0,,,,,,,,,,,
d_nikke_neon_03_49,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_49,True,,,,,,,,,,,19,idle,Corridor,S_190,19,1.0,,,,,black_without_dialogue,,,,,,
d_nikke_neon_03_50,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_50,True,,,,,,,,,,,19,idle,,19,9,1.0,none,,,,,ingrid,9,angry,,,
d_nikke_neon_03_51,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_51,True,,,,,,,,,,,19,idle,,9,9,1.0,bgm_story_whosdumber,,,,,,9,angry,,,
d_nikke_neon_03_52,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_52,True,,,,,,,,,,,19,idle,,9,9,1.0,,,,,,,9,angry,,,
d_nikke_neon_03_53,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_53,True,,,,,,,,,,,19,idle,,9,9,1.0,,,,,,,9,angry,,,
d_nikke_neon_03_54,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_54,True,,,,,,,,,,,19,idle,,9,L_90,0.5,,,,,,,9,angry,,,
d_nikke_neon_03_55,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_55,True,,,,,,,,,,,19,idle,,L_90,L_90,1.0,,,,,,,9,angry,,,
d_nikke_neon_03_56,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_56,False,,,,,,,,,,,19,idle,,L_90,L_90,1.0,,,,,,,9,angry,,,
d_nikke_neon_03_57,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_57,False,,,,,,,,,,,19,idle,,L_90,L_900,0.5,,,,,,,9,no,Low_2,,
d_nikke_neon_03_58,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_58,False,,,,,,,,,,,19,idle,,L_900,L_900,1.0,,,,,,,9,no,,,
d_nikke_neon_03_59,d_nikke_neon_03,Monologue,ingrid,,Locale_NikkeEpisode:d_nikke_neon_03_59,False,,,,,,,,,,,19,idle,,L_900,9,1.0,,,,,,,9,no,,,
d_nikke_neon_03_60,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_60,True,,,,,,,,,,,19,idle,,9,9,1.0,none,,,,,,9,angry,,,
d_nikke_neon_03_61,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_61,True,,,,,,,,,,,7,idle,,9,8,1.0,,,,,,,9,angry,,,
d_nikke_neon_03_62,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_62,False,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_63,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_63,True,,,,,,,,,,,7,idle,,8,8,1.0,bgm_story_orangepop,,,,,,9,idle,,,
d_nikke_neon_03_64,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_64,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_65,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_65,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_66,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_66,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_67,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_67,False,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_68,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_68,False,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_69,d_nikke_neon_03,Self,neon,,Locale_NikkeEpisode:d_nikke_neon_03_69,False,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_70,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_70,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_71,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_71,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,angry,,,
d_nikke_neon_03_72,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_72,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,angry,,,
d_nikke_neon_03_73,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_73,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_74,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_74,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_75,d_nikke_neon_03,Monologue,ingrid,,Locale_NikkeEpisode:d_nikke_neon_03_75,False,,,,,,,,,,,7,idle,Office,3,3,1.0,,,,,,,9,idle,,neon,ingrid
d_nikke_neon_03_76,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_76,True,,,,,,,,,,,,idle,,3,9,1.0,,,,,,ingrid,9,idle,,,
d_nikke_neon_03_77,d_nikke_neon_03,Monologue,ingrid,,Locale_NikkeEpisode:d_nikke_neon_03_77,False,,,,,,,,,,,,idle,,9,9,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_78,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_78,True,,,,,,,,,,,,idle,,9,9,1.0,,,,,,,9,think,,,
d_nikke_neon_03_79,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_79,True,,,,,,,,,,,,idle,,9,90,1.0,,,,,,,9,think,,,
d_nikke_neon_03_80,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_80,False,,,,,,,,,,,,idle,,90,900,1.0,,,,,,,9,think,,,
d_nikke_neon_03_81,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_81,True,,,,,,,,,,neon,1,idle,,900,9,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_82,d_nikke_neon_03,Monologue,ingrid,,Locale_NikkeEpisode:d_nikke_neon_03_82,False,,,,,,,,,,,7,idle,,9,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_83,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_83,True,,,,,,,,,,,7,surprise,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_84,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_84,True,,,,,,,,,,,7,surprise,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_85,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_85,True,,,,,,,,,,,7,surprise,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_86,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_86,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_87,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_87,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_88,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_88,True,,,,,,,,,,,7,delight,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_89,d_nikke_neon_03,Self,ingrid,,Locale_NikkeEpisode:d_nikke_neon_03_89,False,,,,,,,,,,,7,delight,,8,9,1.0,none,,,,,,9,idle,,,
d_nikke_neon_03_90,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_90,True,,,,,,,,,,,7,idle,,9,L_90,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_91,d_nikke_neon_03,Self,ingrid,,Locale_NikkeEpisode:d_nikke_neon_03_91,False,,,,,,,,,,,7,idle,,L_90,L_90,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_92,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_92,False,,,,,,,,,,,7,idle,,L_90,L_90,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_93,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_93,True,,,,,,,,,,,7,idle,,L_90,L_90,1.0,bgm_story_backtonormal,,,,,,9,idle,,,
d_nikke_neon_03_94,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_94,True,,,,,,,,,,,7,idle,,L_90,L_90,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_95,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_95,True,,,,,,,,,,,7,idle,,L_90,L_90,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_96,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_96,True,,,,,,,,,,,7,surprise,,L_90,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_97,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_97,True,,,,,,,,,,,7,surprise,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_98,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_98,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_99,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_99,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_100,d_nikke_neon_03,Self,ingrid,,Locale_NikkeEpisode:d_nikke_neon_03_100,False,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_101,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_101,False,,,,,,,,,,,7,idle,,8,L_90,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_102,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_102,True,,,,,,,,,,,7,idle,,L_90,L_90,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_103,d_nikke_neon_03,Self,,,Locale_NikkeEpisode:d_nikke_neon_03_103,False,,,,,,,,,,,7,idle,,L_90,L_90,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_104,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_104,True,,,,,,,,,,,7,idle,,L_90,L_90,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_105,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_105,True,,,,,,,,,,,7,idle,,L_90,L_90,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_106,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_106,True,,,,,,,,,,,7,idle,,L_90,L_90,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_107,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_107,True,,,,,,,,,,,7,idle,,L_90,L_90,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_108,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_108,True,,,,,,,,,,,7,idle,,L_90,L_90,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_109,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_109,True,,,,,,,,,,,7,idle,,L_90,L_90,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_110,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_110,True,,,,,,,,,,,7,idle,,L_90,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_111,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_111,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_112,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_112,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_113,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_113,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_114,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_114,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_115,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_115,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_116,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_116,True,,,,,,,,,,,7,delight,,8,8,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_117,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_117,True,,,,,,,,,,,7,delight,,8,8,1.0,,,,,,,9,good,,,
d_nikke_neon_03_118,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_118,True,,,,,,,,,,,7,delight,,8,8,1.0,,,,,,,9,good,,,
d_nikke_neon_03_119,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_119,True,,,,,,,,,,,7,idle,,8,8,1.0,,,,,,,9,good,,,
d_nikke_neon_03_120,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_120,True,,,,,,,,,,,7,idle,,8,S_70,0.7,,,,,,,9,good,,,
d_nikke_neon_03_121,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_121,True,,,,,,,,,,,7,idle,,S_70,S_70,1.0,,,,,,,9,good,,,
d_nikke_neon_03_122,d_nikke_neon_03,Self,,,Locale_NikkeEpisode:d_nikke_neon_03_122,False,,,,,,,,,,,7,idle,,S_70,S_70,1.0,,,,,,,9,good,,,
d_nikke_neon_03_123,d_nikke_neon_03,Self,,,Locale_NikkeEpisode:d_nikke_neon_03_123,False,,,,,,,,,,,7,idle,,S_70,S_70,1.0,,,,,,,9,good,,,
d_nikke_neon_03_124,d_nikke_neon_03,Self,,,Locale_NikkeEpisode:d_nikke_neon_03_124,False,,,,,,,,,,,7,idle,,S_70,S_70,1.0,,,,,,,9,good,,,
d_nikke_neon_03_125,d_nikke_neon_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_03_125,True,,,,,,,,,,,7,idle,,S_70,S_700,1.0,,,,,,,9,idle,,,
d_nikke_neon_03_126,d_nikke_neon_03,Self,,,Locale_NikkeEpisode:d_nikke_neon_03_126,False,,,,,,,,,,,7,idle,,S_700,S_700,1.0,none,,,,,,9,idle,,,
d_nikke_neon_03_127,d_nikke_neon_03,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_neon_03_127,False,,,,,,,,,,,7,idle,,L_900,L_900,1.0,,,,,,,9,idle,,,
