id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
d_nikke_ce006_01_05_15,d_nikke_ce006_01_05,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_05_15,True,,5,idle,,1,void,,3,idle,,13,no,,2,12,1.3,,,,,,
d_nikke_ce006_01_05_16,d_nikke_ce006_01_05,Narration,rapi,,Locale_NikkeEpisode:d_nikke_ce006_01_05_16,False,,5,idle,,1,void,,3,idle,,13,no,,black,black,1.0,,sfx_scn_gunfire,,,,
d_nikke_ce006_01_05_17,d_nikke_ce006_01_05,Monologue,rapi,,Locale_NikkeEpisode:d_nikke_ce006_01_05_17,False,,5,idle,,1,void,,3,idle,,13,no,,black,black,1.0,,,,,,
d_nikke_ce006_01_05_18,d_nikke_ce006_01_05,Monologue,rapi,,Locale_NikkeEpisode:d_nikke_ce006_01_05_18,False,,5,idle,,1,void,,3,idle,,13,no,,black,black,1.0,,,neon,anis,rapi,
d_nikke_ce006_01_05_19,d_nikke_ce006_01_05,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_05_19,True,,,,,,,,,,,13,delight,,130,130,1.0,,,,,,
d_nikke_ce006_01_05_20,d_nikke_ce006_01_05,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_05_20,True,,,,,,,,,,,13,delight,,130,130,1.0,,,,,,
d_nikke_ce006_01_05_21,d_nikke_ce006_01_05,Self,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_21,False,,,,,,,,,,,13,delight,,130,130,1.0,,,,,,
d_nikke_ce006_01_05_22,d_nikke_ce006_01_05,Self,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_22,False,,,,,,,,,,,13,delight,,130,130,1.0,,,,,,
d_nikke_ce006_01_05_23,d_nikke_ce006_01_05,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_05_23,True,,,,,,,,,,,13,delight,,130,130,1.0,,,,,,
d_nikke_ce006_01_05_24,d_nikke_ce006_01_05,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_05_24,True,,,,,,,,,,,13,delight,,130,130,1.0,,,,,,
d_nikke_ce006_01_05_25,d_nikke_ce006_01_05,Self,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_25,False,,,,,,,,,,,13,delight,,130,130,1.0,,,,,,
d_nikke_ce006_01_05_26,d_nikke_ce006_01_05,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_05_26,True,,,,,,,,,,,13,idle,,130,130,1.0,,,,,,
d_nikke_ce006_01_05_27,d_nikke_ce006_01_05,Self,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_27,False,,,,,,,,,,,13,idle,,130,130,1.0,,,,,,
d_nikke_ce006_01_05_28,d_nikke_ce006_01_05,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_05_28,True,,,,,,,,,,,13,no,,130,130,1.0,,,,,,
d_nikke_ce006_01_05_29,d_nikke_ce006_01_05,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_05_29,True,,,,,,,,,,,13,no,,130,130,1.0,,,,,,
d_nikke_ce006_01_05_30,d_nikke_ce006_01_05,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_05_30,True,,,,,,,,,,,13,no,,130,130,1.0,,,,,,
d_nikke_ce006_01_05_31,d_nikke_ce006_01_05,Self,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_31,False,,,,,,,,,,,13,no,,130,130,1.0,,,,,,
d_nikke_ce006_01_05_32,d_nikke_ce006_01_05,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_05_32,True,,,,,,,,,,,13,idle,,130,130,1.0,,,,,,
d_nikke_ce006_01_05_33,d_nikke_ce006_01_05,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_05_33,True,,,,,,,,,,,13,idle,,130,13,1.0,,,,,,
d_nikke_ce006_01_05_34,d_nikke_ce006_01_05,Self,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_34,False,,,,,,,,,,,13,idle,,13,13,1.0,,,,,,
d_nikke_ce006_01_05_35,d_nikke_ce006_01_05,Monologue,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_35,False,,,,,,,,,,,13,idle,,13,13,1.0,,,,,,
d_nikke_ce006_01_05_36,d_nikke_ce006_01_05,Monologue,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_36,False,,,,,,,,,,,13,idle,,13,13,1.0,,,,,,
d_nikke_ce006_01_05_37,d_nikke_ce006_01_05,Self,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_37,False,,,,,,,,,,,13,idle,,13,13,1.0,,,,,,
d_nikke_ce006_01_05_38,d_nikke_ce006_01_05,Narration,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_38,False,neon,5,idle,anis,1,void,rapi,3,idle,,13,idle,,black,black,1.0,,,,,,ce006_01
d_nikke_ce006_01_05_39,d_nikke_ce006_01_05,Monologue,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_39,False,,5,idle,,1,void,,3,idle,,,,,black,black,1.0,,,,,,
d_nikke_ce006_01_05_40,d_nikke_ce006_01_05,Monologue,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_40,False,,5,idle,,1,void,,3,idle,,,,,black,black,1.0,,,,,,
d_nikke_ce006_01_05_41,d_nikke_ce006_01_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_ce006_01_05_41,False,,5,idle,,1,angry,,3,idle,,,,,100,10,1.0,,,,,,
d_nikke_ce006_01_05_42,d_nikke_ce006_01_05,Narration,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_42,False,,5,idle,,1,angry,,3,idle,ce006_01,13,idle,,black,black,1.0,none,sfx_scn_swordcut,,,,
d_nikke_ce006_01_05_43,d_nikke_ce006_01_05,Monologue,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_43,False,,5,idle,,1,angry,,3,idle,,13,idle,,black,black,1.0,,sfx_scn_rapturelanding,,,,
d_nikke_ce006_01_05_44,d_nikke_ce006_01_05,Monologue,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_44,False,,5,idle,,3,angry,,1,idle,,13,idle,,black,black,1.0,,,,,,
d_nikke_ce006_01_05_45,d_nikke_ce006_01_05,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_05_45,True,,5,idle,,3,void,,1,idle,,13,delight,,130,130,1.0,,,,,,
d_nikke_ce006_01_05_46,d_nikke_ce006_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_05_46,True,,5,idle,,3,void,,1,idle,,13,delight,,130,12,1.3,bgm_chapter32_field_advance,,,,,
d_nikke_ce006_01_05_47,d_nikke_ce006_01_05,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_05_47,False,,5,idle,,3,void,,1,idle,,13,delight,,12,12,1.0,,,,,,
d_nikke_ce006_01_05_48,d_nikke_ce006_01_05,Monologue,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_48,False,,5,idle,,3,void,,1,idle,,13,delight,,black,black,1.0,,,,,,
d_nikke_ce006_01_05_49,d_nikke_ce006_01_05,Monologue,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_49,False,,5,idle,,3,void,,1,idle,,13,delight,,black,black,1.0,,,,,,
d_nikke_ce006_01_05_50,d_nikke_ce006_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_05_50,True,,5,idle,,3,void,,1,idle,,13,delight,,12,12,1.0,,,,,,
d_nikke_ce006_01_05_51,d_nikke_ce006_01_05,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_05_51,True,,5,idle,,3,void,,1,idle,,13,delight,,12,12,1.0,,,,,,
d_nikke_ce006_01_05_52,d_nikke_ce006_01_05,Self,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_05_52,False,,5,idle,,3,void,,1,idle,,13,delight,,12,12,1.0,,,,,,
d_nikke_ce006_01_05_53,d_nikke_ce006_01_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_05_53,True,,5,idle,,3,void,,1,idle,,13,delight,,12,12,1.0,,,,,,
d_nikke_ce006_01_05_54,d_nikke_ce006_01_05,Self,rapi,,Locale_NikkeEpisode:d_nikke_ce006_01_05_54,False,,5,idle,,3,void,,1,idle,,13,delight,,12,12,1.0,,,,,,
d_nikke_ce006_01_05_55,d_nikke_ce006_01_05,Monologue,rapi,,Locale_NikkeEpisode:d_nikke_ce006_01_05_55,False,,5,idle,,3,void,,1,idle,,13,delight,,black,black,1.0,,,,,,
d_nikke_ce006_01_05_56,d_nikke_ce006_01_05,Monologue,rapi,,Locale_NikkeEpisode:d_nikke_ce006_01_05_56,False,,5,idle,,3,void,,1,idle,,13,delight,,black,black,1.0,,,,,,
d_nikke_ce006_01_05_57,d_nikke_ce006_01_05,Monologue,rapi,,Locale_NikkeEpisode:d_nikke_ce006_01_05_57,False,,5,idle,,3,void,,1,idle,,13,delight,,black,black,1.0,,,,,,
